id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2482641139,1,34,16,0,0,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-11-06T17:02:05.067Z,2022-11-06T18:08:20Z,3900279557,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3900279563,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3900279555,30,"5nlzolv5bg03eiopba58rs251, dq41kziilg4jki9erxel9d3ze, c8s3kzk7jpdpp5ctzqkzh9vit, 8gkc9l566rjg7nifxwsq5vdud, 8t404ou7dw8vprk9h7jjuqjt, 2psarhoauswcdof4nb22sw7ah, 5kcytruttikppbpkeg9rhd4gl, 33qmom9yrc1ft1cte9qju1djp, cnriqwh17pqgz7p2gt74uar6c, e5xv1rmy69kwuxjxin653ojqh, 5l9ilx0kwbny81lykqksoz9w5, 1wtikted5kmtz3bpu17enlvc9, 2apqk2zobhs8ypnaw0bzkch9m, c3pxiexbciif7uu845ivx5hhx, 23d0t7gqlra3jkskn18bh752i, 51rs6ozeux61yyjfk9ci86311, 2irms3moqosywa14re7n2awh5, 5r7q0eg6pmoq0safxa9tnm5l, 43xutn1unln5o3gwx3cl4lo0l, 5bo84b7398nyv87ztwd8wxh3p",3900279559,59,"1, 70, 6, 8, 3, 4, 45, 10, 99, 9, 21, 2, 7, 12, 14, 15, 18, 19, 23, 88",3900279567,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3900279561,130,2,3900559805,197,372,3900279565,194,5l9ilx0kwbny81lykqksoz9w5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482642419,1,34,16,0,0,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2022-11-06T17:03:41.687Z,2022-11-06T18:00:06Z,3900286267,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3900286261,130,13,3900286265,194,6wjwijfj7i2vvlsxzyzfb2cwl,3900286259,59,"33, 42, 5, 19, 13, 15, 8, 88, 11, 10, 7, 2, 3, 4, 6, 9, 16, 18, 23, 68",3900537933,197,7108,3900286257,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3900286263,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3900286255,30,"4k2wic25asdlmuqr17e3s6nkl, 28lucwbes9q95s1j4mgy2s50q, 58r7rr6rqtji5m0bkdxmwqqui, dqpkkgodtwn11fgpq2c3tlqz9, 6wjwijfj7i2vvlsxzyzfb2cwl, d92r3s9hlaq3k56b503ovjfmd, 64upo0p7ealjcpfkldjiqlvit, 613xzggyqa0ugkmu2u6oxkmp5, cwd95dwww2bs1d9wzjpw3ydx, 9cju5a96bsq9fqhbl5ub6nisp, 53unfq55ouhqni5jbl07fyqc5, 1vw6okufgzi8d2rx2yx3vuhux, dcj62hda8r17fx396ks6w79p1, 3uvek737jr8909is4vi1d9nxm, 6uubxxvwp558g19wxmprfqtw5, 5y720qmabg25g9wbmeqlh2a51, 7btjqixepiu3ykopyvg3k6itx, 4kh6fkew5ktqq69izsqsdqmeh, 3qqh9uurvqkg6aljwwjyxp8mh, ag5ozuf1o3ixkdrdb39g9dasp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482688895,2,32,1,0,0,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-11-06T18:01:43.720Z,2022-11-08T01:50:55Z,3900541419,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482688891,2,32,1,0,0,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2022-11-06T18:01:43.720Z,2022-11-06T18:01:46Z,3900541409,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482688917,3,1,1,0,0,26t6lvlpql4w5wu1ih73qpy36,1,50.2,50.3,2022-11-06T18:01:43.802Z,2022-11-08T06:14:38Z,3900541543,140,34.8,3903071187,178,,3900541549,213,2.8,3900541551,279,S,3900541547,212,17.1,3900541545,141,58.4,3900541541,56,Back,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482688931,4,1,1,0,1,26t6lvlpql4w5wu1ih73qpy36,1,35,61.2,2022-11-06T18:01:45.518Z,2022-11-08T06:14:44Z,3900541637,141,89.3,3900541635,140,35.2,3900541641,213,1.6,3900541633,56,Back,3903071249,178,,3900541639,212,19.1,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482688943,5,1,1,0,4,26t6lvlpql4w5wu1ih73qpy36,1,35.2,89.3,2022-11-06T18:01:47.803Z,2022-11-08T06:14:48Z,3900541723,213,4.0,3900541717,140,25.8,3900541715,56,Back,3903071287,178,,3900541719,141,71.7,3900541721,212,15.5,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482688953,6,1,1,0,7,26t6lvlpql4w5wu1ih73qpy36,1,25.4,67.6,2022-11-06T18:01:50.835Z,2022-11-08T06:14:51Z,3900541779,213,4.7,3900541775,141,33.3,3900541771,56,Back,3903071339,178,,3900541777,212,23.3,3900541773,140,25.6,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482688969,7,1,1,0,10,26t6lvlpql4w5wu1ih73qpy36,1,25.8,32.1,2022-11-06T18:01:53.851Z,2022-11-08T06:14:55Z,3900541881,213,5.3,3900541879,212,11.0,3900541877,141,19.0,3903071367,178,,3900541875,140,31.9,3900541873,56,Back,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482688993,8,1,1,0,12,26t6lvlpql4w5wu1ih73qpy36,1,30.6,23.7,2022-11-06T18:01:56.026Z,2022-11-08T06:14:59Z,3900541989,141,33.9,3903071421,178,,3900541987,140,23.7,3900541991,212,10.0,3900541985,56,Back,3900541993,213,2.4,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
