id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist,qualifier/15/value,qualifier/18/value,qualifier/19/value,qualifier/17/value,qualifier/21/id,qualifier/21/qualifierId
2514161117,839,67,1,0,7,26t6lvlpql4w5wu1ih73qpy36,0,33.5,8.9,2023-02-27T21:15:58.508Z,2023-03-02T05:47:02Z,4066258091,233,886,,,,,,,,,,,,,,,,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513449531,6,61,1,0,7,8gvg1ranyf93hprfkwx3ofl2y,1,64.9,90.9,2023-02-27T21:15:58.516Z,2023-03-02T06:05:19Z,4062485987,56,Left,4066234951,178,,,,,,,,,,,,,,,,,,,,35csuq89nc1zgpc4j2mdav6jt,Alisson Safira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513449549,7,1,1,0,9,8gvg1ranyf93hprfkwx3ofl2y,0,63,90.7,2023-02-27T21:15:59.824Z,2023-03-02T05:07:59Z,4062487805,140,67.0,4062487809,212,7.6,4062486119,56,Left,4062487807,141,100.0,4062487811,213,1.0,4066235031,178,,,,,,,,7jqin4ptb8of32u4e646mxwtm,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513449543,3,5,1,0,10,26t6lvlpql4w5wu1ih73qpy36,1,33.6,-0.9,2023-02-27T21:16:01.346Z,2023-03-02T05:08:04Z,4062486755,233,8,4062486083,56,Back,4062486085,347,,,,,,,,,,,,,,,,,2apqk2zobhs8ypnaw0bzkch9m,Rodrigo Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513449641,8,5,1,0,10,8gvg1ranyf93hprfkwx3ofl2y,0,66.4,100.9,2023-02-27T21:16:01.346Z,2023-03-02T05:08:04Z,4062486763,233,3,4062486667,56,Left,4062486669,347,,,,,,,,,,,,,,,,,7jqin4ptb8of32u4e646mxwtm,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513449629,4,1,1,0,22,26t6lvlpql4w5wu1ih73qpy36,1,29.5,0,2023-02-27T21:16:13.485Z,2023-03-02T05:08:10Z,4062486627,1,,4062486615,107,,4062486623,212,22.9,4062486621,141,30.7,4062486617,56,Back,4062486619,140,22.0,4062486625,213,1.9,,,,1wtikted5kmtz3bpu17enlvc9,Víctor Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513449637,5,1,1,0,26,26t6lvlpql4w5wu1ih73qpy36,1,21.4,31.3,2023-02-27T21:16:16.680Z,2023-03-02T05:08:16Z,4062486657,140,24.0,4062486661,212,15.0,4062486659,141,53.0,4062486663,213,1.4,4066235199,178,,4062486655,56,Back,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513449659,6,1,1,0,30,26t6lvlpql4w5wu1ih73qpy36,1,24,53,2023-02-27T21:16:20.853Z,2023-03-02T05:08:19Z,4062486777,140,20.4,4062486781,212,19.5,4062486779,141,24.9,4066235221,178,,4062486783,213,4.5,4062486775,56,Back,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513449673,7,1,1,0,33,26t6lvlpql4w5wu1ih73qpy36,1,19.4,26.8,2023-02-27T21:16:24.141Z,2023-03-02T05:08:23Z,4062486845,141,59.3,4062486841,56,Back,4062486843,140,19.4,4062486849,213,1.6,4066235269,178,,4062486847,212,22.1,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513449703,8,1,1,0,36,26t6lvlpql4w5wu1ih73qpy36,1,19,62.7,2023-02-27T21:16:26.782Z,2023-03-02T05:08:25Z,4062487005,213,1.9,4062486997,140,11.9,4062486993,56,Back,4062487001,141,93.2,4066235289,178,,4062487003,212,22.0,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513449705,9,1,1,0,38,26t6lvlpql4w5wu1ih73qpy36,0,9.9,98.1,2023-02-27T21:16:29.464Z,2023-03-02T05:08:33Z,4062487019,56,Back,4062487025,212,1.7,4062487021,140,11.5,4062487127,233,9,4062487023,141,98.0,4066235357,178,,4062487027,213,6.2,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513449713,9,61,1,0,38,8gvg1ranyf93hprfkwx3ofl2y,1,81.6,4.6,2023-02-27T21:16:29.512Z,2023-03-02T05:08:37Z,4062487087,56,Right,4066235391,178,,,,,,,,,,,,,,,,,,,,1ziaf8ivlizetjhinr9ua6uax,Jota Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513449743,10,1,1,0,40,8gvg1ranyf93hprfkwx3ofl2y,1,66.8,4.1,2023-02-27T21:16:31.051Z,2023-03-02T05:08:44Z,4066235473,388,,4062487305,56,Right,4062487313,213,0.9,4062487307,140,70.5,4062487311,212,5.9,4062487309,141,10.7,4062487303,3,,,,,d30uqfrs7mqb6jnj99qgyr28k,Miguel Maga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513449745,11,4,1,0,41,8gvg1ranyf93hprfkwx3ofl2y,1,74.8,14.3,2023-02-27T21:16:31.732Z,2023-03-02T05:08:53Z,4062489069,233,11,4062488149,294,,4062487321,152,,4062487317,13,,4062487325,286,,4062487319,56,Right,,,,,,,35csuq89nc1zgpc4j2mdav6jt,Alisson Safira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513449739,11,4,1,0,41,26t6lvlpql4w5wu1ih73qpy36,0,25.2,85.7,2023-02-27T21:16:31.733Z,2023-03-02T05:08:52Z,4062489053,13,,4062489059,285,,4062487265,56,Back,4062489501,294,,4062489077,233,11,4066235573,178,,4062489055,152,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513449737,10,43,1,0,44,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2023-02-27T21:16:35.134Z,2023-02-27T21:17:50Z,4062487251,56,Back,4062487255,141,100.0,4062487249,3,0,4062489549,144,1,4062487257,212,11.5,4062487259,213,1.1,4062487253,140,28.5,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513449953,12,1,1,1,33,8gvg1ranyf93hprfkwx3ofl2y,0,61.9,6.2,2023-02-27T21:17:23.845Z,2023-03-02T05:08:56Z,4065261169,20,,4062488591,212,42.0,4062488595,1,,4065261167,224,,4066235617,178,,4062488579,5,,4062488585,56,Center,4062488577,2,,7bizatqq8lesywgb68x9cizmd,Tiago Silva,4062488581,155,4062488589,141,46.9,4062488583,152,4062488587,140,92.0,4062488593,213,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513449969,12,12,1,1,34,26t6lvlpql4w5wu1ih73qpy36,1,5.6,48.5,2023-02-27T21:17:25.303Z,2023-03-02T05:09:08Z,4062488699,141,17.1,4062488697,140,11.5,4062488701,212,22.2,4062488695,56,Back,4062488747,15,,4062488703,213,5.0,4066235767,388,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450001,13,1,1,1,40,8gvg1ranyf93hprfkwx3ofl2y,1,88.9,90.5,2023-02-27T21:17:31.543Z,2023-03-02T05:09:15Z,4062488963,140,88.1,4066235831,178,,4062488969,213,4.5,4062488967,212,3.6,4062488965,141,85.4,4062488961,56,Left,,,,,,,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450021,14,1,1,1,43,8gvg1ranyf93hprfkwx3ofl2y,0,91.1,85.4,2023-02-27T21:17:34.253Z,2023-03-02T05:09:18Z,4065263663,72,,4062489097,212,28.4,4062489101,213,4.7,4062489093,140,90.5,4062489089,155,,4062489091,56,Center,4062489095,141,43.6,4062489087,2,,7jqin4ptb8of32u4e646mxwtm,André Silva,4065263661,224,4066235863,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450031,13,44,1,1,45,26t6lvlpql4w5wu1ih73qpy36,1,10.1,51.2,2023-02-27T21:17:35.917Z,2023-03-02T06:05:19Z,4062489141,56,Back,4062489143,285,,4062489169,233,15,,,,,,,,,,,,,,,,1wtikted5kmtz3bpu17enlvc9,Víctor Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450025,15,44,1,1,45,8gvg1ranyf93hprfkwx3ofl2y,0,89.9,48.8,2023-02-27T21:17:35.918Z,2023-03-02T05:09:23Z,4062489121,286,,4062489119,56,Center,4062489183,233,13,,,,,,,,,,,,,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450039,14,12,1,1,45,26t6lvlpql4w5wu1ih73qpy36,1,10.7,46.1,2023-02-27T21:17:35.954Z,2023-03-02T06:05:19Z,4062489227,15,,4062489215,140,30.2,4066235983,388,,4062489221,213,0.5,4062489217,141,64.5,4062489213,56,Back,4062489219,212,24.0,,,,1wtikted5kmtz3bpu17enlvc9,Víctor Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513451481,60,1,1,1,48,8gvg1ranyf93hprfkwx3ofl2y,1,71.8,31,2023-02-27T21:17:39.112Z,2023-03-02T05:09:33Z,4062498831,212,7.0,4062498825,56,Center,4062498829,141,26.0,4066236011,178,,4062498833,213,5.8,4062498827,140,77.6,,,,,,,7bizatqq8lesywgb68x9cizmd,Tiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513451565,63,1,1,1,49,8gvg1ranyf93hprfkwx3ofl2y,1,76.9,25.6,2023-02-27T21:17:39.846Z,2023-03-02T05:09:38Z,4062498697,212,4.2,4062498699,213,2.1,4066236069,178,,4062498693,140,74.9,4062498691,56,Center,4062498695,141,31.0,,,,,,,d30uqfrs7mqb6jnj99qgyr28k,Miguel Maga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450079,16,1,1,1,51,8gvg1ranyf93hprfkwx3ofl2y,1,78.2,27,2023-02-27T21:17:41.759Z,2023-03-02T05:09:44Z,4062489429,140,69.1,4062489427,56,Center,4062492565,210,13,4062489433,212,10.5,4062489431,141,33.4,4062489435,213,2.7,4066236105,178,,,,,7bizatqq8lesywgb68x9cizmd,Tiago Silva,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450105,18,13,1,1,52,8gvg1ranyf93hprfkwx3ofl2y,1,73.5,39,2023-02-27T21:17:43.206Z,2023-03-02T05:09:45Z,4062490179,230,98.5,4062490173,102,59.0,4062492571,29,,4062490181,231,48.4,4062492577,215,,4062490175,103,62.5,4062490171,77,,4062492573,55,16,2lur2ts61wwrsvih1lb1jee50,I. Bamba,4066236145,178,4062504285,24,,4062490109,20,4062489559,18,,4062489561,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450065,15,5,1,1,53,26t6lvlpql4w5wu1ih73qpy36,1,-1.1,46.9,2023-02-27T21:17:44.492Z,2023-03-02T05:09:50Z,4062489343,56,Back,4062489345,346,,4062489479,233,17,,,,,,,,,,,,,,,,5r7q0eg6pmoq0safxa9tnm5l,U. Račić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450083,17,5,1,1,53,8gvg1ranyf93hprfkwx3ofl2y,0,101.1,53.1,2023-02-27T21:17:44.492Z,2023-03-02T05:09:50Z,4062489447,56,Center,4062489487,233,15,4062489453,346,,,,,,,,,,,,,,,,,2lur2ts61wwrsvih1lb1jee50,I. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450199,16,1,1,2,14,26t6lvlpql4w5wu1ih73qpy36,1,3.4,50.7,2023-02-27T21:18:04.795Z,2023-03-02T05:10:00Z,4062490129,124,,4062490133,140,16.5,4062490139,212,21.0,4062490141,213,0.9,4062490131,56,Back,4062527621,189,,4062490145,237,,4062490135,141,74.1,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450201,17,1,1,2,16,26t6lvlpql4w5wu1ih73qpy36,1,17.8,74.5,2023-02-27T21:18:07.086Z,2023-03-02T05:10:05Z,4062490163,141,50.6,4062527647,189,,4062490167,213,4.1,4062490159,56,Back,4062490165,212,19.9,4062490161,140,6.8,4066236327,178,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450223,18,1,1,2,17,26t6lvlpql4w5wu1ih73qpy36,1,6.9,47.9,2023-02-27T21:18:08.386Z,2023-03-02T05:10:10Z,4062490305,56,Back,4062490313,213,5.1,4062490309,141,25.2,4062490311,212,16.9,4062490307,140,13.5,4066236399,178,,,,,,,,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450235,19,1,1,2,26,26t6lvlpql4w5wu1ih73qpy36,0,26.2,19.5,2023-02-27T21:18:16.714Z,2023-03-02T05:10:28Z,4062490393,213,0.5,4066236525,178,,4062490385,56,Center,4062490395,1,,4062490387,140,61.4,4062490389,141,47.0,4062490383,155,,4062490391,212,41.4,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450231,19,44,1,2,29,8gvg1ranyf93hprfkwx3ofl2y,1,33.4,55.3,2023-02-27T21:18:19.663Z,2023-03-02T06:05:20Z,4062490441,233,20,4062490365,285,,4062490363,56,Back,,,,,,,,,,,,,,,,2lur2ts61wwrsvih1lb1jee50,I. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450237,20,44,1,2,29,26t6lvlpql4w5wu1ih73qpy36,0,66.6,44.7,2023-02-27T21:18:19.664Z,2023-03-02T05:10:38Z,4062490401,286,,4062490399,56,Center,4062490475,233,19,,,,,,,,,,,,,,,,43xutn1unln5o3gwx3cl4lo0l,S. Banza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450247,20,1,1,2,29,8gvg1ranyf93hprfkwx3ofl2y,1,28.4,56.6,2023-02-27T21:18:19.691Z,2023-03-02T06:05:20Z,4062490447,56,Back,4062490449,140,37.3,4062490453,212,9.3,4062490451,141,57.0,4066236633,388,,4062490455,213,0.0,4062490445,3,,,,,2lur2ts61wwrsvih1lb1jee50,I. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450251,21,1,1,2,30,8gvg1ranyf93hprfkwx3ofl2y,1,36,57.5,2023-02-27T21:18:20.778Z,2023-03-02T05:10:47Z,4062490493,212,5.0,4062490491,141,63.5,4062490483,3,,4062490489,140,38.7,4066236675,388,,4062490495,213,1.0,4062490487,56,Back,,,,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450253,22,49,1,2,31,8gvg1ranyf93hprfkwx3ofl2y,1,38.2,63.2,2023-02-27T21:18:22.142Z,2023-03-02T05:10:52Z,,,,,,,,,,,,,,,,,,,,,,,,,7bizatqq8lesywgb68x9cizmd,Tiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450257,23,1,1,2,31,8gvg1ranyf93hprfkwx3ofl2y,0,38.2,63.2,2023-02-27T21:18:22.183Z,2023-03-02T05:10:56Z,4062490505,141,65.7,4066236749,178,,4062490509,213,0.3,4062490503,140,43.6,4062490501,56,Back,4062490507,212,5.9,,,,,,,7bizatqq8lesywgb68x9cizmd,Tiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450255,21,61,1,2,31,26t6lvlpql4w5wu1ih73qpy36,1,55.8,37.1,2023-02-27T21:18:22.514Z,2023-03-02T05:11:01Z,4066236795,21,,4062490499,56,Center,4066236797,178,,,,,,,,,,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450263,22,49,1,2,33,26t6lvlpql4w5wu1ih73qpy36,1,52.8,45.2,2023-02-27T21:18:23.834Z,2023-03-02T05:11:06Z,,,,,,,,,,,,,,,,,,,,,,,,,5r7q0eg6pmoq0safxa9tnm5l,U. Račić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450275,23,1,1,2,33,26t6lvlpql4w5wu1ih73qpy36,0,52.8,45.2,2023-02-27T21:18:23.867Z,2023-03-02T05:11:11Z,4062490639,1,,4062490633,141,15.5,4062490637,213,5.9,4062490629,56,Right,4066236889,178,,4062490635,212,53.9,4062490631,140,100.0,,,,5r7q0eg6pmoq0safxa9tnm5l,U. Račić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513450277,24,5,1,2,38,26t6lvlpql4w5wu1ih73qpy36,0,100.4,18.8,2023-02-27T21:18:28.833Z,2023-03-02T05:11:15Z,4062490643,346,,4062490641,56,Right,4062490657,233,24,,,,,,,,,,,,,,,,5r7q0eg6pmoq0safxa9tnm5l,U. Račić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
