id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2507521889,1,34,16,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2023-02-13T18:02:56.341Z,2023-02-13T19:07:56Z,4031205037,197,11679,4031144729,59,"99, 22, 31, 5, 34, 23, 21, 20, 11, 10, 78, 27, 3, 7, 13, 25, 28, 33, 50, 62",4031144733,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4031144731,130,8,4031144725,30,"1ocxh5s9uo0s8ag79j7iv6acp, cdkxx5845lj8spbg3ha7m1xm2, 3o3pp38h4ww0btuxzna0mhtcl, atkoaobhylui34grbharm41xx, 9ylq7ia76wd7pxq3ax9qo8w5x, 2jskw42u7twkcsxa15hcysiy1, 74hu9pcq0b1z36871v3inexyi, dyeuxixz75ematbmtiwzcvhzp, 31i957f27zym4aj6xdjxu7nit, 51edb4gy0w4q1wns87xehn2dx, 4mvqt04u92wsm1p5ja8fpilii, 513jimgihzk9w1kuad57jrnxl, dzq4gg917idfq1rhng1coi5uc, dqpofsnyszazhkp0t7gtlfi3u, e4x6fx7njwfevkwf1t0ocyq51, ctkp6xkdg68xonlfkjwe580oa, a5djhs58ls97llpu6i80dak15, f57x0lswad64sg1mpry8xiadw, c9juqy1fmkna7jcozyeg0weeh, 3gelookco8f9ft0guaec03t3o",4031144735,194,3o3pp38h4ww0btuxzna0mhtcl,4031144727,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4031144737,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507522045,1,34,16,0,0,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2023-02-13T18:03:59.898Z,2023-02-13T18:58:27Z,4031145927,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4031145915,30,"ckog922pr9vqy2ry4m7o5ag2d, degqtleco9n5tlt0yz3q5t9ii, djqbki8jap3rp8l0izzly9tzo, 8uxdtdynfnmlx0ro5iounze1, 110maz3wmyhfk670un6ieloet, 803s6ja43m4i9jhl97jd37s2x, 912y0yoa524suow0wvpbtwq1h, e6ztipndwfp33c6j7yebsyx91, 55r9zkckjjq4txriw3jhguwnp, c38u6t2mr5f441tcuxlwpulpm, 79mo2l821d5zq6dyrg9qkpf4l, 5881z0950eh6003uukdwkuql0, 36bi849x9anyfayunuudgcdbe, 2u5a79zhvgasvp6yinny8kr2s, 1g46yyjzlu0vqpk3w51scv1ed, 9kvoxdbnb5kt2dzy7kr0s7v11, apjgf0d7fwwdsb06vdlsjyc45, 8lahho5viagd48ufvp582453p, 2rw2a005v9ehuopm1hf87uvah, 6fvujizi2c81rxbbble21p32t",4031145925,194,e6ztipndwfp33c6j7yebsyx91,4031145917,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4031145921,130,17,4031145923,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4031204901,197,377,4031145919,59,"18, 20, 77, 4, 23, 42, 30, 6, 9, 15, 22, 1, 3, 11, 17, 21, 27, 16, 93, 95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507531103,2,32,1,0,0,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2023-02-13T19:01:20.488Z,2023-02-15T19:01:14Z,4031206589,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507531099,2,32,1,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2023-02-13T19:01:20.488Z,2023-02-13T19:01:20Z,4031206579,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507531109,3,1,1,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,50,50,2023-02-13T19:01:20.497Z,2023-02-15T19:29:38Z,4031206619,213,3.9,4034111777,178,,4031206613,140,40.8,4031206615,141,35.2,4031206611,56,Back,4031206617,212,13.9,4031206621,279,S,,,,51edb4gy0w4q1wns87xehn2dx,Francisco Geraldes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507531115,4,1,1,0,2,22mo7qbsnyi8wtucpvhgvhw2q,1,41.9,32.3,2023-02-13T19:01:23.161Z,2023-02-15T19:29:46Z,4031206653,56,Back,4034112135,178,,4031206655,140,41.5,4031206657,141,7.4,4031206661,213,4.7,4031206659,212,16.9,,,,,,,dyeuxixz75ematbmtiwzcvhzp,João Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507531127,5,1,1,0,5,22mo7qbsnyi8wtucpvhgvhw2q,1,41,7.4,2023-02-13T19:01:26.194Z,2023-02-15T19:29:52Z,4034112427,178,,4031206753,141,27.3,4031206751,140,26.3,4031206755,212,20.5,4031206749,56,Back,4031206757,213,2.4,,,,,,,cdkxx5845lj8spbg3ha7m1xm2,S. Delos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507531137,6,1,1,0,8,22mo7qbsnyi8wtucpvhgvhw2q,1,25.6,34.2,2023-02-13T19:01:29.457Z,2023-02-15T19:30:01Z,4034112857,178,,4031206817,212,29.3,4031206815,141,77.1,4031206811,56,Back,4031206813,140,23.3,4031206819,213,1.7,,,,,,,9ylq7ia76wd7pxq3ax9qo8w5x,Mexer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507531165,7,1,1,0,12,22mo7qbsnyi8wtucpvhgvhw2q,1,22.7,75.2,2023-02-13T19:01:33.162Z,2023-02-15T19:30:11Z,4034113221,178,,4031206909,212,22.4,4031206903,141,52.6,4031206895,56,Back,4031206913,213,3.9,4031206897,140,7.2,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507531189,8,1,1,0,16,22mo7qbsnyi8wtucpvhgvhw2q,0,7.5,45.4,2023-02-13T19:01:37.060Z,2023-02-15T19:30:16Z,4031207009,155,,4031207019,213,5.8,4031207013,140,42.7,4031207015,141,15.3,4031207011,56,Back,4031207017,212,42.2,4031207021,1,,4034113485,178,,1ocxh5s9uo0s8ag79j7iv6acp,Daniel Figueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
