id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2451464245,1,34,16,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2022-08-27T13:45:01.441Z,2022-08-27T14:33:30Z,3734752749,130,8,3735071971,197,385,3734752747,59,"59, 2, 66, 16, 4, 5, 17, 10, 95, 9, 7, 1, 3, 11, 12, 20, 21, 23, 34, 45",3734752745,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3734752753,194,bvy7d4r2ve9f5x1xyv0tx5cr9,3734752751,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734752743,30,"8nesxmzgmtxcr5vu3881j6ane, 8q4m06v3yfsq2iza942ezaxud, 5i5qgzbovli6pspg01ohrfdre, 922dtb3ppvsgvzysfjwg86jmx, 8czsihbd6817k4uzvwenqvxex, bvy7d4r2ve9f5x1xyv0tx5cr9, 1m8chbktzw7yd9ly3ibcy4nl6, 8sg65mj881mnfd9wgtew01s5x, 8inrz9rna2z5lirsorindh0b9, 4rfcpo4l9f8x1m0rlnwloefl6, 57xeumfhz5h30yn1168rgljah, 3y7h2e79gvzrqor9gg854dl91, a00q0qj479gzj5hymx4ix5lp0, 757f9x11lzcug3d6sn39d85wp, cqfw0fsbxyjb7mduk2hk27e1h, 2uqu22zy54pgog64fk993fyay, 8qn1z72et0w6bqw9mstopb7px, 3bysj69bufnbqx70q6ufzat49, 17govndl49nve5d5h74bs5i0a, 68o93orxpx4ehs4dsa57521g5",3734752755,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451465731,1,34,16,0,0,co1i764h6b02husae71w6scs8,1,0,0,2022-08-27T13:47:20.248Z,2022-08-27T14:40:49Z,3734759825,30,"5tlj5yw513al38b6uvzmslfbp, 6gmfcfqd1o54zyepd9587nlqt, f29gq7ixyjd9m22yhmb7c7oq1, 7sedwtw16nm2tr4496xu6qvop, 10va1tucy0kb83wllaudp7e95, cgtz4fa0mz9poi4ju8bjtbwiy, 9788pzgd21d94wye06ryneoyd, 3vwbsaoy8f2vc4kkad4ipv3kl, awicgdcslcljo1mbmvochqlwq, 1c0ymbcylpp4ty7n34inspffu, 82fjdh9q4378gd1g9l1bimrx1, 3q1nhus52rnkt6nwvqmpb1ct0, 7apd6saozsmkhkm7ew06a5a6t, db6kkpr65v0zlrlx1cr5almcq, 9lwpckbeu2ymqlmq6288bdjvt, 2kvb94ocyvs7x1sbq73rr22nd, 3vth7chxafg6828kg2xseimwa, cpf5wp34pu80qzvcwakjhh905, dvxwdpad8a1iatnwcpqvy3m5l, 1zokl2zp7gtwlmj37kps6lnmx",3734759839,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734759843,194,3vwbsaoy8f2vc4kkad4ipv3kl,3735074047,197,3750,3734759833,59,"94, 18, 14, 4, 44, 22, 8, 21, 99, 20, 93, 27, 35, 3, 6, 19, 30, 32, 38, 70",3734759829,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3734759835,130,4,3734759847,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451535201,2,32,1,0,0,co1i764h6b02husae71w6scs8,1,0,0,2022-08-27T14:31:10.731Z,2022-08-27T14:31:10Z,3735121471,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451535243,2,32,1,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2022-08-27T14:31:10.731Z,2022-08-29T22:56:34Z,3735121725,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451535285,3,1,1,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,49.9,50.5,2022-08-27T14:31:10.874Z,2022-08-30T06:33:48Z,3744217373,178,,3735122037,279,S,3735122029,140,37.5,3735122027,56,Back,3735122035,213,3.4,3735576143,189,,3735122031,141,44.7,3735122033,212,13.6,8sg65mj881mnfd9wgtew01s5x,S. Beltrame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451535431,4,1,1,0,2,7kfx3xpj2c2wxinsyi16i9gaz,0,34,45.8,2022-08-27T14:31:13.473Z,2022-08-30T06:33:53Z,3735122883,213,0.7,3735122881,212,55.6,3735122875,56,Left,3744217497,178,,3735122885,1,,3735122871,155,,3735122877,140,72.8,3735122879,141,100.0,8czsihbd6817k4uzvwenqvxex,Matheus Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451535649,3,5,1,0,7,co1i764h6b02husae71w6scs8,1,27.1,-1.5,2022-08-27T14:31:17.943Z,2022-08-30T06:33:58Z,3735124047,56,Back,3735124049,347,,3735124093,233,5,,,,,,,,,,,,,,,,10va1tucy0kb83wllaudp7e95,Pedrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451535439,5,5,1,0,7,7kfx3xpj2c2wxinsyi16i9gaz,0,72.9,101.5,2022-08-27T14:31:17.943Z,2022-08-30T06:33:58Z,3735124145,233,3,3735122907,56,Left,3735122909,347,,,,,,,,,,,,,,,,,8czsihbd6817k4uzvwenqvxex,Matheus Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451536135,4,1,1,0,25,co1i764h6b02husae71w6scs8,0,28.7,0,2022-08-27T14:31:35.769Z,2022-08-30T06:34:02Z,3735126659,56,Back,3735126667,212,18.4,3735126669,213,0.4,3735126665,141,8.3,3735126663,140,44.9,3735126655,107,,,,,,,,6gmfcfqd1o54zyepd9587nlqt,F. Moufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451536089,6,44,1,0,27,7kfx3xpj2c2wxinsyi16i9gaz,1,55.8,90.6,2022-08-27T14:31:37.793Z,2022-08-30T10:45:32Z,3735126407,56,Left,3735126409,286,,3735126813,233,5,,,,,,,,,,,,,,,,5i5qgzbovli6pspg01ohrfdre,Léo Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
