id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/10/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,assist,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2504676595,1,34,16,0,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-02-05T19:24:05.063Z,2023-02-05T20:28:42Z,4016219195,194,ebaganzllbxfacvobgmsu1045,4016219183,30,"30bhky4x90yqfyzhsawfz6pcl, 4aubucuhe6ic3osisrw73xe51, asoisrxtnm0zynx35ueum4v6d, 6nrvjozwk5or2v7dxkqbf9j9x, 8jncnpkifnmg84s5qysuk4y96, as0t8xi6k6nl4l06g23u3jcru, ebaganzllbxfacvobgmsu1045, c01muomxuk015zrf9n21ztq7d, 1zf9egrh7cjofd7td62oc5tk9, rzxtat0t3okt8tikf5mvdxm2, es6pjawg9rq2io8hjxf0rqaxh, c3byjg1gw75b6wz0wz0bjwij9, 5drwrn9zmqeyo7h5zhy28mb8q, 1f57m5jalwzn2xwr3xqtjiy8l, 5awvo9xetmgwxmqfisawqz90q, 8qxoj7nyhu2prjl3bjfqi2ui1, 3ipb4zd3vz7dpnkyeiw22tal1, 1ldbn0jnfzcvj7edwlq1z4q8l, 664x98r3mbynnh19u1cx984q, 10jwipbmvqza53ja0lwof9be1",4016359901,197,388,4016219197,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4016219187,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4016219193,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4016219191,130,8,4016219189,59,"1, 15, 19, 8, 4, 72, 77, 21, 9, 10, 30, 11, 2, 7, 17, 20, 25, 26, 42, 55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504677545,1,34,16,0,0,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-02-05T19:26:17.588Z,2023-02-05T20:28:12Z,4016225183,194,8zt0zlypar7m1eqj4zu8ul695,4016225173,30,"25n2vrjnz5qsm5pigyn3ps8vd, bdgqvvkpadpthmlm40wa6dcyx, ds66cc3zwxbyl5zfzag5422g9, 7nrjutc015x9nupdcl4hj3l5h, 8zt0zlypar7m1eqj4zu8ul695, 43mnaysq76cz587wxk8w3job9, 9l70xwbhc0xr57iifzyxzot7t, 1nqpxso2a9qw8w8g6u4sb60ut, bzt6oj1d4d2x3qez55hlvzpwp, 3w3z6g8x70ii3pltaxyxbycwl, dh3ddfghtgeb2iu2608y96i5m, c2hmvhnurdg1vw49j45dw2jca, 12uvfzb3xe7bk4h6xl6c8cet, c0pat4dqmsc4teand5ampsdlh, 4effb0zguv2lqtv2vl9lqb696, 1swp008ttj3pd57fz5uw8mctm, eswp4t4r8ktirsnkodz26gyui, 79ir6aubulzanvonfbgngk5hx, 2jl9lfqd2q74iwamx7g0xva50, 3mp7wghcalu9g3wxbqb9eqga",4016225181,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4016225179,130,8,4016225185,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4016225175,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4016358617,197,390,4016225177,59,"12, 21, 6, 5, 13, 44, 2, 14, 15, 10, 11, 7, 16, 8, 9, 17, 18, 20, 64, 92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504704461,2,32,1,0,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-02-05T20:31:32.275Z,2023-02-08T00:01:49Z,4016366875,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504704451,2,32,1,0,0,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-02-05T20:31:32.275Z,2023-02-05T20:31:32Z,4016366823,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504704483,3,1,1,0,0,dich5v7sw466smbqap0d9rbyj,1,50.1,50.3,2023-02-05T20:31:32.299Z,2023-02-08T03:57:04Z,4016367021,141,54.7,4016367023,212,22.4,4016367031,279,S,4016367017,56,Back,4016367025,213,3.0,4016367019,140,29.0,4019518899,178,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504704513,4,1,1,0,3,dich5v7sw466smbqap0d9rbyj,1,27.7,54.1,2023-02-05T20:31:35.853Z,2023-02-08T03:57:37Z,4016367207,212,13.3,4019519019,178,,4016367199,56,Back,4016367205,141,34.7,4016367209,213,4.8,4016367203,140,29.3,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504704529,5,1,1,0,7,dich5v7sw466smbqap0d9rbyj,0,31.4,25.9,2023-02-05T20:31:39.464Z,2023-02-08T03:58:22Z,4016367297,1,,4016367295,213,6.1,4019519187,178,,4016367289,140,71.2,4016367285,155,,4016367291,141,14.6,4016367293,212,42.5,4016367287,56,Right,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504704541,3,1,1,0,9,bwt8yfk8rkcwiwyr0mopd7wqd,1,23,74.7,2023-02-05T20:31:41.885Z,2023-02-08T03:58:28Z,4016367393,213,0.9,4016367387,140,30.5,4016367389,141,88.9,4016367385,56,Back,4016367391,212,12.5,4019519201,388,,4016367383,3,,,,,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504704545,4,1,1,0,11,bwt8yfk8rkcwiwyr0mopd7wqd,0,30.5,88.9,2023-02-05T20:31:43.505Z,2023-02-08T03:58:38Z,4016367415,141,83.3,4019519227,388,,4016367419,213,5.2,4016367409,3,,4016367417,212,4.3,4016367413,140,32.4,4016367411,56,Back,,,,es6pjawg9rq2io8hjxf0rqaxh,A. Alipourghara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504704563,6,1,1,0,11,dich5v7sw466smbqap0d9rbyj,1,63.6,14.2,2023-02-05T20:31:43.923Z,2023-02-08T03:58:45Z,4016367543,213,1.0,4016367537,140,70.0,4016367535,56,Center,4016367541,212,11.8,4016367539,141,28.5,4019519249,178,,4016367533,3,,,,,bzt6oj1d4d2x3qez55hlvzpwp,Oday Dabbagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
