id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value
2455838385,3,49,1,0,23,ewsf6evtguu9j7k6js4tlgl89,1,28.7,38.5,2022-09-04T14:34:24.356Z,2022-09-07T06:09:45Z,,,,,,,,,,,,,,,,,,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838401,4,1,1,0,23,ewsf6evtguu9j7k6js4tlgl89,1,28.7,38.5,2022-09-04T14:34:24.380Z,2022-09-07T06:09:50Z,3763576387,388,,3758073421,213,3.7,3758073413,56,Back,3758073419,212,8.8,3758073415,140,21.7,3758073417,141,31.5,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838427,5,1,1,0,24,ewsf6evtguu9j7k6js4tlgl89,1,21.7,31.5,2022-09-04T14:34:25.358Z,2022-09-07T06:09:55Z,3758073555,212,12.4,3758073557,213,0.1,3758073553,141,32.5,3758073549,56,Back,3763576435,178,,3758073551,140,33.5,,,,,,,dcj62hda8r17fx396ks6w79p1,João Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838443,6,1,1,0,26,ewsf6evtguu9j7k6js4tlgl89,1,33.7,33.1,2022-09-04T14:34:27.499Z,2022-09-07T06:10:01Z,3763576473,178,,3758073641,140,38.4,3758073647,213,1.2,3758073645,212,13.8,3758073639,56,Back,3758073643,141,52.1,,,,,,,64upo0p7ealjcpfkldjiqlvit,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838461,7,1,1,0,27,ewsf6evtguu9j7k6js4tlgl89,0,38.4,52.1,2022-09-04T14:34:28.674Z,2022-09-07T06:10:06Z,3758073759,141,27.2,3763576517,178,,3758073761,212,17.0,3758073757,140,39.7,3758073755,56,Back,3758073763,213,4.8,3758073771,195,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838481,9,49,1,0,28,dich5v7sw466smbqap0d9rbyj,1,58.4,81,2022-09-04T14:34:29.999Z,2022-09-07T06:10:10Z,,,,,,,,,,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838531,10,1,1,0,30,dich5v7sw466smbqap0d9rbyj,1,58.4,81,2022-09-04T14:34:31.877Z,2022-09-07T06:10:14Z,3763576599,178,,3758074141,56,Center,3758074149,213,5.6,3758074143,140,69.2,3758074147,212,15.0,3758074145,141,66.5,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838523,8,45,1,0,32,ewsf6evtguu9j7k6js4tlgl89,0,30.6,47.8,2022-09-04T14:34:33.270Z,2022-09-07T06:15:51Z,3758074077,56,Back,3758074079,285,,3758074223,233,11,,,,,,,,,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838541,11,3,1,0,32,dich5v7sw466smbqap0d9rbyj,1,69.4,52.2,2022-09-04T14:34:33.270Z,2022-09-07T06:15:50Z,3762384775,464,,3758074211,233,8,3758074185,56,Center,3758074187,286,,3763579637,178,,,,,,,,,,,3vln1sp3b13v1yhcsd0vl3c2x,Rafa Mújica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838571,12,1,1,0,33,dich5v7sw466smbqap0d9rbyj,1,71.2,60.3,2022-09-04T14:34:34.395Z,2022-09-07T06:15:55Z,3763579707,178,,3758074353,213,4.6,3758074351,212,11.3,3758074349,141,43.9,3758074345,56,Center,3758074347,140,69.7,,,,,,,3vln1sp3b13v1yhcsd0vl3c2x,Rafa Mújica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456926731,1470,67,1,0,34,dich5v7sw466smbqap0d9rbyj,1,68.4,42.4,2022-09-04T14:34:35.641Z,2022-09-07T12:07:39Z,3763904759,233,1689,,,,,,,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456926729,1689,67,1,0,34,ewsf6evtguu9j7k6js4tlgl89,0,31.6,57.6,2022-09-04T14:34:35.642Z,2022-09-07T11:50:54Z,3763904763,233,1470,,,,,,,,,,,,,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838573,13,3,1,0,34,dich5v7sw466smbqap0d9rbyj,0,68.8,42.8,2022-09-04T14:34:35.687Z,2022-09-07T06:15:59Z,3762385155,464,,3758106265,233,9,3758074357,56,Center,3763579747,178,,3758074359,286,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838567,9,7,1,0,34,ewsf6evtguu9j7k6js4tlgl89,0,31.2,57.2,2022-09-04T14:34:35.809Z,2022-09-07T06:16:05Z,3758074431,233,13,3758074317,56,Back,3762385257,383,,3758074319,285,,3763579803,178,,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838629,14,1,1,0,36,dich5v7sw466smbqap0d9rbyj,1,69.8,40.4,2022-09-04T14:34:37.500Z,2022-09-07T06:16:24Z,3758074697,56,Right,3758074703,212,21.0,3763580015,178,,3758074705,213,4.8,3758074699,140,70.7,3758074701,141,9.5,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838641,15,1,1,0,38,dich5v7sw466smbqap0d9rbyj,0,70.7,9.5,2022-09-04T14:34:39.825Z,2022-09-07T06:16:28Z,3758074765,56,Center,3762385951,2,,3758074767,140,84.5,3762386147,224,,3762386149,20,,3758074763,155,,3758074769,141,34.1,3763580073,178,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,3758074775,213,0.9,3758074773,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,
2455838667,10,1,1,0,40,ewsf6evtguu9j7k6js4tlgl89,1,10.8,63.5,2022-09-04T14:34:41.289Z,2022-09-07T06:16:54Z,3758074875,141,66.8,3758074877,212,10.6,3758074873,140,20.7,3758074879,213,0.2,3758074871,56,Back,3763580379,388,,3758074869,3,,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838675,11,49,1,0,41,ewsf6evtguu9j7k6js4tlgl89,1,20.7,66.8,2022-09-04T14:34:42.439Z,2022-09-07T06:16:58Z,,,,,,,,,,,,,,,,,,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838687,12,1,1,0,42,ewsf6evtguu9j7k6js4tlgl89,0,20.7,66.8,2022-09-04T14:34:43.210Z,2022-09-07T06:17:01Z,3758074961,140,23.6,3758075057,286,,3758074957,155,,3763580461,178,,3758075053,233,16,3758074959,56,Back,3758074967,213,0.0,3758075051,236,,2ban1f798o92hq593c8a0nv11,Afonso Taira,3758074965,212,3.0,3758074963,141,66.8,,,,,,,,,,,,,,,,,,,,,,,,,
2455838695,16,74,1,0,42,dich5v7sw466smbqap0d9rbyj,1,73.2,35.2,2022-09-04T14:34:43.247Z,2022-09-07T06:17:05Z,3763580517,178,,3758075007,285,,3758075005,56,Center,3758105837,233,12,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838745,13,1,1,0,43,ewsf6evtguu9j7k6js4tlgl89,0,21.9,63.5,2022-09-04T14:34:44.578Z,2022-09-07T06:17:14Z,3758075297,56,Back,3758075301,141,74.6,3758075295,157,,3763580601,178,,3758075299,140,21.1,3758075305,213,1.7,3758075307,1,,3758075303,212,7.6,64upo0p7ealjcpfkldjiqlvit,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838749,14,43,1,0,46,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2022-09-04T14:34:47.140Z,2022-09-06T13:38:16Z,3758075313,56,Back,3762387659,144,61,,,,,,,,,,,,,,,,,,,dqpkkgodtwn11fgpq2c3tlqz9,N. Zolotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838783,17,3,1,0,46,dich5v7sw466smbqap0d9rbyj,0,79.2,4.9,2022-09-04T14:34:47.777Z,2022-09-07T06:17:49Z,3763580987,178,,3758075577,211,,3762386917,465,,3758075459,56,Right,3758075461,286,,,,,,,,,,,clnli7y2s88p16yqtrbsb99sl,A. Bukia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838847,15,1,1,0,48,ewsf6evtguu9j7k6js4tlgl89,1,20.1,74.9,2022-09-04T14:34:49.373Z,2022-09-07T06:17:53Z,3763581033,178,,3758075791,56,Back,3758075793,140,26.6,3758075799,213,5.4,3758075797,212,10.5,3758075795,141,63.2,,,,,,,dqpkkgodtwn11fgpq2c3tlqz9,N. Zolotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838903,16,1,1,0,50,ewsf6evtguu9j7k6js4tlgl89,1,26.6,63.2,2022-09-04T14:34:51.780Z,2022-09-07T06:17:57Z,3763581081,178,,3758076021,141,86.9,3758076019,140,29.5,3758076023,212,16.4,3758076025,213,1.4,3758076017,56,Back,,,,,,,64upo0p7ealjcpfkldjiqlvit,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838951,17,1,1,0,56,ewsf6evtguu9j7k6js4tlgl89,1,31,87.5,2022-09-04T14:34:57.668Z,2022-09-07T06:18:03Z,3758076235,141,83.3,3758076237,212,6.4,3758076239,213,3.6,3758076233,140,25.5,3763581139,178,,3758076231,56,Back,,,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455838999,18,1,1,0,59,ewsf6evtguu9j7k6js4tlgl89,1,23.6,78.3,2022-09-04T14:35:00.392Z,2022-09-07T06:18:07Z,3758076507,213,5.0,3758076505,212,16.9,3758076503,141,54.1,3758076501,140,27.4,3758076499,56,Back,3763581191,178,,,,,,,,dqpkkgodtwn11fgpq2c3tlqz9,N. Zolotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455839057,19,1,1,1,2,ewsf6evtguu9j7k6js4tlgl89,1,27.2,54.1,2022-09-04T14:35:03.064Z,2022-09-07T06:18:11Z,3758076787,56,Back,3758076789,140,34.4,3758076791,141,36.5,3763581229,178,,3758076793,212,14.2,3758076795,213,5.3,,,,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455839081,20,1,1,1,7,ewsf6evtguu9j7k6js4tlgl89,1,42.7,31.7,2022-09-04T14:35:08.545Z,2022-09-07T06:18:18Z,3758076915,56,Right,3758076925,213,5.2,3758076923,212,20.9,3758076919,140,52.4,3758076921,141,4.9,3763581291,178,,,,,,,,64upo0p7ealjcpfkldjiqlvit,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455839119,21,1,1,1,9,ewsf6evtguu9j7k6js4tlgl89,1,52.4,4.9,2022-09-04T14:35:10.184Z,2022-09-07T06:18:29Z,3758077111,141,24.7,3758077115,213,2.4,3763581393,178,,3758077109,140,39.7,3758077107,56,Back,3758077113,212,18.9,,,,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455839181,22,1,1,1,12,ewsf6evtguu9j7k6js4tlgl89,1,39.7,24.7,2022-09-04T14:35:13.795Z,2022-09-07T06:18:37Z,3758077431,140,44.0,3758077435,212,7.6,3758077437,213,0.9,3763581485,178,,3758077433,141,33.7,3758077429,56,Back,,,,,,,dcj62hda8r17fx396ks6w79p1,João Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455839229,23,1,1,1,16,ewsf6evtguu9j7k6js4tlgl89,1,38.6,47.3,2022-09-04T14:35:17.325Z,2022-09-07T06:19:09Z,3758077671,56,Center,3763581791,178,,3758077675,141,70.2,3758077677,212,24.3,3758077673,140,56.4,3758077679,213,0.7,,,,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455839249,24,1,1,1,17,ewsf6evtguu9j7k6js4tlgl89,0,57.3,74,2022-09-04T14:35:18.628Z,2022-09-07T06:19:16Z,3763581847,178,,3758078949,140,54.4,3758078959,213,1.7,3758078953,141,100.0,3758077767,56,Left,3758078957,212,18.5,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456864253,1073,43,1,1,17,dich5v7sw466smbqap0d9rbyj,1,0,0,2022-09-04T14:35:18.637Z,2022-09-07T06:56:10Z,3763603951,178,0,3763604069,144,82,,,,,,,,,,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455839387,18,5,1,1,19,dich5v7sw466smbqap0d9rbyj,1,44.6,-1.2,2022-09-04T14:35:20.528Z,2022-09-07T06:19:18Z,3758078449,347,,3758078479,233,25,3758078447,56,Back,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455839259,25,5,1,1,19,ewsf6evtguu9j7k6js4tlgl89,0,55.4,101.2,2022-09-04T14:35:20.528Z,2022-09-07T06:19:18Z,3758077797,56,Left,3758077799,347,,3758078483,233,18,,,,,,,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455839493,19,1,1,1,35,dich5v7sw466smbqap0d9rbyj,1,44.1,0,2022-09-04T14:35:36.606Z,2022-09-07T06:19:31Z,3758079093,213,2.8,3758079083,107,,3758079089,141,5.2,3758079091,212,14.1,3758079085,56,Back,3758079087,140,31.2,,,,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455839521,20,1,1,1,40,dich5v7sw466smbqap0d9rbyj,1,25.7,13.7,2022-09-04T14:35:41.228Z,2022-09-07T06:19:34Z,3758079239,212,30.8,3758079233,56,Back,3758079235,140,24.8,3758079237,141,59.0,3758079241,213,1.6,3763581969,178,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455839539,21,1,1,1,43,dich5v7sw466smbqap0d9rbyj,1,24.8,59,2022-09-04T14:35:44.277Z,2022-09-07T06:19:42Z,3758079307,56,Back,3758079313,212,17.0,3763582031,178,,3758079315,213,4.6,3758079309,140,23.7,3758079311,141,34.1,,,,,,,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455839583,22,1,1,1,45,dich5v7sw466smbqap0d9rbyj,1,23.7,34.1,2022-09-04T14:35:46.080Z,2022-09-07T06:19:48Z,3763582095,178,,3758079511,56,Back,3758079519,213,0.6,3758079513,140,33.3,3758079517,212,11.9,3758079515,141,43.3,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455839637,23,1,1,1,47,dich5v7sw466smbqap0d9rbyj,1,33.9,43.1,2022-09-04T14:35:48.510Z,2022-09-07T06:19:55Z,3758079743,140,35.5,3758079749,213,1.4,3763582155,178,,3758079747,212,9.3,3758079745,141,56.6,3758079741,56,Back,,,,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455839683,24,1,1,1,50,dich5v7sw466smbqap0d9rbyj,1,36.2,60.8,2022-09-04T14:35:51.196Z,2022-09-07T06:20:00Z,3758079983,56,Center,3758079989,212,22.2,3763582215,178,,3758079991,213,5.7,3758079985,140,53.7,3758079987,141,42.4,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455839735,25,1,1,1,52,dich5v7sw466smbqap0d9rbyj,1,56.3,35,2022-09-04T14:35:53.805Z,2022-09-07T06:20:03Z,3758080221,56,Right,3758080227,212,19.1,3758080225,141,8.9,3763582233,178,,3758080229,213,5.1,3758080223,140,63.1,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455839809,26,1,1,1,55,dich5v7sw466smbqap0d9rbyj,1,63.1,8.9,2022-09-04T14:35:56.093Z,2022-09-07T06:20:08Z,3758080541,140,56.6,3758080553,213,2.2,3758080549,212,12.0,3763582283,178,,3758080537,56,Center,3758080545,141,23.5,,,,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455839857,27,1,1,1,59,dich5v7sw466smbqap0d9rbyj,1,56.5,28.6,2022-09-04T14:36:00.271Z,2022-09-07T06:20:13Z,3758080881,212,18.1,3763582339,178,,3758080879,141,54.2,3758080883,213,1.8,3758080877,140,51.8,3758080875,56,Center,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455839891,28,1,1,2,2,dich5v7sw466smbqap0d9rbyj,0,53.4,55.8,2022-09-04T14:36:03.736Z,2022-09-07T06:20:18Z,3758081091,1,,3758081083,212,43.0,3758081075,140,89.1,3758081079,141,24.8,3758081087,213,5.8,3758081071,56,Center,3763582373,178,,3758081069,155,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455839913,26,1,1,2,5,ewsf6evtguu9j7k6js4tlgl89,0,12.1,76.6,2022-09-04T14:36:06.982Z,2022-09-07T06:20:22Z,3758081201,56,Back,3758081203,140,25.0,3758081209,213,0.5,3763582409,388,,3758081207,212,15.8,3758081205,141,88.7,3758081199,3,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
