id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/9/value,qualifier/15/value,qualifier/10/value,qualifier/16/value,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2448730833,1,34,16,0,0,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2022-08-20T18:35:48.921Z,2022-08-20T19:39:14Z,3720259741,30,"d79vlrccz170hzdh35nhsf1ed, dowh6oc93ggduous7ligguqne, 19s3ei718jouszy30uxli8xd5, el6dn7kq3815p2zd4rppzzw7p, 58i5y98ceb55anpucpru7skb9, 37usxvspofewb3djlg67lp1hx, 8ffuqi4wbdmvnxsy2nhi566s5, a6r2hqalh9ydoy2a8uv9rztux, 2wl0uylmkzi2ls7v4amgaa1yi, 97vuoqg0x9nx56dmd9u5e12hh, 8y0e1y90ih393h7zv7srfot79, 9iqmeo87l56hr3gymmxgkxysq, 8ut3v3ezaj8th41g2kqhhhd9m, 2j8v4lkqeg1bcqp77ezseo8vd, xbk4zraauvq1cj1w5yz08kb9, f3zl8ymo5ttze20sffzk044q1, 4j6h9mgau5uaxlm589qlc6rjd, av5ng2yhu8q1lqacekmxci0ut, 1nd8l0ofw9x779c0ufwbbo4ph, cpmfjroqtibaahb1dr66pl2i1",3720259745,59,"99, 23, 12, 8, 3, 5, 28, 11, 30, 9, 25, 4, 7, 13, 14, 19, 20, 22, 29, 46",3720527245,197,367,3720259747,130,23,3720259753,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720259751,194,58i5y98ceb55anpucpru7skb9,3720259749,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720259743,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448733111,1,34,16,0,0,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2022-08-20T18:38:21.110Z,2022-08-20T19:31:00Z,3720272995,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720272987,59,"1, 24, 2, 25, 4, 13, 15, 5, 10, 17, 28, 3, 11, 12, 16, 18, 47, 71, 82, 91",3720272991,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720272985,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3720542481,197,11673,3720272983,30,"342kh2ue733edf9q7s0a2edat, 77yaqzy45dxtzicao00jxrlgq, 3fo37mb4cp6lb0e86hhiyvu8l, cayu6id8xmj67n29s2x3bsbxm, a9htjxrpgqlcv577x4kvlkh5h, 1kn0x4n8grpc1cx46ctnmajth, 8jfjglichcg0py57hhri5v0fd, d9i8y5vlymc2yggwxrax8wcbu, 6x3qvqsp90kjsps3e4wx0oxqt, 83ekq1r2omnsazmp41pio8s89, eee0bq4dkdn91l81e8cf1zxpm, 6hnzgiw8h1itz9l2j3sb6oeeh, a9ozu4hjaylfr4299ceryskid, cuc7gtr9q0465wxmzgq834ag9, a7twqgp3fp43y1aoybfe2i8d1, 6cx5c6bzp1hq6c1vui53mxzx0, 10k53pv13mw9hzllv70umgzbp, 7mg9ycwc9ay4fdedl0dpp5nca, d6tc895jr5kkxotydz2jcjx1w, edgnkgpt7a6rzffcd012sqfpw",3720272993,194,a9htjxrpgqlcv577x4kvlkh5h,3720272989,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448781423,2,32,1,0,0,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2022-08-20T19:31:19.763Z,2022-08-20T19:31:19Z,3720543847,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448781435,2,32,1,0,0,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2022-08-20T19:31:19.763Z,2022-08-22T23:54:34Z,3720543913,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448781517,3,1,1,0,0,66bsnl0zjb7l5akwo00h0y5me,1,50,50,2022-08-20T19:31:19.778Z,2022-08-23T09:32:52Z,3720544345,213,1.1,3720544341,141,81.6,3727722111,178,,3720544337,56,Left,3720544347,279,S,3720544339,140,61.4,3720544343,212,24.6,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450143095,705,43,1,0,2,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2022-08-20T19:31:22.358Z,2022-08-23T10:09:06Z,3727786929,144,82,3727786279,178,0,,,,,,,,,,,,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449701821,699,3,1,0,2,66bsnl0zjb7l5akwo00h0y5me,0,57.8,72.3,2022-08-20T19:31:22.382Z,2022-08-23T09:34:00Z,3725470423,56,Center,3725470427,464,,3725470425,286,,3725470429,467,77yaqzy45dxtzicao00jxrlgq,3727724225,178,,,,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448781539,4,3,1,0,7,66bsnl0zjb7l5akwo00h0y5me,0,69.2,95.9,2022-08-20T19:31:27.267Z,2022-08-23T09:34:06Z,3720544443,56,Left,3727724595,178,,3725470933,464,,3720544445,286,,3720544777,233,3,,,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448781593,3,7,1,0,7,7catg5lpivcmpf4xhggh6d8rk,1,30.8,4.1,2022-08-20T19:31:27.479Z,2022-08-23T09:34:13Z,3720544723,285,,3725471071,384,,3727726715,178,,3720544721,56,Back,3720544743,233,4,,,,,,,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450143313,870,43,1,0,10,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2022-08-20T19:31:30.453Z,2022-08-23T10:09:33Z,3727787421,178,0,3727787489,144,82,,,,,,,,,,,,,,,,,,,1kn0x4n8grpc1cx46ctnmajth,Luís Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448781597,4,49,1,0,10,7catg5lpivcmpf4xhggh6d8rk,1,14,7.6,2022-08-20T19:31:30.478Z,2022-08-23T09:34:18Z,,,,,,,,,,,,,,,,,,,,,,,,,1kn0x4n8grpc1cx46ctnmajth,Luís Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448781635,5,1,1,0,11,7catg5lpivcmpf4xhggh6d8rk,1,15.4,15.2,2022-08-20T19:31:31.344Z,2022-08-23T09:34:23Z,3720544893,213,5.6,3720544889,141,3.8,3727727091,178,,3720544885,56,Back,3720544891,212,12.8,3720544887,140,25.1,,,,,,,1kn0x4n8grpc1cx46ctnmajth,Luís Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448781651,6,1,1,0,13,7catg5lpivcmpf4xhggh6d8rk,1,25.1,4.3,2022-08-20T19:31:33.016Z,2022-08-23T09:34:29Z,3720544997,213,1.9,3720544991,140,23.2,3720544995,212,6.4,3720544993,141,13.2,3720544989,56,Back,3727727271,178,,,,,,,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448781671,7,1,1,0,15,7catg5lpivcmpf4xhggh6d8rk,1,23.2,13.4,2022-08-20T19:31:35.045Z,2022-08-23T09:34:38Z,3727727653,178,,3720545065,56,Back,3720545067,140,24.9,3720545073,213,5.1,3720545071,212,5.2,3720545069,141,6.2,,,,,,,d9i8y5vlymc2yggwxrax8wcbu,H. Morita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448781701,8,1,1,0,16,7catg5lpivcmpf4xhggh6d8rk,1,24,4.7,2022-08-20T19:31:36.269Z,2022-08-23T09:34:45Z,3720545271,56,Back,3720545275,141,28.6,3720545277,212,17.7,3720545279,213,1.2,3720545273,140,30.6,3727728041,178,,,,,,,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448781705,9,61,1,0,18,7catg5lpivcmpf4xhggh6d8rk,1,30.8,27,2022-08-20T19:31:38.463Z,2022-08-23T09:35:09Z,3720545287,56,Back,3727729089,178,,,,,,,,,,,,,,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448781749,10,1,1,0,20,7catg5lpivcmpf4xhggh6d8rk,1,33.9,29.5,2022-08-20T19:31:40.163Z,2022-08-23T09:35:16Z,3720545533,141,55.2,3720545535,212,18.1,3720545531,140,38.4,3720545529,56,Back,3727729379,178,,3720545537,213,1.3,,,,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448781789,11,1,1,0,22,7catg5lpivcmpf4xhggh6d8rk,1,38.8,56.4,2022-08-20T19:31:41.796Z,2022-08-23T09:35:22Z,3720545753,141,96.0,3727729661,178,,3720545751,140,42.2,3720545749,56,Back,3720545755,212,27.2,3720545757,213,1.4,,,,,,,eee0bq4dkdn91l81e8cf1zxpm,Pote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448781825,12,1,1,0,26,7catg5lpivcmpf4xhggh6d8rk,1,47.5,90.5,2022-08-20T19:31:46.554Z,2022-08-23T09:35:28Z,3720545881,212,21.0,3720545879,141,80.2,3720545877,140,28.6,3727729841,178,,3720545875,56,Back,3720545883,213,3.5,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448781873,13,1,1,0,28,7catg5lpivcmpf4xhggh6d8rk,1,28.7,79.4,2022-08-20T19:31:48.432Z,2022-08-23T09:35:33Z,3720546151,212,16.0,3720546149,141,57.8,3727730101,178,,3720546145,56,Back,3720546147,140,22.6,3720546153,213,4.3,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448781913,14,1,1,0,31,7catg5lpivcmpf4xhggh6d8rk,1,24.8,53.7,2022-08-20T19:31:51.634Z,2022-08-23T09:35:40Z,3727730407,178,,3720546325,140,21.8,3720546327,141,30.4,3720546329,212,16.2,3720546331,213,4.5,3720546323,56,Back,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448781951,15,1,1,0,34,7catg5lpivcmpf4xhggh6d8rk,1,23.1,30.7,2022-08-20T19:31:54.305Z,2022-08-23T09:35:45Z,3720546519,141,3.7,3720546521,212,21.6,3720546523,213,5.3,3727730559,178,,3720546515,56,Back,3720546517,140,34.0,,,,,,,1kn0x4n8grpc1cx46ctnmajth,Luís Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448782037,16,1,1,0,36,7catg5lpivcmpf4xhggh6d8rk,1,33.4,3.5,2022-08-20T19:31:56.720Z,2022-08-23T09:35:57Z,3720546947,56,Back,3720546959,212,14.9,3720546943,155,,3720546951,140,46.9,3720546963,213,0.3,3727731029,178,,3720546955,141,10.1,,,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448782053,17,3,1,0,43,7catg5lpivcmpf4xhggh6d8rk,0,67,4.5,2022-08-20T19:32:02.784Z,2022-08-23T09:36:15Z,3720547035,286,,3720547083,233,5,3720547033,56,Right,3725473231,464,,3727731679,178,,,,,,,,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448782059,5,7,1,0,44,66bsnl0zjb7l5akwo00h0y5me,0,33,95.5,2022-08-20T19:32:03.798Z,2022-08-23T09:36:21Z,3725473307,385,,3727731949,178,,3720547051,285,,3720547055,233,17,3720547049,56,Back,,,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448782091,18,61,1,0,44,7catg5lpivcmpf4xhggh6d8rk,1,63.2,4.6,2022-08-20T19:32:03.949Z,2022-08-23T09:36:30Z,3720547209,56,Right,3727732325,178,,,,,,,,,,,,,,,,,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448782129,7,1,1,0,46,66bsnl0zjb7l5akwo00h0y5me,1,32.5,99.3,2022-08-20T19:32:06.316Z,2022-08-23T09:36:35Z,3727732553,178,,3720547427,141,82.2,3720547425,140,48.9,3720547431,213,5.7,3720547423,56,Back,3720547429,212,20.8,,,,,,,19s3ei718jouszy30uxli8xd5,Z. Sanusi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448782075,6,49,1,0,46,66bsnl0zjb7l5akwo00h0y5me,1,32.5,99.3,2022-08-20T19:32:06.744Z,2022-08-23T09:36:31Z,,,,,,,,,,,,,,,,,,,,,,,,,19s3ei718jouszy30uxli8xd5,Z. Sanusi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450144025,716,43,1,0,48,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2022-08-20T19:32:08.514Z,2022-08-23T10:12:03Z,3727790749,144,82,3727790655,178,0,,,,,,,,,,,,,,,,,,,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448782149,8,61,1,0,48,66bsnl0zjb7l5akwo00h0y5me,1,54,72.9,2022-08-20T19:32:08.613Z,2022-08-23T09:36:55Z,3727733479,178,,3720547527,56,Center,,,,,,,,,,,,,,,,,,,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450144269,719,67,1,0,50,66bsnl0zjb7l5akwo00h0y5me,1,51,70.3,2022-08-20T19:32:10.303Z,2022-08-23T13:02:32Z,3727791993,233,900,,,,,,,,,,,,,,,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450144267,900,67,1,0,50,7catg5lpivcmpf4xhggh6d8rk,0,49,29.7,2022-08-20T19:32:10.304Z,2022-08-23T10:13:04Z,3727791997,233,719,,,,,,,,,,,,,,,,,,,,,,d9i8y5vlymc2yggwxrax8wcbu,H. Morita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448782975,16,1,1,0,50,66bsnl0zjb7l5akwo00h0y5me,0,50.6,70.2,2022-08-20T19:32:10.322Z,2022-08-23T13:02:32Z,3720551829,140,63.8,3720551835,213,0.1,3720551831,141,73.1,3720551833,212,14.0,3727733799,178,,3720551827,56,Center,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448782207,19,49,1,0,51,7catg5lpivcmpf4xhggh6d8rk,1,37,24.7,2022-08-20T19:32:11.605Z,2022-08-23T09:37:10Z,,,,,,,,,,,,,,,,,,,,,,,,,1kn0x4n8grpc1cx46ctnmajth,Luís Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
