id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2449312409,1,34,16,0,0,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2022-08-21T13:43:47.765Z,2022-08-21T14:40:25Z,3723299393,194,6wjwijfj7i2vvlsxzyzfb2cwl,3723299391,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723299381,30,"4k2wic25asdlmuqr17e3s6nkl, 28lucwbes9q95s1j4mgy2s50q, 58r7rr6rqtji5m0bkdxmwqqui, dqpkkgodtwn11fgpq2c3tlqz9, 6wjwijfj7i2vvlsxzyzfb2cwl, dcj62hda8r17fx396ks6w79p1, 64upo0p7ealjcpfkldjiqlvit, 2ban1f798o92hq593c8a0nv11, cwd95dwww2bs1d9wzjpw3ydx, bxbvbqfhiv1hivt3ttxum1uy1, 53unfq55ouhqni5jbl07fyqc5, 1vw6okufgzi8d2rx2yx3vuhux, 6uubxxvwp558g19wxmprfqtw5, 9cju5a96bsq9fqhbl5ub6nisp, d92r3s9hlaq3k56b503ovjfmd, 7btjqixepiu3ykopyvg3k6itx, ag5ozuf1o3ixkdrdb39g9dasp, 4jqmdmc0za8pdpz9ne875uzmx, 613xzggyqa0ugkmu2u6oxkmp5, edk9jemtelz51uoob4quyd4kq",3723299385,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3723299395,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723299387,59,"33, 42, 5, 19, 13, 3, 8, 27, 11, 14, 7, 2, 6, 10, 15, 16, 68, 70, 88, 99",3723322839,197,7108,3723299389,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449313069,1,34,16,0,0,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2022-08-21T13:44:29.764Z,2022-08-21T14:29:09Z,3723302649,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723302647,194,ekjpc2tvdk5jtiamtufdqkr85,3723302645,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723439135,197,3024,3723302641,59,"1, 79, 20, 26, 23, 2, 24, 42, 9, 21, 7, 8, 12, 13, 16, 18, 55, 59, 62, 80",3723302637,30,"ekjpc2tvdk5jtiamtufdqkr85, 4a4kjygjq5el2ylh7k660lul0, ap2l08x0nj8xqvvrfp796rmj9, c406oul95r3jvmbebcge5oz4l, 3weuuu2vlyod9x7gnk2v9r1ed, 3ebyf23azgbktpf7dgwlphkvd, 47wasen155qbiu6pmyp3dowr9, eyllkbdemtx2seh48r9l3czbp, 3batawbh7y4sjkeo4hn34svzd, 57pi7l4h7g2jydmkc5vl6vkr9, 5za437wrlqizff74n6uqodpzp, aissbbcnwyr06fhgfamxo9j2t, 6a34imgccsbw4zysasuziuad, 96tuk7bpr043jh2obpegcgd4a, 1a1cur7ima2n6hxas3fqlplhw, 90ojk78yhwtwbnz0k5w1ow6hh, 7ik7fxl2qle5gwfrraseisf84, 6ylhhspjzxqrbqj4yq35hwkr8, 6jjrhjrb23r0xqjnn75hgnjf8, 9avib48nsrfs3bif03so582z8",3723302639,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3723302643,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449342791,2,32,1,0,0,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2022-08-21T14:34:20.133Z,2022-08-21T14:34:23Z,3723456669,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449342783,2,32,1,0,0,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2022-08-21T14:34:20.133Z,2022-08-23T18:24:18Z,3723456627,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449342809,3,1,1,0,0,3b4nxgvmwzstmoq6borytkwx1,1,50.4,49.9,2022-08-21T14:34:20.222Z,2022-08-24T03:58:44Z,3723456749,279,S,3723456747,213,2.6,3723456739,56,Back,3729022739,178,,3723456743,141,61.4,3723456745,212,15.2,3723456741,140,38.0,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449342867,4,1,1,0,3,3b4nxgvmwzstmoq6borytkwx1,1,37.1,61.4,2022-08-21T14:34:23.317Z,2022-08-24T03:58:49Z,3723457067,141,41.6,3723457071,212,18.4,3723457061,56,Back,3729022767,178,,3723457073,213,5.5,3723457063,140,49.1,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449342891,5,1,1,0,6,3b4nxgvmwzstmoq6borytkwx1,0,50.8,34.3,2022-08-21T14:34:26.469Z,2022-08-24T03:58:54Z,3723457141,140,61.2,3723457145,212,13.2,3723457143,141,23.5,3729022807,178,,3723457139,56,Center,3723457147,213,5.7,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449342911,3,49,1,0,7,ewsf6evtguu9j7k6js4tlgl89,1,40.8,70.8,2022-08-21T14:34:27.259Z,2022-08-24T03:59:01Z,,,,,,,,,,,,,,,,,,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449342949,4,1,1,0,7,ewsf6evtguu9j7k6js4tlgl89,1,40.8,70.8,2022-08-21T14:34:27.324Z,2022-08-24T03:59:07Z,3723457463,140,47.0,3723457461,56,Back,3723457465,141,75.9,3723457467,212,7.4,3723457469,213,0.5,3729022883,178,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449342955,5,4,1,0,10,ewsf6evtguu9j7k6js4tlgl89,1,53.2,80.8,2022-08-21T14:34:30.800Z,2022-08-24T03:59:11Z,3723457641,233,6,3723457493,13,,3723457499,152,,3723457497,56,Left,3723457501,286,,3723457495,295,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
