id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/18/value
2505656733,6,7,1,0,8,3b4nxgvmwzstmoq6borytkwx1,0,31.4,69.7,2023-02-09T18:02:19.823Z,2023-02-12T02:08:35Z,4021372895,56,Back,4027276693,178,,4021372897,285,,4022340527,383,,4021372927,233,10,,,,,,,,,,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505657221,34,61,1,0,9,22mo7qbsnyi8wtucpvhgvhw2q,1,63.9,26.9,2023-02-09T18:02:20.025Z,2023-02-12T02:08:43Z,4027276961,178,,4021375665,56,Center,,,,,,,,,,,,,,,,,,,74hu9pcq0b1z36871v3inexyi,Tiago Gouveia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656737,7,49,1,0,9,3b4nxgvmwzstmoq6borytkwx1,1,30.2,65.9,2023-02-09T18:02:20.605Z,2023-02-12T02:10:34Z,,,,,,,,,,,,,,,,,,,,,,,,,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656745,8,1,1,0,10,3b4nxgvmwzstmoq6borytkwx1,1,30.2,65.9,2023-02-09T18:02:21.572Z,2023-02-12T02:10:40Z,4021372955,141,66.8,4021372959,213,0.0,4021372957,212,14.0,4027279797,178,,4021372953,140,43.5,4021372951,56,Back,,,,,,,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656757,9,1,1,0,13,3b4nxgvmwzstmoq6borytkwx1,1,47.5,67.8,2023-02-09T18:02:24.297Z,2023-02-12T02:10:45Z,4021373025,141,62.1,4021373015,56,Center,4027279937,178,,4021373029,213,6.1,4021373027,212,18.5,4021373021,140,64.7,,,,,,,6w3iuh0f11tbwr037i7qb031m,I. Camará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656773,10,1,1,0,14,3b4nxgvmwzstmoq6borytkwx1,0,66.7,64.8,2023-02-09T18:02:25.745Z,2023-02-12T02:10:59Z,4027280445,178,,4021373093,213,0.9,4021373091,212,22.3,4021373089,141,90.0,4021373087,140,80.3,4021373085,56,Left,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656771,11,49,1,0,18,22mo7qbsnyi8wtucpvhgvhw2q,1,9.3,8,2023-02-09T18:02:29.107Z,2023-02-12T02:11:26Z,,,,,,,,,,,,,,,,,,,,,,,,,9ylq7ia76wd7pxq3ax9qo8w5x,Mexer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656777,12,4,1,0,19,22mo7qbsnyi8wtucpvhgvhw2q,1,14.7,8.7,2023-02-09T18:02:30.715Z,2023-02-12T02:11:31Z,4021373115,56,Back,4021373119,285,,4021373117,152,,4021373113,295,,4021373239,233,11,4021373111,13,,,,,,,,9ylq7ia76wd7pxq3ax9qo8w5x,Mexer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656795,11,4,1,0,19,3b4nxgvmwzstmoq6borytkwx1,0,85.3,91.3,2023-02-09T18:02:30.716Z,2023-02-12T02:11:30Z,4021373247,233,12,4021373233,286,,4021373231,152,,4021373225,13,,4021373229,56,Left,4021373227,295,,4027281453,178,,,,,57pi7l4h7g2jydmkc5vl6vkr9,Salvador Agra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656851,13,1,1,0,37,22mo7qbsnyi8wtucpvhgvhw2q,1,16,8.5,2023-02-09T18:02:48.511Z,2023-02-12T14:07:05Z,4027282537,178,,4021373551,56,Back,4021373553,140,17.1,4021373547,5,,4021373555,141,23.3,4021373549,152,,4021373979,189,,4021373559,213,1.5,3gelookco8f9ft0guaec03t3o,Tiago Santos,4021373557,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656857,14,1,1,0,38,22mo7qbsnyi8wtucpvhgvhw2q,1,25.4,40.8,2023-02-09T18:02:49.250Z,2023-02-12T14:08:57Z,4021373589,141,69.5,4021373587,140,28.4,4021373585,56,Back,4021373593,213,1.4,4021373981,189,,4027283139,178,,4021373591,212,19.8,,,,9ylq7ia76wd7pxq3ax9qo8w5x,Mexer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656859,15,1,1,0,39,22mo7qbsnyi8wtucpvhgvhw2q,1,28.9,69.5,2023-02-09T18:02:50.257Z,2023-02-12T14:07:22Z,4021373607,213,4.7,4021373599,56,Back,4021373605,212,19.1,4021373603,141,41.4,4027284835,178,,4021373601,140,28.5,4021374013,189,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656865,16,1,1,0,44,22mo7qbsnyi8wtucpvhgvhw2q,1,28.5,41.4,2023-02-09T18:02:55.251Z,2023-02-12T14:08:25Z,4021373625,56,Back,4021373627,140,35.1,4021373629,141,64.9,4028417731,178,,4021373633,213,1.2,4021373631,212,17.4,,,,,,,9ylq7ia76wd7pxq3ax9qo8w5x,Mexer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656885,17,1,1,0,47,22mo7qbsnyi8wtucpvhgvhw2q,1,35.1,64.9,2023-02-09T18:02:58.051Z,2023-02-12T02:14:17Z,4021373713,56,Left,4021373723,1,,4021373721,213,0.7,4021373719,212,33.7,4021373717,141,95.7,4021373715,140,60.2,4027286677,178,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656887,18,1,1,0,49,22mo7qbsnyi8wtucpvhgvhw2q,1,63.2,91.3,2023-02-09T18:03:00.783Z,2023-02-12T02:14:26Z,4021373731,141,73.3,4021373733,212,12.3,4021373729,140,63.8,4021373727,56,Center,4027286961,178,,4021373735,213,4.8,,,,,,,4mvqt04u92wsm1p5ja8fpilii,Tiago Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656897,19,1,1,0,51,22mo7qbsnyi8wtucpvhgvhw2q,1,63.8,73.3,2023-02-09T18:03:02.425Z,2023-02-12T02:14:35Z,4021373805,140,99.0,4021373809,212,37.5,4021373807,141,82.8,4027287203,178,,4021373811,213,0.2,4021373813,1,,4021373803,56,Left,,,,dyeuxixz75ematbmtiwzcvhzp,João Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656901,20,1,1,0,55,22mo7qbsnyi8wtucpvhgvhw2q,0,98.9,86.2,2023-02-09T18:03:06.109Z,2023-02-12T02:14:53Z,4027287441,178,,4021373847,2,,4021373855,141,82.8,4021373857,212,2.5,4021373905,233,12,4022343859,72,,4021373849,155,,4021373909,286,,4mvqt04u92wsm1p5ja8fpilii,Tiago Araújo,4021373859,213,4.3,4021373903,236,4021373853,140,98.0,4022343857,224,4021373851,56,Left,,,,,,,,,,,,,,,,,,,,,,
2505656913,12,12,1,0,55,3b4nxgvmwzstmoq6borytkwx1,1,1.6,8.9,2023-02-09T18:03:06.160Z,2023-02-12T02:14:59Z,4021373899,185,,4021373901,56,Back,4021373911,233,20,4027287819,178,,,,,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656915,13,6,1,0,55,3b4nxgvmwzstmoq6borytkwx1,0,1.8,13.1,2023-02-09T18:03:06.248Z,2023-02-12T02:15:14Z,4021373915,56,Back,4021373935,233,21,4021373917,73,,,,,,,,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656911,21,6,1,0,55,22mo7qbsnyi8wtucpvhgvhw2q,1,98.2,86.9,2023-02-09T18:03:06.248Z,2023-02-12T02:15:14Z,4021373897,73,,4021373931,233,13,4021373895,56,Left,,,,,,,,,,,,,,,,4mvqt04u92wsm1p5ja8fpilii,Tiago Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656977,22,1,1,1,28,22mo7qbsnyi8wtucpvhgvhw2q,0,99.5,99.5,2023-02-09T18:03:39.097Z,2023-02-12T02:15:19Z,4021374271,2,,4021374273,6,,4027288473,178,,4021374279,56,Center,4021374283,141,61.0,4021374281,140,92.7,4022344579,20,,4021374287,213,4.4,51edb4gy0w4q1wns87xehn2dx,Francisco Geraldes,4021374285,212,27.1,4021374277,223,4021374275,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656973,14,44,1,1,29,3b4nxgvmwzstmoq6borytkwx1,1,5.2,39.6,2023-02-09T18:03:40.390Z,2023-02-12T18:14:54Z,4021374263,285,,4021374261,56,Back,4021374335,233,23,,,,,,,,,,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656981,23,44,1,1,29,22mo7qbsnyi8wtucpvhgvhw2q,0,94.8,60.4,2023-02-09T18:03:40.391Z,2023-02-12T02:15:27Z,4021374309,56,Center,4021374367,233,14,4021374311,286,,,,,,,,,,,,,,,,,ctkp6xkdg68xonlfkjwe580oa,M. Ndiaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656979,15,12,1,1,29,3b4nxgvmwzstmoq6borytkwx1,1,4.2,40.1,2023-02-09T18:03:40.462Z,2023-02-12T18:14:55Z,4021374295,56,Back,4021374301,212,12.9,4021374297,140,14.8,4021374303,213,5.7,4021374299,141,30.4,4021374317,15,,4027288689,388,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505657001,16,12,1,1,31,3b4nxgvmwzstmoq6borytkwx1,1,15,30.4,2023-02-09T18:03:42.250Z,2023-02-12T02:15:38Z,4021374453,213,6.1,4027288815,178,,4021374451,212,21.6,4021374445,56,Back,4021374447,140,35.1,4021374449,141,23.5,,,,,,,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656991,24,1,1,1,34,22mo7qbsnyi8wtucpvhgvhw2q,0,64,72.3,2023-02-09T18:03:45.128Z,2023-02-12T02:15:47Z,4021374397,212,12.5,4021374399,213,0.4,4021374395,141,80.2,4021374389,3,,4021374391,56,Left,4021374393,140,74.7,4027289017,388,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505657005,18,3,1,1,36,3b4nxgvmwzstmoq6borytkwx1,1,28.8,14.3,2023-02-09T18:03:47.133Z,2023-02-12T02:16:00Z,4027289289,178,,4022348071,464,,4021374463,233,25,4021374461,285,,4021374459,56,Back,,,,,,,,,,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505656997,25,45,1,1,36,22mo7qbsnyi8wtucpvhgvhw2q,0,71.2,85.7,2023-02-09T18:03:47.133Z,2023-02-12T02:16:00Z,4021374467,233,18,4021374433,56,Left,4021374435,286,,,,,,,,,,,,,,,,,51edb4gy0w4q1wns87xehn2dx,Francisco Geraldes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505657003,17,49,1,1,37,3b4nxgvmwzstmoq6borytkwx1,1,32.1,10.3,2023-02-09T18:03:48.023Z,2023-02-12T02:16:34Z,,,,,,,,,,,,,,,,,,,,,,,,,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505657009,19,1,1,1,37,3b4nxgvmwzstmoq6borytkwx1,0,32.4,8.5,2023-02-09T18:03:48.415Z,2023-02-12T02:16:41Z,4021374475,141,3.7,4021374479,213,5.9,4021374477,212,8.4,4021374471,56,Back,4021374473,140,39.8,4027290483,178,,,,,,,,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505657007,26,49,1,1,38,22mo7qbsnyi8wtucpvhgvhw2q,1,60.4,91.5,2023-02-09T18:03:49.832Z,2023-02-12T14:12:43Z,,,,,,,,,,,,,,,,,,,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505657011,27,3,1,1,42,22mo7qbsnyi8wtucpvhgvhw2q,0,76.1,87.5,2023-02-09T18:03:53.490Z,2023-02-12T02:17:06Z,4021374517,233,20,4027291267,178,,4021374497,56,Left,4021374499,286,,4022349301,464,,,,,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505657017,20,7,1,1,42,3b4nxgvmwzstmoq6borytkwx1,1,23.9,12.5,2023-02-09T18:03:53.632Z,2023-02-12T02:17:14Z,4021374513,233,27,4021374511,285,,4027291497,178,,4021374509,56,Back,4022349403,384,,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505664185,377,61,1,1,42,3b4nxgvmwzstmoq6borytkwx1,1,26.3,17.3,2023-02-09T18:03:53.784Z,2023-02-12T02:17:25Z,4027291939,178,,4021417561,56,Back,,,,,,,,,,,,,,,,,,,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505657019,21,49,1,1,43,3b4nxgvmwzstmoq6borytkwx1,1,33.2,11,2023-02-09T18:03:54.860Z,2023-02-12T14:13:12Z,,,,,,,,,,,,,,,,,,,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505657029,22,1,1,1,50,3b4nxgvmwzstmoq6borytkwx1,1,46,9.8,2023-02-09T18:04:01.148Z,2023-02-12T02:17:44Z,4021374559,140,55.0,4021374561,141,4.0,4021374557,56,Right,4021374563,212,10.2,4027292515,178,,4021374565,213,5.9,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505657039,23,1,1,1,52,3b4nxgvmwzstmoq6borytkwx1,1,53.9,6.1,2023-02-09T18:04:03.768Z,2023-02-12T02:17:50Z,4021374609,141,30.8,4021374607,140,31.7,4021374605,56,Back,4027292723,178,,4021374611,212,28.7,4021374613,213,2.5,,,,,,,57pi7l4h7g2jydmkc5vl6vkr9,Salvador Agra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505657047,24,1,1,1,55,3b4nxgvmwzstmoq6borytkwx1,1,31.7,30.8,2023-02-09T18:04:06.399Z,2023-02-12T02:18:17Z,4021374643,212,9.8,4027293351,178,,4021374641,141,31.1,4021374637,56,Back,4021374639,140,41.0,4021374645,213,0.0,,,,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505657059,25,1,1,1,58,3b4nxgvmwzstmoq6borytkwx1,1,42.7,30.8,2023-02-09T18:04:09.863Z,2023-02-12T02:18:22Z,4021374717,213,5.1,4027293471,178,,4021374715,212,11.6,4021374709,56,Back,4021374711,140,46.4,4021374713,141,14.8,,,,,,,90ojk78yhwtwbnz0k5w1ow6hh,I. Vukotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505657079,26,1,1,2,2,3b4nxgvmwzstmoq6borytkwx1,1,52.2,15.7,2023-02-09T18:04:13.497Z,2023-02-12T02:18:27Z,4021374845,141,14.8,4021374847,212,8.2,4021374849,213,6.2,4021374841,56,Right,4027293613,178,,4021374843,140,60.0,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505657081,27,4,1,2,4,3b4nxgvmwzstmoq6borytkwx1,1,59.7,21.8,2023-02-09T18:04:15.881Z,2023-02-12T02:18:34Z,4021374855,294,,4021374861,286,,4021374859,152,,4021374857,56,Center,4021374853,13,,4021374863,233,28,,,,,,,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505657073,28,4,1,2,4,22mo7qbsnyi8wtucpvhgvhw2q,0,40.3,78.2,2023-02-09T18:04:15.882Z,2023-02-12T02:18:33Z,4021374811,285,,4021374803,13,,4021374869,233,27,4021374805,294,,4027293739,178,,4021374807,56,Back,4021374809,152,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505657093,28,1,1,2,9,3b4nxgvmwzstmoq6borytkwx1,1,52.6,20.9,2023-02-09T18:04:20.582Z,2023-02-12T02:18:40Z,4021374911,56,Back,4021374913,140,33.6,4021374917,212,24.9,4021374919,213,2.5,4021417981,189,,4027293919,178,,4021374915,141,42.8,4021374909,152,,90ojk78yhwtwbnz0k5w1ow6hh,I. Vukotić,4021374907,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505657099,29,1,1,2,12,3b4nxgvmwzstmoq6borytkwx1,1,33.6,42.8,2023-02-09T18:04:23.306Z,2023-02-12T02:18:45Z,4027294075,178,,4021374945,213,1.5,4021374943,212,14.4,4021374941,141,63.9,4021374939,140,34.0,4021374937,56,Back,,,,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505657105,30,1,1,2,15,3b4nxgvmwzstmoq6borytkwx1,1,34,63.9,2023-02-09T18:04:26.235Z,2023-02-12T02:18:51Z,4021374963,213,4.7,4021374959,141,33.5,4021374961,212,20.7,4021374957,140,33.9,4021374955,56,Back,4027294227,178,,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505657111,31,1,1,2,18,3b4nxgvmwzstmoq6borytkwx1,1,33.9,33.5,2023-02-09T18:04:29.402Z,2023-02-12T02:18:58Z,4021374987,212,14.8,4021374985,141,52.7,4027294379,178,,4021374981,56,Back,4021374983,140,27.3,4021374991,213,2.1,,,,,,,90ojk78yhwtwbnz0k5w1ow6hh,I. Vukotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
