id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/15/value
2459308709,1,34,16,0,0,7fn0aazbc8nx0u040aulozds1,1,0,0,2022-09-12T18:32:52.788Z,2022-09-12T19:18:56Z,3776549577,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3776549573,59,"97, 82, 24, 8, 5, 4, 20, 19, 9, 10, 79, 6, 11, 13, 14, 17, 22, 23, 25, 70",3776549571,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3776552139,197,3241,3776549575,130,4,3776549569,30,"9uc54rlxmahbfppv97zi81yhh, 8bcfmmsjnman2nsp2t9rsrvxm, chy52wzncc8ulmer9z2rebit, de1nmkgahbsrky75itebiitp1, 8f8lbg182g5jwnqbj1zgjbljp, 10mmhviatbpx75fslh68s25lh, 575pl0igxsevhmf6nfmjwwyxh, eblsjvbkd7vws1qpx7td1eacp, 2u7fm04v2xzqso4rubkrvjcru, hrr3761wvgn1ayhsrrz4rf11, bljvhirrui29i12tysjdtmnd, 3ynj76lod24r597rmhshxczpx, dn4o1wa7ia54rpytm5fikbsh5, 4wces11j8ejvbpz1zqd94b7fu, 7m2za4jynw9fdc2ax1455ibpx, 2gek3shxyc91h8bth9q8opyei, 9xk50bv3qlja26r1ecary1y3t, 9pi6sf9sdni4dn6db7rej0r85, 16mci88sfp5ijpwf661mes8yy, adsrfhfo35n0tctahgcyqugru",3776549581,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3776549579,194,chy52wzncc8ulmer9z2rebit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459310367,1,34,16,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-09-12T18:36:00.193Z,2022-09-12T19:23:10Z,3776559251,194,3o3pp38h4ww0btuxzna0mhtcl,3776559247,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3776559243,59,"99, 62, 31, 32, 23, 3, 7, 10, 79, 20, 21, 8, 9, 13, 25, 29, 34, 78, 87, 95",3776559255,197,11681,3776559241,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3776559245,130,8,3776559239,30,"1ocxh5s9uo0s8ag79j7iv6acp, 3gelookco8f9ft0guaec03t3o, 3o3pp38h4ww0btuxzna0mhtcl, 1e12w0zsray39tnhemg3jy5t5, 2jskw42u7twkcsxa15hcysiy1, dzq4gg917idfq1rhng1coi5uc, dqpofsnyszazhkp0t7gtlfi3u, 51edb4gy0w4q1wns87xehn2dx, 3sdtccxqlc28tszv5vrnibckq, dyeuxixz75ematbmtiwzcvhzp, 74hu9pcq0b1z36871v3inexyi, 195o7hchielt14ic49r3k06sq, 1jvpqpf5rak11gh8gilldpgtm, e4x6fx7njwfevkwf1t0ocyq51, ctkp6xkdg68xonlfkjwe580oa, 1l0sfejnziz4ur5prgb0tp2j8, 9ylq7ia76wd7pxq3ax9qo8w5x, 4mvqt04u92wsm1p5ja8fpilii, 89mr3li2k2f01r75sz0sn1zsa, 5bl0qe7l7juksox3s4u76hxat",3776559259,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459328211,2,32,1,0,0,7fn0aazbc8nx0u040aulozds1,1,0,0,2022-09-12T19:16:15.123Z,2022-09-14T06:22:24Z,3776655429,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459328219,2,32,1,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-09-12T19:16:15.123Z,2022-09-12T19:16:16Z,3776655471,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459328239,3,1,1,0,0,7fn0aazbc8nx0u040aulozds1,1,49.9,50.1,2022-09-12T19:16:15.240Z,2022-09-14T07:15:57Z,3776655607,212,19.5,3776655603,140,34.7,3776655601,56,Back,3776655605,141,33.7,3776655611,279,S,3776655609,213,3.8,3778824431,178,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459328279,4,1,1,0,3,7fn0aazbc8nx0u040aulozds1,0,35.7,33.6,2022-09-12T19:16:19.084Z,2022-09-14T07:16:02Z,3776655859,212,51.4,3776655863,1,,3778824503,178,,3776655853,56,Center,3776655857,141,63.7,3776655855,140,80.6,3776655851,155,,3776655861,213,0.4,8f8lbg182g5jwnqbj1zgjbljp,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459328277,3,44,1,0,7,22mo7qbsnyi8wtucpvhgvhw2q,1,20.4,35.4,2022-09-12T19:16:22.179Z,2022-09-14T22:02:57Z,3776655849,285,,3776655925,233,5,3776655847,56,Back,,,,,,,,,,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459328283,5,44,1,0,7,7fn0aazbc8nx0u040aulozds1,0,79.6,64.6,2022-09-12T19:16:22.180Z,2022-09-14T07:16:16Z,3776655881,56,Center,3776655883,286,,3776655929,233,3,,,,,,,,,,,,,,,,2u7fm04v2xzqso4rubkrvjcru,M. Osmajić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459328311,4,1,1,0,7,22mo7qbsnyi8wtucpvhgvhw2q,1,21.4,34.6,2022-09-12T19:16:22.219Z,2022-09-14T22:02:57Z,3776656035,212,8.8,3776656031,140,26.4,3776656029,56,Back,3776656037,213,0.9,3776656033,141,44.9,3776656027,3,,3778824625,388,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459328331,6,49,1,0,9,22mo7qbsnyi8wtucpvhgvhw2q,1,25.4,55.7,2022-09-12T19:16:24.174Z,2022-09-14T07:16:32Z,,,,,,,,,,,,,,,,,,,,,,,,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
