id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2495408411,274,1,1,26,41,7fn0aazbc8nx0u040aulozds1,1,40.5,40,2023-01-06T21:44:10.592Z,2023-01-09T06:49:11Z,3967570315,212,19.1,3967570311,140,30.7,3967570313,141,16.3,3971476233,178,,3967570317,213,4.1,3967570309,56,Back,,,,,,,de1nmkgahbsrky75itebiitp1,Raphael Guzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408419,275,1,1,26,43,7fn0aazbc8nx0u040aulozds1,1,30.6,19.4,2023-01-06T21:44:13.467Z,2023-01-09T06:49:16Z,3971476281,178,,3967570345,56,Back,3967570351,212,20.7,3967570347,140,14.6,3967570349,141,37.1,3967570353,213,2.5,,,,,,,2amti8wga8jpons4mizksjd1x,Bruno Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408427,276,2,1,26,47,7fn0aazbc8nx0u040aulozds1,1,12.6,44.6,2023-01-06T21:44:16.764Z,2023-01-09T06:49:36Z,3967570391,1,,3967570383,140,62.3,3971476421,178,,3967570381,56,Center,3967570537,7,2u7fm04v2xzqso4rubkrvjcru,3967570385,141,42.1,,,,,,,9uc54rlxmahbfppv97zi81yhh,F. Buntić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408437,247,55,1,26,47,5c0sf1eaipcxvdw9o22of2jdp,1,45.9,57.1,2023-01-06T21:44:16.765Z,2023-01-09T06:49:36Z,3967570571,189,,,,,,,,,,,,,,,,,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408429,277,43,1,26,51,7fn0aazbc8nx0u040aulozds1,1,0,0,2023-01-06T21:44:20.635Z,2023-01-06T21:44:35Z,3967570395,286,0,3967570393,56,Center,3967570627,144,44,,,,,,,,,,,,,,,,2u7fm04v2xzqso4rubkrvjcru,M. Osmajić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408433,278,43,1,26,51,7fn0aazbc8nx0u040aulozds1,1,0,0,2023-01-06T21:44:21.373Z,2023-01-06T21:44:37Z,3967570415,56,Center,3967570661,144,61,,,,,,,,,,,,,,,,,,,2u7fm04v2xzqso4rubkrvjcru,M. Osmajić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408505,248,1,1,27,14,5c0sf1eaipcxvdw9o22of2jdp,1,35.8,44.8,2023-01-06T21:44:43.861Z,2023-01-09T06:49:38Z,3967570803,56,Back,3971476453,178,,3967570811,213,6.2,3967570805,140,47.2,3967570801,241,,3967572123,189,,3967570809,212,12.0,3967570807,141,43.0,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,3967570799,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408517,249,1,1,27,14,5c0sf1eaipcxvdw9o22of2jdp,1,47.2,43,2023-01-06T21:44:44.166Z,2023-01-09T06:49:46Z,3967570873,213,4.2,3967570867,140,36.2,3967570869,141,9.9,3967570871,212,25.3,3967570865,56,Back,3971476501,178,,,,,,,,arpoe2kjx9pbacgpuv17yl33d,Iván Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408523,250,1,1,27,16,5c0sf1eaipcxvdw9o22of2jdp,1,36.2,9.9,2023-01-06T21:44:46.148Z,2023-01-09T06:50:02Z,3967570897,212,17.1,3967570899,213,6.0,3971476623,178,,3967570891,56,Right,3967570895,141,3.6,3967570893,140,52.0,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408533,251,1,1,27,17,5c0sf1eaipcxvdw9o22of2jdp,1,52,3.6,2023-01-06T21:44:47.157Z,2023-01-09T06:50:07Z,3967570945,213,2.9,3967570937,56,Back,3967570941,141,9.3,3967570943,212,17.4,3971476683,178,,3967570939,140,35.8,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408543,252,1,1,27,21,5c0sf1eaipcxvdw9o22of2jdp,1,35.8,9.3,2023-01-06T21:44:50.627Z,2023-01-09T06:50:11Z,3971476709,178,,3967571007,212,17.3,3967571009,213,2.2,3967571001,56,Back,3967571005,141,29.8,3967571003,140,26.1,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408549,253,1,1,27,23,5c0sf1eaipcxvdw9o22of2jdp,1,26.1,29.8,2023-01-06T21:44:52.581Z,2023-01-09T06:50:16Z,3967571033,56,Back,3967571035,140,20.4,3971476745,178,,3967571039,212,27.4,3967571041,213,1.8,3967571037,141,69.1,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408551,254,1,1,27,26,5c0sf1eaipcxvdw9o22of2jdp,1,20.4,69.1,2023-01-06T21:44:55.998Z,2023-01-09T06:50:19Z,3967571077,213,4.8,3971476765,178,,3967571073,141,39.6,3967571075,212,20.1,3967571071,140,22.1,3967571069,56,Back,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408561,255,1,1,27,31,5c0sf1eaipcxvdw9o22of2jdp,1,27.7,34.2,2023-01-06T21:45:00.699Z,2023-01-09T06:50:22Z,3967571133,212,17.9,3967571135,213,5.6,3967571131,141,18.6,3967571129,140,41.4,3971476779,178,,3967571127,56,Back,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496153255,1158,43,1,27,34,7fn0aazbc8nx0u040aulozds1,1,0,0,2023-01-06T21:45:04.066Z,2023-01-09T12:45:30Z,3971702409,144,83,3971501743,399,590006,,,,,,,,,,,,,,,,,,,de1nmkgahbsrky75itebiitp1,Raphael Guzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408567,256,1,1,27,35,5c0sf1eaipcxvdw9o22of2jdp,1,42.4,3.4,2023-01-06T21:45:04.624Z,2023-01-09T06:50:25Z,3967571159,141,9.7,3967571157,140,64.0,3967571163,213,0.2,3967571153,155,,3971476795,178,,3967571155,56,Right,3967571161,212,23.1,,,,76w964mdux2s3max2nlih6az8,Gustavo Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408571,257,1,1,27,40,5c0sf1eaipcxvdw9o22of2jdp,1,63.1,7,2023-01-06T21:45:10.177Z,2023-01-09T06:50:28Z,3967571175,140,68.1,3967571177,141,3.7,3971476825,178,,3967571179,212,5.7,3967571173,56,Right,3967571181,213,5.9,,,,,,,bvlwv6fwawqnv446zj516y4no,Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408573,258,1,1,27,41,5c0sf1eaipcxvdw9o22of2jdp,1,68.1,3.7,2023-01-06T21:45:11.365Z,2023-01-09T06:50:33Z,3967571191,141,4.2,3967571195,213,0.0,3967571189,140,76.5,3971476851,178,,3967571187,56,Right,3967571193,212,8.8,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408577,259,1,1,27,46,5c0sf1eaipcxvdw9o22of2jdp,1,82.7,7.8,2023-01-06T21:45:15.772Z,2023-01-09T06:50:36Z,3967571213,140,75.5,3967571211,56,Right,3967571215,141,4.6,3967571219,213,3.4,3971476885,178,,3967571217,212,7.9,,,,,,,arpoe2kjx9pbacgpuv17yl33d,Iván Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408599,260,1,1,27,47,5c0sf1eaipcxvdw9o22of2jdp,0,75.5,4.6,2023-01-06T21:45:17.001Z,2023-01-09T06:50:40Z,3971476929,178,,3967571339,213,1.1,3967571329,155,,3970495859,20,,3967571333,140,87.8,3967571331,56,Center,3967571335,141,41.4,3967571327,2,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,3970495857,224,,3967571337,212,,,,,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408649,280,61,1,27,48,7fn0aazbc8nx0u040aulozds1,1,12.3,59.6,2023-01-06T21:45:18.513Z,2023-01-09T06:51:07Z,3971477069,178,,3967571597,56,Back,3971477067,21,,,,,,,,,,,,,,,,,2amti8wga8jpons4mizksjd1x,Bruno Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408601,261,61,1,27,48,5c0sf1eaipcxvdw9o22of2jdp,1,87.8,41.4,2023-01-06T21:45:18.523Z,2023-01-09T06:51:15Z,3967571349,56,Center,3971477127,178,,,,,,,,,,,,,,,,,,,,5fcx7aiflhvguztjw8mp53b9x,J. Cádiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408605,262,5,1,27,50,5c0sf1eaipcxvdw9o22of2jdp,0,101.2,39.8,2023-01-06T21:45:20.011Z,2023-01-09T06:51:18Z,3967571363,56,Center,3967571371,233,279,3967571599,361,,3967571365,346,,,,,,,,,,,,,,5fcx7aiflhvguztjw8mp53b9x,J. Cádiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408583,279,5,1,27,50,7fn0aazbc8nx0u040aulozds1,1,-1.2,60.2,2023-01-06T21:45:20.011Z,2023-01-09T06:51:18Z,3967571367,233,262,3967571239,346,,3967571237,56,Back,3967571623,361,,,,,,,,,,,,,,380ejwyblelr0ef3um2cwv3ai,Matheus Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408657,281,1,1,28,20,7fn0aazbc8nx0u040aulozds1,1,3.6,49.3,2023-01-06T21:45:49.875Z,2023-01-09T06:51:22Z,3967571629,56,Back,3967571637,213,1.2,3967571641,237,,3967571627,124,,3967571633,141,69.2,3967571635,212,14.7,3967571631,140,9.1,,,,9uc54rlxmahbfppv97zi81yhh,F. Buntić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408667,282,1,1,28,23,7fn0aazbc8nx0u040aulozds1,1,10.4,73.5,2023-01-06T21:45:52.699Z,2023-01-09T06:51:26Z,3967571697,213,0.4,3967571693,141,86.7,3967571691,140,28.8,3971477211,178,,3967571695,212,21.3,3967571689,56,Back,,,,,,,8f8lbg182g5jwnqbj1zgjbljp,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408669,283,3,1,28,25,7fn0aazbc8nx0u040aulozds1,0,27.8,94.2,2023-01-06T21:45:55.527Z,2023-01-09T06:51:32Z,3967571705,285,,3967571703,56,Back,3971477269,178,,3967571727,233,263,3970500231,464,,,,,,,,,,,bljvhirrui29i12tysjdtmnd,Nuno Moreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408675,263,7,1,28,26,5c0sf1eaipcxvdw9o22of2jdp,0,72.2,5.8,2023-01-06T21:45:55.791Z,2023-01-09T06:51:38Z,3970500325,383,,3967571715,56,Right,3967571717,286,,3971477325,178,,3967571721,233,283,,,,,,,,,,76w964mdux2s3max2nlih6az8,Gustavo Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408677,284,61,1,28,26,7fn0aazbc8nx0u040aulozds1,1,29.4,95,2023-01-06T21:45:56.221Z,2023-01-09T06:51:44Z,3967571719,56,Back,3971477355,178,,,,,,,,,,,,,,,,,,,,bljvhirrui29i12tysjdtmnd,Nuno Moreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408685,264,49,1,28,27,5c0sf1eaipcxvdw9o22of2jdp,1,71.4,7.5,2023-01-06T21:45:57.184Z,2023-01-09T06:51:55Z,,,,,,,,,,,,,,,,,,,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408689,265,1,1,28,29,5c0sf1eaipcxvdw9o22of2jdp,1,71.4,7.5,2023-01-06T21:45:59.348Z,2023-01-09T06:52:03Z,3967571763,140,69.3,3967571765,141,6.1,3967571761,56,Right,3971477577,178,,3967571769,213,3.5,3967571767,212,2.4,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408691,266,1,1,28,32,5c0sf1eaipcxvdw9o22of2jdp,1,69.3,6.1,2023-01-06T21:46:01.598Z,2023-01-09T06:52:07Z,3967571775,56,Right,3971477615,178,,3967571781,212,9.9,3967571779,141,18.7,3967571777,140,64.5,3967571783,213,2.1,,,,,,,76w964mdux2s3max2nlih6az8,Gustavo Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408705,267,1,1,28,34,5c0sf1eaipcxvdw9o22of2jdp,1,64.5,34.9,2023-01-06T21:46:04.172Z,2023-01-09T06:52:12Z,3967571857,213,1.3,3971477663,178,,3967571849,56,Center,3967571853,141,63.1,3967571851,140,68.6,3967571855,212,19.7,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408715,268,1,1,28,38,5c0sf1eaipcxvdw9o22of2jdp,1,69.8,68.2,2023-01-06T21:46:08.128Z,2023-01-09T06:52:19Z,3967571895,140,91.2,3967571901,213,0.4,3967571893,56,Left,3967571897,141,82.0,3967571899,212,24.4,3971477789,178,,,,,,,,arpoe2kjx9pbacgpuv17yl33d,Iván Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408717,269,1,1,28,40,5c0sf1eaipcxvdw9o22of2jdp,0,91.2,82,2023-01-06T21:46:09.975Z,2023-01-09T06:52:24Z,3970501083,72,,3971477833,178,,3967571913,56,Center,3970501079,225,,3967571915,140,87.0,3970501081,386,,3967571919,212,20.5,3967571909,2,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,3967571917,141,52.6,3967571921,213,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408719,285,49,1,28,41,7fn0aazbc8nx0u040aulozds1,1,15.4,54.2,2023-01-06T21:46:11.436Z,2023-01-09T06:52:46Z,,,,,,,,,,,,,,,,,,,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408729,286,1,1,28,41,7fn0aazbc8nx0u040aulozds1,1,15.4,54.2,2023-01-06T21:46:11.501Z,2023-01-09T06:52:49Z,3971478025,178,,3967571977,213,5.2,3967571973,141,25.7,3967571969,56,Back,3967571971,140,24.4,3967571975,212,21.6,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408735,287,1,1,28,48,7fn0aazbc8nx0u040aulozds1,1,32.1,25.1,2023-01-06T21:46:17.912Z,2023-01-09T06:53:08Z,3967572005,212,13.7,3967572001,140,37.0,3967571999,56,Back,3967572003,141,6.5,3967572007,213,5.1,3971478213,178,,,,,,,,bljvhirrui29i12tysjdtmnd,Nuno Moreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408749,288,1,1,28,52,7fn0aazbc8nx0u040aulozds1,1,40.1,14.6,2023-01-06T21:46:22.308Z,2023-01-09T06:53:15Z,3971478259,178,,3967572085,56,Back,3967572091,212,7.8,3967572089,141,21.2,3967572087,140,46.2,3967572093,213,0.6,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408753,289,1,1,28,53,7fn0aazbc8nx0u040aulozds1,1,46.2,21.2,2023-01-06T21:46:23.350Z,2023-01-09T06:53:21Z,3967572115,141,16.0,3967572111,56,Back,3967572113,140,40.7,3967572117,212,6.8,3971478317,178,,3967572119,213,3.7,,,,,,,bljvhirrui29i12tysjdtmnd,Nuno Moreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408757,290,1,1,28,55,7fn0aazbc8nx0u040aulozds1,1,40.4,17.9,2023-01-06T21:46:25.180Z,2023-01-09T06:53:25Z,3967572129,141,27.2,3971478369,178,,3967572127,140,36.7,3967572133,213,2.1,3967572131,212,7.4,3967572125,56,Back,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408759,291,1,1,28,59,7fn0aazbc8nx0u040aulozds1,1,42.5,27.2,2023-01-06T21:46:29.403Z,2023-01-09T06:53:29Z,3967572147,140,45.5,3967572151,212,9.6,3967572153,213,5.0,3967572149,141,13.9,3971478395,178,,3967572145,56,Back,,,,,,,3ynj76lod24r597rmhshxczpx,Claudemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408773,292,1,1,29,1,7fn0aazbc8nx0u040aulozds1,1,45.5,13.9,2023-01-06T21:46:30.988Z,2023-01-09T06:53:33Z,3967572243,56,Right,3967572245,140,62.1,3967572249,212,17.5,3971478431,178,,3967572247,141,12.4,3967572251,213,6.2,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408779,293,1,1,29,6,7fn0aazbc8nx0u040aulozds1,1,58.1,10.6,2023-01-06T21:46:35.820Z,2023-01-09T06:53:37Z,3967572287,141,23.6,3967572285,140,63.3,3967572283,56,Center,3967572291,213,1.0,3971478455,178,,3967572289,212,10.4,,,,,,,de1nmkgahbsrky75itebiitp1,Raphael Guzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408785,294,1,1,29,8,7fn0aazbc8nx0u040aulozds1,1,64,24.7,2023-01-06T21:46:37.862Z,2023-01-09T06:53:41Z,3967572307,56,Right,3967572309,140,71.9,3971478485,178,,3967572313,212,9.4,3967572315,213,5.8,3967572311,141,18.2,,,,,,,bljvhirrui29i12tysjdtmnd,Nuno Moreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408789,295,1,1,29,10,7fn0aazbc8nx0u040aulozds1,1,71.9,18.2,2023-01-06T21:46:39.701Z,2023-01-09T06:53:45Z,3967572333,141,5.3,3971478525,178,,3967572331,140,68.1,3967572339,213,4.3,3967572337,212,9.6,3967572327,56,Right,,,,,,,7m2za4jynw9fdc2ax1455ibpx,Igor Julião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408795,296,1,1,29,12,7fn0aazbc8nx0u040aulozds1,1,68.1,5.6,2023-01-06T21:46:41.948Z,2023-01-09T06:53:50Z,3967572373,212,6.8,3967572367,56,Right,3967572375,213,2.7,3967572369,140,62.3,3967572371,141,10.0,3971478577,178,,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408809,297,1,1,29,13,7fn0aazbc8nx0u040aulozds1,1,62.3,10,2023-01-06T21:46:43.426Z,2023-01-09T06:53:55Z,3967572443,56,Right,3967572445,140,63.0,3971478621,178,,3967572449,212,2.4,3967572447,141,13.3,3967572451,213,1.3,,,,,,,7m2za4jynw9fdc2ax1455ibpx,Igor Julião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408825,298,1,1,29,16,7fn0aazbc8nx0u040aulozds1,1,61.4,22.6,2023-01-06T21:46:46.122Z,2023-01-09T06:53:58Z,3967572519,213,2.0,3967572517,212,21.7,3971478651,178,,3967572513,140,52.8,3967572511,56,Center,3967572515,141,51.6,,,,,,,de1nmkgahbsrky75itebiitp1,Raphael Guzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408827,299,1,1,29,23,7fn0aazbc8nx0u040aulozds1,1,51,49,2023-01-06T21:46:52.697Z,2023-01-09T06:54:02Z,3967572523,56,Back,3971478689,178,,3967572531,213,4.0,3967572525,140,37.2,3967572529,212,23.2,3967572527,141,22.3,,,,,,,8f8lbg182g5jwnqbj1zgjbljp,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408837,300,1,1,29,26,7fn0aazbc8nx0u040aulozds1,1,37.2,23.2,2023-01-06T21:46:55.640Z,2023-01-09T06:54:07Z,3967572617,140,42.7,3967572621,212,14.8,3971478741,178,,3967572623,213,5.1,3967572619,141,3.2,3967572615,56,Back,,,,,,,2amti8wga8jpons4mizksjd1x,Bruno Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408849,301,1,1,29,29,7fn0aazbc8nx0u040aulozds1,1,39.4,11.8,2023-01-06T21:46:58.837Z,2023-01-09T06:54:10Z,3971478781,178,,3967572681,141,47.2,3967572679,140,28.5,3967572685,213,2.0,3967572677,56,Back,3967572683,212,26.7,,,,,,,7m2za4jynw9fdc2ax1455ibpx,Igor Julião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408861,302,1,1,29,34,7fn0aazbc8nx0u040aulozds1,1,34.3,64.7,2023-01-06T21:47:04.191Z,2023-01-09T06:54:15Z,3967572737,140,27.6,3971478835,178,,3967572741,212,19.3,3967572743,213,1.9,3967572739,141,91.2,3967572735,56,Back,,,,,,,8f8lbg182g5jwnqbj1zgjbljp,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408867,303,1,1,29,37,7fn0aazbc8nx0u040aulozds1,0,27.4,95,2023-01-06T21:47:06.975Z,2023-01-09T06:54:20Z,3967572787,213,0.5,3971478879,178,,3967572803,286,,3967572779,56,Back,3967572799,233,270,3967572785,212,0.9,3967572781,140,28.2,3967572783,141,95.6,380ejwyblelr0ef3um2cwv3ai,Matheus Pereira,3967572797,236,,3967572777,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408871,270,74,1,29,37,5c0sf1eaipcxvdw9o22of2jdp,1,69,3.9,2023-01-06T21:47:07.033Z,2023-01-09T06:54:24Z,3967572793,56,Right,3971478921,178,,3967572795,285,,3967572817,233,303,,,,,,,,,,,,,bvlwv6fwawqnv446zj516y4no,Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408877,271,5,1,29,38,5c0sf1eaipcxvdw9o22of2jdp,0,72.2,-1,2023-01-06T21:47:07.688Z,2023-01-09T06:54:27Z,3967572823,347,,3967573129,233,304,3967572821,56,Right,,,,,,,,,,,,,,,,bvlwv6fwawqnv446zj516y4no,Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408933,304,5,1,29,38,7fn0aazbc8nx0u040aulozds1,1,27.8,101,2023-01-06T21:47:07.688Z,2023-01-09T06:54:27Z,3967573125,233,271,3967573121,56,Back,3967573123,347,,,,,,,,,,,,,,,,,380ejwyblelr0ef3um2cwv3ai,Matheus Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408941,305,1,1,29,58,7fn0aazbc8nx0u040aulozds1,1,27.5,100,2023-01-06T21:47:28.339Z,2023-01-09T06:30:46Z,3967573171,56,Back,3967573169,107,,3967573177,212,9.1,3967573175,141,91.2,3967573179,213,5.4,3967573173,140,33.2,,,,,,,380ejwyblelr0ef3um2cwv3ai,Matheus Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408947,306,1,1,29,59,7fn0aazbc8nx0u040aulozds1,1,32.7,91.2,2023-01-06T21:47:29.266Z,2023-01-09T06:30:50Z,3967573207,196,,3967573217,213,4.3,3967573205,155,,3967573213,141,26.3,3967573211,140,13.7,3971466803,178,,3967573215,212,48.4,3967573219,1,,3ynj76lod24r597rmhshxczpx,Claudemir,3967573209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408973,307,1,1,30,4,7fn0aazbc8nx0u040aulozds1,1,13.9,29.2,2023-01-06T21:47:33.878Z,2023-01-09T06:30:53Z,3967573359,1,,3971466843,178,,3967573357,213,5.7,3967573349,56,Back,3967573353,141,4.3,3967573351,140,41.1,3967573355,212,33.2,,,,2amti8wga8jpons4mizksjd1x,Bruno Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408985,308,1,1,30,14,7fn0aazbc8nx0u040aulozds1,1,71.5,7.9,2023-01-06T21:47:44.413Z,2023-01-09T06:30:57Z,3967573407,213,2.5,3967573405,212,8.1,3967573399,56,Right,3967573401,140,65.4,3967573403,141,15.2,3971466865,178,,,,,,,,7m2za4jynw9fdc2ax1455ibpx,Igor Julião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495408995,309,1,1,30,18,7fn0aazbc8nx0u040aulozds1,1,65.9,14.6,2023-01-06T21:47:47.930Z,2023-01-09T06:31:00Z,3967573441,141,23.9,3967573437,56,Back,3967573445,213,2.9,3967573439,140,43.3,3967573443,212,24.6,3971466891,178,,,,,,,,de1nmkgahbsrky75itebiitp1,Raphael Guzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495409009,310,1,1,30,21,7fn0aazbc8nx0u040aulozds1,1,42.6,25.4,2023-01-06T21:47:51.520Z,2023-01-09T06:31:03Z,3967573513,140,51.6,3967573515,141,39.7,3967573511,56,Center,3967573519,213,0.8,3967573517,212,13.6,3971466905,178,,,,,,,,2amti8wga8jpons4mizksjd1x,Bruno Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
