id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,assist,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2475372397,1,34,16,0,0,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-10-22T13:26:22.800Z,2022-10-22T14:27:07Z,3861919733,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3862409215,197,6595,3861919737,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861919731,130,4,3861919735,194,1zteujk5u3rpr028priato4bt,3861919729,59,"31, 6, 74, 25, 15, 4, 28, 97, 9, 19, 14, 1, 2, 5, 7, 8, 10, 12, 22, 29",3861919725,30,"6ddxujeb3873j5evwiz8n4wt0, ck3l6a262hves3v6nywarx9pm, d98j4asio4xrxcwmfg1ak95yi, 1whf50hjb4jhz9119qvtdov6d, 1zteujk5u3rpr028priato4bt, 4ofpb9y2fqqr3d5cdfbl05c6h, e0k7beubxdswouhw13td0nlk9, 1u9sn1cu0pq16mina2q6d6dwp, 5v4xejh2rnvkrqnvpz4eu2lt5, eika2197gwlmjq70xdvisoe09, 7y5oyflivt56zuwoyzs2q20ru, 9hqhder3adhjjovepuv4yst79, zj7p9urhzbk3naybai223js9, bxfalki1fmd687uj0b8e0m0np, dh4byuuh5mlyp147iq8cyunkl, 6jkfecnicg5ilzy44x7ld7u1h, arpoe2kjx9pbacgpuv17yl33d, 48li2iey0m9b8h8cvs6py2iy2, ao3sbh3qpdxwb7vhzmaqnpqp6, 5fcx7aiflhvguztjw8mp53b9x",3861919727,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475373965,1,34,16,0,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2022-10-22T13:28:27.205Z,2022-10-22T14:30:12Z,3861928289,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861928281,30,"53y263xxfdf1itytiqhg3v6c5, 3zndvhinobvclra6m0y47drrp, 3zkqv88qpc3tm22pex5qfillh, 8dyozmfhm4x9hwqqpa6hcri6t, 7pordwinyzf3wxn2jlu62yndh, 74mjp6xo2ejesuoylzw955y39, bid3fvgjmfnik2pegy9av3tux, dtkxyjne2wd3rtsg74i9lc6qc, 3yenbonc310rzql4ey73v7bsa, 8kns1kywrlakjwll1cxs19r3e, atcgj9k5ghx0ekwyky31l4pud, 921pmr49x4ijt9tnww0d2sixh, fwnnz9wriid0xznpbpdy82s4, 4qo7eu3xwhkpssbuyk4n70fe1, 2fb4hr89a6zcwz14grb362az8, 1arszie3v8bks90bcetskhwfe, 6hhxcbz0w98s2ucyjq4v3o9p0, 32y6mygyypg6jhzge0vqjx79, 2zfiz20hqyc5oitn15rf9t239, a71vugy7m06i8dcllmolni85x",3861928285,59,"98, 15, 5, 26, 32, 34, 14, 13, 19, 7, 9, 1, 3, 4, 11, 17, 20, 21, 27, 29",3861928287,130,4,3861928291,194,3zkqv88qpc3tm22pex5qfillh,3862401809,197,12635,3861928293,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861928283,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475474627,2,32,1,0,0,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-10-22T14:31:04.273Z,2022-10-25T05:12:34Z,3862454833,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475474577,3,32,1,0,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2022-10-22T14:31:04.273Z,2022-10-22T14:31:04Z,3862454571,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475474703,4,1,1,0,0,491xixnlsp75o7cr3w2gc1o0z,1,50.2,49.7,2022-10-22T14:31:04.421Z,2022-10-25T05:25:57Z,3862455283,141,56.6,3862455281,140,39.7,3862455279,56,Back,3862455287,212,12.0,3862455291,213,2.7,3862455295,279,S,3870934749,178,,,,,3yenbonc310rzql4ey73v7bsa,N. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475474771,5,1,1,0,1,491xixnlsp75o7cr3w2gc1o0z,1,39.7,56.6,2022-10-22T14:31:06.243Z,2022-10-25T05:26:13Z,3862455663,212,24.2,3870934935,178,,3862455659,140,33.7,3862455665,213,4.4,3862455657,56,Back,3862455661,141,22.2,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475474821,6,1,1,0,4,491xixnlsp75o7cr3w2gc1o0z,1,34.1,23.6,2022-10-22T14:31:09.264Z,2022-10-25T05:27:13Z,3862455933,141,63.0,3862455929,56,Back,3862455935,212,27.9,3862455931,140,26.6,3862455939,213,1.9,3870935765,178,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475474911,7,1,1,0,8,491xixnlsp75o7cr3w2gc1o0z,1,31.1,67.5,2022-10-22T14:31:12.792Z,2022-10-25T05:27:21Z,3862456397,212,21.5,3862456395,141,95.4,3862456391,56,Back,3862456393,140,40.8,3870935875,178,,3862456399,213,1.1,,,,,,,74mjp6xo2ejesuoylzw955y39,Tiago Ilori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475474971,8,1,1,0,11,491xixnlsp75o7cr3w2gc1o0z,0,41.6,95.4,2022-10-22T14:31:15.717Z,2022-10-25T05:27:28Z,3862456749,56,Center,3862456755,141,77.9,3870935969,178,,3862456753,140,70.9,3862456769,1,,3862456765,213,5.9,3862456759,212,33.0,3862456741,155,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475579453,415,49,1,0,12,5c0sf1eaipcxvdw9o22of2jdp,1,29.4,9.7,2022-10-22T14:31:17.192Z,2022-10-25T05:27:51Z,,,,,,,,,,,,,,,,,,,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475475091,3,1,1,0,12,5c0sf1eaipcxvdw9o22of2jdp,1,26.3,14,2022-10-22T14:31:17.226Z,2022-10-25T05:28:01Z,3862457415,141,16.7,3862457411,140,42.0,3862457409,56,Back,3862457421,213,0.1,3862457419,212,16.6,3870936409,178,,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475475373,4,1,1,0,14,5c0sf1eaipcxvdw9o22of2jdp,0,41.8,16.7,2022-10-22T14:31:18.950Z,2022-10-25T05:29:00Z,3862459071,56,Back,3862459075,141,16.4,3862459073,140,45.0,3862459083,213,6.2,3862459069,168,,3870936957,178,,3862459079,212,3.4,,,,eika2197gwlmjq70xdvisoe09,J. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477082563,803,67,1,0,14,491xixnlsp75o7cr3w2gc1o0z,1,55.5,83.6,2022-10-22T14:31:18.951Z,2022-10-25T13:25:41Z,3871003817,233,964,,,,,,,,,,,,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477082561,964,67,1,0,14,5c0sf1eaipcxvdw9o22of2jdp,0,44.5,16.4,2022-10-22T14:31:18.952Z,2022-10-25T06:41:03Z,3871003829,233,803,,,,,,,,,,,,,,,,,,,,,,eika2197gwlmjq70xdvisoe09,J. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475475087,9,61,1,0,14,491xixnlsp75o7cr3w2gc1o0z,1,59.2,83,2022-10-22T14:31:19Z,2022-10-25T13:25:41Z,3862457385,56,Left,3870937381,178,,,,,,,,,,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475475247,10,1,1,0,15,491xixnlsp75o7cr3w2gc1o0z,1,46,77.9,2022-10-22T14:31:20.062Z,2022-10-25T05:29:25Z,3863054343,140,35.0,3870937557,178,,3863054345,141,71.7,3863054347,212,12.3,3862458255,56,Back,3863054349,213,3.5,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475476079,5,43,1,0,17,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-10-22T14:31:22.053Z,2022-10-22T19:15:53Z,3862462989,212,4.5,3862462985,140,52.2,3862462987,141,22.3,3862462991,213,2.6,3862462983,56,Center,3864204927,144,1,,,,,,,5v4xejh2rnvkrqnvpz4eu2lt5,Álex Millán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475580177,327,49,1,0,17,491xixnlsp75o7cr3w2gc1o0z,1,36.2,68.4,2022-10-22T14:31:22.230Z,2022-10-25T05:30:11Z,,,,,,,,,,,,,,,,,,,,,,,,,74mjp6xo2ejesuoylzw955y39,Tiago Ilori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475475493,11,1,1,0,19,491xixnlsp75o7cr3w2gc1o0z,1,36.4,56.4,2022-10-22T14:31:24.024Z,2022-10-25T05:30:20Z,3862459747,140,37.4,3862459741,56,Back,3870938231,178,,3862459749,141,12.6,3862459751,212,29.8,3862459753,213,4.7,,,,,,,74mjp6xo2ejesuoylzw955y39,Tiago Ilori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475475573,12,1,1,0,25,491xixnlsp75o7cr3w2gc1o0z,1,39.5,14.4,2022-10-22T14:31:30.171Z,2022-10-25T05:30:36Z,3862460179,212,19.6,3862460181,213,2.3,3862460165,56,Back,3862460173,140,27.5,3870938475,178,,3862460175,141,36.4,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475475747,13,1,1,0,28,491xixnlsp75o7cr3w2gc1o0z,1,27.7,36.6,2022-10-22T14:31:32.788Z,2022-10-25T05:30:47Z,3862461117,56,Back,3862461129,213,1.6,3862461123,141,61.1,3870938595,178,,3862461125,212,16.7,3862461119,140,28.0,,,,,,,7pordwinyzf3wxn2jlu62yndh,Flávio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
