id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,keyPass,qualifier/10/value,qualifier/16/value,qualifier/12/value,qualifier/14/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value,qualifier/13/value
2493943567,1,34,16,0,0,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2022-12-29T20:20:59.849Z,2022-12-29T21:11:45Z,3959854739,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3959854731,130,17,3959854735,194,a9htjxrpgqlcv577x4kvlkh5h,3959854733,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3959854737,197,12815,3959854727,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3959854729,59,"1, 24, 11, 2, 4, 25, 28, 84, 20, 17, 10, 6, 12, 16, 33, 47, 63, 77, 82, 91",3959854725,30,"342kh2ue733edf9q7s0a2edat, 77yaqzy45dxtzicao00jxrlgq, a9ozu4hjaylfr4299ceryskid, 3fo37mb4cp6lb0e86hhiyvu8l, a9htjxrpgqlcv577x4kvlkh5h, cayu6id8xmj67n29s2x3bsbxm, eee0bq4dkdn91l81e8cf1zxpm, 1g8xr073jl9jwmh5yrco855d6, c270jephiphzfpig96q3jyz11, 83ekq1r2omnsazmp41pio8s89, 6x3qvqsp90kjsps3e4wx0oxqt, 1ovfx9uqyflqar5cu0uishsyx, cuc7gtr9q0465wxmzgq834ag9, a7twqgp3fp43y1aoybfe2i8d1, 1xxhkr7nex5mjc9hrxm100lih, 10k53pv13mw9hzllv70umgzbp, a1ahtfrvwqyva1m1q7fjew6ei, tkhdcvew2hyrrztin61sfw89, d6tc895jr5kkxotydz2jcjx1w, edgnkgpt7a6rzffcd012sqfpw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493946827,1,34,16,0,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2022-12-29T20:24:26.334Z,2022-12-29T21:31:29Z,3960056431,197,12635,3959872573,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3959872571,194,3zkqv88qpc3tm22pex5qfillh,3959872567,130,17,3959872563,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3959872561,30,"921pmr49x4ijt9tnww0d2sixh, 3zndvhinobvclra6m0y47drrp, 3zkqv88qpc3tm22pex5qfillh, c9rqgser2j8a6w7xfj3vmkzfu, 7pordwinyzf3wxn2jlu62yndh, fwnnz9wriid0xznpbpdy82s4, 8dyozmfhm4x9hwqqpa6hcri6t, egf4oc47whxf2hmrjjddvtxbd, 78ug8x7pkjt88u5dx151v32z9, 8kns1kywrlakjwll1cxs19r3e, 2grwfg8j3gpdthz5n5dn6wb56, 53y263xxfdf1itytiqhg3v6c5, bid3fvgjmfnik2pegy9av3tux, 4qo7eu3xwhkpssbuyk4n70fe1, atcgj9k5ghx0ekwyky31l4pud, dtkxyjne2wd3rtsg74i9lc6qc, 1arszie3v8bks90bcetskhwfe, 32y6mygyypg6jhzge0vqjx79, a71vugy7m06i8dcllmolni85x, dc5mkjm8cfhhsq4nbbbk8vlec",3959872569,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3959872565,59,"1, 15, 5, 23, 32, 3, 26, 6, 10, 7, 16, 98, 14, 4, 9, 13, 17, 21, 29, 41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984105,2,32,1,0,0,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2022-12-29T21:17:03.972Z,2023-01-01T19:06:34Z,3960077081,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984111,3,32,1,0,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2022-12-29T21:17:03.972Z,2022-12-29T21:17:04Z,3960077113,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984133,3,1,1,0,0,7catg5lpivcmpf4xhggh6d8rk,1,50.3,50.5,2022-12-29T21:17:04.022Z,2023-01-02T05:44:27Z,3963230463,178,,3960077231,279,S,3960077223,140,44.7,3960077221,56,Back,3960077229,213,2.6,3960077225,141,55.7,3960077227,212,6.9,,,,c270jephiphzfpig96q3jyz11,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984225,4,1,1,0,1,7catg5lpivcmpf4xhggh6d8rk,1,44.6,56,2022-12-29T21:17:05.593Z,2023-01-02T05:44:34Z,3960077751,212,18.5,3960077745,56,Center,3960077749,141,70.4,3960077753,213,0.6,3960077747,140,59.5,3963230515,178,,,,,,,,eee0bq4dkdn91l81e8cf1zxpm,Pote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984233,5,1,1,0,2,7catg5lpivcmpf4xhggh6d8rk,1,59.5,70.4,2022-12-29T21:17:06.901Z,2023-01-02T05:44:40Z,3960077795,213,3.1,3960077789,140,45.2,3960077791,141,71.3,3960077793,212,15.0,3963230569,178,,3960077787,56,Back,,,,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984265,6,1,1,0,4,7catg5lpivcmpf4xhggh6d8rk,1,45.3,71.7,2022-12-29T21:17:08.428Z,2023-01-02T05:44:46Z,3960077929,213,4.6,3960077915,56,Back,3960077923,141,53.4,3960077919,140,44.4,3960077927,212,12.5,3963230605,178,,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984299,7,1,1,0,8,7catg5lpivcmpf4xhggh6d8rk,1,45.9,46.7,2022-12-29T21:17:12.615Z,2023-01-02T05:44:55Z,3960078075,212,11.1,3960078071,140,36.8,3960078073,141,54.9,3960078077,213,2.6,3960078069,56,Back,3963230669,178,,,,,,,,1g8xr073jl9jwmh5yrco855d6,Dário Essugo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984313,8,1,1,0,10,7catg5lpivcmpf4xhggh6d8rk,1,37.1,56.4,2022-12-29T21:17:14.863Z,2023-01-02T05:45:03Z,3963230717,178,,3960078153,140,39.2,3960078151,56,Back,3960078159,213,1.3,3960078155,141,70.7,3960078157,212,10.0,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984379,9,1,1,0,12,7catg5lpivcmpf4xhggh6d8rk,1,39.2,70.7,2022-12-29T21:17:16.442Z,2023-01-02T05:45:10Z,3960078489,141,93.3,3963230787,178,,3960078491,212,21.3,3960078485,56,Left,3960078493,213,0.8,3960078487,140,53.2,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984409,10,1,1,0,14,7catg5lpivcmpf4xhggh6d8rk,1,46.5,89,2022-12-29T21:17:18.187Z,2023-01-02T05:45:17Z,3960078647,56,Back,3960078653,212,13.6,3963230839,178,,3960078649,140,41.8,3960078651,141,70.4,3960078655,213,4.3,,,,,,,eee0bq4dkdn91l81e8cf1zxpm,Pote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984431,11,1,1,0,16,7catg5lpivcmpf4xhggh6d8rk,1,40,67.8,2022-12-29T21:17:20.071Z,2023-01-02T05:45:23Z,3960078787,212,14.9,3963230871,178,,3960078783,140,34.9,3960078789,213,4.3,3960078781,56,Back,3960078785,141,47.4,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984481,12,1,1,0,22,7catg5lpivcmpf4xhggh6d8rk,1,44.6,44.9,2022-12-29T21:17:26.404Z,2023-01-02T05:45:33Z,3960079045,141,60.0,3960079041,56,Back,3960079049,213,1.6,3960079043,140,44.1,3960079047,212,10.3,3963230947,178,,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984515,13,1,1,0,24,7catg5lpivcmpf4xhggh6d8rk,1,47.2,67.8,2022-12-29T21:17:28.750Z,2023-01-02T05:45:42Z,3960079239,140,60.8,3963230993,178,,3960079243,212,20.8,3960079245,213,0.8,3960079241,141,90.0,3960079237,56,Left,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984559,14,1,1,0,27,7catg5lpivcmpf4xhggh6d8rk,1,61.4,91.4,2022-12-29T21:17:31.628Z,2023-01-02T05:45:48Z,3960079511,141,96.9,3960079507,56,Left,3960079513,212,8.0,3960079517,213,0.5,3960079509,140,68.1,3963231051,178,,,,,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984569,15,4,1,0,30,7catg5lpivcmpf4xhggh6d8rk,1,65.6,94.6,2022-12-29T21:17:34.110Z,2023-01-02T05:45:56Z,3960080189,13,,3960080195,265,,3960080193,152,,3960080217,233,5,3960079551,56,Left,3960079553,286,,,,,,,,a9ozu4hjaylfr4299ceryskid,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984615,5,4,1,0,30,491xixnlsp75o7cr3w2gc1o0z,0,34.4,5.4,2022-12-29T21:17:34.111Z,2023-01-02T05:45:56Z,3960079839,56,Back,3963231101,178,,3960079841,152,,3960079837,13,,3960079845,285,,3960079843,265,,3960080255,233,15,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984577,4,43,1,0,30,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2022-12-29T21:17:34.714Z,2022-12-29T21:17:40Z,3960079591,56,Back,3960079593,285,0,3960079609,233,15,3960080033,144,7,,,,,,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494013341,454,43,1,0,32,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2022-12-29T21:17:35.972Z,2022-12-31T10:25:10Z,3960235813,56,Left,3961766937,144,61,,,,,,,,,,,,,,,,,,,a9ozu4hjaylfr4299ceryskid,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493985069,6,43,1,0,32,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2022-12-29T21:17:35.973Z,2022-12-31T10:24:41Z,3960082521,285,0,3960235817,233,454,3960082519,56,Back,3961766703,144,7,,,,,,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984781,16,1,1,0,39,7catg5lpivcmpf4xhggh6d8rk,1,52.1,77.9,2022-12-29T21:17:43.067Z,2023-01-02T05:46:05Z,3960080811,212,12.4,3960080807,140,46.3,3960232165,189,,3960080813,213,4.2,3960080803,152,,3960080809,141,62.0,3960080801,5,,3960080805,56,Back,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,3963231185,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984817,17,1,1,0,42,7catg5lpivcmpf4xhggh6d8rk,1,46.3,62,2022-12-29T21:17:46.861Z,2023-01-02T05:46:13Z,3960081069,56,Back,3960081075,212,25.1,3963231261,178,,3960081071,140,47.3,3960081073,141,25.1,3960081077,213,4.8,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984875,18,1,1,0,45,7catg5lpivcmpf4xhggh6d8rk,1,47.3,25.1,2022-12-29T21:17:49.008Z,2023-01-02T05:46:20Z,3960081377,141,6.4,3963231323,178,,3960081381,213,5.6,3960081375,140,60.8,3960081379,212,19.0,3960081373,56,Right,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493984901,19,1,1,0,49,7catg5lpivcmpf4xhggh6d8rk,1,64.4,14,2022-12-29T21:17:53.414Z,2023-01-02T05:46:33Z,3963231433,178,,3960081491,141,31.3,3960081489,140,60.4,3960081495,213,1.9,3960081493,212,12.5,3960081487,56,Center,,,,,,,6x3qvqsp90kjsps3e4wx0oxqt,M. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
