id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/11/value,qualifier/16/value,assist,qualifier/18/value
2510467545,183,44,1,24,44,alyavx3ad35bp1xuwmqk7sgev,0,59.8,48.7,2023-02-20T19:25:59.290Z,2023-02-23T03:40:18Z,4046734095,56,Center,4046734133,233,305,4046734097,286,,,,,,,,,,,,,,,,,7r96u3b7t46s0kg5t5qew3tnt,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510467549,306,1,1,24,44,7catg5lpivcmpf4xhggh6d8rk,0,39.3,50.1,2023-02-20T19:25:59.339Z,2023-02-23T04:25:12Z,4046734125,212,11.9,4046734111,3,,4050291665,388,,4046734121,141,65.8,4046734113,56,Back,4046734117,140,44.3,4046734127,213,1.1,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510805881,799,1,1,24,46,alyavx3ad35bp1xuwmqk7sgev,1,60.6,26.2,2023-02-20T19:26:01.726Z,2023-02-23T03:40:35Z,4048548695,212,20.3,4048548697,213,5.5,4050291721,178,,4048548687,3,,4048548693,141,5.2,4048548691,140,74.3,4048548689,56,Right,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510467585,184,1,1,24,51,alyavx3ad35bp1xuwmqk7sgev,0,77.1,16.9,2023-02-20T19:26:06.667Z,2023-02-23T03:40:40Z,4046734325,140,83.4,4046734331,213,1.1,4048548769,20,,4050291757,178,,4048548767,224,,4046734321,155,,4046734323,56,Center,4046734327,141,34.3,47z2phkn1i9z8p32zqlu53j6x,I. Abass,4046734319,2,,,4046734329,212,,,,,,,,,,,,,,,,,,,,,,,13.6,,,,,,,,,,,
2510467587,307,61,1,24,51,7catg5lpivcmpf4xhggh6d8rk,1,14.4,63.7,2023-02-20T19:26:07.022Z,2023-02-23T03:40:46Z,4046734339,56,Back,4050291819,21,,4050291821,178,,,,,,,,,,,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510467611,308,12,1,24,53,7catg5lpivcmpf4xhggh6d8rk,1,11.8,73.3,2023-02-20T19:26:08.291Z,2023-02-23T03:40:53Z,4046734451,212,23.5,4046734453,213,1.0,4050291861,178,,4046734449,141,100.0,4046734447,140,24.3,4046734445,56,Back,4046734475,167,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510467631,185,5,1,24,57,alyavx3ad35bp1xuwmqk7sgev,1,68.9,-1.4,2023-02-20T19:26:12.271Z,2023-02-23T03:40:57Z,4046734543,347,,4046734551,233,309,4046734539,56,Right,,,,,,,,,,,,,,,,59ly8uun0sl324s7rtlmp6ac,H. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510467615,309,5,1,24,57,7catg5lpivcmpf4xhggh6d8rk,0,31.1,101.4,2023-02-20T19:26:12.271Z,2023-02-23T03:40:57Z,4046734473,347,,4046734471,56,Back,4046734567,233,185,,,,,,,,,,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468181,186,1,1,26,20,alyavx3ad35bp1xuwmqk7sgev,0,67.2,0,2023-02-20T19:27:35.134Z,2023-02-23T03:41:00Z,4046737443,213,0.5,4046737441,212,25.2,4046737435,56,Right,4046737437,140,88.1,4046737439,141,17.0,4046737445,1,,4046737433,107,,,,,59ly8uun0sl324s7rtlmp6ac,H. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511143737,972,61,1,26,21,alyavx3ad35bp1xuwmqk7sgev,1,85.5,16.2,2023-02-20T19:27:36.716Z,2023-02-23T08:48:06Z,4050420657,21,,4050420541,178,,4050420467,56,Right,,,,,,,,,,,,,,,,7r96u3b7t46s0kg5t5qew3tnt,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468189,187,43,1,26,22,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-02-20T19:27:37.699Z,2023-02-20T19:28:04Z,4046738255,144,61,4046737477,56,Right,,,,,,,,,,,,,,,,,,,7r96u3b7t46s0kg5t5qew3tnt,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468191,188,44,1,26,22,alyavx3ad35bp1xuwmqk7sgev,1,87.8,17.4,2023-02-20T19:27:37.874Z,2023-02-23T04:25:13Z,4046737489,286,,4046737487,56,Right,4046737501,233,311,,,,,,,,,,,,,,,,7r96u3b7t46s0kg5t5qew3tnt,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468171,311,44,1,26,22,7catg5lpivcmpf4xhggh6d8rk,0,12.2,82.6,2023-02-20T19:27:37.875Z,2023-02-23T03:41:08Z,4046737409,56,Back,4046737411,285,,4046737495,233,188,,,,,,,,,,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468335,192,1,1,26,22,alyavx3ad35bp1xuwmqk7sgev,1,83.9,14.5,2023-02-20T19:27:37.945Z,2023-02-23T04:25:13Z,4046738361,140,77.2,4046738359,56,Right,4046738363,141,17.3,4046738357,3,,4046738367,213,2.9,4050291999,388,,4046738365,212,7.3,,,,7r96u3b7t46s0kg5t5qew3tnt,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468177,312,43,1,26,23,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-02-20T19:27:39.020Z,2023-02-20T19:29:37Z,4046737423,212,10.0,4046737421,141,77.8,4046737417,56,Back,4046737419,140,22.6,4046740789,144,1,4046737425,213,6.0,4046737415,3,0,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468365,193,1,1,26,24,alyavx3ad35bp1xuwmqk7sgev,1,78,18.1,2023-02-20T19:27:39.549Z,2023-02-23T08:48:34Z,4046738583,1,,4046738571,155,,4046738573,56,Center,4046738581,213,1.9,4046738577,141,69.5,4046739237,210,13,4046738579,212,36.4,4050292045,178,,3845lzar855rp3zp4stgmgul1,João Mendes,4046738575,140,68.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468205,189,3,1,26,27,alyavx3ad35bp1xuwmqk7sgev,1,66.2,68.8,2023-02-20T19:27:42.511Z,2023-02-23T03:41:23Z,4048549257,465,,4046737573,286,,4046737571,56,Center,4046737671,233,313,4050292053,178,,,,,,,,,,,c9lykzcr3q7hr50ui74iqastm,Sandro Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468195,313,45,1,26,27,7catg5lpivcmpf4xhggh6d8rk,0,33.8,31.2,2023-02-20T19:27:42.511Z,2023-02-23T03:41:24Z,4046737689,233,189,4046737523,285,,4046737521,56,Back,,,,,,,,,,,,,,,,3e8mxxfs5q7gt4lg2beqpkwyd,Héctor Bellerín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468211,190,13,1,26,29,alyavx3ad35bp1xuwmqk7sgev,1,73.7,66.1,2023-02-20T19:27:44.852Z,2023-02-23T08:48:34Z,4046737593,22,,4046739265,230,99.0,4046737601,56,Center,4046739259,102,58.2,4046739261,103,86.1,4046738951,72,,4046739263,215,,4050292065,178,,c9lykzcr3q7hr50ui74iqastm,Sandro Cruz,4046739255,55,193,,4046737597,18,4046739249,113,4046739267,231,4046739253,29,,4046739251,77,,,,,,,,,,,,,,,,,,,,,,52.9,,,
2510468227,191,5,1,26,31,alyavx3ad35bp1xuwmqk7sgev,0,100.8,54.2,2023-02-20T19:27:46.184Z,2023-02-23T03:41:51Z,4046737713,346,,4046737731,233,314,4046737711,56,Center,,,,,,,,,,,,,,,,c9lykzcr3q7hr50ui74iqastm,Sandro Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468217,314,5,1,26,31,7catg5lpivcmpf4xhggh6d8rk,1,-0.8,45.8,2023-02-20T19:27:46.184Z,2023-02-23T03:41:51Z,4046737635,56,Back,4046737637,346,,4046737727,233,191,,,,,,,,,,,,,,,,3e8mxxfs5q7gt4lg2beqpkwyd,Héctor Bellerín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468331,315,1,1,26,43,7catg5lpivcmpf4xhggh6d8rk,1,2.9,46.3,2023-02-20T19:27:58.726Z,2023-02-23T03:41:53Z,4046738327,56,Back,4046738347,237,,4046738329,140,20.7,4046738335,212,25.9,4046738339,213,0.8,4046738325,124,,4046738331,141,72.7,,,,342kh2ue733edf9q7s0a2edat,Adán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468349,316,1,1,26,52,7catg5lpivcmpf4xhggh6d8rk,1,29.3,75.2,2023-02-20T19:28:07.330Z,2023-02-23T03:41:58Z,4046738441,140,9.2,4046738443,141,46.5,4046738447,213,3.9,4050292217,178,,4046738445,212,28.7,4046738439,56,Back,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468375,317,1,1,26,55,7catg5lpivcmpf4xhggh6d8rk,1,9.1,46,2023-02-20T19:28:10.191Z,2023-02-23T03:42:01Z,4046738663,140,19.6,4046738661,56,Back,4046738669,213,5.3,4046738667,212,21.3,4046738665,141,19.2,4050292231,178,,,,,,,,342kh2ue733edf9q7s0a2edat,Adán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468381,318,1,1,27,2,7catg5lpivcmpf4xhggh6d8rk,1,42.4,14.5,2023-02-20T19:28:17.241Z,2023-02-23T03:42:04Z,4046738695,56,Center,4050292239,178,,4046738699,141,37.2,4046738697,140,55.5,4046738703,213,0.8,4046738701,212,20.7,,,,,,,38339rg6eqprxc0w976gozjmc,O. Diomande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468389,319,1,1,27,4,7catg5lpivcmpf4xhggh6d8rk,1,58.2,38,2023-02-20T19:28:19.601Z,2023-02-23T03:42:07Z,4050292243,178,,4046738771,56,Center,4046738773,140,72.6,4046738777,212,29.5,4046738779,213,1.0,4046738775,141,75.3,,,,,,,eee0bq4dkdn91l81e8cf1zxpm,Pote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468405,320,1,1,27,7,7catg5lpivcmpf4xhggh6d8rk,1,68.7,73.8,2023-02-20T19:28:22.732Z,2023-02-23T03:42:10Z,4046738885,213,0.2,4046738879,140,78.9,4046738877,56,Center,4046738881,141,77.1,4050292251,178,,4046738883,212,10.9,,,,,,,a9ozu4hjaylfr4299ceryskid,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468413,321,1,1,27,11,7catg5lpivcmpf4xhggh6d8rk,0,96.5,77.1,2023-02-20T19:28:27Z,2023-02-23T03:42:15Z,4046738945,213,4.4,4046738933,2,,4046738937,56,Center,4046738939,140,93.1,4046738943,212,12.0,4050292285,178,,4046738941,141,60.2,4048549527,224,,83ekq1r2omnsazmp41pio8s89,Trincão,4048549529,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468415,194,49,1,27,12,alyavx3ad35bp1xuwmqk7sgev,1,9.4,40.4,2023-02-20T19:28:27.607Z,2023-02-23T03:42:20Z,,,,,,,,,,,,,,,,,,,,,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468423,195,1,1,27,14,alyavx3ad35bp1xuwmqk7sgev,1,11,38.5,2023-02-20T19:28:29.445Z,2023-02-23T03:42:25Z,4046739011,213,5.8,4046739003,56,Back,4050292347,178,,4046739009,212,15.3,4046739007,141,27.8,4046739005,140,23.8,,,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468429,196,1,1,27,16,alyavx3ad35bp1xuwmqk7sgev,1,25.9,31.1,2023-02-20T19:28:31.549Z,2023-02-23T03:42:33Z,4046739071,212,7.8,4050292425,178,,4046739073,213,1.8,4046739069,141,42.4,4046739067,140,24.5,4046739065,56,Back,,,,,,,47z2phkn1i9z8p32zqlu53j6x,I. Abass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468433,197,1,1,27,18,alyavx3ad35bp1xuwmqk7sgev,0,25.7,40.6,2023-02-20T19:28:34.027Z,2023-02-23T03:42:36Z,4046739129,286,,4050292453,178,,4046739123,236,,4046739095,141,39.2,4046739099,213,5.5,4046739097,212,1.4,4046739125,233,322,4046739093,140,26.7,7137owa2iq6cpmdiwi6uldh3p,João Pedro,4046739091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468439,322,74,1,27,19,7catg5lpivcmpf4xhggh6d8rk,1,69,64.2,2023-02-20T19:28:34.091Z,2023-02-23T03:42:41Z,4046739133,233,197,4050292497,178,,4046739119,285,,4046739117,56,Center,,,,,,,,,,,,,83ekq1r2omnsazmp41pio8s89,Trincão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468435,198,61,1,27,19,alyavx3ad35bp1xuwmqk7sgev,1,26.7,39.2,2023-02-20T19:28:34.140Z,2023-02-23T03:42:49Z,4050292537,178,,4046739101,56,Back,,,,,,,,,,,,,,,,,,,7137owa2iq6cpmdiwi6uldh3p,João Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468445,199,1,1,27,20,alyavx3ad35bp1xuwmqk7sgev,0,23.9,32.2,2023-02-20T19:28:35.473Z,2023-02-23T03:42:53Z,4046739155,212,5.5,4050292581,178,,4046739151,140,26.0,4046739153,141,24.8,4046739157,213,5.1,4046739149,56,Back,,,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468451,324,8,1,27,20,7catg5lpivcmpf4xhggh6d8rk,1,74.9,70.6,2023-02-20T19:28:35.755Z,2023-02-23T03:42:59Z,4046787269,56,Center,4050292617,178,,4048549627,384,,,,,,,,,,,,,,,,,a9ozu4hjaylfr4299ceryskid,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468443,323,43,1,27,22,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-02-20T19:28:37.171Z,2023-02-20T19:28:42Z,4046739317,144,49,,,,,,,,,,,,,,,,,,,,,,a9ozu4hjaylfr4299ceryskid,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468479,200,4,1,27,22,alyavx3ad35bp1xuwmqk7sgev,1,35.1,26.3,2023-02-20T19:28:37.330Z,2023-02-23T03:43:04Z,4046739403,286,,4046739379,152,,4046739371,13,,4046739373,294,,4046739399,233,326,4046739375,56,Back,,,,,,,47z2phkn1i9z8p32zqlu53j6x,I. Abass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468467,326,4,1,27,22,7catg5lpivcmpf4xhggh6d8rk,0,64.9,73.7,2023-02-20T19:28:37.331Z,2023-02-23T03:43:03Z,4050292653,178,,4046739283,13,,4046739287,56,Center,4046739409,233,200,4046739291,285,,4046739289,152,,4046739285,294,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468453,325,43,1,27,22,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-02-20T19:28:37.730Z,2023-02-20T19:56:33Z,4046739195,141,70.3,4046739197,212,12.5,4046739199,213,3.2,4046787281,144,1,4046739191,56,Center,4046739193,140,63.0,,,,,,,a9ozu4hjaylfr4299ceryskid,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468507,201,1,1,27,26,alyavx3ad35bp1xuwmqk7sgev,1,40,13.4,2023-02-20T19:28:41.987Z,2023-02-23T03:43:18Z,4046739549,213,0.5,4046739547,212,48.6,4046739551,1,,4046740585,189,,4046739539,152,,4046782469,155,,4046740863,210,15,4050292745,178,,3845lzar855rp3zp4stgmgul1,João Mendes,4046739543,140,80.6,1,4046739541,56,4046739535,5,4046740865,154,4046742727,4,,4046739545,141,47.6,,,,,,,,,,,,,Center,,,,,,,,,,,
2510468511,202,15,1,27,31,alyavx3ad35bp1xuwmqk7sgev,1,84.7,54.6,2023-02-20T19:28:46.220Z,2023-02-23T03:43:18Z,4046740759,72,,4046740883,146,90.1,4046740877,102,49.8,4046740885,147,53.2,4046740873,55,201,4046740867,78,,4046739569,56,Center,4046740881,214,,7r96u3b7t46s0kg5t5qew3tnt,Juninho,4046740761,17,,,4046740879,103,4046744767,328,4050292783,178,4046740871,154,,4046740769,233,327,4046740869,29,,4046744765,24,,,,,,,,3.2,,,,,,,,,,,
2510468505,327,10,1,27,31,7catg5lpivcmpf4xhggh6d8rk,1,11,47.1,2023-02-20T19:28:46.410Z,2023-02-23T03:43:26Z,4046739533,56,Back,4048549985,183,,4046740777,233,202,4048549987,376,,4046740661,180,,4046739527,173,,,,,,,,342kh2ue733edf9q7s0a2edat,Adán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468521,328,49,1,27,33,7catg5lpivcmpf4xhggh6d8rk,1,38.9,69.7,2023-02-20T19:28:48.671Z,2023-02-23T03:43:31Z,,,,,,,,,,,,,,,,,,,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468541,329,1,1,27,33,7catg5lpivcmpf4xhggh6d8rk,1,36.9,70.6,2023-02-20T19:28:48.737Z,2023-02-23T03:43:33Z,4046739747,140,21.0,4050292885,178,,4046739749,141,73.5,4046739753,213,3.0,4046739751,212,16.8,4046739745,56,Back,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468555,330,1,1,27,35,7catg5lpivcmpf4xhggh6d8rk,1,21,73.2,2023-02-20T19:28:50.541Z,2023-02-23T03:43:37Z,4046739805,141,17.4,4046739809,213,5.0,4046739807,212,39.3,4046739803,140,30.8,4050292895,178,,4046739811,1,,4046739801,56,Back,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468585,331,1,1,27,39,7catg5lpivcmpf4xhggh6d8rk,0,35.6,12.9,2023-02-20T19:28:54.599Z,2023-02-23T03:43:41Z,4046739953,56,Right,4046739963,1,,4046739957,141,20.7,4046739961,213,0.1,4046739959,212,43.5,4046739955,140,76.7,4050292909,178,,,,,3e8mxxfs5q7gt4lg2beqpkwyd,Héctor Bellerín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468775,207,59,1,27,42,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-02-20T19:28:57.852Z,2023-02-23T03:43:51Z,4046741219,56,Back,,,,,,,,,,,,,,,,,,,,,,chwv6iayowufvu6hb1fg6ydwp,Rodrigo Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468599,203,12,1,27,42,alyavx3ad35bp1xuwmqk7sgev,1,12.1,88.2,2023-02-20T19:28:57.875Z,2023-02-23T03:43:55Z,4050293027,178,,4046740017,212,52.4,4046740019,213,0.1,4046740011,56,Left,4046782089,189,,4046740013,140,61.8,4046740015,141,95.2,,,,chwv6iayowufvu6hb1fg6ydwp,Rodrigo Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468607,332,43,1,27,46,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-02-20T19:29:01.187Z,2023-02-20T19:30:09Z,4046741705,144,5,4046740063,56,Right,4046740065,347,0,4046741643,233,204,,,,,,,,,,,,,c270jephiphzfpig96q3jyz11,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468601,204,43,1,27,47,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-02-20T19:29:02.246Z,2023-02-20T19:33:20Z,4046748163,144,5,4046740025,347,0,4046740023,56,Back,4046741713,233,332,,,,,,,,,,,,,chwv6iayowufvu6hb1fg6ydwp,Rodrigo Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468625,205,49,1,27,50,alyavx3ad35bp1xuwmqk7sgev,1,75.9,91.5,2023-02-20T19:29:05.153Z,2023-02-23T03:44:07Z,4046740331,189,,,,,,,,,,,,,,,,,,,,,,,1w926qtyntprx5ommoaa5nhed,Euller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468637,206,4,1,27,51,alyavx3ad35bp1xuwmqk7sgev,1,77.6,86.4,2023-02-20T19:29:06.127Z,2023-02-23T03:44:15Z,4046740269,286,,4046740267,152,,4046740263,294,,4046740281,233,333,4046740261,13,,4046740265,56,Left,,,,,,,1w926qtyntprx5ommoaa5nhed,Euller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468635,333,4,1,27,51,7catg5lpivcmpf4xhggh6d8rk,0,22.4,13.6,2023-02-20T19:29:06.128Z,2023-02-23T03:44:15Z,4046740301,233,206,4046740253,152,,4046740251,56,Back,4050293133,178,,4046740249,13,,4046745215,294,,4046740257,285,,,,,38339rg6eqprxc0w976gozjmc,O. Diomande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468873,208,1,1,28,53,alyavx3ad35bp1xuwmqk7sgev,0,72.5,86.6,2023-02-20T19:30:08.825Z,2023-02-23T03:44:20Z,4050293171,178,,4046741737,56,Center,4046741739,140,90.4,4046741729,2,,4048551159,224,,4048551161,72,,4046741747,1,,4046741745,213,5.3,1w926qtyntprx5ommoaa5nhed,Euller,4046741731,5,,,4046741733,155,4046741743,212,4046741741,141,4046741735,152,,,,,,,,,,,33.6,,,,,,,,,,,,,,45.7,,,
2510476629,503,43,1,28,54,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-02-20T19:30:09.062Z,2023-02-20T19:52:08Z,4046781775,212,0,4046781773,141,60.2,4046781771,140,9.5,4046781849,144,12,4046781769,56,Back,4046781777,213,3.1,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468879,334,12,1,28,55,7catg5lpivcmpf4xhggh6d8rk,1,12.7,48.5,2023-02-20T19:30:10.282Z,2023-02-23T03:44:39Z,4046741775,212,11.0,4046741771,140,11.7,4046741773,141,64.6,4046741769,56,Back,4046741777,213,1.7,4050293283,388,,4046741779,15,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510476541,345,61,1,28,55,alyavx3ad35bp1xuwmqk7sgev,1,89.8,30.5,2023-02-20T19:30:10.593Z,2023-02-23T03:44:45Z,4050293301,15,,4050293303,178,,4046781299,56,Center,,,,,,,,,,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468883,209,1,1,28,58,alyavx3ad35bp1xuwmqk7sgev,0,69.6,53.3,2023-02-20T19:30:13.671Z,2023-02-23T03:44:52Z,4046741815,213,5.3,4046741805,3,,4050293361,178,,4046741813,212,15.9,4046741811,141,34.1,4046741807,56,Center,4046741809,140,78.2,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468903,335,61,1,28,59,7catg5lpivcmpf4xhggh6d8rk,0,32.2,72.3,2023-02-20T19:30:14.853Z,2023-02-23T03:44:58Z,4046741921,56,Back,4050293417,388,,,,,,,,,,,,,,,,,,,,a9ozu4hjaylfr4299ceryskid,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468939,210,1,1,29,4,alyavx3ad35bp1xuwmqk7sgev,1,72.8,5.6,2023-02-20T19:30:19.100Z,2023-02-23T03:45:04Z,4050293449,178,,4046742109,56,Right,4046742117,213,2.9,4046742113,141,12.5,4046742111,140,56.7,4046742115,212,17.5,,,,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468947,211,1,1,29,7,alyavx3ad35bp1xuwmqk7sgev,1,56.5,11.9,2023-02-20T19:30:22.591Z,2023-02-23T03:45:06Z,4046742145,56,Right,4046742151,212,11.4,4046742153,213,5.9,4046742149,141,6.2,4050293457,178,,4046742147,140,66.7,,,,,,,59ly8uun0sl324s7rtlmp6ac,H. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510468961,212,1,1,29,9,alyavx3ad35bp1xuwmqk7sgev,1,66.7,6.2,2023-02-20T19:30:24.552Z,2023-02-23T03:45:10Z,4046742239,141,23.5,4046742237,140,50.6,4050293467,178,,4046742241,212,20.6,4046742235,56,Center,4046742243,213,2.5,,,,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
