id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/14/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2519936653,354,61,1,0,7,ewsf6evtguu9j7k6js4tlgl89,1,24.5,5.9,2023-03-13T20:16:43.221Z,2023-03-15T23:04:34Z,4100037353,178,,4096836287,56,Back,,,,,,,,,,,,,,,,,,,1vw6okufgzi8d2rx2yx3vuhux,E. Fereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913667,4,61,1,0,9,ewsf6evtguu9j7k6js4tlgl89,0,26.7,12.7,2023-03-13T20:16:45.169Z,2023-03-15T23:04:45Z,4100037833,178,,4096714411,56,Back,,,,,,,,,,,,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913669,5,5,1,0,10,ewsf6evtguu9j7k6js4tlgl89,0,24.8,-1.6,2023-03-13T20:16:46.469Z,2023-03-15T23:04:50Z,4096714427,347,,4096714477,233,7,4096714425,56,Back,,,,,,,,,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913671,7,5,1,0,10,5c0sf1eaipcxvdw9o22of2jdp,1,75.2,101.6,2023-03-13T20:16:46.469Z,2023-03-15T23:04:50Z,4096714439,56,Left,4096714441,347,,4096714469,233,5,,,,,,,,,,,,,,,,arpoe2kjx9pbacgpuv17yl33d,Iván Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913691,8,1,1,0,16,5c0sf1eaipcxvdw9o22of2jdp,0,76.6,100,2023-03-13T20:16:52.954Z,2023-03-15T23:04:54Z,4096714565,213,4.9,4096714555,107,,4096714559,140,81.2,4096714561,141,68.4,4096714563,212,22.8,4096714557,56,Center,4096714567,1,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913693,6,12,1,0,18,ewsf6evtguu9j7k6js4tlgl89,1,19.7,24.8,2023-03-13T20:16:54.374Z,2023-03-15T23:05:34Z,4096837999,212,11.1,4096838001,213,6.3,4100039605,178,,4096837995,140,30.3,4096714569,56,Back,4096837997,141,24.6,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913713,9,1,1,0,19,5c0sf1eaipcxvdw9o22of2jdp,1,77.9,73.8,2023-03-13T20:16:55.779Z,2023-03-15T23:05:38Z,4096714703,140,83.4,4096714699,56,Left,4096714705,141,94.1,4096714707,212,15.0,4100039765,178,,4096714709,213,1.2,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913723,10,1,1,0,23,5c0sf1eaipcxvdw9o22of2jdp,0,81,92,2023-03-13T20:16:59.482Z,2023-03-15T23:05:43Z,4100040023,178,,4096714755,56,Center,4097781171,20,,4096714761,212,25.1,4096714751,2,,4097781169,223,,4096714757,140,87.9,4096714763,213,5.0,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,4096714753,155,4096714759,141,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913751,7,12,1,0,24,ewsf6evtguu9j7k6js4tlgl89,1,11.4,45.5,2023-03-13T20:17:00.571Z,2023-03-15T23:05:52Z,4096714897,212,13.8,4096714895,141,52.7,4096714893,140,23.7,4100040269,178,,4096714899,213,0.4,4096714891,56,Back,,,,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913757,8,49,1,0,26,ewsf6evtguu9j7k6js4tlgl89,1,24.1,53.2,2023-03-13T20:17:02.339Z,2023-03-15T23:05:57Z,,,,,,,,,,,,,,,,,,,,,,,,,3sxd2j3a9d2bukfeu5y9824tl,Romário Baró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913765,9,1,1,0,26,ewsf6evtguu9j7k6js4tlgl89,1,24.1,53.2,2023-03-13T20:17:02.343Z,2023-03-15T23:06:02Z,4096714965,141,40.9,4096714957,56,Back,4096714961,140,25.0,4096714969,212,8.4,4100040711,178,,4096714971,213,4.8,,,,,,,3sxd2j3a9d2bukfeu5y9824tl,Romário Baró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913779,10,1,1,0,27,ewsf6evtguu9j7k6js4tlgl89,1,25,40.9,2023-03-13T20:17:03.126Z,2023-03-15T23:06:08Z,4096715035,140,26.8,4096715033,56,Back,4100040903,388,,4096715037,141,47.2,4096715039,212,4.7,4096715031,3,,4096715041,213,1.2,,,,5vdaexx0jnv7shichfmowutt6,Beni Mukendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913783,11,45,1,0,28,5c0sf1eaipcxvdw9o22of2jdp,0,75.2,58.4,2023-03-13T20:17:04.582Z,2023-03-15T23:06:19Z,4096715127,233,11,4096715051,286,,4096715049,56,Center,,,,,,,,,,,,,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913797,11,3,1,0,28,ewsf6evtguu9j7k6js4tlgl89,1,24.8,41.6,2023-03-13T20:17:04.582Z,2023-03-15T23:06:18Z,4096715113,285,,4097781455,465,,4096715111,56,Back,4096715123,233,11,4100041475,178,,,,,,,,,,,3sxd2j3a9d2bukfeu5y9824tl,Romário Baró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519939055,362,4,1,0,30,ewsf6evtguu9j7k6js4tlgl89,1,30,51.7,2023-03-13T20:17:06.917Z,2023-03-16T08:41:49Z,4096848959,295,,4096848961,56,Back,4096848971,233,452,4096848963,152,,4096848965,285,,4096848957,13,,,,,,,,3sxd2j3a9d2bukfeu5y9824tl,Romário Baró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519938999,452,4,1,0,30,5c0sf1eaipcxvdw9o22of2jdp,0,70,48.3,2023-03-13T20:17:06.918Z,2023-03-16T08:41:49Z,4096852781,295,,4100042245,178,,4096848485,13,,4096848487,56,Center,4096848977,233,362,4096848489,152,,4096848493,286,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913805,12,43,1,0,30,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2023-03-13T20:17:06.971Z,2023-03-13T21:06:25Z,4096839217,144,3,4096715143,285,0,4096715139,233,12,4096715135,56,Back,,,,,,,,,,,,,3sxd2j3a9d2bukfeu5y9824tl,Romário Baró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913799,12,43,1,0,30,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2023-03-13T20:17:06.971Z,2023-03-13T21:06:27Z,4096715115,56,Center,4096715117,286,0,4096839239,144,45,,,,,,,,,,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913827,13,43,1,0,32,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2023-03-13T20:17:09.002Z,2023-03-13T21:13:36Z,4096715237,213,0.8,4096715235,212,32.3,4096715233,141,95.0,4096848743,144,1,4096715239,1,0,4096715229,56,Left,4096715231,140,58.9,,,,3sxd2j3a9d2bukfeu5y9824tl,Romário Baró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913839,13,43,1,0,36,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2023-03-13T20:17:12.493Z,2023-03-13T21:13:27Z,4096848539,144,12,4096715291,140,45.5,4096715357,167,0,4096715295,212,5.1,4096715293,141,0.0,4096715289,56,Back,4096715297,213,5.1,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913861,14,43,1,0,37,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2023-03-13T20:17:13.066Z,2023-03-13T21:13:37Z,4096715415,347,0,4096715413,56,Left,4096848789,144,5,,,,,,,,,,,,,,,,3sxd2j3a9d2bukfeu5y9824tl,Romário Baró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519913845,14,43,1,0,37,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2023-03-13T20:17:13.066Z,2023-03-13T21:13:28Z,4096715449,233,14,4096715315,347,0,4096848553,144,5,4096715313,56,Back,,,,,,,,,,,,,ck3l6a262hves3v6nywarx9pm,Alexandre Penetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914061,16,1,1,0,46,ewsf6evtguu9j7k6js4tlgl89,1,40.9,50.3,2023-03-13T20:17:22.026Z,2023-03-15T23:06:48Z,4096716399,141,49.3,4100042443,178,,4096716401,212,9.9,4096716397,140,31.5,4096716403,213,3.2,4096841101,189,,4096716395,56,Back,4096849131,152,,5vdaexx0jnv7shichfmowutt6,Beni Mukendi,4096849129,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914077,17,1,1,0,51,ewsf6evtguu9j7k6js4tlgl89,1,35.1,51.4,2023-03-13T20:17:27.760Z,2023-03-15T23:06:53Z,4096716495,213,1.3,4096716481,56,Back,4100042589,178,,4096716491,212,14.9,4096716487,141,72.7,4096716483,140,38.3,,,,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914047,15,43,1,0,53,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2023-03-13T20:17:29.226Z,2023-03-13T21:13:45Z,4096716325,141,80.4,4096716319,107,0,4096840783,189,0,4096716323,140,49.1,4096716327,212,15.6,4096716329,213,4.4,4096716321,56,Back,4096849027,144,1,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914129,18,1,1,0,56,ewsf6evtguu9j7k6js4tlgl89,1,35.5,65.1,2023-03-13T20:17:32.171Z,2023-03-15T23:07:00Z,4096716739,56,Back,4096716749,213,4.7,4096716741,140,34.6,4100042881,178,,4096716743,141,25.1,4096716747,212,27.2,,,,,,,dqpkkgodtwn11fgpq2c3tlqz9,N. Zolotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914165,19,1,1,1,0,ewsf6evtguu9j7k6js4tlgl89,1,35.2,13.8,2023-03-13T20:17:36.906Z,2023-03-15T23:07:05Z,4100043113,178,,4096716933,56,Right,4096716935,140,65.3,4096716937,141,19.8,4096716941,213,0.1,4096716931,155,,4096716939,212,31.9,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914167,20,61,1,1,2,ewsf6evtguu9j7k6js4tlgl89,0,64.6,21.7,2023-03-13T20:17:38.766Z,2023-03-16T08:45:03Z,4096716945,56,Center,4100459239,388,,4100043431,21,,,,,,,,,,,,,,,,,edk9jemtelz51uoob4quyd4kq,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914159,15,61,1,1,3,5c0sf1eaipcxvdw9o22of2jdp,0,46.6,78.5,2023-03-13T20:17:39.354Z,2023-03-15T23:07:29Z,4096716921,56,Back,4100043905,178,,,,,,,,,,,,,,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914201,21,1,1,1,5,ewsf6evtguu9j7k6js4tlgl89,1,65.9,32.5,2023-03-13T20:17:41.827Z,2023-03-15T23:07:35Z,4096717075,140,65.2,4096717073,56,Center,4100044155,178,,4096717081,213,1.6,4096717077,141,48.6,4096717079,212,11.0,,,,,,,edk9jemtelz51uoob4quyd4kq,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914243,22,1,1,1,7,ewsf6evtguu9j7k6js4tlgl89,1,65.8,50.8,2023-03-13T20:17:43.512Z,2023-03-15T23:07:38Z,4096717321,212,27.7,4096717315,56,Left,4096717317,140,72.1,4096717323,213,1.3,4096717319,141,90.3,4100044237,178,,,,,,,,3sxd2j3a9d2bukfeu5y9824tl,Romário Baró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914271,23,1,1,1,11,ewsf6evtguu9j7k6js4tlgl89,1,75.9,90.4,2023-03-13T20:17:47.473Z,2023-03-16T06:33:31Z,4096721527,154,,4096717481,212,24.9,4097782437,72,,4096717475,56,Center,4096717471,2,,4096717477,140,85.2,4097782435,224,,4096717473,155,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,4100044371,178,4096721525,210,15,1,4096717483,213,5.1,4096717479,141,56.7,,,,,,,,,,,,,,,,,,,,,,,,,
2519914285,24,44,1,1,12,ewsf6evtguu9j7k6js4tlgl89,1,86.2,56.8,2023-03-13T20:17:48.677Z,2023-03-16T06:33:30Z,4096717731,233,16,4096717513,286,,4096717511,56,Center,,,,,,,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914283,16,44,1,1,12,5c0sf1eaipcxvdw9o22of2jdp,0,13.8,43.2,2023-03-13T20:17:48.678Z,2023-03-15T23:08:53Z,4096717503,56,Back,4096717505,285,,4096717547,233,24,,,,,,,,,,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914925,26,15,1,1,12,ewsf6evtguu9j7k6js4tlgl89,1,86.5,61.6,2023-03-13T20:17:48.702Z,2023-03-16T06:33:31Z,4096721545,102,53.5,4096721149,15,,4096721549,146,88.4,4096720905,17,,4096721551,147,60.5,4096721537,29,,4096721553,230,98.4,4096721541,55,23,53unfq55ouhqni5jbl07fyqc5,S. Godwin,4096720907,56,4096721535,76,,,4096721155,82,,4096721633,233,17,Center,4100046789,388,4096721555,231,51.1,4096721539,154,4096721153,328,4096721533,22,4096721547,103,19,,,,,,,,,,
2519914299,17,10,1,1,12,5c0sf1eaipcxvdw9o22of2jdp,1,7,41.9,2023-03-13T20:17:48.714Z,2023-03-15T23:09:07Z,4100046941,388,,4096721557,94,,4096721677,233,26,4096717573,56,Back,4100046943,15,,,,,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914339,18,1,1,1,13,5c0sf1eaipcxvdw9o22of2jdp,1,12.9,52.8,2023-03-13T20:17:49.907Z,2023-03-15T23:09:27Z,4096717855,213,5.7,4096717849,141,38.5,4096717847,140,27.4,4100047539,178,,4096717851,212,18.1,4096717843,3,,4096717845,56,Back,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914347,19,49,1,1,15,5c0sf1eaipcxvdw9o22of2jdp,1,27.4,38.6,2023-03-13T20:17:51.213Z,2023-03-15T23:09:37Z,,,,,,,,,,,,,,,,,,,,,,,,,9wek84cn7z0ou46623nlo876y,Leandro Sanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520562853,849,67,1,1,15,5c0sf1eaipcxvdw9o22of2jdp,1,26.8,31.2,2023-03-13T20:17:51.283Z,2023-03-16T06:33:32Z,4100148601,233,829,,,,,,,,,,,,,,,,,,,,,,9wek84cn7z0ou46623nlo876y,Leandro Sanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520562849,829,67,1,1,15,ewsf6evtguu9j7k6js4tlgl89,0,73.2,68.8,2023-03-13T20:17:51.284Z,2023-03-16T00:05:39Z,4100148633,233,849,,,,,,,,,,,,,,,,,,,,,,3sxd2j3a9d2bukfeu5y9824tl,Romário Baró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914359,20,1,1,1,16,5c0sf1eaipcxvdw9o22of2jdp,1,27.4,38.6,2023-03-13T20:17:52.834Z,2023-03-15T23:09:41Z,4096717943,140,36.5,4100047861,178,,4096717945,141,56.6,4096717947,212,15.5,4096717941,56,Back,4096717949,213,0.9,,,,,,,9wek84cn7z0ou46623nlo876y,Leandro Sanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914377,21,1,1,1,18,5c0sf1eaipcxvdw9o22of2jdp,1,36.5,56.6,2023-03-13T20:17:54.318Z,2023-03-15T23:09:51Z,4096718029,212,6.1,4096718031,213,5.3,4100048155,178,,4096718027,141,49.0,4096718025,140,39.6,4096718023,56,Back,,,,,,,arpoe2kjx9pbacgpuv17yl33d,Iván Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914399,22,1,1,1,21,5c0sf1eaipcxvdw9o22of2jdp,1,37.4,48.8,2023-03-13T20:17:57.810Z,2023-03-15T23:10:28Z,4096718165,56,Back,4096718167,140,27.1,4096718173,213,3.7,4096718169,141,38.5,4096718171,212,12.9,4100049569,178,,,,,,,,4owddsmmbkkv0vbcj0fz0hlud,Denilson Junior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914433,23,1,1,1,25,5c0sf1eaipcxvdw9o22of2jdp,1,28.6,40.4,2023-03-13T20:18:01.426Z,2023-03-15T23:10:33Z,4096718353,213,1.0,4096718349,141,48.7,4096718347,140,32.0,4100049839,178,,4096718351,212,6.7,4096718345,56,Back,,,,,,,1zteujk5u3rpr028priato4bt,Riccieli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519914485,24,1,1,1,28,5c0sf1eaipcxvdw9o22of2jdp,1,32.1,48.7,2023-03-13T20:18:04.038Z,2023-03-15T23:10:37Z,4096718623,141,69.8,4096718625,212,15.1,4096718619,56,Back,4096718627,213,1.2,4100049967,178,,4096718621,140,36.7,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
