id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId
2462010351,4,49,1,0,11,dich5v7sw466smbqap0d9rbyj,1,29.6,89.6,2022-09-18T14:30:20.039Z,2022-09-21T06:01:08Z,,,,,,,,,,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462010377,5,1,1,0,12,dich5v7sw466smbqap0d9rbyj,1,27.4,88.9,2022-09-18T14:30:21.111Z,2022-09-21T06:01:14Z,3790882949,56,Back,3790882957,213,3.0,3790882953,141,90.5,3790882955,212,10.0,3795922783,178,,3790882951,140,17.9,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462010445,6,1,1,0,14,dich5v7sw466smbqap0d9rbyj,1,17.9,90.5,2022-09-18T14:30:22.896Z,2022-09-21T06:01:17Z,3790883309,140,27.8,3790883305,56,Back,3790883317,212,14.0,3795922833,178,,3790883313,141,76.7,3790883319,213,5.5,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462010457,7,1,1,0,16,dich5v7sw466smbqap0d9rbyj,0,26.9,77.8,2022-09-18T14:30:24.450Z,2022-09-21T06:01:22Z,3790883369,140,28.5,3790883367,56,Back,3790883505,286,,3790883501,233,8,3790883499,236,,3790883373,212,3.6,3795922929,178,,3790883375,213,1.1,1swp008ttj3pd57fz5uw8mctm,Y. Moses,3790883371,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462010471,8,74,1,0,16,8gvg1ranyf93hprfkwx3ofl2y,1,67.9,11.7,2022-09-18T14:30:24.560Z,2022-09-21T06:01:27Z,3795922999,178,,3790883439,56,Right,3790883527,233,7,3790883441,285,,,,,,,,,,,,,,exasml2zx1pe8runrm6oh5dsk,Zé Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462010745,8,5,1,0,17,dich5v7sw466smbqap0d9rbyj,1,33.5,101.6,2022-09-18T14:30:25.678Z,2022-09-21T06:01:31Z,3790884899,56,Back,3790884917,233,9,3790884901,347,,,,,,,,,,,,,,,,,1swp008ttj3pd57fz5uw8mctm,Y. Moses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462010493,9,5,1,0,17,8gvg1ranyf93hprfkwx3ofl2y,0,66.5,-1.6,2022-09-18T14:30:25.678Z,2022-09-21T06:01:31Z,3790884927,233,8,3790883571,347,,3790883569,56,Right,,,,,,,,,,,,,,,,exasml2zx1pe8runrm6oh5dsk,Zé Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462010815,9,1,1,0,32,dich5v7sw466smbqap0d9rbyj,1,28.3,100,2022-09-18T14:30:40.458Z,2022-09-21T06:01:43Z,3790885233,212,14.0,3790885225,107,,3790885229,140,40.5,3790885227,56,Back,3790885231,141,92.9,3790885235,213,5.9,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462010841,10,1,1,0,34,dich5v7sw466smbqap0d9rbyj,1,40.5,92.9,2022-09-18T14:30:42.274Z,2022-09-21T06:01:50Z,3790885369,3,,3790885383,212,16.9,3790885373,56,Back,3790885379,140,24.4,3790885381,141,94.1,3795923287,388,,3790885385,213,3.1,,,,evdhe2j9k1smuk1ul7woo3h0p,Vitinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462010861,11,1,1,0,35,dich5v7sw466smbqap0d9rbyj,0,24.4,94.1,2022-09-18T14:30:43.621Z,2022-09-21T06:01:55Z,3790885481,212,16.4,3790885475,140,40.0,3790885483,213,0.0,3790885449,155,,3795923383,178,,3790885477,141,95.1,3790885451,56,Back,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462010895,10,1,1,0,36,8gvg1ranyf93hprfkwx3ofl2y,0,55.3,8.6,2022-09-18T14:30:44.308Z,2022-09-21T06:02:04Z,3790885627,3,,3790885637,213,0.2,3790885631,140,69.9,3795923527,388,,3790885635,212,15.5,3790885629,56,Right,3790885633,141,12.3,,,,2cs8bo4l70gbkudh3gqazb105,André André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462010913,12,44,1,0,38,dich5v7sw466smbqap0d9rbyj,1,30.4,81.9,2022-09-18T14:30:46.133Z,2022-09-21T11:25:02Z,3790885731,56,Back,3790885733,285,,3790885897,233,11,,,,,,,,,,,,,,,,1swp008ttj3pd57fz5uw8mctm,Y. Moses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462010941,11,44,1,0,38,8gvg1ranyf93hprfkwx3ofl2y,0,69.6,18.1,2022-09-18T14:30:46.134Z,2022-09-21T06:02:08Z,3790885921,233,12,3790885871,56,Right,3790885873,286,,,,,,,,,,,,,,,,,evwzikhqpwulci3y20ckeoc15,Anderson Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462010927,13,1,1,0,38,dich5v7sw466smbqap0d9rbyj,0,26.9,76.4,2022-09-18T14:30:46.203Z,2022-09-21T11:25:02Z,3790885813,141,89.7,3790885811,140,34.1,3790885815,212,11.8,3790885807,3,,3790885817,213,0.9,3790885809,56,Back,3795923605,388,,,,,1swp008ttj3pd57fz5uw8mctm,Y. Moses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462024625,129,1,1,0,39,8gvg1ranyf93hprfkwx3ofl2y,1,62.1,11.2,2022-09-18T14:30:47.734Z,2022-09-21T06:02:19Z,3790963733,212,15.5,3790963729,140,72.1,3790963731,141,27.9,3790963735,213,0.8,3790963727,56,Center,3795923677,178,,,,,,,,exasml2zx1pe8runrm6oh5dsk,Zé Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011001,13,50,1,0,40,8gvg1ranyf93hprfkwx3ofl2y,1,68.4,17.4,2022-09-18T14:30:48.943Z,2022-09-21T06:02:26Z,3790886369,233,14,3790886205,286,,3790886203,56,Right,,,,,,,,,,,,,,,,evwzikhqpwulci3y20ckeoc15,Anderson Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011013,14,7,1,0,41,dich5v7sw466smbqap0d9rbyj,1,31.6,82.6,2022-09-18T14:30:49.238Z,2022-09-21T06:02:32Z,3793818557,384,,3790886277,285,,3795923803,178,,3790886275,56,Back,3790886307,233,13,,,,,,,,,,1swp008ttj3pd57fz5uw8mctm,Y. Moses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462055129,419,49,1,0,41,dich5v7sw466smbqap0d9rbyj,1,36.6,88.4,2022-09-18T14:30:49.670Z,2022-09-21T06:02:37Z,,,,,,,,,,,,,,,,,,,,,,,,,evdhe2j9k1smuk1ul7woo3h0p,Vitinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462010989,12,43,1,0,42,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2022-09-18T14:30:50.157Z,2022-09-18T14:42:39Z,3790886139,56,Right,3790965949,144,1,3790886143,140,67.5,3790886149,212,8.6,3790886153,213,0.7,3790886147,141,14.4,,,,,,,2cs8bo4l70gbkudh3gqazb105,André André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011047,15,1,1,0,42,dich5v7sw466smbqap0d9rbyj,1,32.1,84.2,2022-09-18T14:30:50.308Z,2022-09-21T06:02:42Z,3795923891,178,,3790886477,140,21.8,3790886483,213,3.7,3790886475,56,Back,3790886479,141,73.9,3790886481,212,12.9,,,,,,,evdhe2j9k1smuk1ul7woo3h0p,Vitinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011089,16,1,1,0,44,dich5v7sw466smbqap0d9rbyj,1,21.7,73.6,2022-09-18T14:30:52.771Z,2022-09-21T06:02:49Z,3790886755,140,18.7,3790886761,213,4.5,3795923953,178,,3790886753,56,Back,3790886759,212,17.8,3790886757,141,47.8,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011115,17,1,1,0,46,dich5v7sw466smbqap0d9rbyj,1,15,44.6,2022-09-18T14:30:54.975Z,2022-09-21T06:02:54Z,3790886955,213,1.9,3790886951,212,13.3,3790886939,56,Back,3790886947,141,63.3,3790886943,140,11.2,3795924005,178,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011151,18,1,1,0,48,dich5v7sw466smbqap0d9rbyj,1,11,63.3,2022-09-18T14:30:57Z,2022-09-21T06:02:57Z,3790887165,212,15.0,3790887161,140,25.3,3790887163,141,63.4,3790887159,56,Back,3795924043,178,,3790887167,213,0.0,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011233,19,1,1,0,51,dich5v7sw466smbqap0d9rbyj,1,25.4,65.4,2022-09-18T14:30:59.985Z,2022-09-21T06:03:01Z,3790887627,140,29.4,3790887633,213,1.4,3790887625,56,Back,3790887629,141,95.6,3795924093,178,,3790887631,212,21.0,,,,,,,1swp008ttj3pd57fz5uw8mctm,Y. Moses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011257,20,1,1,0,55,dich5v7sw466smbqap0d9rbyj,1,30,83.5,2022-09-18T14:31:03.999Z,2022-09-21T06:03:08Z,3795924197,178,,3790887729,56,Back,3790887731,140,48.2,3790887735,212,19.4,3790887739,213,6.1,3790887733,141,78.8,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011289,21,1,1,0,56,dich5v7sw466smbqap0d9rbyj,1,48.2,78.8,2022-09-18T14:31:04.933Z,2022-09-21T06:03:17Z,3790887887,213,0.9,3795924321,178,,3790887883,141,92.7,3790887885,212,12.1,3790887881,140,55.4,3790887879,56,Left,,,,,,,3vln1sp3b13v1yhcsd0vl3c2x,Rafa Mújica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011327,22,1,1,0,58,dich5v7sw466smbqap0d9rbyj,1,55.5,91.2,2022-09-18T14:31:06.919Z,2022-09-21T06:03:21Z,3795924389,178,,3790888129,213,0.0,3790888123,140,66.3,3790888121,56,Left,3790888125,141,91.4,3790888127,212,11.3,,,,,,,evdhe2j9k1smuk1ul7woo3h0p,Vitinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462950379,887,43,1,1,0,dich5v7sw466smbqap0d9rbyj,1,0,0,2022-09-18T14:31:08.410Z,2022-09-21T07:15:38Z,3795990055,144,67,3795965421,233,858,,,,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462950377,858,43,1,1,0,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2022-09-18T14:31:08.411Z,2022-09-21T07:15:37Z,3795990037,144,67,3795965431,233,887,,,,,,,,,,,,,,,,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462955695,1028,43,1,1,0,dich5v7sw466smbqap0d9rbyj,1,0,0,2022-09-18T14:31:08.412Z,2022-09-21T07:15:29Z,3795989879,144,82,3795989275,178,0,,,,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462955913,1089,43,1,1,0,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2022-09-18T14:31:08.416Z,2022-09-21T11:01:08Z,3796339059,144,83,3795990387,399,203979,,,,,,,,,,,,,,,,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011339,23,3,1,1,0,dich5v7sw466smbqap0d9rbyj,0,66.3,91.4,2022-09-18T14:31:08.428Z,2022-09-21T06:03:40Z,3793820087,465,,3790888195,56,Left,3791132191,211,,3795924719,178,,3791132095,286,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011347,14,49,1,1,2,8gvg1ranyf93hprfkwx3ofl2y,1,29.7,17.4,2022-09-18T14:31:10.450Z,2022-09-21T06:03:53Z,,,,,,,,,,,,,,,,,,,,,,,,,2lur2ts61wwrsvih1lb1jee50,I. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011393,15,1,1,1,3,8gvg1ranyf93hprfkwx3ofl2y,1,32.6,15.5,2022-09-18T14:31:11.834Z,2022-09-21T06:03:59Z,3795924941,178,,3790888457,212,10.7,3790888455,141,8.2,3790888451,56,Back,3790888459,213,3.6,3790888453,140,23.6,,,,,,,2lur2ts61wwrsvih1lb1jee50,I. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011471,16,1,1,1,5,8gvg1ranyf93hprfkwx3ofl2y,1,20.7,5.6,2022-09-18T14:31:13.138Z,2022-09-21T06:04:03Z,3790888873,212,27.1,3790888867,56,Back,3790888871,141,40.6,3790888875,213,2.1,3795925019,178,,3790888869,140,8.3,,,,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011565,17,1,1,1,8,8gvg1ranyf93hprfkwx3ofl2y,0,9.3,42.7,2022-09-18T14:31:16.867Z,2022-09-21T06:04:09Z,3790889395,213,0.7,3790889391,141,100.0,3790889399,1,,3795925097,178,,3790889393,212,62.2,3790889387,56,Left,3790889385,155,,3790889389,140,55.1,2accix9saahg900cja5e9iw9h,Bruno Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011569,18,5,1,1,14,8gvg1ranyf93hprfkwx3ofl2y,0,57.3,101.4,2022-09-18T14:31:22.137Z,2022-09-21T06:04:14Z,3790889423,347,,3790890305,233,24,3790889421,56,Left,,,,,,,,,,,,,,,,2accix9saahg900cja5e9iw9h,Bruno Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011703,24,5,1,1,14,dich5v7sw466smbqap0d9rbyj,1,42.7,-1.4,2022-09-18T14:31:22.137Z,2022-09-21T06:04:14Z,3790890155,347,,3790890151,56,Back,3790890225,233,18,,,,,,,,,,,,,,,,1swp008ttj3pd57fz5uw8mctm,Y. Moses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011757,25,1,1,1,19,dich5v7sw466smbqap0d9rbyj,1,40.1,0,2022-09-18T14:31:27.903Z,2022-09-21T06:04:23Z,3790890427,56,Back,3790890431,141,17.6,3790890435,213,2.5,3790890429,140,24.7,3790890425,107,,3790891709,189,,3790890433,212,20.7,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011803,26,1,1,1,21,dich5v7sw466smbqap0d9rbyj,1,24.5,20.7,2022-09-18T14:31:30.106Z,2022-09-21T06:04:47Z,3790890743,213,1.6,3790890741,212,30.5,3790890697,56,Back,3790890703,140,23.5,3790890709,141,65.5,3795925541,178,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011839,27,1,1,1,26,dich5v7sw466smbqap0d9rbyj,1,24.3,64.9,2022-09-18T14:31:34.427Z,2022-09-21T06:05:02Z,3790890903,212,18.5,3790890899,140,27.5,3790890905,213,4.9,3790890901,141,38.2,3790890897,56,Back,3795925757,178,,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011879,28,1,1,1,29,dich5v7sw466smbqap0d9rbyj,1,28.5,37.9,2022-09-18T14:31:37.145Z,2022-09-21T06:05:05Z,3790891201,212,35.0,3790891205,1,,3790891197,140,53.8,3790891203,213,5.6,3790891199,141,4.3,3795925781,178,,3790891195,56,Right,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462011949,29,1,1,1,30,dich5v7sw466smbqap0d9rbyj,0,53.8,4.3,2022-09-18T14:31:39.046Z,2022-09-21T06:05:09Z,3790891557,213,0.2,3790891549,56,Right,3790891551,140,76.5,3790891555,212,24.3,3790891553,141,11.1,3795925833,178,,,,,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462012025,19,49,1,1,33,8gvg1ranyf93hprfkwx3ofl2y,1,17.2,92.1,2022-09-18T14:31:41.583Z,2022-09-21T06:05:15Z,,,,,,,,,,,,,,,,,,,,,,,,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
