id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value
2482643703,1,34,16,0,0,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-11-06T17:05:16.352Z,2022-11-06T18:06:37Z,3900293497,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3900293493,59,"31, 6, 74, 25, 15, 4, 12, 7, 9, 19, 14, 1, 2, 5, 8, 10, 17, 28, 29, 32",3900530681,197,6594,3900293489,30,"6ddxujeb3873j5evwiz8n4wt0, ck3l6a262hves3v6nywarx9pm, d98j4asio4xrxcwmfg1ak95yi, 1whf50hjb4jhz9119qvtdov6d, 1zteujk5u3rpr028priato4bt, 4ofpb9y2fqqr3d5cdfbl05c6h, 48li2iey0m9b8h8cvs6py2iy2, dh4byuuh5mlyp147iq8cyunkl, 5v4xejh2rnvkrqnvpz4eu2lt5, eika2197gwlmjq70xdvisoe09, 7y5oyflivt56zuwoyzs2q20ru, 9hqhder3adhjjovepuv4yst79, zj7p9urhzbk3naybai223js9, bxfalki1fmd687uj0b8e0m0np, 6jkfecnicg5ilzy44x7ld7u1h, arpoe2kjx9pbacgpuv17yl33d, dkijqjb6nubobtobl4s2v8xxx, e0k7beubxdswouhw13td0nlk9, 5fcx7aiflhvguztjw8mp53b9x, 6vvg5on86k2ldhs4pn2kua0vd",3900293501,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3900293499,194,1zteujk5u3rpr028priato4bt,3900293495,130,4,3900293491,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482643763,1,34,16,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2022-11-06T17:05:19.890Z,2022-11-06T17:59:38Z,3900293843,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3900536751,197,385,3900293833,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3900293837,130,18,3900293831,30,"8nesxmzgmtxcr5vu3881j6ane, 8q4m06v3yfsq2iza942ezaxud, 8jcuunhako2i9ynmp8v3w2eax, 5i5qgzbovli6pspg01ohrfdre, bvy7d4r2ve9f5x1xyv0tx5cr9, 8czsihbd6817k4uzvwenqvxex, 922dtb3ppvsgvzysfjwg86jmx, 8qn1z72et0w6bqw9mstopb7px, 3bysj69bufnbqx70q6ufzat49, 57xeumfhz5h30yn1168rgljah, 757f9x11lzcug3d6sn39d85wp, 3y7h2e79gvzrqor9gg854dl91, bojn9itaxqzymbjj6et0o0onp, 4rfcpo4l9f8x1m0rlnwloefl6, cqfw0fsbxyjb7mduk2hk27e1h, 2uqu22zy54pgog64fk993fyay, 6dc5id3ucboy4yroiezgzapgq, 17govndl49nve5d5h74bs5i0a, 388ux45xau80x9rom4s2bapgq, 8inrz9rna2z5lirsorindh0b9",3900293835,59,"59, 2, 94, 66, 5, 4, 16, 21, 23, 7, 11, 1, 8, 9, 12, 20, 25, 34, 36, 95",3900293839,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3900293841,194,bvy7d4r2ve9f5x1xyv0tx5cr9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482689081,2,32,1,0,0,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-11-06T18:02:09.903Z,2022-11-06T18:02:10Z,3900542533,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482689119,2,32,1,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2022-11-06T18:02:09.903Z,2022-11-08T01:54:46Z,3900542729,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482689131,3,1,1,0,0,5c0sf1eaipcxvdw9o22of2jdp,1,50,49.9,2022-11-06T18:02:10.361Z,2022-11-08T06:29:31Z,3900542769,56,Back,3900548621,189,,3900542783,212,0.9,3900542787,279,S,3900542785,213,3.1,3903079323,178,,3900542779,141,49.9,3900542775,140,49.1,5v4xejh2rnvkrqnvpz4eu2lt5,Álex Millán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482690193,22,1,1,0,0,5c0sf1eaipcxvdw9o22of2jdp,1,47,50.1,2022-11-06T18:02:10.870Z,2022-11-08T06:30:12Z,3900548837,212,13.9,3903079433,178,,3900548833,140,37.2,3900548839,213,2.4,3900548835,141,63.9,3900548831,56,Back,,,,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482689161,4,1,1,0,5,5c0sf1eaipcxvdw9o22of2jdp,1,36.8,65.4,2022-11-06T18:02:14.951Z,2022-11-08T06:30:25Z,3900542997,213,6.2,3900542993,141,63.9,3900542989,56,Back,3903079747,178,,3900542995,212,8.5,3900542991,140,44.8,,,,,,,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482689173,6,4,1,0,7,5c0sf1eaipcxvdw9o22of2jdp,1,45.2,58.2,2022-11-06T18:02:17.470Z,2022-11-08T06:30:57Z,3900543137,295,,3900543043,56,Back,3900543045,152,,3900543041,13,,3900543049,286,,3900543533,233,3,,,,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482689245,3,4,1,0,7,7kfx3xpj2c2wxinsyi16i9gaz,0,54.8,41.8,2022-11-06T18:02:17.471Z,2022-11-08T06:30:57Z,3900543541,233,6,3900543477,152,,3900543473,295,,3903080141,178,,3900543479,285,,3900543471,13,,3900543475,56,Center,,,,922dtb3ppvsgvzysfjwg86jmx,Diogo Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482689163,5,43,1,0,8,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2022-11-06T18:02:18.131Z,2022-11-06T18:02:23Z,3900543239,144,3,3900543001,56,Back,3900543003,286,0,,,,,,,,,,,,,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
