id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/10/value,keyPass,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2497266397,3,43,1,0,21,7fn0aazbc8nx0u040aulozds1,1,0,0,2023-01-14T15:31:35.466Z,2023-01-16T09:33:32Z,3981117109,144,49,,,,,,,,,,,,,,,,,,,,,,2amti8wga8jpons4mizksjd1x,Bruno Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497266449,4,1,1,0,21,7fn0aazbc8nx0u040aulozds1,0,17.4,30,2023-01-14T15:31:35.688Z,2023-01-17T08:58:36Z,3977325095,212,27.6,3977325087,157,,3977325089,56,Back,3982003665,178,,3977325097,213,6.1,3977325099,1,,3977325093,141,24.0,3977325091,140,43.4,2amti8wga8jpons4mizksjd1x,Bruno Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497266585,9,1,1,0,23,7kfx3xpj2c2wxinsyi16i9gaz,1,55,76.1,2023-01-14T15:31:37.780Z,2023-01-17T08:58:48Z,3977325757,3,,3977325759,56,Left,3977325765,212,18.4,3977325763,141,93.5,3982003897,178,,3977325761,140,68.4,3977325767,213,0.7,,,,8czsihbd6817k4uzvwenqvxex,Matheus Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497266623,10,1,1,0,27,7kfx3xpj2c2wxinsyi16i9gaz,0,67.5,93.5,2023-01-14T15:31:41.585Z,2023-01-17T08:58:55Z,3977325949,56,Left,3977325955,212,5.7,3977325953,141,85.1,3977325951,140,67.7,3982003947,178,,3977325957,213,4.7,,,,,,,bn1rwgy1yhd0ov3u4pu2lb6ga,Léo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498150211,966,67,1,0,27,7fn0aazbc8nx0u040aulozds1,1,32.7,20.1,2023-01-14T15:31:42.311Z,2023-01-17T13:05:05Z,3982028825,233,902,,,,,,,,,,,,,,,,,,,,,,3ynj76lod24r597rmhshxczpx,Claudemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498150207,902,67,1,0,27,7kfx3xpj2c2wxinsyi16i9gaz,0,67.3,79.9,2023-01-14T15:31:42.312Z,2023-01-17T09:44:07Z,3982028829,233,966,,,,,,,,,,,,,,,,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497266667,5,1,1,0,27,7fn0aazbc8nx0u040aulozds1,1,33.2,18.8,2023-01-14T15:31:42.326Z,2023-01-17T13:05:05Z,3977326151,213,0.5,3977326135,140,39.1,3982003979,178,,3977326143,212,7.0,3977326139,141,23.7,3977326131,56,Back,,,,,,,3ynj76lod24r597rmhshxczpx,Claudemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497266677,6,49,1,0,29,7fn0aazbc8nx0u040aulozds1,1,39.1,23.7,2023-01-14T15:31:43.821Z,2023-01-17T08:59:08Z,,,,,,,,,,,,,,,,,,,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497266725,7,1,1,0,29,7fn0aazbc8nx0u040aulozds1,1,39.1,23.7,2023-01-14T15:31:43.949Z,2023-01-17T08:59:12Z,3977326497,212,17.6,3977326491,56,Back,3977326493,140,46.7,3977326499,213,1.1,3977326495,141,46.7,3982004057,178,,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497266877,8,1,1,0,30,7fn0aazbc8nx0u040aulozds1,1,46.7,46.7,2023-01-14T15:31:45.078Z,2023-01-17T08:59:17Z,3977327337,212,5.2,3977327341,213,3.6,3977327329,56,Back,3977327335,141,43.1,3977327331,140,42.3,3982004093,178,,,,,,,,hrr3761wvgn1ayhsrrz4rf11,Kiko Bondoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497266889,9,4,1,0,32,7fn0aazbc8nx0u040aulozds1,1,39,41.4,2023-01-14T15:31:46.901Z,2023-01-17T08:59:30Z,3977327403,286,,3977327401,265,,3977327395,13,,3977327399,152,,3977327455,233,11,3977327397,56,Back,,,,,,,de1nmkgahbsrky75itebiitp1,Raphael Guzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497266867,11,4,1,0,32,7kfx3xpj2c2wxinsyi16i9gaz,0,61,58.6,2023-01-14T15:31:46.902Z,2023-01-17T08:59:30Z,3977327281,152,,3977327283,265,,3977327495,233,9,3977327285,285,,3977327277,13,,3977327279,56,Center,3982004207,178,,,,,3bysj69bufnbqx70q6ufzat49,Bruno Xadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497267571,10,1,1,0,56,7fn0aazbc8nx0u040aulozds1,1,42.3,43.1,2023-01-14T15:32:10.637Z,2023-01-17T08:59:33Z,3982004225,178,,3977331415,152,,3977331417,56,Back,3977331427,213,1.8,3977770045,189,,3977331423,212,27.9,3977331413,5,,3977331421,141,83.0,3ynj76lod24r597rmhshxczpx,Claudemir,3977331419,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497267633,11,1,1,0,58,7fn0aazbc8nx0u040aulozds1,1,36.1,83,2023-01-14T15:32:12.941Z,2023-01-17T08:59:37Z,3977331749,141,94.4,3977331747,140,45.7,3977331755,212,12.7,3977331759,213,0.7,3982004275,178,,3977331745,56,Back,,,,,,,8f8lbg182g5jwnqbj1zgjbljp,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497267649,12,1,1,1,0,7fn0aazbc8nx0u040aulozds1,0,45.7,94.4,2023-01-14T15:32:14.640Z,2023-01-17T08:59:48Z,3977331831,213,6.2,3977331827,141,91.7,3977331821,155,,3977331823,56,Left,3977331829,212,25.5,3977331825,140,69.9,3982004355,178,,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497267643,12,12,1,1,2,7kfx3xpj2c2wxinsyi16i9gaz,1,21.8,13.1,2023-01-14T15:32:16.608Z,2023-01-17T09:00:03Z,3977331799,140,23.8,3977331801,141,0.0,3977331797,56,Back,3977331809,213,4.9,3977331805,212,9.8,3982004505,178,,3977331883,167,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497267657,13,5,1,1,3,7kfx3xpj2c2wxinsyi16i9gaz,0,28.2,-1.4,2023-01-14T15:32:17.467Z,2023-01-17T09:00:13Z,3977331859,56,Back,3977332197,233,13,3977331861,347,,,,,,,,,,,,,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497267705,13,5,1,1,3,7fn0aazbc8nx0u040aulozds1,1,71.8,101.4,2023-01-14T15:32:17.467Z,2023-01-17T09:00:12Z,3977332175,233,13,3977332093,56,Left,3977332095,347,,,,,,,,,,,,,,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497267969,14,1,1,1,13,7fn0aazbc8nx0u040aulozds1,1,70.9,100,2023-01-14T15:32:28.394Z,2023-01-17T09:00:17Z,3977333493,141,92.9,3977333501,213,4.3,3977333485,107,,3977333497,212,6.9,3977333489,140,68.0,3977333487,56,Left,,,,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497268015,15,1,1,1,14,7fn0aazbc8nx0u040aulozds1,1,68,91.7,2023-01-14T15:32:29.161Z,2023-01-17T09:00:25Z,3977333797,213,1.1,3977333791,140,69.0,3982004639,178,,3977333793,141,94.4,3977333795,212,2.1,3977333789,56,Left,,,,,,,3ynj76lod24r597rmhshxczpx,Claudemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497268065,16,1,1,1,16,7fn0aazbc8nx0u040aulozds1,0,69,94.4,2023-01-14T15:32:31.205Z,2023-01-17T09:00:31Z,3977334087,140,77.6,3977334089,141,88.1,3977334083,155,,3982004697,178,,3977334085,56,Left,3977334091,212,10.0,3977334093,213,5.8,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497976491,822,44,1,1,17,7kfx3xpj2c2wxinsyi16i9gaz,1,24.3,10.1,2023-01-14T15:32:32.054Z,2023-01-17T13:05:06Z,3981118739,56,Back,3981118741,285,,3981320595,233,819,,,,,,,,,,,,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497976493,819,44,1,1,17,7fn0aazbc8nx0u040aulozds1,0,75.7,89.9,2023-01-14T15:32:32.055Z,2023-01-17T09:00:36Z,3981118745,286,,3981320599,233,822,3981118743,56,Left,,,,,,,,,,,,,,,,2u7fm04v2xzqso4rubkrvjcru,M. Osmajić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497268047,14,8,1,1,17,7kfx3xpj2c2wxinsyi16i9gaz,1,17.4,10.3,2023-01-14T15:32:32.321Z,2023-01-17T13:05:06Z,3977334065,15,,3977333979,56,Back,3982004751,388,,3981118213,385,,,,,,,,,,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497268117,15,5,1,1,19,7kfx3xpj2c2wxinsyi16i9gaz,0,21.2,-2,2023-01-14T15:32:33.497Z,2023-01-17T09:00:44Z,3977335237,233,17,3977334399,347,,3977334397,56,Back,,,,,,,,,,,,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497268275,17,5,1,1,19,7fn0aazbc8nx0u040aulozds1,1,78.8,102,2023-01-14T15:32:33.497Z,2023-01-17T09:00:43Z,3977335187,233,15,3977335145,347,,3977335141,56,Left,,,,,,,,,,,,,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497268323,18,1,1,1,21,7fn0aazbc8nx0u040aulozds1,1,77.6,100,2023-01-14T15:32:35.984Z,2023-01-17T09:00:48Z,3977335383,212,10.3,3977335381,141,86.9,3977335375,107,,3977335379,140,79.1,3977335377,56,Left,3977335385,213,4.9,,,,,,,de1nmkgahbsrky75itebiitp1,Raphael Guzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497268349,19,1,1,1,22,7fn0aazbc8nx0u040aulozds1,1,79.1,86.9,2023-01-14T15:32:37.127Z,2023-01-17T09:01:10Z,3977335513,141,92.1,3977335511,140,80.0,3982004917,178,,3977335509,56,Left,3977335515,212,3.7,3977335517,213,1.3,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497268369,20,1,1,1,23,7fn0aazbc8nx0u040aulozds1,1,80,92.1,2023-01-14T15:32:37.737Z,2023-01-17T09:01:16Z,3982004937,178,,3977335609,140,79.5,3977335615,213,4.6,3977335607,56,Left,3977335611,141,86.0,3977335613,212,4.2,,,,,,,de1nmkgahbsrky75itebiitp1,Raphael Guzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497268393,21,1,1,1,24,7fn0aazbc8nx0u040aulozds1,1,79.5,86,2023-01-14T15:32:38.541Z,2023-01-17T09:01:22Z,3977335787,213,0.4,3977335775,140,91.0,3982004983,178,,3977335781,212,13.3,3977335777,141,94.1,3977335773,56,Left,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497268415,22,1,1,1,25,7fn0aazbc8nx0u040aulozds1,1,91,94.1,2023-01-14T15:32:39.986Z,2023-01-17T09:01:30Z,3977335899,141,62.0,3977335897,140,87.2,3977335901,212,22.2,3977335903,213,4.5,3977335895,56,Center,3982005021,178,,,,,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497976597,820,61,1,1,26,7fn0aazbc8nx0u040aulozds1,0,86.7,64.3,2023-01-14T15:32:40.910Z,2023-01-17T09:01:36Z,3981119197,56,Center,3982005047,178,,,,,,,,,,,,,,,,,,,,2u7fm04v2xzqso4rubkrvjcru,M. Osmajić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497268355,16,49,1,1,26,7kfx3xpj2c2wxinsyi16i9gaz,1,17.7,37.6,2023-01-14T15:32:41.292Z,2023-01-17T09:01:40Z,,,,,,,,,,,,,,,,,,,,,,,,,1c8ki3i0dz0axlnd0vauzw9d6,Rafael Brito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497268557,17,1,1,1,27,7kfx3xpj2c2wxinsyi16i9gaz,0,15.1,42.2,2023-01-14T15:32:42.191Z,2023-01-17T09:01:46Z,3977336625,155,,3977336639,213,0.9,3977336627,56,Back,3977336631,141,100.0,3977336635,212,51.0,3977336629,140,44.8,3982005135,178,,3977336641,1,,1c8ki3i0dz0axlnd0vauzw9d6,Rafael Brito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497268567,18,5,1,1,33,7kfx3xpj2c2wxinsyi16i9gaz,0,45.3,101.7,2023-01-14T15:32:47.431Z,2023-01-17T09:01:49Z,3977350703,233,23,3977336663,347,,3977336661,56,Back,,,,,,,,,,,,,,,,1c8ki3i0dz0axlnd0vauzw9d6,Rafael Brito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497268925,23,5,1,1,33,7fn0aazbc8nx0u040aulozds1,1,54.7,-1.7,2023-01-14T15:32:47.431Z,2023-01-17T09:01:49Z,3977338503,347,,3977350623,233,18,3977338499,56,Right,,,,,,,,,,,,,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497269001,24,1,1,1,44,7fn0aazbc8nx0u040aulozds1,0,53.3,0,2023-01-14T15:32:58.840Z,2023-01-17T09:01:54Z,3977338935,212,21.3,3977338937,213,0.5,3977338929,56,Right,3977338931,140,71.4,3977338927,107,,3977338933,141,12.0,,,,,,,7m2za4jynw9fdc2ax1455ibpx,Igor Julião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497269019,19,8,1,1,46,7kfx3xpj2c2wxinsyi16i9gaz,1,25.2,89.4,2023-01-14T15:33:00.549Z,2023-01-17T09:02:02Z,3977339031,56,Back,3981119349,384,,3982005269,178,,,,,,,,,,,,,,,,,8czsihbd6817k4uzvwenqvxex,Matheus Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497269107,20,49,1,1,47,7kfx3xpj2c2wxinsyi16i9gaz,1,33,77.8,2023-01-14T15:33:01.564Z,2023-01-17T09:02:11Z,,,,,,,,,,,,,,,,,,,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497269215,21,1,1,1,47,7kfx3xpj2c2wxinsyi16i9gaz,1,32.9,77.1,2023-01-14T15:33:01.733Z,2023-01-17T09:02:16Z,3977339983,56,Back,3977339989,212,15.6,3982005363,178,,3977339987,141,68.6,3977339991,213,3.5,3977339985,140,19.1,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497269271,22,1,1,1,53,7kfx3xpj2c2wxinsyi16i9gaz,0,23.1,42.1,2023-01-14T15:33:07.815Z,2023-01-17T09:02:27Z,3982005455,178,,3977340277,141,27.4,3977340279,212,16.8,3977340265,56,Back,3977340275,140,36.0,3977340281,213,5.6,,,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497269377,25,49,1,1,54,7fn0aazbc8nx0u040aulozds1,1,64.8,79.6,2023-01-14T15:33:08.979Z,2023-01-17T09:02:31Z,,,,,,,,,,,,,,,,,,,,,,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497269405,26,1,1,1,56,7fn0aazbc8nx0u040aulozds1,0,65.8,79.4,2023-01-14T15:33:11.330Z,2023-01-17T09:02:42Z,3977341005,213,4.5,3982005561,178,,3977340999,140,64.3,3977341003,212,7.8,3977340997,56,Center,3977341001,141,68.1,,,,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497269415,23,49,1,1,57,7kfx3xpj2c2wxinsyi16i9gaz,1,29.8,50.6,2023-01-14T15:33:12.392Z,2023-01-17T09:02:49Z,,,,,,,,,,,,,,,,,,,,,,,,,1c8ki3i0dz0axlnd0vauzw9d6,Rafael Brito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497269699,24,1,1,1,58,7kfx3xpj2c2wxinsyi16i9gaz,1,29.8,50.6,2023-01-14T15:33:12.696Z,2023-01-17T09:02:55Z,3977342579,140,35.2,3977342585,213,4.9,3977342577,56,Back,3977342581,141,14.6,3982005627,178,,3977342583,212,25.1,,,,,,,1c8ki3i0dz0axlnd0vauzw9d6,Rafael Brito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
