id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/13/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2460624037,1,34,16,0,0,co1i764h6b02husae71w6scs8,1,0,0,2022-09-16T18:27:26.642Z,2022-09-16T19:25:37Z,3783595429,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783595417,30,"cpf5wp34pu80qzvcwakjhh905, 6gmfcfqd1o54zyepd9587nlqt, f29gq7ixyjd9m22yhmb7c7oq1, 1c0ymbcylpp4ty7n34inspffu, 10va1tucy0kb83wllaudp7e95, cgtz4fa0mz9poi4ju8bjtbwiy, 1zokl2zp7gtwlmj37kps6lnmx, dvxwdpad8a1iatnwcpqvy3m5l, 7apd6saozsmkhkm7ew06a5a6t, 9788pzgd21d94wye06ryneoyd, 82fjdh9q4378gd1g9l1bimrx1, eaf4b3le808xp7j4rejomxf55, db6kkpr65v0zlrlx1cr5almcq, 9lwpckbeu2ymqlmq6288bdjvt, 5j9k3rz7a8z7zx91hxetr6v6y, 2kvb94ocyvs7x1sbq73rr22nd, 52407m29h74ziyt19jty0od7t, 7su7fdl13e1v7rvbcdr9n95ux, 9fmhfunfd0d4ca0addj6vtdk9, 3e7svf1sj8ec14we8d8zm273e",3783804527,197,3749,3783595421,59,"32, 18, 14, 20, 44, 22, 70, 38, 35, 8, 93, 1, 3, 6, 17, 19, 24, 77, 78, 85",3783595425,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783595427,194,6gmfcfqd1o54zyepd9587nlqt,3783595423,130,8,3783595419,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460629305,1,34,16,0,0,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-09-16T18:33:08.004Z,2022-09-16T19:23:51Z,3783625967,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783625963,59,"1, 77, 5, 21, 19, 3, 73, 10, 23, 8, 20, 2, 9, 12, 26, 28, 31, 44, 70, 95",3783625971,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783625961,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3783625965,130,8,3783861217,197,16917,3783625969,194,2b4soa2ddbbmdwm0ur760jh05,3783625959,30,"1tkq6knbo350vy0o8aieijmxh, 9m66crpktao9g80wc8zi9y5ex, cmxmyld8l4gjy03zxskyxf5gq, 1rdadi8uuu161wj8o7gbcn8wl, z6po5y26nap863d68tcekhqt, 2nod7tpovdjb85efh2sogijth, 361pxz5e33ydl2c3t63a9kzc9, 2b4soa2ddbbmdwm0ur760jh05, 1bpopqr7cuikh6s6sk4ij31ed, 3845lzar855rp3zp4stgmgul1, 7r96u3b7t46s0kg5t5qew3tnt, 59ly8uun0sl324s7rtlmp6ac, 4x9vmtldr4xz9v58z7hgv00oa, c9lykzcr3q7hr50ui74iqastm, 8hyaww1d0p9871u8o8zk8f9at, 5jsb62u7jx2vtblnbtxvttq3u, chwv6iayowufvu6hb1fg6ydwp, 530nhsyjmbwcpb8536pgwbld5, et4mglw8d0mwweghd2hmzz9jo, awu6zsiy6l8e3p1athc733jkl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460663267,2,32,1,0,0,co1i764h6b02husae71w6scs8,1,0,0,2022-09-16T19:14:13.957Z,2022-09-18T17:30:29Z,3783810665,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460663289,2,32,1,0,0,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2022-09-16T19:14:13.957Z,2022-09-16T19:14:15Z,3783810789,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460663345,3,1,1,0,0,co1i764h6b02husae71w6scs8,1,50.1,50,2022-09-16T19:14:14.029Z,2022-09-18T17:34:43Z,3783811063,140,36.0,3783811073,279,S,3783811067,141,52.1,3783811071,213,3.0,3783811069,212,14.9,3791750699,178,,3783811059,56,Back,,,,7apd6saozsmkhkm7ew06a5a6t,B. Róchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460663363,4,1,1,0,2,co1i764h6b02husae71w6scs8,1,36,53.9,2022-09-16T19:14:15.960Z,2022-09-18T17:34:52Z,3783811211,212,9.3,3783811213,213,1.6,3783811209,141,67.5,3791751365,178,,3783811207,140,35.5,3783811205,56,Back,,,,,,,dvxwdpad8a1iatnwcpqvy3m5l,Paulo Estrela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460663377,5,1,1,0,3,co1i764h6b02husae71w6scs8,1,35.5,67.5,2022-09-16T19:14:17.813Z,2022-09-18T17:34:58Z,3783811315,212,14.6,3783811311,140,21.6,3791751771,178,,3783811317,213,3.1,3783811313,141,67.4,3783811309,56,Back,,,,,,,1c0ymbcylpp4ty7n34inspffu,Luquinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460663409,6,1,1,0,6,co1i764h6b02husae71w6scs8,1,21.6,67.4,2022-09-16T19:14:20.131Z,2022-09-18T17:35:05Z,3791752347,178,,3783811493,141,35.3,3783811497,213,4.8,3783811491,140,23.9,3783811495,212,22.0,3783811489,56,Back,,,,,,,cgtz4fa0mz9poi4ju8bjtbwiy,Filipe Relvas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460663455,7,1,1,0,10,co1i764h6b02husae71w6scs8,0,25.2,34.6,2022-09-16T19:14:24.792Z,2022-09-18T17:35:08Z,3783811815,213,0.7,3783811811,141,81.5,3783811817,1,,3783811813,212,50.8,3783811809,140,62.8,3783811807,56,Left,3783811805,155,,3791752595,178,,10va1tucy0kb83wllaudp7e95,Pedrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460663463,3,44,1,0,13,alyavx3ad35bp1xuwmqk7sgev,1,36.1,18.8,2022-09-16T19:14:27.697Z,2022-09-19T12:13:22Z,3783811841,56,Back,3783811843,285,,3783811897,233,8,,,,,,,,,,,,,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460663459,8,44,1,0,13,co1i764h6b02husae71w6scs8,0,63.9,81.2,2022-09-16T19:14:27.698Z,2022-09-18T17:35:16Z,3783811969,233,3,3783811835,286,,3783811833,56,Left,,,,,,,,,,,,,,,,82fjdh9q4378gd1g9l1bimrx1,Welinton Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460663479,4,1,1,0,13,alyavx3ad35bp1xuwmqk7sgev,0,35,18.9,2022-09-16T19:14:27.795Z,2022-09-19T12:13:22Z,3783811933,141,19.5,3783811937,213,0.0,3783811935,212,19.3,3783811927,3,,3783811931,140,53.4,3783811929,56,Right,3791753487,388,,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
