id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,assist,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/12/value,qualifier/18/value
2442247783,4,49,1,0,8,9ldqu49smv1xg2va0n2cy28zl,1,54.7,71.4,2022-08-05T19:18:28.676Z,2022-08-08T02:23:50Z,,,,,,,,,,,,,,,,,,,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442247819,5,1,1,0,8,9ldqu49smv1xg2va0n2cy28zl,1,54.7,71.4,2022-08-05T19:18:28.691Z,2022-08-08T02:23:58Z,3685830227,213,5.2,3685830221,140,58.5,3685830223,141,61.5,3693686467,178,,3685830219,56,Center,3685830225,212,7.8,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443746799,1212,67,1,0,9,9ldqu49smv1xg2va0n2cy28zl,1,59.3,63.8,2022-08-05T19:18:29.573Z,2022-08-08T11:32:16Z,3693787431,233,692,,,,,,,,,,,,,,,,,,,,,,37ao6cj3w5pd5v5ap79fqlxw5,Rafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443746795,692,67,1,0,9,dich5v7sw466smbqap0d9rbyj,0,40.7,36.2,2022-08-05T19:18:29.574Z,2022-08-08T04:37:52Z,3693787435,233,1212,,,,,,,,,,,,,,,,,,,,,,1swp008ttj3pd57fz5uw8mctm,Y. Moses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442247827,6,50,1,0,9,9ldqu49smv1xg2va0n2cy28zl,1,61.9,63.8,2022-08-05T19:18:29.605Z,2022-08-08T11:32:17Z,3685830269,56,Center,3685830375,233,8,3685830271,286,,,,,,,,,,,,,,,,,37ao6cj3w5pd5v5ap79fqlxw5,Rafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442247837,8,7,1,0,9,dich5v7sw466smbqap0d9rbyj,0,38.1,36.2,2022-08-05T19:18:29.922Z,2022-08-08T02:24:05Z,3685830311,285,,3685830309,56,Back,3693686717,178,,3692112881,385,,3685830337,233,6,,,,,,,,,,1swp008ttj3pd57fz5uw8mctm,Y. Moses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442247895,7,3,1,0,11,9ldqu49smv1xg2va0n2cy28zl,1,62.3,64.2,2022-08-05T19:18:31.952Z,2022-08-08T02:24:11Z,3693686827,178,,3692114611,465,,3685830621,286,,3685830637,233,9,3685830619,56,Center,,,,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442247855,9,45,1,0,11,dich5v7sw466smbqap0d9rbyj,0,37.7,35.8,2022-08-05T19:18:31.952Z,2022-08-08T02:24:11Z,3685830415,56,Back,3685830643,233,7,3685830417,285,,,,,,,,,,,,,,,,,1swp008ttj3pd57fz5uw8mctm,Y. Moses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442247911,8,1,1,0,14,9ldqu49smv1xg2va0n2cy28zl,1,69.4,66.8,2022-08-05T19:18:34.455Z,2022-08-08T02:24:18Z,3685830715,212,4.9,3685830701,56,Center,3685830711,141,73.5,3685830705,140,67.6,3685830717,213,2.0,3693686987,178,,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442247925,9,1,1,0,15,9ldqu49smv1xg2va0n2cy28zl,0,67.6,72.2,2022-08-05T19:18:36.008Z,2022-08-08T02:24:22Z,3685830833,140,84.0,3685830831,56,Center,3693687061,178,,3685830829,155,,3685830835,141,68.1,3685830839,213,6.1,3685830837,212,17.4,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442248113,10,4,1,0,16,9ldqu49smv1xg2va0n2cy28zl,1,81.2,58.2,2022-08-05T19:18:36.671Z,2022-08-08T02:24:26Z,3685845607,233,10,3685831879,286,,3685831877,152,,3685844501,265,,3685831871,13,,3685831875,56,Center,,,,,,,9v4l7ic3ve6d22c0gs9p1oe3u,Gonçalo Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442247969,10,4,1,0,16,dich5v7sw466smbqap0d9rbyj,0,18.8,41.8,2022-08-05T19:18:36.672Z,2022-08-08T02:24:26Z,3693687173,178,,3685845633,233,10,3685831079,56,Back,3685831077,13,,3685831085,285,,3685831081,152,,3685831083,265,,,,,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442248289,11,17,1,0,20,dich5v7sw466smbqap0d9rbyj,1,0,0,2022-08-05T19:18:41.170Z,2022-08-08T02:24:31Z,3685832857,31,,3685832859,392,,3685832861,13,243,,,,,,,,,,,,,,,,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442249835,11,15,1,2,28,9ldqu49smv1xg2va0n2cy28zl,1,80.6,59.1,2022-08-05T19:20:49.216Z,2022-08-08T02:24:33Z,3685841583,56,Center,3685845083,103,25,3685845081,102,52.6,3693687375,178,,3685845085,458,,3685841577,18,,3685845079,77,,3685845131,233,12,1zxwich342p8fholev7ddkwh6,E. Fernández,3685843247,82,3685843243,20,3685845093,231,50.7,3685845091,230,98.4,3685841571,26,3685845087,146,87.7,3685845089,147,56.3,,,,,,,,,,,,,,,,,,,,
2442249841,12,10,1,2,29,dich5v7sw466smbqap0d9rbyj,1,12,44.9,2022-08-05T19:20:49.556Z,2022-08-08T02:24:39Z,3685843289,233,11,3685841603,94,,3685841605,56,Back,3693687517,21,,3685841663,239,,3693687515,388,,,,,,,,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442249905,12,50,1,2,30,9ldqu49smv1xg2va0n2cy28zl,1,73,76.2,2022-08-05T19:20:51.301Z,2022-08-08T02:24:49Z,3685841915,56,Center,3685841917,286,,3685842119,233,13,,,,,,,,,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442249939,13,7,1,2,32,dich5v7sw466smbqap0d9rbyj,1,27,23.8,2022-08-05T19:20:52.983Z,2022-08-08T02:24:53Z,3685842091,285,,3693687871,178,,3685842115,233,12,3685842087,56,Back,3692121717,383,,,,,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442249943,14,49,1,2,34,dich5v7sw466smbqap0d9rbyj,1,25.7,18.3,2022-08-05T19:20:54.422Z,2022-08-08T02:24:55Z,,,,,,,,,,,,,,,,,,,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442249963,15,3,1,2,35,dich5v7sw466smbqap0d9rbyj,0,28.6,19.4,2022-08-05T19:20:56.171Z,2022-08-08T02:24:57Z,3693687979,178,,3685842217,211,,3692845645,464,,3685842205,285,,3685842203,56,Back,,,,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442249987,13,49,1,2,38,9ldqu49smv1xg2va0n2cy28zl,1,42.6,53.9,2022-08-05T19:20:59.017Z,2022-08-08T02:25:16Z,,,,,,,,,,,,,,,,,,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250049,14,1,1,2,40,9ldqu49smv1xg2va0n2cy28zl,0,43.7,44.9,2022-08-05T19:21:00.960Z,2022-08-08T02:25:05Z,3685842651,212,46.5,3685842649,141,28.7,3685842653,213,6.0,3685842647,140,86.7,3685842655,1,,3693688119,178,,3685842639,155,,3685842643,56,Center,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250051,16,52,1,2,43,dich5v7sw466smbqap0d9rbyj,1,11.6,69.9,2022-08-05T19:21:04.172Z,2022-08-08T02:25:19Z,3693688367,178,,3692123363,377,,,,,,,,,,,,,,,,,,,,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250177,17,1,1,2,45,dich5v7sw466smbqap0d9rbyj,1,11.5,69.9,2022-08-05T19:21:05.741Z,2022-08-08T02:25:23Z,3685843349,56,Back,3685843353,140,33.6,3693688451,178,,3685867611,189,,3685843361,212,25.5,3685843345,123,,3685843357,141,85.6,3685843365,213,0.4,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250197,18,1,1,2,49,dich5v7sw466smbqap0d9rbyj,1,33.7,61.4,2022-08-05T19:21:09.991Z,2022-08-08T02:25:31Z,3685843487,213,4.0,3685867549,189,,3693688649,178,,3685843479,56,Back,3685843485,212,20.5,3685843481,140,20.7,3685843483,141,38.9,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250211,19,1,1,2,52,dich5v7sw466smbqap0d9rbyj,1,20.7,38.9,2022-08-05T19:21:12.787Z,2022-08-08T02:25:36Z,3685843571,140,40.6,3693688775,178,,3685843583,213,5.5,3685843567,56,Back,3685843575,141,8.3,3685843579,212,29.5,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250229,20,1,1,2,55,dich5v7sw466smbqap0d9rbyj,1,45.9,5.3,2022-08-05T19:21:15.751Z,2022-08-08T02:25:41Z,3685843681,213,2.3,3693688951,178,,3685843675,140,37.3,3685843673,56,Back,3685843679,212,13.5,3685843677,141,20.1,,,,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250289,21,1,1,2,58,dich5v7sw466smbqap0d9rbyj,1,37.8,19.8,2022-08-05T19:21:18.601Z,2022-08-08T02:25:45Z,3693689063,178,,3685844009,140,25.2,3685844007,56,Back,3685844015,213,2.5,3685844011,141,33.1,3685844013,212,16.0,,,,,,,1nqpxso2a9qw8w8g6u4sb60ut,Oriol Busquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250341,22,1,1,3,2,dich5v7sw466smbqap0d9rbyj,1,26.5,35.4,2022-08-05T19:21:22.927Z,2022-08-08T02:25:50Z,3685844335,140,21.5,3685844333,56,Back,3685844337,141,71.5,3685844341,213,1.8,3685844339,212,25.1,3693689175,178,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250403,23,1,1,3,5,dich5v7sw466smbqap0d9rbyj,1,21.5,74.5,2022-08-05T19:21:26.001Z,2022-08-08T02:25:54Z,3685844675,212,19.3,3685844669,56,Back,3685844671,140,32.9,3685844673,141,96.8,3685844677,213,0.9,3693689229,178,,,,,,,,1ni0afs55daxlb5ocaqb2o8vd,J. Opoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250415,24,3,1,3,8,dich5v7sw466smbqap0d9rbyj,0,34.6,96.4,2022-08-05T19:21:28.351Z,2022-08-08T02:26:00Z,3685844743,56,Back,3685844853,286,,3685844849,233,15,3692131881,464,,3693689355,178,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250431,15,7,1,3,8,9ldqu49smv1xg2va0n2cy28zl,0,65.4,3.6,2022-08-05T19:21:29.181Z,2022-08-08T02:26:06Z,3685844823,233,24,3685844795,285,,3685844791,56,Right,3693689483,178,,3692130989,385,,,,,,,,,,,7pi4j76iy3cfh0bfkxf9x8ell,David Neres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443747463,704,67,1,3,10,dich5v7sw466smbqap0d9rbyj,1,35.9,96.6,2022-08-05T19:21:30.612Z,2022-08-08T11:32:17Z,3693789943,233,1254,,,,,,,,,,,,,,,,,,,,,,c0pat4dqmsc4teand5ampsdlh,Arsénio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443747457,1254,67,1,3,10,9ldqu49smv1xg2va0n2cy28zl,0,64.1,3.4,2022-08-05T19:21:30.613Z,2022-08-08T04:42:01Z,3693789951,233,704,,,,,,,,,,,,,,,,,,,,,,7qwzed85qna21zisvvatrjlxx,Gilberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250451,25,61,1,3,10,dich5v7sw466smbqap0d9rbyj,0,34.1,96.9,2022-08-05T19:21:30.650Z,2022-08-08T11:32:17Z,3685844903,56,Back,3693689539,178,,,,,,,,,,,,,,,,,,,,c0pat4dqmsc4teand5ampsdlh,Arsénio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250603,16,5,1,3,10,9ldqu49smv1xg2va0n2cy28zl,1,62.1,-1.5,2022-08-05T19:21:31.101Z,2022-08-08T02:26:13Z,3685845777,347,,3685845793,233,27,3685845775,56,Right,,,,,,,,,,,,,,,,7pi4j76iy3cfh0bfkxf9x8ell,David Neres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250557,27,5,1,3,10,dich5v7sw466smbqap0d9rbyj,0,37.9,101.5,2022-08-05T19:21:31.101Z,2022-08-08T02:26:14Z,3685845521,56,Back,3685845523,347,,3685845803,233,16,,,,,,,,,,,,,,,,c0pat4dqmsc4teand5ampsdlh,Arsénio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250513,26,43,1,3,15,dich5v7sw466smbqap0d9rbyj,1,0,0,2022-08-05T19:21:35.381Z,2022-08-05T19:21:39Z,3685845279,168,0,3685845653,144,1,3685845287,140,34.6,3685845291,141,100.0,3685845293,212,0,3685845275,3,0,3685845283,56,Back,3685845295,213,0,c0pat4dqmsc4teand5ampsdlh,Arsénio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250613,17,1,1,3,20,9ldqu49smv1xg2va0n2cy28zl,1,59.3,0,2022-08-05T19:21:41.011Z,2022-08-08T02:26:16Z,3685845833,141,6.5,3685845831,140,64.7,3685845827,107,,3685845829,56,Right,3685845835,212,7.8,3685845837,213,0.8,,,,,,,7qwzed85qna21zisvvatrjlxx,Gilberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250621,18,1,1,3,21,9ldqu49smv1xg2va0n2cy28zl,1,64.7,6.5,2022-08-05T19:21:41.917Z,2022-08-08T02:26:23Z,3685845893,212,5.7,3685845891,141,2.9,3685845895,213,3.6,3693689853,178,,3685845889,140,59.8,3685845887,56,Right,,,,,,,7pi4j76iy3cfh0bfkxf9x8ell,David Neres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443747523,1264,43,1,3,22,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2022-08-05T19:21:43.280Z,2022-08-08T04:42:30Z,3693790273,144,82,3693790211,178,0,,,,,,,,,,,,,,,,,,,7qwzed85qna21zisvvatrjlxx,Gilberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250623,19,1,1,3,23,9ldqu49smv1xg2va0n2cy28zl,0,58.7,2.3,2022-08-05T19:21:43.361Z,2022-08-08T02:26:34Z,3685846217,236,,3685846219,233,28,3685845899,56,Right,3685846223,286,,3685845907,213,0.2,3685845905,212,1.8,3693690083,178,,3685845903,141,2.8,7qwzed85qna21zisvvatrjlxx,Gilberto,3685845901,140,,,,,,,,,,,,,,,,,60.4,,,,,,,,,,,,,,,,,,,
2442250671,28,74,1,3,23,dich5v7sw466smbqap0d9rbyj,1,39.9,96,2022-08-05T19:21:43.429Z,2022-08-08T02:26:41Z,3685846237,233,19,3693690249,178,,3685846161,56,Back,3685846165,285,,,,,,,,,,,,,,c0pat4dqmsc4teand5ampsdlh,Arsénio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443747613,1269,67,1,3,25,9ldqu49smv1xg2va0n2cy28zl,1,38.8,2.7,2022-08-05T19:21:45.831Z,2022-08-08T11:32:18Z,3693790551,233,705,,,,,,,,,,,,,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443747605,705,67,1,3,25,dich5v7sw466smbqap0d9rbyj,0,61.2,97.3,2022-08-05T19:21:45.832Z,2022-08-08T04:42:52Z,3693790555,233,1269,,,,,,,,,,,,,,,,,,,,,,3vln1sp3b13v1yhcsd0vl3c2x,Rafa Mújica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250675,20,1,1,3,25,9ldqu49smv1xg2va0n2cy28zl,0,40.5,2.5,2022-08-05T19:21:45.835Z,2022-08-08T11:32:18Z,3685884309,140,44.3,3685884315,213,6.2,3685846175,56,Back,3693690441,178,,3685884311,141,2.3,3685884313,212,4.0,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250765,30,61,1,3,25,dich5v7sw466smbqap0d9rbyj,1,58.2,98.6,2022-08-05T19:21:46.009Z,2022-08-08T02:26:57Z,3685846675,56,Left,3693690537,178,,,,,,,,,,,,,,,,,,,,3vln1sp3b13v1yhcsd0vl3c2x,Rafa Mújica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442250717,21,5,1,3,26,9ldqu49smv1xg2va0n2cy28zl,1,40.9,-1,2022-08-05T19:21:46.361Z,2022-08-08T02:27:07Z,3685846591,233,29,3685846381,56,Back,3685846383,347,,,,,,,,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
