id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,assist,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2527820153,6,1,1,0,13,co1i764h6b02husae71w6scs8,1,61.9,80.2,2023-04-02T19:31:48.983Z,2023-04-02T19:44:55Z,4159365403,56,Center,4159365409,212,5.1,4159365411,213,4.7,4159365407,141,72.7,4159365405,140,61.8,,,,,,,,,,3q1nhus52rnkt6nwvqmpb1ct0,Klismahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820157,7,50,1,0,14,co1i764h6b02husae71w6scs8,1,65.2,68.4,2023-04-02T19:31:50.407Z,2023-04-02T19:44:16Z,4159365417,56,Center,4159365513,233,5,4159365419,286,,,,,,,,,,,,,,,,,52407m29h74ziyt19jty0od7t,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820163,5,7,1,0,14,66bsnl0zjb7l5akwo00h0y5me,1,34.8,31.6,2023-04-02T19:31:50.408Z,2023-04-02T19:31:51Z,4159365445,285,,4159365477,233,7,4159365443,56,Back,,,,,,,,,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820165,6,49,1,0,15,66bsnl0zjb7l5akwo00h0y5me,1,24.2,36,2023-04-02T19:31:51.208Z,2023-04-02T19:31:51Z,,,,,,,,,,,,,,,,,,,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820191,7,1,1,0,15,66bsnl0zjb7l5akwo00h0y5me,1,24.2,36,2023-04-02T19:31:51.464Z,2023-04-02T19:31:54Z,4159365589,212,24.2,4159365583,140,43.1,4159365591,213,0.6,4159365579,56,Back,4159365585,141,56.4,4159365575,155,,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820195,8,3,1,0,18,66bsnl0zjb7l5akwo00h0y5me,0,43.8,60.2,2023-04-02T19:31:54.279Z,2023-04-02T19:31:57Z,4159365765,233,8,4159365607,286,,4159365605,56,Back,,,,,,,,,,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820207,8,7,1,0,18,co1i764h6b02husae71w6scs8,0,56.2,39.8,2023-04-02T19:31:54.280Z,2023-04-02T19:45:04Z,4159365675,56,Center,4159365677,285,,4159365745,233,8,,,,,,,,,,,,,,,,33j75k7nnzjit08r24zk00yy1,Park Ji-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820217,9,1,1,0,19,66bsnl0zjb7l5akwo00h0y5me,1,32.9,56.6,2023-04-02T19:31:55.223Z,2023-04-02T19:31:56Z,4159365729,141,66.1,4159365733,213,2.6,4159365725,56,Back,4159365731,212,11.6,4159365727,140,23.7,,,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820257,10,1,1,0,21,66bsnl0zjb7l5akwo00h0y5me,1,22.5,68.8,2023-04-02T19:31:56.791Z,2023-04-02T19:32:02Z,4159365973,141,91.1,4159365975,212,16.9,4159365969,56,Back,4159365971,140,29.5,4159365977,213,1.1,,,,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820275,11,1,1,0,26,66bsnl0zjb7l5akwo00h0y5me,1,55.7,89.6,2023-04-02T19:32:01.879Z,2023-04-02T19:32:03Z,4159366091,212,2.6,4159366087,140,56.6,4159366089,141,93.2,4159366085,56,Left,4159366093,213,1.2,,,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820283,12,1,1,0,27,66bsnl0zjb7l5akwo00h0y5me,1,54.6,93,2023-04-02T19:32:03.303Z,2023-04-02T19:32:05Z,4159366165,141,85.4,4159366161,56,Back,4159366169,213,3.8,4159366167,212,8.1,4159366163,140,48.6,,,,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820337,13,1,1,0,29,66bsnl0zjb7l5akwo00h0y5me,1,48.4,82.9,2023-04-02T19:32:05.415Z,2023-04-02T19:32:09Z,4159366473,213,4.3,4159366467,140,37.2,4159366465,56,Back,4159366471,212,30.1,4159366469,141,42.2,,,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820373,14,1,1,0,33,66bsnl0zjb7l5akwo00h0y5me,1,39.9,37.3,2023-04-02T19:32:09.399Z,2023-04-02T19:32:13Z,4159366631,212,20.7,4159366627,140,52.3,4159366629,141,13.7,4159366625,56,Right,4159366633,213,5.4,,,,,,,,,,3enoici51osego5k1w41fuaqd,Fábio Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820395,15,1,1,0,37,66bsnl0zjb7l5akwo00h0y5me,1,56.5,15.3,2023-04-02T19:32:13.415Z,2023-04-02T19:32:15Z,4159366739,56,Back,4159366753,213,2.9,4159366745,141,23.9,4159366741,140,37.6,4159366749,212,20.7,,,,,,,,,,aavcrjkupdm4kglaae4fiqzmd,Wilson Manafá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820407,16,1,1,0,40,66bsnl0zjb7l5akwo00h0y5me,1,38.3,19.1,2023-04-02T19:32:15.751Z,2023-04-02T19:32:17Z,4159366831,141,4.4,4159366835,213,5.4,4159366827,56,Back,4159366829,140,45.8,4159366833,212,12.7,,,,,,,,,,3enoici51osego5k1w41fuaqd,Fábio Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820437,17,1,1,0,41,66bsnl0zjb7l5akwo00h0y5me,1,44.6,4.7,2023-04-02T19:32:17.303Z,2023-04-02T19:32:20Z,4159367019,140,52.2,4159367023,212,8.5,4159367021,141,8.9,4159367025,213,0.3,4159367017,56,Right,,,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820447,18,50,1,0,45,66bsnl0zjb7l5akwo00h0y5me,1,47,9.8,2023-04-02T19:32:20.759Z,2023-04-02T20:33:56Z,4159369705,286,,4159367087,56,Back,4159384567,233,38,,,,,,,,,,,,,,,,aavcrjkupdm4kglaae4fiqzmd,Wilson Manafá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527823035,38,7,1,0,45,co1i764h6b02husae71w6scs8,0,53,90.2,2023-04-02T19:32:20.760Z,2023-04-02T19:45:35Z,4159384537,285,,4159384557,233,18,4159384535,56,Left,,,,,,,,,,,,,,,,3q1nhus52rnkt6nwvqmpb1ct0,Klismahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820455,19,1,1,0,45,66bsnl0zjb7l5akwo00h0y5me,0,33.2,5.9,2023-04-02T19:32:21.511Z,2023-04-02T20:34:00Z,4159367117,213,0.6,4159367109,140,39.3,4159367115,212,7.9,4159367107,56,Back,4159367111,141,12.6,,,,,,,,,,3enoici51osego5k1w41fuaqd,Fábio Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820453,9,49,1,0,46,co1i764h6b02husae71w6scs8,1,54.5,86.8,2023-04-02T19:32:21.806Z,2023-04-02T19:32:21Z,,,,,,,,,,,,,,,,,,,,,,,,,7rfeo8qrjotskdx5e6bwk53h1,Y. González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820507,10,1,1,0,46,co1i764h6b02husae71w6scs8,1,54.5,86.8,2023-04-02T19:32:22.542Z,2023-04-02T19:32:55Z,4159367373,212,9.3,4159367367,56,Left,4159367369,140,61.3,4159367371,141,95.6,4159367375,213,0.7,,,,,,,,,,7rfeo8qrjotskdx5e6bwk53h1,Y. González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820511,11,4,1,0,51,co1i764h6b02husae71w6scs8,1,69,94.8,2023-04-02T19:32:26.765Z,2023-04-02T19:32:28Z,4159367391,13,,4159367395,56,Left,4159367401,265,,4159367399,152,,4159367403,286,,4159367485,233,20,,,,,,,3q1nhus52rnkt6nwvqmpb1ct0,Klismahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820523,20,4,1,0,51,66bsnl0zjb7l5akwo00h0y5me,0,31,5.2,2023-04-02T19:32:26.766Z,2023-04-02T19:32:28Z,4159367469,265,,4159367471,285,,4159367493,233,11,4159367463,13,,4159367465,56,Back,4159367467,152,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820921,12,1,1,1,30,co1i764h6b02husae71w6scs8,0,66.7,94.5,2023-04-02T19:33:06.685Z,2023-04-02T19:33:26Z,4159369595,5,,4159369603,140,100.0,4159369609,213,5.4,4159369597,155,,4159369607,212,53.5,4159369599,152,,4159369611,1,,4159369593,2,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,4159369601,56,Center,4159369605,141,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820927,13,5,1,1,31,co1i764h6b02husae71w6scs8,0,101.2,38.8,2023-04-02T19:33:07.672Z,2023-04-02T19:33:10Z,4159369629,56,Center,4159369771,233,21,4159369631,346,,,,,,,,,,,,,,,,,52407m29h74ziyt19jty0od7t,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820947,21,5,1,1,31,66bsnl0zjb7l5akwo00h0y5me,1,-1.2,61.2,2023-04-02T19:33:07.672Z,2023-04-02T19:49:03Z,4159369743,56,Back,4159369753,233,13,4159369745,346,,,,,,,,,,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821093,22,1,1,1,49,66bsnl0zjb7l5akwo00h0y5me,1,4.4,58.7,2023-04-02T19:33:25.240Z,2023-04-02T20:34:11Z,4159370619,1,,4159371695,189,,4159370623,237,,4159370613,141,94.8,4159370609,56,Back,4159370611,140,36.7,4159370607,124,,4159370615,212,41.9,xbk4zraauvq1cj1w5yz08kb9,Cláudio Ramos,4159370617,213,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821119,23,1,1,1,50,66bsnl0zjb7l5akwo00h0y5me,1,41,95.3,2023-04-02T19:33:26.550Z,2023-04-02T19:34:04Z,4159370747,141,75.6,4159373143,189,,4159370745,140,34.8,4159370743,56,Back,4159370749,212,14.9,4159370751,213,4.3,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821147,24,1,1,1,52,66bsnl0zjb7l5akwo00h0y5me,1,37.5,66.6,2023-04-02T19:33:28.374Z,2023-04-02T19:33:32Z,4159370983,212,24.1,4159370979,141,31.6,4159370975,56,Back,4159370985,213,4.9,4159370977,140,41.4,,,,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821183,25,1,1,1,56,66bsnl0zjb7l5akwo00h0y5me,1,44.6,28.2,2023-04-02T19:33:32.423Z,2023-04-02T19:33:36Z,4159371187,141,30.6,4159371185,140,77.3,4159371193,1,,4159371181,155,,4159371183,56,Center,4159371191,213,0.0,4159371189,212,34.4,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821195,26,1,1,2,0,66bsnl0zjb7l5akwo00h0y5me,0,77.3,30.6,2023-04-02T19:33:36.022Z,2023-04-02T19:33:37Z,4159371255,3,,4159371263,212,14.1,4159371259,140,72.3,4159371265,213,2.0,4159371257,56,Center,4159371261,141,49.9,,,,,,,1nd8l0ofw9x779c0ufwbbo4ph,Toni Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821201,14,49,1,2,2,co1i764h6b02husae71w6scs8,1,28.4,44.2,2023-04-02T19:33:37.741Z,2023-04-02T19:33:37Z,,,,,,,,,,,,,,,,,,,,,,,,,b7ri94n62dr73s1hb10br7lrd,Lucas Ventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821215,15,1,1,2,2,co1i764h6b02husae71w6scs8,0,28.4,44.2,2023-04-02T19:33:38.092Z,2023-04-02T19:33:39Z,4159371353,140,29.8,4159371359,213,5.0,4159371357,212,6.2,4159371349,155,,4159371351,56,Back,4159371355,141,35.3,,,,,,,b7ri94n62dr73s1hb10br7lrd,Lucas Ventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821221,27,8,1,2,3,66bsnl0zjb7l5akwo00h0y5me,1,67.2,74.1,2023-04-02T19:33:39.335Z,2023-04-02T19:33:39Z,4159371389,56,Center,4159371395,15,,,,,,,,,,,,,,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821255,16,1,1,2,4,co1i764h6b02husae71w6scs8,1,26.1,17.6,2023-04-02T19:33:40.381Z,2023-04-02T19:33:43Z,4159371567,212,6.3,4159371563,140,25.1,4159371565,141,26.7,4159371569,213,1.7,4159371561,56,Back,,,,,,,,,,6gmfcfqd1o54zyepd9587nlqt,F. Moufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821323,17,1,1,2,7,co1i764h6b02husae71w6scs8,1,24.6,33.7,2023-04-02T19:33:43.244Z,2023-04-02T19:33:48Z,4159371923,56,Back,4159371931,213,1.5,4159371929,212,28.3,4159371927,141,75.3,4159371925,140,25.9,,,,,,,,,,b7ri94n62dr73s1hb10br7lrd,Lucas Ventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821375,18,1,1,2,12,co1i764h6b02husae71w6scs8,1,40,85.3,2023-04-02T19:33:48.380Z,2023-04-02T19:33:52Z,4159372123,213,0.5,4159372119,141,97.1,4159372117,140,55.3,4159372121,212,18.0,4159372115,56,Left,,,,,,,,,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821407,19,1,1,2,16,co1i764h6b02husae71w6scs8,1,55.2,96.3,2023-04-02T19:33:52.268Z,2023-04-02T19:33:54Z,4159372307,141,89.0,4159372311,213,4.3,4159372303,56,Left,4159372305,140,53.1,4159372309,212,5.4,,,,,,,,,,82fjdh9q4378gd1g9l1bimrx1,Welinton Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821477,20,1,1,2,18,co1i764h6b02husae71w6scs8,1,53.1,89,2023-04-02T19:33:54.604Z,2023-04-02T19:33:59Z,4159372699,141,93.7,4159372705,212,15.5,4159372691,56,Back,4159372695,140,38.7,4159372709,213,2.9,,,,,,,,,,52407m29h74ziyt19jty0od7t,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821513,21,1,1,2,23,co1i764h6b02husae71w6scs8,1,38.7,93.3,2023-04-02T19:33:58.940Z,2023-04-02T19:34:01Z,4159372885,140,22.9,4159372887,141,73.9,4159372889,212,21.2,4159372891,213,3.8,4159372883,56,Back,,,,,,,,,,cgtz4fa0mz9poi4ju8bjtbwiy,Filipe Relvas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821563,22,1,1,2,26,co1i764h6b02husae71w6scs8,1,22.9,73.9,2023-04-02T19:34:01.756Z,2023-04-02T19:34:05Z,4159373185,140,8.2,4159373187,141,43.6,4159373189,212,25.7,4159373191,213,4.1,4159373183,56,Back,,,,,,,,,,10va1tucy0kb83wllaudp7e95,Pedrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821589,23,1,1,2,29,co1i764h6b02husae71w6scs8,0,8.2,43.6,2023-04-02T19:34:05.244Z,2023-04-02T19:34:08Z,4159373371,1,,4159373369,213,5.8,4159373363,140,51.9,4159373361,56,Right,4159373365,141,6.4,4159373359,155,,4159373367,212,52.4,,,,cpf5wp34pu80qzvcwakjhh905,K. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821577,28,44,1,2,30,66bsnl0zjb7l5akwo00h0y5me,1,47.4,93,2023-04-02T19:34:06.694Z,2023-04-02T19:34:09Z,4159373451,233,24,4159373317,285,,4159373315,56,Back,,,,,,,,,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821597,29,1,1,2,31,66bsnl0zjb7l5akwo00h0y5me,1,46.8,92.4,2023-04-02T19:34:07.159Z,2023-04-02T19:34:09Z,4159373399,3,,4159373403,140,42.4,4159373409,213,4.1,4159373407,212,8.6,4159373401,56,Back,4159373405,141,81.7,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821593,24,44,1,2,32,co1i764h6b02husae71w6scs8,0,51.9,6.4,2023-04-02T19:34:08.060Z,2023-04-02T19:34:10Z,4159373393,286,,4159373391,56,Right,,,,,,,,,,,,,,,,,,,6gmfcfqd1o54zyepd9587nlqt,F. Moufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821603,30,49,1,2,33,66bsnl0zjb7l5akwo00h0y5me,1,42.3,82,2023-04-02T19:34:08.966Z,2023-04-02T19:34:09Z,,,,,,,,,,,,,,,,,,,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821629,31,1,1,2,33,66bsnl0zjb7l5akwo00h0y5me,1,42.3,82,2023-04-02T19:34:09.430Z,2023-04-02T19:34:11Z,4159373587,140,57.7,4159373593,213,0.4,4159373581,155,,4159373583,56,Left,4159373591,212,17.9,4159373589,141,93.3,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527821641,32,1,1,2,35,66bsnl0zjb7l5akwo00h0y5me,0,59.3,93.8,2023-04-02T19:34:11.574Z,2023-04-02T19:34:13Z,4159373675,56,Back,4159373681,141,94.2,4159373685,212,13.0,4159373677,140,46.9,4159373689,213,3.1,4159373673,3,,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
