id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/17/value
2506614011,1,34,16,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2023-02-11T19:35:47.451Z,2023-02-11T20:37:04Z,4026392191,130,17,4026392195,194,2accix9saahg900cja5e9iw9h,4026392189,59,"14, 2, 72, 3, 22, 13, 80, 10, 9, 17, 11, 20, 23, 25, 33, 53, 76, 83, 90, 98",4026392193,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4026392187,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4026392197,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4026561135,197,4663,4026392185,30,"2accix9saahg900cja5e9iw9h, d30uqfrs7mqb6jnj99qgyr28k, 9avbe1i215rk0o2j16iq0u2nd, 6ram2zlda1gvj947zzmab68r9, 2lur2ts61wwrsvih1lb1jee50, bot4jd6s4g69w5wvtn9qlevx0, 1qcf5gb8wf8f4tu94xh96yqy, 7bizatqq8lesywgb68x9cizmd, 35csuq89nc1zgpc4j2mdav6jt, 7jqin4ptb8of32u4e646mxwtm, 1ziaf8ivlizetjhinr9ua6uax, 4tyjzyixiz32zfs37qs4u6ve2, bz64q1gkwqtlc749oqqqzm5wq, 3yolt0tc40fjqupa2ea4epka1, evwzikhqpwulci3y20ckeoc15, t89fo4c79gkcq5wowch0xwd0, 3f2otwd2ozwk89319ssh9yjmd, 5desb812yn2icc8d2lew7lu22, 1899balq50r7vbqqf8qwjlxpl, bgcphqeckm71jpbnzjivrnug9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506616467,1,34,16,0,0,co1i764h6b02husae71w6scs8,1,0,0,2023-02-11T19:38:48.400Z,2023-02-11T20:36:38Z,4026405053,30,"cpf5wp34pu80qzvcwakjhh905, 6gmfcfqd1o54zyepd9587nlqt, f29gq7ixyjd9m22yhmb7c7oq1, cgtz4fa0mz9poi4ju8bjtbwiy, 3hzw7c4kkol5okl9imvc70ij9, 10va1tucy0kb83wllaudp7e95, 52407m29h74ziyt19jty0od7t, dvxwdpad8a1iatnwcpqvy3m5l, 7apd6saozsmkhkm7ew06a5a6t, 82fjdh9q4378gd1g9l1bimrx1, 3vwbsaoy8f2vc4kkad4ipv3kl, 7rfeo8qrjotskdx5e6bwk53h1, b7ri94n62dr73s1hb10br7lrd, r34leywn2c5158ldxrcde5l, 33j75k7nnzjit08r24zk00yy1, db6kkpr65v0zlrlx1cr5almcq, 9lwpckbeu2ymqlmq6288bdjvt, 293inynsy3ai0aawkdzpl7cnp, 5j9k3rz7a8z7zx91hxetr6v6y, 1zokl2zp7gtwlmj37kps6lnmx",4026405067,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4026578915,197,3750,4026405061,130,10,4026405063,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4026405059,59,"32, 18, 14, 22, 4, 44, 24, 38, 35, 93, 21, 15, 25, 1, 23, 3, 6, 8, 17, 70",4026405055,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4026405065,194,3vwbsaoy8f2vc4kkad4ipv3kl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506650803,2,32,1,0,0,co1i764h6b02husae71w6scs8,1,0,0,2023-02-11T20:32:24.844Z,2023-02-11T20:32:26Z,4026584759,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506650783,2,32,1,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2023-02-11T20:32:24.844Z,2023-02-14T04:24:12Z,4026584655,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506650823,3,1,1,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,50,50,2023-02-11T20:32:25.074Z,2023-02-14T05:33:51Z,4031784449,178,,4026584869,212,16.2,4026584867,141,50.1,4026584873,279,S,4026584863,56,Back,4026584865,140,34.6,4026584871,213,3.1,,,,7bizatqq8lesywgb68x9cizmd,Tiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506650883,4,1,1,0,3,8gvg1ranyf93hprfkwx3ofl2y,1,34.5,50.4,2023-02-11T20:32:27.980Z,2023-02-14T05:34:02Z,4026585273,155,,4026585281,140,77.5,4026585291,213,0.4,4026585277,56,Center,4026585293,1,,4026585289,212,48.8,4026585285,141,77.8,4031784499,178,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506650907,5,1,1,0,6,8gvg1ranyf93hprfkwx3ofl2y,0,77.6,77.8,2023-02-11T20:32:30.887Z,2023-02-14T05:34:17Z,4026585445,213,2.4,4031784569,21,,4031784567,388,,4026585437,56,Left,4026585439,140,74.5,4026585441,141,82.6,4026585443,212,4.6,,,,7jqin4ptb8of32u4e646mxwtm,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506650895,3,1,1,0,7,co1i764h6b02husae71w6scs8,0,22.7,18.2,2023-02-11T20:32:32.247Z,2023-02-14T05:34:29Z,4026585345,140,25.9,4026585351,213,5.8,4031784619,178,,4026585353,1,,4026585349,212,3.9,4026585347,141,15.4,4026585343,56,Back,4026585341,157,,dvxwdpad8a1iatnwcpqvy3m5l,Paulo Estrela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506650915,6,61,1,0,7,8gvg1ranyf93hprfkwx3ofl2y,1,74.9,84.7,2023-02-11T20:32:32.283Z,2023-02-14T05:34:37Z,4031784679,178,,4031784677,21,,4026585465,56,Left,,,,,,,,,,,,,,,,35csuq89nc1zgpc4j2mdav6jt,Alisson Safira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506650911,4,49,1,0,8,co1i764h6b02husae71w6scs8,1,13.9,24.1,2023-02-11T20:32:33.257Z,2023-02-14T05:34:44Z,,,,,,,,,,,,,,,,,,,,,,,,,10va1tucy0kb83wllaudp7e95,Pedrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
