id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/9/value,qualifier/10/value,qualifier/15/value,qualifier/13/value,qualifier/14/value,assist,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId
2448381813,1,34,16,0,0,dich5v7sw466smbqap0d9rbyj,1,0,0,2022-08-20T13:26:31.935Z,2022-08-20T14:27:12Z,3718779919,197,390,3718419515,59,"12, 21, 28, 23, 13, 3, 7, 14, 19, 10, 8, 5, 1, 2, 6, 9, 17, 20, 43, 64",3718419521,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3718419511,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3718419507,30,"25n2vrjnz5qsm5pigyn3ps8vd, bdgqvvkpadpthmlm40wa6dcyx, djb8j3hb7mnnghg9jmd15w0r9, 1doj252anzqdzn5fknqr5i31l, 8zt0zlypar7m1eqj4zu8ul695, 1ni0afs55daxlb5ocaqb2o8vd, clnli7y2s88p16yqtrbsb99sl, 1nqpxso2a9qw8w8g6u4sb60ut, 3vln1sp3b13v1yhcsd0vl3c2x, 3w3z6g8x70ii3pltaxyxbycwl, c0pat4dqmsc4teand5ampsdlh, 7nrjutc015x9nupdcl4hj3l5h, c7wta7tm5rfielv4211c253v9, 9l70xwbhc0xr57iifzyxzot7t, ds66cc3zwxbyl5zfzag5422g9, 4effb0zguv2lqtv2vl9lqb696, 1swp008ttj3pd57fz5uw8mctm, 79ir6aubulzanvonfbgngk5hx, evdhe2j9k1smuk1ul7woo3h0p, 2jl9lfqd2q74iwamx7g0xva50",3718419523,194,8zt0zlypar7m1eqj4zu8ul695,3718419519,130,8,3718419525,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383863,1,34,16,0,0,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-08-20T13:31:08.461Z,2022-08-20T14:34:30Z,3718429655,30,"90v8e01hdffgqom4pwhjl0mvp, 4bsxzg78o3q9ot7bdngx9k5at, 5zbaigi2kpo930z50irfq11p1, d7k81mlt4vh9lex8fd10tigh5, aw1gqkqpznn5ku7ca9hy2skix, 7tih9jkxsbmeycu610gshs0h6, 17zcm8ikgfdl5o4c7o5yhulpm, 61g2iu3hmixel62zp2yp29tqt, 35y61220qzlyedki00vfmioyx, 13p5v8uisuijamyc9jd6uu784, 36zf6j90b94qls6y50c1xgi51, ytgqjgx6su1i7xjwdae6wiz8, 8lksmpg3qh7q3m54gwwrj7xlh, e7daok5mn6xq7q5sfi5r13105, 15cgd8ntybnsp3og07nxe02d, 5k74ofoqel095frhszvdmxbhm, caczqvr2l880frsd32nbjorxm, 649anpduq5pwrqbek73wr8n6y, 2r6ma23qtyq2l18m21eksjp7u, 3776gjrdiqfvch2wk5kde2w2x",3718429663,59,"99, 95, 16, 80, 4, 43, 37, 8, 9, 10, 7, 89, 1, 3, 5, 20, 21, 35, 49, 13",3718429673,194,61g2iu3hmixel62zp2yp29tqt,3718779779,197,13168,3718429667,130,8,3718429671,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3718429677,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3718429659,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448462631,2,32,1,0,0,dich5v7sw466smbqap0d9rbyj,1,0,0,2022-08-20T14:32:53.070Z,2022-08-20T14:32:53Z,3718832445,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448462661,2,32,1,0,0,cmbqc74mshg77ra7mywec2a6b,1,0,0,2022-08-20T14:32:53.070Z,2022-08-22T16:37:16Z,3718832625,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448462695,3,1,1,0,1,dich5v7sw466smbqap0d9rbyj,1,49.8,50.1,2022-08-20T14:32:54.170Z,2022-08-22T16:37:27Z,3718832809,212,8.5,3718832799,56,Back,3718832807,141,49.4,3718832811,213,3.2,3718832813,279,S,3718832805,140,41.7,,,,,,,3vln1sp3b13v1yhcsd0vl3c2x,Rafa Mújica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448462773,4,1,1,0,2,dich5v7sw466smbqap0d9rbyj,1,41.7,48.8,2022-08-20T14:32:55.443Z,2022-08-20T14:32:58Z,3718833269,140,32.7,3718833277,212,29.1,3718833281,213,4.4,3718833273,141,8.3,3718833265,56,Back,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448462929,5,1,1,0,5,dich5v7sw466smbqap0d9rbyj,1,31.3,10.4,2022-08-20T14:32:58.131Z,2022-08-20T14:33:02Z,3718834099,212,17.0,3718834101,213,2.6,3718834097,141,24.3,3718834095,140,17.8,3718834093,56,Back,,,,,,,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448462981,6,1,1,0,8,dich5v7sw466smbqap0d9rbyj,0,18.4,22.4,2022-08-20T14:33:01.892Z,2022-08-20T14:33:03Z,3718834377,141,8.8,3718834371,140,43.6,3718834381,212,28.0,3718834383,213,5.9,3718834365,56,Back,3718834363,155,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448463011,3,8,1,0,11,cmbqc74mshg77ra7mywec2a6b,1,54,87.2,2022-08-20T14:33:04.324Z,2022-08-22T16:52:03Z,3718834563,56,Left,3726641301,385,,,,,,,,,,,,,,,,,,,,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448463071,4,49,1,0,12,cmbqc74mshg77ra7mywec2a6b,1,66.3,86.8,2022-08-20T14:33:05.841Z,2022-08-20T14:33:05Z,,,,,,,,,,,,,,,,,,,,,,,,,36zf6j90b94qls6y50c1xgi51,Allano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
