id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2497399795,1,34,16,0,0,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2023-01-14T17:05:55.148Z,2023-01-14T17:56:37Z,3978157243,197,377,3978045657,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3978045665,194,e6ztipndwfp33c6j7yebsyx91,3978045663,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3978045655,30,"ckog922pr9vqy2ry4m7o5ag2d, degqtleco9n5tlt0yz3q5t9ii, 2rw2a005v9ehuopm1hf87uvah, 8uxdtdynfnmlx0ro5iounze1, 75znincjirp1z8bcw9nhztxat, 110maz3wmyhfk670un6ieloet, 912y0yoa524suow0wvpbtwq1h, e6ztipndwfp33c6j7yebsyx91, 55r9zkckjjq4txriw3jhguwnp, c38u6t2mr5f441tcuxlwpulpm, 79mo2l821d5zq6dyrg9qkpf4l, 5881z0950eh6003uukdwkuql0, 36bi849x9anyfayunuudgcdbe, 9sfjkb99h1b1obdmedrecag9h, 4agmh5fbf826bjrxtg3mw5at, 433k61rvy0ay7lcsyxd918r8p, 9kvoxdbnb5kt2dzy7kr0s7v11, apjgf0d7fwwdsb06vdlsjyc45, djqbki8jap3rp8l0izzly9tzo, 6fvujizi2c81rxbbble21p32t",3978045667,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3978045659,59,"18, 20, 93, 4, 33, 23, 30, 6, 9, 15, 22, 1, 3, 8, 10, 19, 21, 27, 77, 95",3978045661,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497401289,1,34,16,0,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-01-14T17:09:30.264Z,2023-01-14T18:23:44Z,3978053633,30,"1k5y6mool4qz2xtg6mp892vh1, 3zndvhinobvclra6m0y47drrp, 3zkqv88qpc3tm22pex5qfillh, 8dyozmfhm4x9hwqqpa6hcri6t, fwnnz9wriid0xznpbpdy82s4, 19mq6gsvnfvnzugpbfwniqj1l, 8kns1kywrlakjwll1cxs19r3e, 7jso6ijfblfqjfvfh09wt5g5, 7d8acg1r083veuigl34kojnbp, 2grwfg8j3gpdthz5n5dn6wb56, atcgj9k5ghx0ekwyky31l4pud, bid3fvgjmfnik2pegy9av3tux, 53y263xxfdf1itytiqhg3v6c5, 78ug8x7pkjt88u5dx151v32z9, dtkxyjne2wd3rtsg74i9lc6qc, 1arszie3v8bks90bcetskhwfe, 6hhxcbz0w98s2ucyjq4v3o9p0, 32y6mygyypg6jhzge0vqjx79, c9rqgser2j8a6w7xfj3vmkzfu, dc5mkjm8cfhhsq4nbbbk8vlec",3978053645,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3978053637,59,"28, 15, 5, 26, 3, 25, 7, 22, 30, 16, 9, 14, 98, 10, 13, 17, 20, 21, 23, 41",3978159929,197,12635,3978053641,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3978053635,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3978053643,194,3zkqv88qpc3tm22pex5qfillh,3978053639,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422583,2,32,1,0,0,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2023-01-14T18:00:10.910Z,2023-01-17T04:17:59Z,3978165535,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422577,2,32,1,0,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-01-14T18:00:10.910Z,2023-01-14T18:00:11Z,3978165515,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422605,3,1,1,0,0,491xixnlsp75o7cr3w2gc1o0z,1,50.1,50,2023-01-14T18:00:11.703Z,2023-01-17T10:35:13Z,3978165643,213,2.9,3978165639,141,54.5,3978165635,56,Back,3978165641,212,13.9,3982043983,178,,3978165637,140,37.2,3978165645,279,S,,,,7d8acg1r083veuigl34kojnbp,Alexandre Guedes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422629,4,1,1,0,2,491xixnlsp75o7cr3w2gc1o0z,1,37.5,54.2,2023-01-14T18:00:13.052Z,2023-01-17T10:35:20Z,3982044043,178,,3978165757,212,30.5,3978165747,56,Back,3978165753,141,12.2,3978165761,213,4.4,3978165749,140,27.4,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422659,5,1,1,0,5,491xixnlsp75o7cr3w2gc1o0z,1,27.2,9.7,2023-01-14T18:00:15.951Z,2023-01-17T10:35:29Z,3978165925,212,17.7,3982044117,178,,3978165919,56,Back,3978165921,140,43.6,3978165927,213,6.1,3978165923,141,3.8,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422677,6,1,1,0,7,491xixnlsp75o7cr3w2gc1o0z,1,37.4,5.2,2023-01-14T18:00:18.848Z,2023-01-17T10:37:25Z,3978166029,141,7.1,3978166025,56,Back,3982045085,178,,3978166033,213,3.0,3978166027,140,25.6,3978166031,212,12.5,,,,,,,8kns1kywrlakjwll1cxs19r3e,N. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422689,7,1,1,0,9,491xixnlsp75o7cr3w2gc1o0z,1,25.6,7.7,2023-01-14T18:00:20.220Z,2023-01-17T10:37:29Z,3978166081,56,Back,3978166087,141,22.1,3978166093,213,2.2,3978166091,212,11.8,3978166083,140,19.3,3982045179,178,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422717,8,1,1,0,11,491xixnlsp75o7cr3w2gc1o0z,1,19.3,22.1,2023-01-14T18:00:22.654Z,2023-01-17T10:37:33Z,3978166323,213,2.3,3978166317,140,4.8,3982045233,178,,3978166321,212,23.7,3978166319,141,48.8,3978166315,56,Back,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
