id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2500116211,229,1,1,22,15,3b4nxgvmwzstmoq6borytkwx1,1,57.3,100,2023-01-23T20:39:41.149Z,2023-01-25T06:41:38Z,3992396151,107,,3992396157,141,95.3,3992396153,56,Left,3992396161,213,3.8,3992396155,140,51.7,3992396177,189,,3992396159,212,7.4,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116229,230,1,1,22,18,3b4nxgvmwzstmoq6borytkwx1,1,52.2,95.3,2023-01-23T20:39:43.963Z,2023-01-25T06:41:41Z,3992396279,140,36.0,3992396285,213,4.2,3994111349,178,,3992396281,141,54.2,3992396287,1,,3992396283,212,32.7,3992396277,56,Back,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116259,231,1,1,22,21,3b4nxgvmwzstmoq6borytkwx1,1,37.4,45.1,2023-01-23T20:39:47.420Z,2023-01-25T06:41:56Z,3992396467,140,53.5,3992396465,56,Right,3992396471,212,30.3,3992396469,141,8.2,3994111419,178,,3992396473,213,5.3,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116273,232,1,1,22,26,3b4nxgvmwzstmoq6borytkwx1,1,38.9,22.4,2023-01-23T20:39:52.188Z,2023-01-25T06:42:00Z,3992396577,56,Back,3992396583,212,25.6,3992396581,141,42.4,3994111433,178,,3992396579,140,18.3,3992396585,213,2.6,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116291,233,1,1,22,29,3b4nxgvmwzstmoq6borytkwx1,0,18.3,42.4,2023-01-23T20:39:55.176Z,2023-01-25T06:42:03Z,3992396685,140,65.7,3994111445,178,,3992396689,212,51.1,3992396693,1,,3992396681,157,,3992396683,56,Center,3992396687,141,25.3,3992396691,213,6.1,ekjpc2tvdk5jtiamtufdqkr85,Rafael Bracali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116297,234,4,1,22,33,3b4nxgvmwzstmoq6borytkwx1,1,66.3,16.6,2023-01-23T20:39:58.780Z,2023-01-25T06:42:15Z,3992396971,294,,3992396973,152,,3992396969,13,,3992396727,286,,3992396725,56,Right,3992397609,233,206,,,,,,,rm1d0hp2iwsne1hbfgq0oa21,Y. Njie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116315,206,4,1,22,33,alyavx3ad35bp1xuwmqk7sgev,0,33.7,83.4,2023-01-23T20:39:58.781Z,2023-01-25T06:42:14Z,3992397631,233,234,3994111507,388,,3992397571,285,,3992396813,294,,3992396817,152,,3992396811,13,,3992396815,56,Back,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116301,204,43,1,22,33,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-01-23T20:39:59.061Z,2023-01-23T20:40:05Z,3992396745,285,0,3992396743,56,Back,3992396919,144,44,3992396767,233,234,,,,,,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116307,205,43,1,22,34,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-01-23T20:39:59.556Z,2023-01-23T20:40:03Z,3992396871,144,8,3992396763,56,Back,,,,,,,,,,,,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116601,235,1,1,23,29,3b4nxgvmwzstmoq6borytkwx1,0,68.3,20.8,2023-01-23T20:40:54.770Z,2023-01-25T06:42:09Z,3992398375,141,47.5,3992398379,213,0.7,3992398367,155,,3992398371,56,Center,3994111483,178,,3992398377,212,27.2,3992398373,140,87.6,3992398369,152,,6w3iuh0f11tbwr037i7qb031m,I. Camará,3992398365,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116611,207,12,1,23,30,alyavx3ad35bp1xuwmqk7sgev,1,11.7,54.7,2023-01-23T20:40:56.236Z,2023-01-25T06:42:25Z,3992398403,140,23.4,3992398407,212,17.9,3992398413,15,,3992398405,141,73.9,3992398401,56,Back,3992398409,213,0.8,3994111563,388,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116629,236,1,1,23,34,3b4nxgvmwzstmoq6borytkwx1,1,78.1,12.2,2023-01-23T20:40:59.637Z,2023-01-25T06:42:37Z,3992398505,140,75.5,3992398511,213,4.0,3992398503,56,Right,3992398507,141,7.7,3994111637,178,,3992398509,212,4.1,,,,,,,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116653,237,1,1,23,35,3b4nxgvmwzstmoq6borytkwx1,1,75.3,7.6,2023-01-23T20:41:01.221Z,2023-01-25T06:42:42Z,3992398667,56,Right,3994111667,178,,3992398675,213,6.0,3992398671,141,4.0,3992398673,212,9.8,3992398669,140,84.3,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116661,238,1,1,23,37,3b4nxgvmwzstmoq6borytkwx1,1,81.3,5.9,2023-01-23T20:41:03.047Z,2023-01-25T06:42:49Z,3992398721,212,6.4,3994111717,178,,3992398717,140,79.1,3992398723,213,1.9,3992398715,56,Right,3992398719,141,14.6,,,,,,,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116675,239,1,1,23,38,3b4nxgvmwzstmoq6borytkwx1,1,79.1,14.6,2023-01-23T20:41:03.599Z,2023-01-25T06:42:56Z,3992398795,56,Right,3992398799,141,3.8,3994111769,178,,3992398797,140,78.7,3992398801,212,7.4,3992398803,213,4.7,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116695,240,1,1,23,39,3b4nxgvmwzstmoq6borytkwx1,1,78.8,3.7,2023-01-23T20:41:04.655Z,2023-01-25T06:43:03Z,3992398891,140,77.9,3992398893,141,16.9,3992398897,213,1.7,3992398895,212,9.0,3994111809,178,,3992398889,56,Right,,,,,,,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116711,241,1,1,23,42,3b4nxgvmwzstmoq6borytkwx1,1,78.9,22,2023-01-23T20:41:07.968Z,2023-01-25T06:43:16Z,3992964653,20,,3994111839,178,,3992964651,224,,3992398999,155,,3992399381,154,,3992399379,210,13,3992399007,212,28.2,3992399003,140,95.7,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,3992399001,56,Center,3992399009,213,0.9,3992399005,141,54.3,3992398997,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2500116713,242,13,1,23,43,3b4nxgvmwzstmoq6borytkwx1,1,93.3,52,2023-01-23T20:41:09.263Z,2023-01-25T06:43:17Z,3992399385,73,,3992399395,102,59.3,3992399389,154,,3992399399,214,,3992399403,231,51.4,3992399019,22,,3992399401,230,98.8,3992399023,56,Center,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,3994111887,388,,3992399143,328,,3992399397,103,13.9,3992399391,55,3992399387,29,,241,,3992399139,15,3992964755,17,,,,,,,,,,,,,,,,,,
2500116759,208,5,1,23,46,alyavx3ad35bp1xuwmqk7sgev,1,-1.1,39.6,2023-01-23T20:41:12.142Z,2023-01-25T06:43:18Z,3992399497,233,243,3992399283,346,,3992399281,56,Back,,,,,,,,,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116719,243,5,1,23,46,3b4nxgvmwzstmoq6borytkwx1,0,101.1,60.4,2023-01-23T20:41:12.142Z,2023-01-25T06:43:19Z,3992399047,56,Center,3992399049,346,,3992399525,233,208,,,,,,,,,,,,,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116811,209,1,1,24,11,alyavx3ad35bp1xuwmqk7sgev,1,1.1,45.2,2023-01-23T20:41:37.278Z,2023-01-25T06:43:22Z,3992399721,140,4.3,3992399731,237,,3992399717,124,,3992399737,189,,3992399723,141,68.6,3992399727,213,1.4,3992399725,212,16.3,3992399719,56,Back,1tkq6knbo350vy0o8aieijmxh,Paulo Vítor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116823,210,1,1,24,12,alyavx3ad35bp1xuwmqk7sgev,1,3.9,71.9,2023-01-23T20:41:37.903Z,2023-01-25T06:43:27Z,3992399807,141,93.1,3992399803,56,Back,3994111919,178,,3992399811,213,1.2,3992399805,140,10.0,3992399809,212,15.8,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116837,211,1,1,24,15,alyavx3ad35bp1xuwmqk7sgev,1,10,93.1,2023-01-23T20:41:40.652Z,2023-01-25T06:43:30Z,3992399903,141,94.2,3992399907,213,0.1,3992399901,140,20.1,3992399899,56,Back,3992399905,212,10.6,3994111933,178,,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500458627,957,83,1,24,17,3b4nxgvmwzstmoq6borytkwx1,1,77.9,6.9,2023-01-23T20:41:42.573Z,2023-01-25T07:04:08Z,3994121261,399,165807,,,,,,,,,,,,,,,,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116845,212,1,1,24,20,alyavx3ad35bp1xuwmqk7sgev,0,19.3,80.8,2023-01-23T20:41:45.591Z,2023-01-25T06:43:33Z,3992399961,212,31.2,3992399963,213,5.4,3992399953,155,,3992399957,140,38.6,3992399959,141,45.9,3992399955,56,Back,3994111949,178,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116859,244,1,1,24,22,3b4nxgvmwzstmoq6borytkwx1,1,62.2,55.5,2023-01-23T20:41:47.589Z,2023-01-25T06:43:50Z,3992400451,210,15,3992400041,56,Center,3992400043,140,77.0,3992400047,212,21.5,3992400049,213,0.8,3994111969,388,,3992400045,141,77.4,3992400039,3,,6w3iuh0f11tbwr037i7qb031m,I. Camará,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2500116861,245,49,1,24,24,3b4nxgvmwzstmoq6borytkwx1,1,77,77.4,2023-01-23T20:41:50.238Z,2023-01-25T06:43:45Z,,,,,,,,,,,,,,,,,,,,,,,,,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116871,246,15,1,24,26,3b4nxgvmwzstmoq6borytkwx1,1,87.6,67.6,2023-01-23T20:41:52.386Z,2023-01-25T06:43:50Z,3992400139,64,,3992400469,147,63.9,3992400473,231,54.7,3992400471,230,98.0,3992400267,233,213,3992400141,56,Center,3992401599,78,,3992400457,55,244,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,3994112011,178,,3992400455,29,,3992400461,102,50.7,3992400463,103,3992400467,146,,19,90.3,3992400137,22,3992400253,72,,3992400257,82,,,,,,,,,,,,,,,
2500116873,213,10,1,24,26,alyavx3ad35bp1xuwmqk7sgev,1,10.6,32.7,2023-01-23T20:41:52.459Z,2023-01-25T06:43:55Z,3992400277,233,246,3992400149,94,,3994112037,178,,3992400151,56,Back,,,,,,,,,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116991,214,5,1,24,30,alyavx3ad35bp1xuwmqk7sgev,0,8.7,-1.6,2023-01-23T20:41:55.823Z,2023-01-25T06:44:00Z,3992400921,347,,3992401887,233,247,3992400919,56,Back,,,,,,,,,,,,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116889,247,5,1,24,30,3b4nxgvmwzstmoq6borytkwx1,1,91.3,101.6,2023-01-23T20:41:55.823Z,2023-01-25T06:44:01Z,3992401879,233,214,3992400241,56,Left,3992400243,347,,,,,,,,,,,,,,,,,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116989,248,1,1,24,54,3b4nxgvmwzstmoq6borytkwx1,0,87.5,100,2023-01-23T20:42:20.228Z,2023-01-25T06:44:04Z,3992400913,213,4.8,3992400903,107,,3992400907,140,91.1,3992400911,212,28.0,3992400909,141,60.5,3992400915,1,,3992400905,56,Center,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500116999,215,12,1,24,56,alyavx3ad35bp1xuwmqk7sgev,1,8.5,34.5,2023-01-23T20:42:22.298Z,2023-01-25T06:44:07Z,3992400969,213,5.8,3994112097,388,,3992400967,212,22.7,3992400963,140,27.7,3992400979,15,,3992400965,141,19.3,3992400961,56,Back,,,,59ly8uun0sl324s7rtlmp6ac,H. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117009,249,1,1,24,59,3b4nxgvmwzstmoq6borytkwx1,1,77,78.9,2023-01-23T20:42:25.220Z,2023-01-25T06:44:33Z,3992401021,56,Left,3992401023,140,82.3,3992401027,212,13.1,3994112149,178,,3992401029,213,1.1,3992401025,141,96.3,,,,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117013,250,1,1,25,1,3b4nxgvmwzstmoq6borytkwx1,0,82.3,96.3,2023-01-23T20:42:27.482Z,2023-01-25T06:44:37Z,3992401161,233,216,3992401159,236,,3992401047,140,82.8,3992401049,141,95.1,3994112211,178,,3992401045,56,Left,3992401051,212,1.0,3992401053,213,5.3,c406oul95r3jvmbebcge5oz4l,R. Abascal,3992401165,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117023,216,74,1,25,2,alyavx3ad35bp1xuwmqk7sgev,1,23.7,5.4,2023-01-23T20:42:27.565Z,2023-01-25T06:44:46Z,3992401127,56,Back,3994112241,178,,3992401129,285,,3992401167,233,250,,,,,,,,,,,,,5jsb62u7jx2vtblnbtxvttq3u,Jonathan Arriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117053,251,1,1,25,5,3b4nxgvmwzstmoq6borytkwx1,0,86,96.9,2023-01-23T20:42:31.307Z,2023-01-25T06:44:53Z,3992401333,1,,3992401331,213,4.7,3992401325,140,85.7,3992965581,225,,3994112279,178,,3992401329,212,33.3,3992401319,2,,3992965583,386,,c406oul95r3jvmbebcge5oz4l,R. Abascal,3992401323,56,Center,3992401327,141,47.9,3992401321,155,,3992965585,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117077,217,44,1,25,7,alyavx3ad35bp1xuwmqk7sgev,1,14,54,2023-01-23T20:42:33.081Z,2023-01-27T07:03:21Z,3992401453,56,Back,3992401479,233,252,3992401455,285,,,,,,,,,,,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117067,252,44,1,25,7,3b4nxgvmwzstmoq6borytkwx1,0,86,46,2023-01-23T20:42:33.082Z,2023-01-25T06:44:57Z,3992401395,286,,3992401475,233,217,3992401393,56,Center,,,,,,,,,,,,,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117423,232,12,1,25,7,alyavx3ad35bp1xuwmqk7sgev,1,16,49.7,2023-01-23T20:42:33.114Z,2023-01-27T07:03:22Z,3992404471,212,0.4,3992404469,141,49.5,3992404473,213,6.0,3992404553,15,,3992404465,56,Back,3994112327,388,,3992404467,140,16.4,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117069,253,61,1,25,7,3b4nxgvmwzstmoq6borytkwx1,1,85.7,47.9,2023-01-23T20:42:33.150Z,2023-01-25T06:45:13Z,3992401403,56,Center,3994112373,388,,3994112371,21,,,,,,,,,,,,,,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117093,218,52,1,25,16,alyavx3ad35bp1xuwmqk7sgev,1,2.2,33.7,2023-01-23T20:42:42.151Z,2023-01-25T06:45:29Z,3994112443,178,,3992965715,376,,,,,,,,,,,,,,,,,,,,1tkq6knbo350vy0o8aieijmxh,Paulo Vítor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117131,219,1,1,25,22,alyavx3ad35bp1xuwmqk7sgev,1,12.6,47.4,2023-01-23T20:42:47.537Z,2023-01-25T06:45:33Z,3992401771,140,25.4,3992401777,213,1.2,3992401773,141,94.4,3992401769,56,Back,3992401791,287,,3992401775,212,34.7,3994112463,178,,3992401779,1,,1tkq6knbo350vy0o8aieijmxh,Paulo Vítor,3992401767,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117159,220,1,1,25,27,alyavx3ad35bp1xuwmqk7sgev,1,43.9,84,2023-01-23T20:42:52.998Z,2023-01-25T06:45:36Z,3992401979,213,3.6,3992401975,141,77.2,3994112483,178,,3992401977,212,11.5,3992401973,140,33.9,3992401971,56,Back,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117167,221,1,1,25,30,alyavx3ad35bp1xuwmqk7sgev,1,34,76.7,2023-01-23T20:42:55.796Z,2023-01-25T06:45:41Z,3992402075,213,3.3,3992402067,56,Back,3992402069,140,20.3,3994112509,178,,3992402073,212,14.7,3992402071,141,72.4,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117187,222,1,1,25,32,alyavx3ad35bp1xuwmqk7sgev,1,19.8,72.2,2023-01-23T20:42:57.979Z,2023-01-25T06:45:46Z,3992402183,56,Back,3992402187,141,45.5,3992402191,213,4.1,3992402189,212,22.6,3994112531,178,,3992402185,140,7.0,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117215,223,1,1,25,36,alyavx3ad35bp1xuwmqk7sgev,1,7.2,37.2,2023-01-23T20:43:01.920Z,2023-01-25T06:45:48Z,3994112551,178,,3992402325,212,19.8,3992402319,56,Back,3992402327,213,5.6,3992402323,141,19.5,3992402321,140,22.2,,,,,,,1tkq6knbo350vy0o8aieijmxh,Paulo Vítor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117229,224,1,1,25,40,alyavx3ad35bp1xuwmqk7sgev,1,26.1,20.7,2023-01-23T20:43:05.679Z,2023-01-25T06:45:52Z,3992402429,213,1.3,3994112579,178,,3992402425,141,37.4,3992402421,56,Back,3992402427,212,11.9,3992402423,140,29.5,,,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117245,225,1,1,25,44,alyavx3ad35bp1xuwmqk7sgev,1,34,31.2,2023-01-23T20:43:10.514Z,2023-01-25T06:46:00Z,3992402529,56,Center,3994112627,178,,3992402535,212,25.0,3992402531,140,57.6,3992402537,213,0.1,3992402533,141,36.4,,,,,,,brdhlpiyg3nk936bqe50bqx1x,N. Obiora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117253,226,1,1,25,46,alyavx3ad35bp1xuwmqk7sgev,0,58.1,36.2,2023-01-23T20:43:12.421Z,2023-01-25T06:46:03Z,3992402585,56,Center,3992402593,213,1.3,3992402591,212,16.7,3992402587,140,63.1,3992402589,141,59.5,3994112639,178,,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117257,254,49,1,25,48,3b4nxgvmwzstmoq6borytkwx1,1,34.6,35.3,2023-01-23T20:43:14.254Z,2023-01-25T06:46:06Z,,,,,,,,,,,,,,,,,,,,,,,,,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117263,255,1,1,25,50,3b4nxgvmwzstmoq6borytkwx1,1,34.6,35.3,2023-01-23T20:43:15.666Z,2023-01-25T06:46:11Z,3992402635,141,32.8,3992402639,213,6.2,3994112679,178,,3992402633,140,47.2,3992402637,212,13.3,3992402631,56,Back,,,,,,,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117265,256,3,1,25,52,3b4nxgvmwzstmoq6borytkwx1,0,47.2,30.6,2023-01-23T20:43:17.568Z,2023-01-25T06:46:19Z,3994112715,178,,3992402705,233,227,3992965889,465,,3992402643,56,Back,3992402645,286,,,,,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117273,227,7,1,25,52,alyavx3ad35bp1xuwmqk7sgev,0,52.8,69.4,2023-01-23T20:43:17.708Z,2023-01-25T06:46:27Z,3992965963,384,,3992402679,285,,3992402695,233,256,3992402677,56,Center,3994112771,178,,,,,,,,,,,brdhlpiyg3nk936bqe50bqx1x,N. Obiora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117293,257,1,1,25,56,3b4nxgvmwzstmoq6borytkwx1,0,71,46.6,2023-01-23T20:43:21.829Z,2023-01-25T06:46:42Z,3992402791,212,13.9,3992402787,140,77.5,3992402793,213,1.1,3994112805,178,,3992402785,56,Center,3992402789,141,64.4,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117299,228,8,1,25,57,alyavx3ad35bp1xuwmqk7sgev,1,22.4,36.2,2023-01-23T20:43:22.696Z,2023-01-25T06:46:51Z,3994112903,178,,3992966055,385,,3992402809,56,Back,,,,,,,,,,,,,,,,59ly8uun0sl324s7rtlmp6ac,H. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117309,258,1,1,25,59,3b4nxgvmwzstmoq6borytkwx1,1,67,41.9,2023-01-23T20:43:25.073Z,2023-01-25T06:46:59Z,3994112949,178,,3992402871,140,56.2,3992402869,56,Center,3992402877,213,3.5,3992402873,141,35.6,3992402875,212,12.1,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117319,259,1,1,26,1,3b4nxgvmwzstmoq6borytkwx1,1,56.2,35.6,2023-01-23T20:43:27.415Z,2023-01-25T06:47:04Z,3992402943,56,Right,3992402947,141,7.3,3994112967,178,,3992402945,140,58.9,3992402951,213,4.9,3992402949,212,19.5,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117327,260,1,1,26,4,3b4nxgvmwzstmoq6borytkwx1,1,60.8,7.7,2023-01-23T20:43:30.492Z,2023-01-25T06:47:08Z,3992402999,56,Back,3992403007,213,2.5,3992403003,141,34.3,3992403001,140,38.8,3994112993,178,,3992403005,212,29.3,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117337,261,1,1,26,7,3b4nxgvmwzstmoq6borytkwx1,1,38.5,34.3,2023-01-23T20:43:33.238Z,2023-01-25T06:47:12Z,3992403073,141,69.9,3992403077,213,1.4,3992403069,56,Back,3992403071,140,43.5,3994113021,178,,3992403075,212,24.8,,,,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117357,262,1,1,26,11,3b4nxgvmwzstmoq6borytkwx1,1,42.7,67.2,2023-01-23T20:43:37.158Z,2023-01-25T06:47:17Z,3992403187,141,41.6,3992403183,56,Back,3992403191,213,4.2,3992403185,140,33.1,3994113041,178,,3992403189,212,20.1,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117373,263,1,1,26,15,3b4nxgvmwzstmoq6borytkwx1,1,35.1,38.5,2023-01-23T20:43:41.012Z,2023-01-25T06:47:22Z,3992403301,213,4.7,3992403293,56,Back,3992403297,141,5.5,3992403299,212,22.4,3992403295,140,35.4,3994113067,178,,,,,,,,3weuuu2vlyod9x7gnk2v9r1ed,V. Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500117387,264,1,1,26,17,3b4nxgvmwzstmoq6borytkwx1,1,35.3,5.6,2023-01-23T20:43:43.139Z,2023-01-25T06:47:26Z,3992403389,140,53.3,3994113095,178,,3992403395,213,6.2,3992403393,212,19.0,3992403391,141,2.9,3992403387,56,Right,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
