id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/16/value,assist,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2516111219,1,34,16,0,0,cmbqc74mshg77ra7mywec2a6b,1,0,0,2023-03-05T17:06:23.873Z,2023-03-05T21:29:36Z,4076507211,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4076507209,30,"byk4cll4gdgp2n5ocxrb5j1t5, 66jgw85uti6qsgxmlkzz2726t, e7daok5mn6xq7q5sfi5r13105, 5u3nf7qbreypvi8rut8n8smhh, aw1gqkqpznn5ku7ca9hy2skix, l8ewedihgtz1oz6ikm333mz8, 28029kae9ievarvyirn1cboix, 5k74ofoqel095frhszvdmxbhm, 35y61220qzlyedki00vfmioyx, 2r6ma23qtyq2l18m21eksjp7u, c7vhfnn9bft0xk3lcx7komfze, 2vsfek9vs6zdvueb4v23vrj6d, 9kn7hs1nbc0rcismky05z6zmx, 4h2rr9ltxtw6w2hgzm0tu5jo5, 3776gjrdiqfvch2wk5kde2w2x, 5zbaigi2kpo930z50irfq11p1, fkx4v1ux771bqn2g9bn3340k, 17zcm8ikgfdl5o4c7o5yhulpm, 257e4odsfzeqbdyhbqtpokbth, d7k81mlt4vh9lex8fd10tigh5",4076507213,59,"12, 31, 3, 40, 4, 44, 19, 20, 9, 49, 10, 24, 6, 11, 13, 16, 32, 37, 74, 80",4076507215,130,4,4076507219,194,c7vhfnn9bft0xk3lcx7komfze,4076507223,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4076507221,197,5027,4076507217,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516121849,1,34,16,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2023-03-05T17:21:12.388Z,2023-03-05T17:59:01Z,4076563801,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4076563803,59,"53, 2, 72, 3, 22, 13, 21, 80, 9, 11, 17, 20, 23, 25, 33, 76, 83, 90, 91, 98",4076563805,130,13,4076563809,194,2cs8bo4l70gbkudh3gqazb105,4076563813,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4076563811,197,4662,4076563807,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4076563799,30,"t89fo4c79gkcq5wowch0xwd0, d30uqfrs7mqb6jnj99qgyr28k, 9avbe1i215rk0o2j16iq0u2nd, 6ram2zlda1gvj947zzmab68r9, 2lur2ts61wwrsvih1lb1jee50, bot4jd6s4g69w5wvtn9qlevx0, 2cs8bo4l70gbkudh3gqazb105, 1qcf5gb8wf8f4tu94xh96yqy, 35csuq89nc1zgpc4j2mdav6jt, 1ziaf8ivlizetjhinr9ua6uax, 7jqin4ptb8of32u4e646mxwtm, 4tyjzyixiz32zfs37qs4u6ve2, bz64q1gkwqtlc749oqqqzm5wq, 3yolt0tc40fjqupa2ea4epka1, evwzikhqpwulci3y20ckeoc15, 3f2otwd2ozwk89319ssh9yjmd, 5desb812yn2icc8d2lew7lu22, 1899balq50r7vbqqf8qwjlxpl, dcejrf3ndequgwvw89sz1uihg, bgcphqeckm71jpbnzjivrnug9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516146263,2,32,1,0,0,cmbqc74mshg77ra7mywec2a6b,1,0,0,2023-03-05T17:59:12.786Z,2023-03-07T18:23:10Z,4076698497,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516146251,2,32,1,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2023-03-05T17:59:12.786Z,2023-03-05T17:59:12Z,4076698405,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516146291,3,1,1,0,0,cmbqc74mshg77ra7mywec2a6b,1,49.2,49.9,2023-03-05T17:59:12.806Z,2023-03-08T02:36:46Z,4081670253,178,,4076698627,212,20.9,4076698629,213,3.2,4076698621,56,Back,4076698625,141,49.3,4076698631,279,S,4076698623,140,29.3,,,,28029kae9ievarvyirn1cboix,Bruno Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516149997,61,1,1,0,2,cmbqc74mshg77ra7mywec2a6b,0,37.1,52.2,2023-03-05T17:59:14.965Z,2023-03-08T02:36:49Z,4076719933,155,,4076719935,56,Left,4076719939,141,84.2,4076719937,140,63.6,4081670275,178,,4076719943,213,0.7,4076719945,1,,4076719941,212,35.3,5u3nf7qbreypvi8rut8n8smhh,K. Misao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516146337,3,1,1,0,3,8gvg1ranyf93hprfkwx3ofl2y,1,33.6,19.8,2023-03-05T17:59:16.723Z,2023-03-08T02:36:54Z,4076698923,213,0.8,4076698919,141,29.1,4076698921,212,8.6,4081670317,388,,4076698915,56,Back,4076698913,3,,4076698917,140,39.1,,,,1ziaf8ivlizetjhinr9ua6uax,Jota Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516146339,4,49,1,0,5,8gvg1ranyf93hprfkwx3ofl2y,1,42.1,27,2023-03-05T17:59:18.571Z,2023-03-08T02:37:03Z,,,,,,,,,,,,,,,,,,,,,,,,,2cs8bo4l70gbkudh3gqazb105,André André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517081485,978,83,1,0,7,cmbqc74mshg77ra7mywec2a6b,1,57.4,82.3,2023-03-05T17:59:20.755Z,2023-03-08T03:37:37Z,4081700115,399,88775,,,,,,,,,,,,,,,,,,,,,,c7vhfnn9bft0xk3lcx7komfze,Ricardinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516146353,5,61,1,0,8,8gvg1ranyf93hprfkwx3ofl2y,1,49.4,23.4,2023-03-05T17:59:20.847Z,2023-03-08T02:37:08Z,4076699001,56,Back,4081670573,178,,,,,,,,,,,,,,,,,,,,2cs8bo4l70gbkudh3gqazb105,André André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
