id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2455308495,116,49,1,8,32,66bsnl0zjb7l5akwo00h0y5me,1,33.5,53.9,2022-09-03T19:38:17.255Z,2022-09-06T11:34:58Z,,,,,,,,,,,,,,,,,,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455308523,117,1,1,8,34,66bsnl0zjb7l5akwo00h0y5me,1,32.8,49.6,2022-09-03T19:38:19.112Z,2022-09-06T11:35:03Z,3755290691,141,38.8,3755290687,56,Back,3755290695,213,4.5,3755290693,212,7.5,3762142747,178,,3755290689,140,31.5,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455308641,118,1,1,8,35,66bsnl0zjb7l5akwo00h0y5me,1,32.6,38.6,2022-09-03T19:38:20.514Z,2022-09-06T11:35:08Z,3755291313,141,36.6,3755291319,213,3.2,3755291315,212,28.8,3762142951,178,,3755291311,140,5.2,3755291309,56,Back,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455308693,119,1,1,8,42,66bsnl0zjb7l5akwo00h0y5me,1,10.4,41.5,2022-09-03T19:38:27.479Z,2022-09-06T11:35:11Z,3755291593,140,13.4,3755291599,213,1.4,3755291591,56,Back,3762143047,178,,3755291595,141,70.5,3755291597,212,20.0,,,,,,,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455308723,120,1,1,8,45,66bsnl0zjb7l5akwo00h0y5me,1,15.2,72.9,2022-09-03T19:38:30.022Z,2022-09-06T11:35:14Z,3755291743,56,Back,3755291749,212,9.9,3762143203,178,,3755291753,213,0.1,3755291745,140,24.6,3755291747,141,74.2,,,,,,,9iqmeo87l56hr3gymmxgkxysq,David Carmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455308767,121,1,1,8,46,66bsnl0zjb7l5akwo00h0y5me,1,24.4,74.1,2022-09-03T19:38:31.237Z,2022-09-06T11:35:18Z,3755292025,56,Back,3755292031,212,20.8,3755292027,140,7.4,3762143377,178,,3755292029,141,58.5,3755292033,213,3.7,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455308797,122,1,1,8,49,66bsnl0zjb7l5akwo00h0y5me,1,7.9,55.8,2022-09-03T19:38:34.240Z,2022-09-06T11:35:22Z,3755292239,213,4.8,3755292233,140,10.2,3762143475,178,,3755292231,56,Back,3755292237,212,21.2,3755292235,141,24.9,,,,,,,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455308827,123,1,1,8,51,66bsnl0zjb7l5akwo00h0y5me,1,11.6,24.6,2022-09-03T19:38:36.677Z,2022-09-06T11:35:26Z,3755292405,56,Back,3755292407,140,22.0,3755292413,213,0.7,3762143575,178,,3755292409,141,36.9,3755292411,212,13.8,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455308855,124,1,1,8,54,66bsnl0zjb7l5akwo00h0y5me,1,24.6,29.2,2022-09-03T19:38:39.766Z,2022-09-06T11:35:30Z,3755292571,212,15.6,3755292565,56,Back,3755292567,140,26.9,3755292573,213,4.9,3762143723,178,,3755292569,141,6.5,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455308925,125,1,1,8,57,66bsnl0zjb7l5akwo00h0y5me,1,23.2,6.1,2022-09-03T19:38:41.996Z,2022-09-06T11:35:34Z,3755292981,141,24.6,3755292979,140,9.1,3755292985,213,2.4,3762143805,178,,3755292983,212,19.4,3755292977,56,Back,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455308991,126,1,1,9,0,66bsnl0zjb7l5akwo00h0y5me,1,23.1,31.8,2022-09-03T19:38:45.405Z,2022-09-06T11:35:40Z,3762143945,178,,3755293353,140,30.0,3755293359,213,1.3,3755293357,212,32.7,3755293355,141,78.7,3755293361,1,,3755293351,56,Back,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455309079,127,1,1,9,4,66bsnl0zjb7l5akwo00h0y5me,1,31.4,78.7,2022-09-03T19:38:49.435Z,2022-09-06T11:35:43Z,3755293879,212,8.4,3755293873,56,Back,3755293881,213,0.4,3755293877,141,83.5,3762144037,178,,3755293875,140,38.8,,,,,,,9iqmeo87l56hr3gymmxgkxysq,David Carmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455309127,128,1,1,9,9,66bsnl0zjb7l5akwo00h0y5me,1,39.3,80.8,2022-09-03T19:38:54.219Z,2022-09-06T11:35:47Z,3755294139,140,36.6,3755294143,212,27.6,3755294145,213,4.6,3755294135,155,,3755294137,56,Back,3755294141,141,40.4,3762144123,178,,,,,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455309265,129,1,1,9,13,66bsnl0zjb7l5akwo00h0y5me,1,37,38.5,2022-09-03T19:38:57.896Z,2022-09-06T11:35:58Z,3755294843,1,,3755294829,155,,3755294839,212,47.6,3755294833,140,78.9,3755294835,141,11.6,3755294841,213,5.9,3762144327,178,,3755294831,56,Right,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455309279,130,1,1,9,19,66bsnl0zjb7l5akwo00h0y5me,1,79.3,11.9,2022-09-03T19:39:04.734Z,2022-09-06T11:36:02Z,3755294917,141,11.7,3762144401,178,,3755294921,212,6.8,3755294925,213,3.2,3755294909,56,Right,3755294913,140,72.8,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456312911,943,1,1,9,21,66bsnl0zjb7l5akwo00h0y5me,1,71.9,12.4,2022-09-03T19:39:06.859Z,2022-09-06T11:36:06Z,3760604455,140,93.8,3760604457,141,29.1,3760604451,155,,3760604461,212,25.6,3760604463,213,0.5,3762144505,178,,3760604453,56,Center,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455309447,131,1,1,9,26,66bsnl0zjb7l5akwo00h0y5me,1,96.2,19.8,2022-09-03T19:39:11.668Z,2022-09-06T11:36:14Z,3755295819,56,Right,3755295823,141,19.4,3755295825,212,8.3,3755295827,213,3.2,3762144819,178,,3755295821,140,88.3,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455309489,132,1,1,9,29,66bsnl0zjb7l5akwo00h0y5me,0,89,16.7,2022-09-03T19:39:14.481Z,2022-09-06T11:36:17Z,3755296079,213,1.1,3755296073,140,90.6,3755296273,236,,3760604473,20,,3755296049,155,,3755296053,56,Center,3755296011,2,,3760604471,224,,8y0e1y90ih393h7zv7srfot79,Otávio,3755296275,233,61,,3755296077,212,3755296075,141,3762144921,178,3755296283,286,,,,,,,3.9,,,,,,,,21.9,,,,,,,,,,,,,,
2455309451,61,12,1,9,29,bwt8yfk8rkcwiwyr0mopd7wqd,1,7.2,78.8,2022-09-03T19:39:14.594Z,2022-09-06T11:36:21Z,3755300669,233,132,3755295849,56,Back,3762145097,178,,3755300605,185,,,,,,,,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455309503,62,44,1,9,31,bwt8yfk8rkcwiwyr0mopd7wqd,1,10.8,55.2,2022-09-03T19:39:16.415Z,2022-09-06T12:35:31Z,3755296151,233,133,3755296097,56,Back,3755296099,285,,,,,,,,,,,,,,,,,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455309505,133,44,1,9,31,66bsnl0zjb7l5akwo00h0y5me,0,89.2,44.8,2022-09-03T19:39:16.416Z,2022-09-06T11:36:25Z,3755296241,233,62,3755296103,56,Center,3755296105,286,,,,,,,,,,,,,,,,,1nd8l0ofw9x779c0ufwbbo4ph,Toni Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455309515,63,12,1,9,31,bwt8yfk8rkcwiwyr0mopd7wqd,1,11,56.3,2022-09-03T19:39:16.519Z,2022-09-06T12:35:32Z,3762145319,388,,3755296903,15,,3755296191,212,14.7,3755296185,56,Back,3755296187,140,24.8,3755296189,141,60.2,3755296193,213,0.2,,,,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455309585,64,4,1,9,34,bwt8yfk8rkcwiwyr0mopd7wqd,1,26.2,60.4,2022-09-03T19:39:18.949Z,2022-09-06T11:36:38Z,3755296653,233,134,3755296603,285,,3755296599,152,,3755297543,294,,3755296595,13,,3755296597,56,Back,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455309589,134,4,1,9,34,66bsnl0zjb7l5akwo00h0y5me,0,73.8,39.6,2022-09-03T19:39:18.950Z,2022-09-06T11:36:38Z,3755296627,294,,3755296659,233,64,3755296625,13,,3755296631,152,,3762145627,178,,3755296633,286,,3755296629,56,Center,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455309925,65,1,1,9,55,bwt8yfk8rkcwiwyr0mopd7wqd,1,23,59.7,2022-09-03T19:39:40.266Z,2022-09-06T11:36:43Z,3755298359,56,Back,3755299061,189,,3755298361,140,4.6,3755298365,212,22.4,3755298367,213,3.7,3755298363,141,43.1,3762145787,178,,3755298357,152,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,3755298355,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455309945,66,1,1,9,56,bwt8yfk8rkcwiwyr0mopd7wqd,1,4.6,43.1,2022-09-03T19:39:41.383Z,2022-09-06T11:36:48Z,3755298483,141,3.1,3755298489,1,,3762145987,178,,3755298477,155,,3755298481,140,38.7,3755298479,56,Back,3755298485,212,45.0,3755298487,213,5.6,664x98r3mbynnh19u1cx984q,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455309957,67,1,1,9,59,bwt8yfk8rkcwiwyr0mopd7wqd,0,38.7,3.1,2022-09-03T19:39:44.193Z,2022-09-06T11:36:53Z,3755298561,141,11.1,3755298555,3,,3755298565,213,0.3,3755298557,56,Right,3755298563,212,20.8,3755298559,140,57.8,3762146105,388,,,,,cpcsusprqvec5l4mvwl6td23t,E. Hackman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456600737,1100,67,1,10,0,66bsnl0zjb7l5akwo00h0y5me,1,42.3,85.4,2022-09-03T19:39:45.557Z,2022-09-06T12:35:32Z,3762187821,233,801,,,,,,,,,,,,,,,,,,,,,,9iqmeo87l56hr3gymmxgkxysq,David Carmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456600733,801,67,1,10,0,bwt8yfk8rkcwiwyr0mopd7wqd,0,57.7,14.6,2022-09-03T19:39:45.558Z,2022-09-06T11:57:18Z,3762187825,233,1100,,,,,,,,,,,,,,,,,,,,,,1f57m5jalwzn2xwr3xqtjiy8l,B. Aouacheria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455309955,135,8,1,10,0,66bsnl0zjb7l5akwo00h0y5me,1,43,83,2022-09-03T19:39:45.583Z,2022-09-06T12:35:32Z,3762146255,178,,3755298549,56,Back,3760605197,385,,,,,,,,,,,,,,,,,9iqmeo87l56hr3gymmxgkxysq,David Carmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455309983,68,61,1,10,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,57.1,11.1,2022-09-03T19:39:45.836Z,2022-09-06T11:37:02Z,3762146553,178,,3755298679,56,Right,,,,,,,,,,,,,,,,,,,1f57m5jalwzn2xwr3xqtjiy8l,B. Aouacheria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455309969,136,49,1,10,2,66bsnl0zjb7l5akwo00h0y5me,1,46.3,94.2,2022-09-03T19:39:47.238Z,2022-09-06T11:37:07Z,,,,,,,,,,,,,,,,,,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455310055,137,1,1,10,2,66bsnl0zjb7l5akwo00h0y5me,1,46,94.2,2022-09-03T19:39:47.273Z,2022-09-06T11:37:11Z,3755299089,213,3.5,3755299083,140,9.4,3762146833,178,,3755299087,212,40.9,3755299085,141,73.8,3755299091,1,,3755299081,56,Back,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455310103,138,1,1,10,9,66bsnl0zjb7l5akwo00h0y5me,1,11,66.7,2022-09-03T19:39:54.068Z,2022-09-06T11:37:14Z,3755299371,212,16.8,3762146905,178,,3755299361,56,Back,3755299375,213,0.9,3755299367,141,86.3,3755299365,140,20.8,,,,,,,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455310165,139,1,1,10,13,66bsnl0zjb7l5akwo00h0y5me,1,23,83.6,2022-09-03T19:39:58.284Z,2022-09-06T11:37:16Z,3755299723,141,28.0,3755299729,1,,3755299713,56,Back,3762147013,178,,3755299717,140,9.9,3755299727,213,4.4,3755299725,212,40.2,,,,9iqmeo87l56hr3gymmxgkxysq,David Carmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455310199,140,1,1,10,17,66bsnl0zjb7l5akwo00h0y5me,1,12.1,28.8,2022-09-03T19:40:02.542Z,2022-09-06T11:37:19Z,3755299915,213,1.9,3762147169,178,,3755299909,140,6.8,3755299911,141,51.5,3755299905,56,Back,3755299913,212,16.4,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455310327,141,1,1,10,19,66bsnl0zjb7l5akwo00h0y5me,1,7,51.6,2022-09-03T19:40:03.900Z,2022-09-06T11:37:23Z,3762147313,178,,3755300583,56,Back,3755300589,212,26.7,3755300591,213,0.9,3755300585,140,23.1,3755300587,141,82.0,,,,,,,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455310361,142,1,1,10,26,66bsnl0zjb7l5akwo00h0y5me,1,30.3,83.6,2022-09-03T19:40:11.091Z,2022-09-06T11:37:27Z,3755300755,140,31.4,3755300757,141,94.5,3762147513,178,,3755300761,213,1.4,3755300753,56,Back,3755300759,212,7.5,,,,,,,9iqmeo87l56hr3gymmxgkxysq,David Carmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455310405,143,1,1,10,28,66bsnl0zjb7l5akwo00h0y5me,1,29.3,91.8,2022-09-03T19:40:12.866Z,2022-09-06T11:37:31Z,3755300985,213,4.1,3755300981,141,58.4,3755300979,140,13.5,3755300977,56,Back,3755300983,212,28.1,3762147709,178,,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455310457,144,1,1,10,31,66bsnl0zjb7l5akwo00h0y5me,1,14.1,56.9,2022-09-03T19:40:16.548Z,2022-09-06T11:37:34Z,3755301189,56,Back,3762147875,178,,3755301199,213,5.1,3755301197,212,17.2,3755301195,141,33.4,3755301191,140,20.1,,,,,,,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455310501,145,1,1,10,34,66bsnl0zjb7l5akwo00h0y5me,1,20.9,32.4,2022-09-03T19:40:19.056Z,2022-09-06T11:37:36Z,3755301427,56,Back,3755301431,141,24.0,3755301435,213,5.7,3755301433,212,10.4,3762147951,178,,3755301429,140,29.2,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455310583,146,1,1,10,36,66bsnl0zjb7l5akwo00h0y5me,1,30.1,24.6,2022-09-03T19:40:21.264Z,2022-09-06T11:37:39Z,3755301883,56,Back,3762148095,178,,3755301899,1,,3755301895,212,32.7,3755301897,213,1.7,3755301891,141,72.4,3755301887,140,27.1,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455310627,147,1,1,10,41,66bsnl0zjb7l5akwo00h0y5me,0,32.3,80.9,2022-09-03T19:40:25.890Z,2022-09-06T11:37:44Z,3755302127,212,48.8,3755302131,1,,3755302125,141,100.0,3762148285,178,,3755302121,56,Left,3755302119,155,,3755302123,140,76.7,3755302129,213,0.3,9iqmeo87l56hr3gymmxgkxysq,David Carmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455310681,69,5,1,10,45,bwt8yfk8rkcwiwyr0mopd7wqd,1,23.6,-1.7,2022-09-03T19:40:30.721Z,2022-09-06T11:37:50Z,3755302417,347,,3755302415,56,Back,3755302435,233,148,,,,,,,,,,,,,,,,cpcsusprqvec5l4mvwl6td23t,E. Hackman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455310631,148,5,1,10,45,66bsnl0zjb7l5akwo00h0y5me,0,76.4,101.7,2022-09-03T19:40:30.721Z,2022-09-06T11:37:50Z,3755302467,233,69,3755302159,347,,3755302157,56,Left,,,,,,,,,,,,,,,,9iqmeo87l56hr3gymmxgkxysq,David Carmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455310903,70,1,1,10,58,bwt8yfk8rkcwiwyr0mopd7wqd,0,24.6,0,2022-09-03T19:40:43.498Z,2022-09-06T11:37:53Z,3755303639,56,Back,3755303649,1,,3755303643,141,9.2,3755303647,213,0.3,3755303645,212,26.6,3755303637,107,,3755303641,140,48.9,,,,cpcsusprqvec5l4mvwl6td23t,E. Hackman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455310905,149,44,1,11,0,66bsnl0zjb7l5akwo00h0y5me,1,51.4,90.6,2022-09-03T19:40:45.427Z,2022-09-06T12:35:33Z,3755303663,286,,3755303743,233,71,3755303661,56,Left,,,,,,,,,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455310909,71,44,1,11,0,bwt8yfk8rkcwiwyr0mopd7wqd,0,48.6,9.4,2022-09-03T19:40:45.428Z,2022-09-06T11:38:00Z,3761219745,233,149,3755303679,56,Back,3755303681,285,,,,,,,,,,,,,,,,,1zf9egrh7cjofd7td62oc5tk9,Fran Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455310911,150,8,1,11,0,66bsnl0zjb7l5akwo00h0y5me,1,53.5,89.6,2022-09-03T19:40:45.580Z,2022-09-06T12:35:33Z,3762148825,388,,3760607127,385,,3755303721,15,,3755303683,56,Left,,,,,,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455310937,151,49,1,11,1,66bsnl0zjb7l5akwo00h0y5me,1,40.7,69.3,2022-09-03T19:40:46.378Z,2022-09-06T11:38:08Z,,,,,,,,,,,,,,,,,,,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455311007,152,1,1,11,5,66bsnl0zjb7l5akwo00h0y5me,1,38.8,66.6,2022-09-03T19:40:50.367Z,2022-09-06T11:38:12Z,3755304203,213,2.5,3755304199,141,81.8,3755304195,56,Back,3755304197,140,26.0,3755304201,212,17.0,3762149101,178,,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455311055,153,1,1,11,9,66bsnl0zjb7l5akwo00h0y5me,1,26,81.8,2022-09-03T19:40:54.276Z,2022-09-06T11:38:14Z,3755304533,212,23.5,3755304529,140,11.7,3762149151,178,,3755304527,56,Back,3755304531,141,55.2,3755304535,213,4.0,,,,,,,9iqmeo87l56hr3gymmxgkxysq,David Carmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455311115,154,1,1,11,13,66bsnl0zjb7l5akwo00h0y5me,1,13.3,53.6,2022-09-03T19:40:58.367Z,2022-09-06T11:38:18Z,3755304889,212,19.1,3755304883,56,Back,3762149237,178,,3755304891,213,1.4,3755304885,140,16.7,3755304887,141,81.2,,,,,,,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455311187,155,1,1,11,17,66bsnl0zjb7l5akwo00h0y5me,0,24.2,85.4,2022-09-03T19:41:02.478Z,2022-09-06T11:38:22Z,3755305347,56,Left,3755305351,141,90.9,3755305353,212,54.9,3755305345,155,,3762149297,178,,3755305349,140,76.4,3755305355,213,0.1,3755305357,1,,9iqmeo87l56hr3gymmxgkxysq,David Carmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455311191,72,49,1,11,22,bwt8yfk8rkcwiwyr0mopd7wqd,1,17.3,4.9,2022-09-03T19:41:07.645Z,2022-09-06T11:38:29Z,,,,,,,,,,,,,,,,,,,,,,,,,cpcsusprqvec5l4mvwl6td23t,E. Hackman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455311313,73,1,1,11,24,bwt8yfk8rkcwiwyr0mopd7wqd,1,13,2.8,2022-09-03T19:41:09.227Z,2022-09-06T11:38:32Z,3755306011,212,17.9,3755306009,141,22.7,3755306013,213,2.3,3755306005,56,Back,3762149589,178,,3755306007,140,1.8,,,,,,,cpcsusprqvec5l4mvwl6td23t,E. Hackman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455311329,74,1,1,11,26,bwt8yfk8rkcwiwyr0mopd7wqd,0,1.8,22.7,2022-09-03T19:41:11.834Z,2022-09-06T11:38:37Z,3755306087,157,,3755306091,140,26.4,3755306097,213,5.7,3755306095,212,30.7,3755306093,141,0.0,3755306099,1,,3755306089,56,Back,3762149751,178,,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455311335,75,5,1,11,30,bwt8yfk8rkcwiwyr0mopd7wqd,0,33.9,-1.8,2022-09-03T19:41:15.294Z,2022-09-06T11:38:42Z,3755306105,56,Back,3755306567,233,156,3755306107,347,,,,,,,,,,,,,,,,,d1bful4yiqcc8k5jhg9a3uyfp,Lucas Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455311409,156,5,1,11,30,66bsnl0zjb7l5akwo00h0y5me,1,66.1,101.8,2022-09-03T19:41:15.294Z,2022-09-06T11:38:42Z,3755306543,56,Left,3755306563,233,75,3755306545,347,,,,,,,,,,,,,,,,,9iqmeo87l56hr3gymmxgkxysq,David Carmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455311435,157,1,1,11,33,66bsnl0zjb7l5akwo00h0y5me,1,58.4,100,2022-09-03T19:41:17.881Z,2022-09-06T11:38:50Z,3755306671,107,,3755306683,213,4.2,3755306675,56,Left,3755306677,140,54.6,3755306681,212,8.2,3755306679,141,91.4,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455311475,158,1,1,11,36,66bsnl0zjb7l5akwo00h0y5me,1,59.9,81.8,2022-09-03T19:41:21.575Z,2022-09-06T11:38:55Z,3755306933,140,60.4,3762150443,178,,3755306939,213,4.8,3755306931,56,Center,3755306937,212,13.7,3755306935,141,61.7,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455311513,159,1,1,11,40,66bsnl0zjb7l5akwo00h0y5me,1,64.2,49.4,2022-09-03T19:41:25.345Z,2022-09-06T11:38:59Z,3755307145,56,Center,3755307153,213,0.8,3755307147,140,67.6,3762150565,178,,3755307151,212,5.1,3755307149,141,54.8,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455311545,161,4,1,11,42,66bsnl0zjb7l5akwo00h0y5me,1,67.1,56.8,2022-09-03T19:41:27.120Z,2022-09-06T11:39:02Z,3755307451,233,76,3755307347,286,,3755307339,13,,3755307345,265,,3755307343,152,,3755307341,56,Center,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
