id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value
2521843931,112,1,1,12,34,dich5v7sw466smbqap0d9rbyj,1,59.5,86.9,2023-03-18T18:14:02.629Z,2023-03-18T18:14:05Z,4106881243,213,0.6,4106881237,140,70.2,4106881239,141,97.1,4106881235,56,Left,4106881241,212,13.2,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521844017,113,1,1,12,36,dich5v7sw466smbqap0d9rbyj,0,70.5,96.8,2023-03-18T18:14:05.148Z,2023-03-18T18:14:10Z,4106881719,140,99.2,4106881723,212,33.3,4106881721,141,75.9,4106881717,56,Center,4106881727,1,,4106881725,213,5.8,,,,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521844013,98,52,1,12,41,491xixnlsp75o7cr3w2gc1o0z,1,0.7,24.3,2023-03-18T18:14:09.915Z,2023-03-20T14:50:42Z,4113033331,376,,4106904199,189,,,,,,,,,,,,,,,,,,,,1k5y6mool4qz2xtg6mp892vh1,Marafona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521844973,99,1,1,13,30,491xixnlsp75o7cr3w2gc1o0z,1,10.5,55.5,2023-03-18T18:14:59.115Z,2023-03-18T18:17:00Z,4106886975,212,17.5,4106899539,189,,4106886965,56,Back,4106898475,123,,4106886979,213,0.7,4106886969,140,23.4,4106886971,141,71.9,,,,1k5y6mool4qz2xtg6mp892vh1,Marafona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845005,100,1,1,13,31,491xixnlsp75o7cr3w2gc1o0z,1,45,74.4,2023-03-18T18:15:00.171Z,2023-03-18T18:15:02Z,4106887173,141,62.4,4106887175,212,19.2,4106887169,56,Center,4106887171,140,61.5,4106887177,213,5.8,,,,,,,,,,19mq6gsvnfvnzugpbfwniqj1l,Maracás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845021,101,1,1,13,33,491xixnlsp75o7cr3w2gc1o0z,1,61.5,62.4,2023-03-18T18:15:01.955Z,2023-03-18T18:15:03Z,4106887241,212,19.2,4106887235,56,Left,4106887239,141,90.5,4106887237,140,59.9,4106887243,213,1.7,,,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845047,102,1,1,13,34,491xixnlsp75o7cr3w2gc1o0z,1,59.7,92.5,2023-03-18T18:15:03.004Z,2023-03-18T18:15:08Z,4106887395,213,3.5,4106887383,56,Back,4106887393,212,16.5,4106887389,141,84.1,4106887387,140,45.0,,,,,,,,,,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845065,103,1,1,13,36,491xixnlsp75o7cr3w2gc1o0z,0,48,88.6,2023-03-18T18:15:04.907Z,2023-03-18T18:17:19Z,4106887461,56,Left,4106887471,213,6.0,4106887463,140,60.2,4106887469,212,13.3,4106887467,141,83.3,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845067,114,8,1,13,37,dich5v7sw466smbqap0d9rbyj,1,40.7,18.1,2023-03-18T18:15:06.117Z,2023-03-20T14:51:06Z,4106887475,56,Back,4113034057,383,,,,,,,,,,,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845099,116,49,1,13,38,dich5v7sw466smbqap0d9rbyj,1,53.2,18.1,2023-03-18T18:15:06.797Z,2023-03-20T14:51:08Z,,,,,,,,,,,,,,,,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845095,115,43,1,13,39,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-03-18T18:15:07.580Z,2023-03-18T18:15:12Z,4106888029,144,3,4106887645,56,Back,4106887647,286,0,,,,,,,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845107,117,1,1,13,40,dich5v7sw466smbqap0d9rbyj,0,60.4,19,2023-03-18T18:15:08.868Z,2023-03-18T18:16:10Z,4106887713,213,6.0,4106893845,233,104,4106887707,140,62.4,4106887709,141,18.0,4106891493,236,,4106887705,56,Right,4106887711,212,2.2,4106891495,286,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845113,104,74,1,13,40,491xixnlsp75o7cr3w2gc1o0z,1,46.4,89.4,2023-03-18T18:15:08.869Z,2023-03-18T18:17:35Z,4106893675,285,,4106893673,56,Back,4106893791,233,117,,,,,,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845135,105,49,1,13,41,491xixnlsp75o7cr3w2gc1o0z,1,39.5,76.3,2023-03-18T18:15:09.988Z,2023-03-20T14:51:30Z,,,,,,,,,,,,,,,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845229,106,1,1,13,42,491xixnlsp75o7cr3w2gc1o0z,1,35.8,76,2023-03-18T18:15:11.291Z,2023-03-18T18:15:16Z,4106888273,213,3.6,4106888263,140,12.7,4106888265,141,57.2,4106888259,56,Back,4106888269,212,27.4,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845285,107,1,1,13,48,491xixnlsp75o7cr3w2gc1o0z,0,13.1,68.5,2023-03-18T18:15:16.486Z,2023-03-18T18:15:19Z,4106888597,56,Center,4106888609,1,,4106888601,141,44.3,4106888599,140,70.0,4106888595,155,,4106888605,213,6.0,4106888603,212,62.0,,,,1k5y6mool4qz2xtg6mp892vh1,Marafona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845299,118,49,1,13,51,dich5v7sw466smbqap0d9rbyj,1,34.1,67.1,2023-03-18T18:15:19.636Z,2023-03-20T14:51:48Z,,,,,,,,,,,,,,,,,,,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845405,119,1,1,13,52,dich5v7sw466smbqap0d9rbyj,1,31.2,68.9,2023-03-18T18:15:21.204Z,2023-03-18T18:15:24Z,4106889165,212,29.4,4106889159,56,Back,4106889163,141,43.4,4106889167,213,3.8,4106889161,140,8.6,,,,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845469,120,1,1,13,56,dich5v7sw466smbqap0d9rbyj,1,8.6,43.4,2023-03-18T18:15:24.557Z,2023-03-18T18:15:28Z,4106889585,213,0.4,4106889571,157,,4106889583,212,44.0,4106889577,140,46.5,4106889587,1,,4106889573,56,Back,4106889581,141,71.1,,,,12uvfzb3xe7bk4h6xl6c8cet,Thiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845499,121,1,1,14,0,dich5v7sw466smbqap0d9rbyj,1,46.5,71.1,2023-03-18T18:15:28.806Z,2023-03-18T18:15:30Z,4106889725,141,57.0,4106889719,3,,4106889723,140,44.9,4106889727,212,9.7,4106889721,56,Back,4106889729,213,4.5,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845573,122,1,1,14,2,dich5v7sw466smbqap0d9rbyj,1,44.9,61.7,2023-03-18T18:15:30.724Z,2023-03-18T18:15:35Z,4106890129,1,,4106890121,140,73.2,4106890127,213,0.6,4106890123,141,93.3,4106890119,56,Left,4106890117,155,,4106890125,212,36.7,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845581,123,61,1,14,6,dich5v7sw466smbqap0d9rbyj,0,73.2,93.3,2023-03-18T18:15:34.852Z,2023-03-18T18:15:35Z,4106890163,56,Left,,,,,,,,,,,,,,,,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845593,108,49,1,14,7,491xixnlsp75o7cr3w2gc1o0z,1,18.2,11.9,2023-03-18T18:15:35.627Z,2023-03-18T18:15:35Z,,,,,,,,,,,,,,,,,,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845653,109,1,1,14,9,491xixnlsp75o7cr3w2gc1o0z,1,15.9,10.1,2023-03-18T18:15:37.651Z,2023-03-18T18:15:38Z,4106890485,213,2.1,4106890473,56,Back,4106890479,141,30.6,4106890475,140,8.8,4106890483,212,15.8,,,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845677,110,1,1,14,10,491xixnlsp75o7cr3w2gc1o0z,1,8.5,30.9,2023-03-18T18:15:38.475Z,2023-03-18T18:15:39Z,4106890615,212,15.9,4106890609,140,23.5,4106890611,141,27.3,4106890607,56,Back,4106890619,213,6.1,,,,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845693,111,1,1,14,11,491xixnlsp75o7cr3w2gc1o0z,1,23.2,27.7,2023-03-18T18:15:39.707Z,2023-03-18T18:15:41Z,4106890705,141,4.3,4106890707,212,16.1,4106890701,56,Back,4106890703,140,20.8,4106890709,213,4.6,,,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845755,112,1,1,14,12,491xixnlsp75o7cr3w2gc1o0z,1,20.8,4.3,2023-03-18T18:15:41.235Z,2023-03-18T18:15:45Z,4106891069,56,Back,4106891071,140,33.7,4106891077,213,0.8,4106891073,141,25.6,4106891075,212,19.8,,,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845769,113,1,1,14,16,491xixnlsp75o7cr3w2gc1o0z,1,38.9,16.1,2023-03-18T18:15:45.211Z,2023-03-18T18:15:46Z,4106891165,213,5.6,4106891159,140,48.0,4106891161,141,5.5,4106891163,212,12.0,4106891157,56,Back,,,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845783,114,1,1,14,17,491xixnlsp75o7cr3w2gc1o0z,1,48,5.5,2023-03-18T18:15:45.435Z,2023-03-20T14:53:08Z,4106891235,140,38.3,4106891241,213,2.6,4106891233,56,Back,4106891237,141,15.3,4106891239,212,12.2,,,,,,,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845805,115,1,1,14,18,491xixnlsp75o7cr3w2gc1o0z,1,38.5,15.5,2023-03-18T18:15:47.211Z,2023-03-18T18:15:48Z,4106891349,212,9.3,4106891347,141,4.0,4106891351,213,5.3,4106891343,56,Back,4106891345,140,43.3,,,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845853,116,1,1,14,19,491xixnlsp75o7cr3w2gc1o0z,1,43.3,4,2023-03-18T18:15:48.227Z,2023-03-18T18:15:51Z,4106891601,141,44.2,4106891599,140,60.5,4106891607,1,,4106891597,56,Center,4106891603,212,32.8,4106891595,155,,4106891605,213,1.0,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845887,117,1,1,14,22,491xixnlsp75o7cr3w2gc1o0z,1,69.4,41.8,2023-03-18T18:15:51.138Z,2023-03-18T18:15:52Z,4106891791,213,5.9,4106891787,141,31.2,4106891789,212,19.0,4106891813,4,,4106891785,140,86.1,4106891783,56,Center,,,,,,,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521845953,118,1,1,14,27,491xixnlsp75o7cr3w2gc1o0z,0,91.5,27.7,2023-03-18T18:15:55.899Z,2023-03-18T18:15:56Z,4106892201,56,Center,4106892203,140,90.1,4106892209,213,2.0,4106892205,141,33.1,4106892207,212,4.0,,,,,,,,,,d4zft3r7ot8q6dqqhqugbba0a,Fábio Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521846775,132,61,1,14,28,dich5v7sw466smbqap0d9rbyj,1,7.6,71.7,2023-03-18T18:15:56.932Z,2023-03-18T18:16:39Z,4106896707,56,Back,,,,,,,,,,,,,,,,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521846043,124,12,1,14,30,dich5v7sw466smbqap0d9rbyj,1,12.5,56.3,2023-03-18T18:15:59.012Z,2023-03-18T18:16:59Z,4106892653,141,77.0,4106892649,56,Back,4106892651,140,33.3,4106892657,213,0.6,4106892655,212,26.0,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521846051,125,49,1,14,31,dich5v7sw466smbqap0d9rbyj,1,33.1,77.1,2023-03-18T18:15:59.460Z,2023-03-20T14:55:21Z,,,,,,,,,,,,,,,,,,,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521846077,126,1,1,14,32,dich5v7sw466smbqap0d9rbyj,1,32.3,74.9,2023-03-18T18:16:01.100Z,2023-03-18T18:16:02Z,4106892857,212,10.6,4106892859,213,4.3,4106892851,56,Back,4106892855,141,60.6,4106892853,140,28.3,,,,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521846161,127,1,1,14,33,dich5v7sw466smbqap0d9rbyj,1,28.3,60.6,2023-03-18T18:16:02.147Z,2023-03-18T18:16:06Z,4106893245,140,35.1,4106893251,212,21.4,4106893247,141,90.3,4106893255,213,1.2,4106893241,56,Back,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521846341,128,1,1,14,37,dich5v7sw466smbqap0d9rbyj,1,41.5,86.3,2023-03-18T18:16:06.108Z,2023-03-18T18:16:13Z,4106894219,141,91.5,4106894223,213,0.1,4106894221,212,45.8,4106894217,140,85.0,4106894215,56,Left,4106894225,1,,,,,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521846409,129,1,1,14,45,dich5v7sw466smbqap0d9rbyj,1,77.1,85.1,2023-03-18T18:16:13.364Z,2023-03-18T18:16:16Z,4106894573,56,Center,4106894591,213,3.8,4106894585,212,11.9,4106894577,140,68.0,4106894581,141,74.7,,,,,,,,,,3vln1sp3b13v1yhcsd0vl3c2x,Rafa Mújica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521846429,130,1,1,14,47,dich5v7sw466smbqap0d9rbyj,0,70,75.9,2023-03-18T18:16:16.092Z,2023-03-20T14:56:04Z,4106894705,56,Center,4106894711,212,27.6,4113043721,2,,4106894703,155,,4106894713,213,5.5,4113043977,224,,4106894707,140,89.5,4113043979,72,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,4106894709,141,,,,,,,,,,,,,,,,,,,,,48.7,,,,,,,,,,,,
2521846471,119,12,1,14,49,491xixnlsp75o7cr3w2gc1o0z,1,11.2,54.3,2023-03-18T18:16:18.043Z,2023-03-18T18:16:19Z,4106894929,56,Back,4106894993,167,,4106894933,141,30.7,4106894931,140,0.0,4106894939,212,20.3,4106894943,213,4.1,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521846475,120,6,1,14,50,491xixnlsp75o7cr3w2gc1o0z,0,15.4,28.1,2023-03-18T18:16:18.806Z,2023-03-20T14:57:11Z,4106895121,233,131,4106894967,73,,4106894965,56,Back,,,,,,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521846483,131,6,1,14,50,dich5v7sw466smbqap0d9rbyj,1,84.6,71.9,2023-03-18T18:16:18.806Z,2023-03-18T18:24:57Z,4106895021,73,,4106895019,56,Center,4106895095,233,120,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521847395,121,27,1,15,14,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-03-18T18:16:42.508Z,2023-03-18T18:50:28Z,4106899987,41,Injury,4107073445,233,133,4106899989,53,ey0bk9dlqjwsc1aserql73aei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521846919,133,27,1,15,14,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-03-18T18:16:42.508Z,2023-03-18T18:50:28Z,4107073435,233,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521847871,122,28,1,16,3,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-03-18T18:17:31.724Z,2023-03-18T18:17:33Z,4106902579,55,121,4106902609,233,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521847855,134,28,1,16,3,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-03-18T18:17:31.724Z,2023-03-18T18:17:32Z,4106902487,55,133,4106902595,233,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521848183,135,1,1,16,16,dich5v7sw466smbqap0d9rbyj,1,99.5,99.6,2023-03-18T18:17:44.995Z,2023-03-20T14:57:21Z,4106904235,155,,4106904249,1,,4106904241,140,98.4,4106904237,225,,4106904247,213,4.7,4106904227,2,,4106904231,6,,4106904239,56,Center,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,4106904245,212,,4113047015,20,,4106904243,141,4113047013,386,,,,,,,,,,,,,44.8,33.8,,,,,,,,,,,
2521848213,123,45,1,16,20,491xixnlsp75o7cr3w2gc1o0z,0,7.8,68.4,2023-03-18T18:17:48.827Z,2023-03-18T18:17:51Z,4106904467,285,,4106904465,56,Back,4106904513,233,136,,,,,,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521848211,136,3,1,16,20,dich5v7sw466smbqap0d9rbyj,1,92.2,31.6,2023-03-18T18:17:48.827Z,2023-03-20T14:57:28Z,4106904449,286,,4113047197,464,,4106904499,233,123,4106904447,56,Center,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521848281,137,43,1,16,21,dich5v7sw466smbqap0d9rbyj,1,0,0,2023-03-18T18:17:50.107Z,2023-03-18T18:17:56Z,4106904873,56,Center,4106904875,286,0,4106905135,144,3,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521848289,138,4,1,16,23,dich5v7sw466smbqap0d9rbyj,1,91.7,35.1,2023-03-18T18:17:52.250Z,2023-03-18T18:19:15Z,4106904913,56,Center,4106904985,233,124,4106904907,9,,4106904909,13,,4106904923,286,,4106904919,265,,4106912451,348,8zt0zlypar7m1eqj4zu8ul695,4106904917,152,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521848273,124,4,1,16,23,491xixnlsp75o7cr3w2gc1o0z,0,8.3,64.9,2023-03-18T18:17:52.251Z,2023-03-18T18:17:56Z,4106904823,13,,4106904831,285,,4106904825,56,Back,4106904829,265,,4106904821,9,,4106904827,152,,4106905037,233,138,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521850585,125,58,1,18,42,491xixnlsp75o7cr3w2gc1o0z,0,0,0,2023-03-18T18:20:10.858Z,2023-03-18T18:21:42Z,4106918149,56,Back,4106918143,9,,4106918247,233,139,4106918145,138,,4106918147,178,,,,,,,,,,,1k5y6mool4qz2xtg6mp892vh1,Marafona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521850483,139,14,1,18,42,dich5v7sw466smbqap0d9rbyj,1,88.5,50,2023-03-18T18:20:10.858Z,2023-03-20T14:58:26Z,4106919421,458,,4106917589,9,,4106917591,17,,4106919419,390,243155,4106917979,20,,4106919413,74,,4106919427,353,125,4106919415,102,53.0,8zt0zlypar7m1eqj4zu8ul695,João Basso,4106919423,230,,4106917595,214,,4106919417,103,4106919425,231,4106917593,56,Center,,,,,,,,,50,99.9,39.9,,,,,,,,,,,
2521850635,126,5,1,18,46,491xixnlsp75o7cr3w2gc1o0z,1,-0.5,44.2,2023-03-18T18:20:14.514Z,2023-03-18T18:35:19Z,4106924597,233,140,4106918427,346,,4106918425,56,Back,,,,,,,,,,,,,,,,1k5y6mool4qz2xtg6mp892vh1,Marafona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521850521,140,5,1,18,46,dich5v7sw466smbqap0d9rbyj,0,100.5,55.8,2023-03-18T18:20:14.514Z,2023-03-18T18:21:29Z,4106917803,56,Center,4106917805,346,,4106924619,233,126,,,,,,,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521851139,127,18,1,19,19,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-03-18T18:20:47.969Z,2023-03-18T18:20:53Z,4106921361,44,Midfielder,4106921455,55,128,4106921365,59,55,4106921359,41,,,,,,,,,,,,,,ey0bk9dlqjwsc1aserql73aei,Paulo Bernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521851145,128,19,1,19,19,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-03-18T18:20:47.970Z,2023-03-18T18:24:46Z,4106921705,293,3,4106921399,145,8,4106921405,55,127,4106921403,44,Midfielder,4106921703,292,7,4106921395,41,,4106921401,59,22,,,,7jso6ijfblfqjfvfh09wt5g5,Luíz Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521851317,129,1,1,19,30,491xixnlsp75o7cr3w2gc1o0z,0,3,42.1,2023-03-18T18:20:58.802Z,2023-03-18T18:21:04Z,4106922439,56,Center,4106922445,212,60.6,4106922437,124,,4106922443,141,23.4,4106922447,213,6.1,4106922441,140,59.4,4106922453,74,,4106922449,1,,1k5y6mool4qz2xtg6mp892vh1,Marafona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521851313,141,44,1,19,33,dich5v7sw466smbqap0d9rbyj,1,45.4,76.8,2023-03-18T18:21:01.393Z,2023-03-18T18:21:04Z,4106922579,233,130,4106922413,285,,4106922411,56,Back,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521851321,130,44,1,19,33,491xixnlsp75o7cr3w2gc1o0z,0,54.6,23.2,2023-03-18T18:21:01.394Z,2023-03-18T18:21:04Z,4106922609,233,141,4106922475,286,,4106922473,56,Center,,,,,,,,,,,,,,,,d4zft3r7ot8q6dqqhqugbba0a,Fábio Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521851325,142,1,1,19,34,dich5v7sw466smbqap0d9rbyj,0,48,75.5,2023-03-18T18:21:02.514Z,2023-03-18T18:21:03Z,4106922491,212,19.6,4106922487,140,39.8,4106922489,141,100.0,4106922485,56,Back,4106922493,213,2.0,4106922483,3,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521851425,131,5,1,19,35,491xixnlsp75o7cr3w2gc1o0z,1,61.8,-1.7,2023-03-18T18:21:03.405Z,2023-03-18T18:35:19Z,4106923065,233,143,4106923045,56,Right,4106923047,347,,,,,,,,,,,,,,,,,d4zft3r7ot8q6dqqhqugbba0a,Fábio Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521851333,143,5,1,19,35,dich5v7sw466smbqap0d9rbyj,0,38.2,101.7,2023-03-18T18:21:03.405Z,2023-03-18T18:21:11Z,4106922535,347,,4106923093,233,131,4106922533,56,Back,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521851445,132,1,1,19,42,491xixnlsp75o7cr3w2gc1o0z,1,63.4,0,2023-03-18T18:21:11.050Z,2023-03-18T18:21:12Z,4106923183,212,7.5,4106923177,56,Right,4106923181,141,8.6,4106923175,107,,4106923179,140,61.4,4106923185,213,1.9,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521851449,133,1,1,19,43,491xixnlsp75o7cr3w2gc1o0z,1,61.4,8.6,2023-03-18T18:21:11.682Z,2023-03-18T18:21:12Z,4106923199,141,5.8,4106923197,140,53.6,4106923203,213,3.4,4106923201,212,8.4,4106923195,56,Right,,,,,,,,,,7jso6ijfblfqjfvfh09wt5g5,Luíz Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
