id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value,qualifier/16/value,assist
2448135881,5,55,1,0,16,cgvbluoerzbzcr7aaxge3wkcv,1,43.9,32.6,2022-08-19T19:16:30.901Z,2022-09-11T07:52:23Z,,,,,,,,,,,,,,,,,,,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448135815,7,43,1,0,21,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-08-19T19:16:36.189Z,2022-08-19T19:16:57Z,3717143755,56,Center,3717145355,144,61,,,,,,,,,,,,,,,,,,,dqpofsnyszazhkp0t7gtlfi3u,Rodrigo Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448136185,6,1,1,0,41,cgvbluoerzbzcr7aaxge3wkcv,1,24.1,41.9,2022-08-19T19:16:55.777Z,2022-09-11T07:52:51Z,3717145787,5,,3772490505,178,,3717145797,212,17.7,3717145789,241,,3717145793,140,29.6,3717145795,141,17.3,3717145807,189,,3717145791,56,Back,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,3717145799,213,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448136205,7,1,1,0,43,cgvbluoerzbzcr7aaxge3wkcv,1,23.8,16.5,2022-08-19T19:16:57.624Z,2022-09-11T07:52:53Z,3717145921,212,19.1,3717145915,56,Back,3717145919,141,44.5,3717145923,213,1.6,3772490549,178,,3717145917,140,23.1,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448136235,8,1,1,0,49,cgvbluoerzbzcr7aaxge3wkcv,1,25.1,49.5,2022-08-19T19:17:03.983Z,2022-09-11T07:52:57Z,3772490591,178,,3717146087,141,97.5,3717146083,56,Back,3717146085,140,43.1,3717146091,213,1.0,3717146095,1,,3717146089,212,37.7,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448136293,9,1,1,0,52,cgvbluoerzbzcr7aaxge3wkcv,0,43.1,97.5,2022-08-19T19:17:07.215Z,2022-09-11T07:53:06Z,3717146397,141,58.4,3772490697,178,,3717146399,212,39.6,3717146403,1,,3717146391,155,,3717146395,140,71.0,3717146393,56,Center,3717146401,213,5.5,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448136329,8,1,1,0,55,22mo7qbsnyi8wtucpvhgvhw2q,1,28.9,50.3,2022-08-19T19:17:09.572Z,2022-09-11T07:53:16Z,3717146619,141,49.4,3717146623,213,6.2,3717146615,56,Back,3717146621,212,11.1,3717146613,3,,3717146617,140,39.5,3772490813,178,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448136337,9,49,1,0,56,22mo7qbsnyi8wtucpvhgvhw2q,1,39.5,49.4,2022-08-19T19:17:11.380Z,2022-09-11T07:53:25Z,,,,,,,,,,,,,,,,,,,,,,,,,51edb4gy0w4q1wns87xehn2dx,Francisco Geraldes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448136435,10,1,1,0,57,22mo7qbsnyi8wtucpvhgvhw2q,1,39.5,49.4,2022-08-19T19:17:11.454Z,2022-09-11T07:53:29Z,3717147175,56,Center,3717147183,213,5.7,3717147173,155,,3772490951,178,,3717147181,212,23.4,3717147179,141,30.9,3717147177,140,58.3,,,,51edb4gy0w4q1wns87xehn2dx,Francisco Geraldes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448136463,11,1,1,1,1,22mo7qbsnyi8wtucpvhgvhw2q,1,59,54.6,2022-08-19T19:17:15.664Z,2022-09-11T07:53:41Z,3717147337,140,68.4,3772491093,178,,3717147343,213,1.2,3717147335,56,Left,3717147341,212,26.2,3717147339,141,90.3,,,,,,,5bl0qe7l7juksox3s4u76hxat,J. Léa Siliki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448136483,12,1,1,1,3,22mo7qbsnyi8wtucpvhgvhw2q,0,68.3,90.3,2022-08-19T19:17:18.341Z,2022-09-11T07:53:45Z,3717147417,213,5.6,3772491147,178,,3717147409,56,Left,3717147411,140,74.1,3717147413,141,83.6,3717147415,212,7.6,,,,,,,dqpofsnyszazhkp0t7gtlfi3u,Rodrigo Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448136489,10,49,1,1,6,cgvbluoerzbzcr7aaxge3wkcv,1,23.5,11.9,2022-08-19T19:17:20.888Z,2022-09-11T07:54:01Z,,,,,,,,,,,,,,,,,,,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448136545,11,1,1,1,7,cgvbluoerzbzcr7aaxge3wkcv,1,23.8,9.4,2022-08-19T19:17:22.159Z,2022-09-11T07:54:04Z,3717147787,56,Back,3717147789,140,40.2,3717147795,141,14.6,3717147803,213,0.2,3772491415,178,,3717147799,212,17.6,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448136561,12,61,1,1,8,cgvbluoerzbzcr7aaxge3wkcv,1,40.2,14.7,2022-08-19T19:17:23.174Z,2022-09-11T07:54:16Z,3717147889,56,Back,3772491571,178,,,,,,,,,,,,,,,,,,,,1u12u8adgqxh2aaobf9xdo91x,Joca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448136537,13,49,1,1,9,22mo7qbsnyi8wtucpvhgvhw2q,1,57.5,83.6,2022-08-19T19:17:23.726Z,2022-09-11T07:54:19Z,,,,,,,,,,,,,,,,,,,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448136635,14,1,1,1,12,22mo7qbsnyi8wtucpvhgvhw2q,1,63.9,66.7,2022-08-19T19:17:26.454Z,2022-09-11T07:54:25Z,3717148323,212,8.5,3717148319,140,63.0,3717148325,213,4.6,3717148321,141,54.3,3717148317,56,Center,3772491649,178,,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448136667,15,1,1,1,14,22mo7qbsnyi8wtucpvhgvhw2q,1,63.7,61.8,2022-08-19T19:17:28.644Z,2022-09-11T07:54:29Z,3717148523,213,1.9,3717148519,141,91.2,3717148521,212,21.0,3717148515,56,Left,3772491719,178,,3717148517,140,57.6,,,,,,,5bl0qe7l7juksox3s4u76hxat,J. Léa Siliki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448136733,16,1,1,1,16,22mo7qbsnyi8wtucpvhgvhw2q,1,57.6,92.1,2022-08-19T19:17:30.728Z,2022-09-11T07:54:34Z,3717148855,212,15.8,3717148853,141,76.0,3717148851,140,46.7,3772491827,178,,3717148857,213,3.9,3717148849,56,Back,,,,,,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448136867,17,1,1,1,20,22mo7qbsnyi8wtucpvhgvhw2q,1,43.3,73.6,2022-08-19T19:17:34.632Z,2022-09-11T07:54:46Z,3772491887,178,,3717149567,141,83.6,3717150479,210,15,3717149565,140,92.2,3717149563,56,Left,3717149571,213,0.1,3717149569,212,51.8,3717149573,1,,51edb4gy0w4q1wns87xehn2dx,Francisco Geraldes,1,3717149561,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448136873,18,15,1,1,28,22mo7qbsnyi8wtucpvhgvhw2q,1,91.6,68.8,2022-08-19T19:17:42.718Z,2022-09-11T07:54:47Z,3717149617,56,Center,3717150519,215,,3717150089,20,,3717150511,55,17,3717149609,22,,3717150507,78,,3717150123,233,14,3772491989,178,,1xxhkr7nex5mjc9hrxm100lih,Arthur Gomes,,3717150509,29,,3717149613,64,3717150517,103,3717150527,147,55.1,3717150525,146,3717150515,102,51.0,5.1,98.2,,,,,,,,,,,,,,,,,,,
2448136929,14,10,1,1,29,cgvbluoerzbzcr7aaxge3wkcv,1,1.3,46.9,2022-08-19T19:17:43.401Z,2022-09-11T07:54:49Z,3717149879,182,,3717149871,177,,3717149883,56,Back,3717149875,180,,3717150159,233,18,3719004823,376,,,,,,,,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448136923,13,52,1,1,29,cgvbluoerzbzcr7aaxge3wkcv,1,1.3,46.9,2022-08-19T19:17:44.180Z,2022-09-11T07:54:54Z,3772492063,178,,3719005959,376,,,,,,,,,,,,,,,,,,,,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137019,15,1,1,1,34,cgvbluoerzbzcr7aaxge3wkcv,1,6.3,49.3,2022-08-19T19:17:48.401Z,2022-09-11T07:54:55Z,3717150381,140,32.9,3717150379,56,Back,3717150395,1,,3717150385,212,40.4,3717150435,189,,3717150383,141,92.3,3772492077,178,,3717150387,213,0.8,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,3717150377,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137061,16,1,1,1,37,cgvbluoerzbzcr7aaxge3wkcv,1,37.3,88.2,2022-08-19T19:17:51.497Z,2022-09-11T07:55:54Z,3717150677,141,69.5,3717150675,140,37.2,3772492751,178,,3717150673,56,Back,3717150679,212,12.7,3717150681,213,4.7,,,,,,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137095,17,1,1,1,39,cgvbluoerzbzcr7aaxge3wkcv,1,39.3,48.4,2022-08-19T19:17:53.704Z,2022-09-11T07:56:02Z,3717150867,140,45.7,3717150877,213,5.2,3717150873,212,14.0,3717150865,56,Back,3772492829,178,,3717150871,141,30.4,,,,,,,9sfjkb99h1b1obdmedrecag9h,Vitor Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137129,18,1,1,1,41,cgvbluoerzbzcr7aaxge3wkcv,1,46.6,24.9,2022-08-19T19:17:55.551Z,2022-09-11T07:56:07Z,3717151085,212,9.9,3717151079,140,47.3,3717151081,141,10.4,3717151089,213,4.8,3717151077,56,Back,3772492893,178,,,,,,,,1u12u8adgqxh2aaobf9xdo91x,Joca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137177,19,1,1,1,45,cgvbluoerzbzcr7aaxge3wkcv,1,53.9,10.7,2022-08-19T19:18:00.380Z,2022-09-11T07:56:11Z,3717151347,140,41.7,3717151351,212,18.1,3717151353,213,2.4,3717151349,141,29.5,3772492947,178,,3717151345,56,Back,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137217,20,1,1,1,48,cgvbluoerzbzcr7aaxge3wkcv,1,44,30.1,2022-08-19T19:18:02.991Z,2022-09-11T07:56:15Z,3717151559,141,49.1,3717151555,56,Back,3717151557,140,37.9,3717151561,212,14.4,3717151563,213,2.0,3772492999,178,,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137253,21,1,1,1,51,cgvbluoerzbzcr7aaxge3wkcv,1,36.6,65.1,2022-08-19T19:18:05.725Z,2022-09-11T07:56:20Z,3717151757,212,19.6,3772493077,178,,3717151751,56,Back,3717151759,213,1.6,3717151753,140,36.1,3717151755,141,93.9,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137319,22,1,1,1,53,cgvbluoerzbzcr7aaxge3wkcv,1,34.6,88.6,2022-08-19T19:18:07.740Z,2022-09-11T07:56:25Z,3717152119,212,10.2,3717152117,141,97.2,3717152115,140,42.6,3717152121,213,0.6,3772493145,178,,3717152113,56,Back,,,,,,,36bi849x9anyfayunuudgcdbe,Miguel Nóbrega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137347,23,1,1,1,55,cgvbluoerzbzcr7aaxge3wkcv,0,43,97.7,2022-08-19T19:18:09.725Z,2022-09-11T07:56:35Z,3772493305,178,,3717152283,213,6.2,3717152275,56,Left,3717152281,212,28.4,3717152277,140,70.0,3717152279,141,96.3,,,,,,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137571,24,4,1,1,56,cgvbluoerzbzcr7aaxge3wkcv,1,63,95.8,2022-08-19T19:18:10.847Z,2022-09-11T07:56:44Z,3717153411,56,Left,3717153413,152,,3717153407,13,,3717153415,286,,3717153417,233,19,3717153409,294,,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137417,19,4,1,1,56,22mo7qbsnyi8wtucpvhgvhw2q,0,37,4.2,2022-08-19T19:18:10.848Z,2022-09-11T07:56:44Z,3717153891,294,,3717152605,285,,3717152601,152,,3772493423,178,,3717152597,56,Back,3717153435,233,24,3717152595,13,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137731,25,1,1,2,18,cgvbluoerzbzcr7aaxge3wkcv,1,64.2,96.2,2022-08-19T19:18:33.223Z,2022-09-11T07:57:07Z,3717154249,152,,3717154257,212,22.3,3772493729,178,,3717154247,5,,3717154251,56,Back,3717154259,213,3.5,3717154287,189,,3717154253,140,44.0,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,3717154255,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137769,26,1,1,2,19,cgvbluoerzbzcr7aaxge3wkcv,1,43.5,85.7,2022-08-19T19:18:33.761Z,2022-09-11T07:57:18Z,3772493817,178,,3717154411,56,Back,3717154419,212,19.3,3717154423,213,4.5,3717154413,140,38.8,3717154415,141,58.2,,,,,,,36bi849x9anyfayunuudgcdbe,Miguel Nóbrega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137795,27,1,1,2,21,cgvbluoerzbzcr7aaxge3wkcv,1,38.8,58.2,2022-08-19T19:18:36.296Z,2022-09-11T07:57:48Z,3717154559,140,46.7,3717154557,56,Back,3717154561,141,61.5,3717154565,213,0.3,3717154563,212,8.6,3772494117,178,,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137829,28,1,1,2,23,cgvbluoerzbzcr7aaxge3wkcv,1,46,60.8,2022-08-19T19:18:38.379Z,2022-09-11T07:57:56Z,3772494199,178,,3717154747,213,3.9,3717154743,141,47.2,3717154745,212,13.0,3717154741,140,37.3,3717154739,56,Back,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137845,29,1,1,2,27,cgvbluoerzbzcr7aaxge3wkcv,1,37.3,47.2,2022-08-19T19:18:41.663Z,2022-09-11T08:02:10Z,3717154821,140,45.9,3717154823,141,50.4,3717154819,56,Back,3772497393,178,,3717154825,212,9.3,3717154827,213,0.2,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137875,30,1,1,2,29,cgvbluoerzbzcr7aaxge3wkcv,1,45.9,50.4,2022-08-19T19:18:43.539Z,2022-09-11T08:02:15Z,3717155009,56,Back,3717155017,213,1.8,3717155013,141,86.8,3717155015,212,25.6,3772497445,178,,3717155011,140,39.8,,,,,,,9sfjkb99h1b1obdmedrecag9h,Vitor Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137901,31,1,1,2,31,cgvbluoerzbzcr7aaxge3wkcv,1,40.2,86.9,2022-08-19T19:18:46.250Z,2022-09-11T08:02:22Z,3772497529,178,,3717155175,140,52.7,3717155183,212,15.0,3717155185,213,0.5,3717155179,141,97.7,3717155171,56,Left,,,,,,,36bi849x9anyfayunuudgcdbe,Miguel Nóbrega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137921,32,1,1,2,34,cgvbluoerzbzcr7aaxge3wkcv,0,53.9,97.5,2022-08-19T19:18:48.579Z,2022-09-11T08:02:27Z,3717155287,56,Left,3717155293,212,12.7,3717155289,140,64.6,3717155295,213,5.8,3717155291,141,88.7,3772497575,178,,,,,,,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137961,20,8,1,2,34,22mo7qbsnyi8wtucpvhgvhw2q,1,41,10.1,2022-08-19T19:18:49.309Z,2022-09-11T08:02:37Z,3717155469,56,Back,3772497663,178,,3719041673,385,,,,,,,,,,,,,,,,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448137987,21,5,1,2,36,22mo7qbsnyi8wtucpvhgvhw2q,0,34.2,-1.4,2022-08-19T19:18:50.600Z,2022-09-11T08:02:45Z,3717155845,233,33,3717155607,56,Back,3717155609,347,,,,,,,,,,,,,,,,,1e12w0zsray39tnhemg3jy5t5,L. Rosier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448138021,33,5,1,2,36,cgvbluoerzbzcr7aaxge3wkcv,1,65.8,101.4,2022-08-19T19:18:50.600Z,2022-09-11T08:02:45Z,3717155841,233,21,3717155799,347,,3717155797,56,Left,,,,,,,,,,,,,,,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
