id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/10/value,keyPass,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/15/value
2526072159,1,34,16,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2023-03-31T18:22:03.610Z,2023-03-31T19:19:29Z,4150121757,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4150121755,30,"1ocxh5s9uo0s8ag79j7iv6acp, 3gelookco8f9ft0guaec03t3o, 4mvqt04u92wsm1p5ja8fpilii, dyeuxixz75ematbmtiwzcvhzp, 2jskw42u7twkcsxa15hcysiy1, dzq4gg917idfq1rhng1coi5uc, 74hu9pcq0b1z36871v3inexyi, ctkp6xkdg68xonlfkjwe580oa, 1jvpqpf5rak11gh8gilldpgtm, f57x0lswad64sg1mpry8xiadw, a5djhs58ls97llpu6i80dak15, atkoaobhylui34grbharm41xx, dqpofsnyszazhkp0t7gtlfi3u, 31i957f27zym4aj6xdjxu7nit, e4x6fx7njwfevkwf1t0ocyq51, cdkxx5845lj8spbg3ha7m1xm2, 513jimgihzk9w1kuad57jrnxl, 9ylq7ia76wd7pxq3ax9qo8w5x, c9juqy1fmkna7jcozyeg0weeh, 5bl0qe7l7juksox3s4u76hxat",4150121767,197,11679,4150121765,194,dzq4gg917idfq1rhng1coi5uc,4150121769,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4150121759,59,"99, 62, 78, 20, 23, 3, 21, 25, 9, 33, 28, 5, 7, 11, 13, 22, 27, 34, 50, 95",4150121763,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4150121761,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526075045,1,34,16,0,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-03-31T18:26:18.417Z,2023-03-31T18:26:18Z,4150136755,130,8,4150136757,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4150136751,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4150136761,197,388,4150136749,30,"664x98r3mbynnh19u1cx984q, 5drwrn9zmqeyo7h5zhy28mb8q, asoisrxtnm0zynx35ueum4v6d, 3ipb4zd3vz7dpnkyeiw22tal1, as0t8xi6k6nl4l06g23u3jcru, 1ldbn0jnfzcvj7edwlq1z4q8l, ebaganzllbxfacvobgmsu1045, c01muomxuk015zrf9n21ztq7d, 1zf9egrh7cjofd7td62oc5tk9, rzxtat0t3okt8tikf5mvdxm2, 8qxoj7nyhu2prjl3bjfqi2ui1, 8jncnpkifnmg84s5qysuk4y96, 1f57m5jalwzn2xwr3xqtjiy8l, c3byjg1gw75b6wz0wz0bjwij9, 2983qoliizrxvsi9sb9c5wwoa, 4cbaoo2irqtme9goxuz6s3ey2, 4aubucuhe6ic3osisrw73xe51, 5awvo9xetmgwxmqfisawqz90q, 10jwipbmvqza53ja0lwof9be1, 7a78pp4si2drs4st7dqfbhdlg",4150136753,59,"42, 2, 19, 25, 72, 26, 77, 21, 9, 10, 20, 4, 7, 11, 12, 13, 15, 17, 55, 59",4150136763,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4150136759,194,1ldbn0jnfzcvj7edwlq1z4q8l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526112165,2,32,1,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2023-03-31T19:15:38.093Z,2023-04-01T17:16:38Z,4150333867,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526112177,2,32,1,0,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,0,0,2023-03-31T19:15:38.093Z,2023-03-31T19:15:40Z,4150333929,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526112219,3,1,1,0,1,22mo7qbsnyi8wtucpvhgvhw2q,1,49.7,50.2,2023-03-31T19:15:39.193Z,2023-03-31T20:17:49Z,4150334125,212,19.4,4150334119,56,Back,4150334127,213,3.2,4150334123,141,48.5,4150334129,279,S,4150334121,140,31.3,,,,,,,1jvpqpf5rak11gh8gilldpgtm,Alejandro Marqués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526112247,4,1,1,0,3,22mo7qbsnyi8wtucpvhgvhw2q,1,31.7,44.5,2023-03-31T19:15:41.214Z,2023-03-31T19:15:43Z,4150334301,212,9.3,4150334299,141,33.8,4150334303,213,4.0,4150334295,56,Back,4150334297,140,26.2,,,,,,,,,,dyeuxixz75ematbmtiwzcvhzp,João Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526112319,5,1,1,0,5,22mo7qbsnyi8wtucpvhgvhw2q,1,26.7,33.6,2023-03-31T19:15:43.630Z,2023-03-31T19:15:49Z,4150334765,56,Back,4150334775,212,25.6,4150334777,213,1.7,4150334773,141,71.0,4150334769,140,24.0,,,,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526112361,6,1,1,0,11,22mo7qbsnyi8wtucpvhgvhw2q,1,27.8,75.8,2023-03-31T19:15:49.174Z,2023-03-31T19:15:51Z,4150334983,141,95.2,4150334979,56,Back,4150334985,212,14.7,4150334987,213,1.1,4150334981,140,34.0,,,,,,,,,,dzq4gg917idfq1rhng1coi5uc,Bernardo Vital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526112405,7,1,1,0,13,22mo7qbsnyi8wtucpvhgvhw2q,1,33.2,94.7,2023-03-31T19:15:51.566Z,2023-03-31T19:15:54Z,4150335253,213,6.2,4150335249,141,94.0,4150335251,212,10.0,4150335245,56,Back,4150335247,140,42.7,,,,,,,,,,4mvqt04u92wsm1p5ja8fpilii,Tiago Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526112459,8,1,1,0,16,22mo7qbsnyi8wtucpvhgvhw2q,1,42.2,92.2,2023-03-31T19:15:54.206Z,2023-03-31T19:19:11Z,4150335509,140,41.6,4150335511,141,84.6,4150335513,212,5.2,4150335515,213,4.6,4150335505,56,Back,,,,,,,,,,a5djhs58ls97llpu6i80dak15,Carlos Eduardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
