id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/16/value
2502045771,1,34,16,0,0,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2023-01-29T14:29:52.293Z,2023-01-29T15:33:44Z,4002386627,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4002386633,59,"33, 42, 6, 19, 15, 3, 27, 16, 11, 14, 7, 24, 80, 1, 2, 4, 10, 13, 17, 99",4002386637,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4002386635,130,13,4002386639,194,d92r3s9hlaq3k56b503ovjfmd,4002675105,197,7108,4002386641,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4002386623,30,"4k2wic25asdlmuqr17e3s6nkl, 28lucwbes9q95s1j4mgy2s50q, 6uubxxvwp558g19wxmprfqtw5, dqpkkgodtwn11fgpq2c3tlqz9, d92r3s9hlaq3k56b503ovjfmd, dcj62hda8r17fx396ks6w79p1, 2ban1f798o92hq593c8a0nv11, 7btjqixepiu3ykopyvg3k6itx, cwd95dwww2bs1d9wzjpw3ydx, bxbvbqfhiv1hivt3ttxum1uy1, 53unfq55ouhqni5jbl07fyqc5, 2htuct5gfuihhhvx9trpkmj56, 5vdaexx0jnv7shichfmowutt6, 39a3ez9nwq3q2gysqilq9d9ii, 1vw6okufgzi8d2rx2yx3vuhux, 3uvek737jr8909is4vi1d9nxm, 9cju5a96bsq9fqhbl5ub6nisp, 6wjwijfj7i2vvlsxzyzfb2cwl, 3sxd2j3a9d2bukfeu5y9824tl, edk9jemtelz51uoob4quyd4kq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502046995,1,34,16,0,0,cmbqc74mshg77ra7mywec2a6b,1,0,0,2023-01-29T14:31:22.087Z,2023-01-29T15:59:07Z,4002392853,30,"byk4cll4gdgp2n5ocxrb5j1t5, 3776gjrdiqfvch2wk5kde2w2x, 5zbaigi2kpo930z50irfq11p1, 5k74ofoqel095frhszvdmxbhm, aw1gqkqpznn5ku7ca9hy2skix, l8ewedihgtz1oz6ikm333mz8, 36zf6j90b94qls6y50c1xgi51, d7k81mlt4vh9lex8fd10tigh5, 35y61220qzlyedki00vfmioyx, 4h2rr9ltxtw6w2hgzm0tu5jo5, 2r6ma23qtyq2l18m21eksjp7u, 5u3nf7qbreypvi8rut8n8smhh, e7daok5mn6xq7q5sfi5r13105, 9kn7hs1nbc0rcismky05z6zmx, 28029kae9ievarvyirn1cboix, fkx4v1ux771bqn2g9bn3340k, 17zcm8ikgfdl5o4c7o5yhulpm, 4flr4t07s463ioooy31ov8fs9, 7tih9jkxsbmeycu610gshs0h6, 257e4odsfzeqbdyhbqtpokbth",4002392863,194,5zbaigi2kpo930z50irfq11p1,4002392861,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4002392859,130,8,4002392855,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4002392865,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4002665457,197,13168,4002392857,59,"12, 13, 16, 20, 4, 44, 7, 80, 9, 11, 49, 40, 3, 6, 19, 32, 37, 39, 43, 74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101235,2,32,1,0,0,cmbqc74mshg77ra7mywec2a6b,1,0,0,2023-01-29T15:32:28.025Z,2023-01-29T15:32:30Z,4002681939,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101227,2,32,1,0,0,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2023-01-29T15:32:28.025Z,2023-01-31T18:23:10Z,4002681909,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101309,3,1,1,0,0,ewsf6evtguu9j7k6js4tlgl89,1,50.4,50.3,2023-01-29T15:32:28.594Z,2023-02-01T00:05:49Z,4006135253,178,,4002682381,279,S,4002682373,140,28.1,4002682377,212,23.4,4002682375,141,51.8,4002682371,56,Back,4002682379,213,3.1,,,,cwd95dwww2bs1d9wzjpw3ydx,Rafael Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101377,4,1,1,0,2,ewsf6evtguu9j7k6js4tlgl89,1,27.2,52.8,2023-01-29T15:32:30.437Z,2023-02-01T00:05:52Z,4002682803,213,1.1,4006135263,178,,4002682799,141,67.6,4002682795,56,Back,4002682797,140,32.1,4002682801,212,11.3,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101395,5,1,1,0,4,ewsf6evtguu9j7k6js4tlgl89,1,32.1,67.6,2023-01-29T15:32:33.002Z,2023-02-01T00:05:56Z,4002682883,212,15.2,4002682879,140,31.9,4002682877,56,Back,4002682881,141,45.2,4006135279,178,,4002682885,213,4.7,,,,,,,dqpkkgodtwn11fgpq2c3tlqz9,N. Zolotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101425,6,1,1,0,7,ewsf6evtguu9j7k6js4tlgl89,1,31.9,45.2,2023-01-29T15:32:35.829Z,2023-02-01T00:05:59Z,4002683009,141,27.7,4002683005,56,Back,4002683013,213,5.3,4002683007,140,39.4,4006135303,178,,4002683011,212,14.3,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101477,7,1,1,0,11,ewsf6evtguu9j7k6js4tlgl89,1,38.3,27,2023-01-29T15:32:39.046Z,2023-02-01T00:06:03Z,4002683303,213,2.1,4006135323,178,,4002683297,140,33.5,4002683295,56,Back,4002683299,141,38.9,4002683301,212,9.5,,,,,,,dcj62hda8r17fx396ks6w79p1,João Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101541,8,1,1,0,14,ewsf6evtguu9j7k6js4tlgl89,1,33.7,46.9,2023-01-29T15:32:42.764Z,2023-02-01T00:06:07Z,4002683681,213,5.8,4002683673,56,Center,4002683677,141,29.2,4002683675,140,54.2,4006135339,178,,4002683679,212,24.7,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
