id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/14/value,qualifier/12/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2510065951,8,50,1,0,9,26t6lvlpql4w5wu1ih73qpy36,1,72,65.5,2023-02-19T18:02:50.636Z,2023-02-22T05:14:40Z,4044601179,286,,4044601177,56,Center,4044601291,233,4,,,,,,,,,,,,,,,,e5xv1rmy69kwuxjxin653ojqh,Abel Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510065955,4,7,1,0,10,dich5v7sw466smbqap0d9rbyj,0,28,34.5,2023-02-19T18:02:51.484Z,2023-02-22T05:14:44Z,4044601251,233,8,4047726957,384,,4048788523,178,,4044601219,56,Back,4044601221,285,,,,,,,,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510065971,9,1,1,0,12,26t6lvlpql4w5wu1ih73qpy36,1,74.1,41.2,2023-02-19T18:02:53.328Z,2023-02-22T05:14:47Z,4044601317,213,2.5,4044601313,141,47.0,4048788573,178,,4044601315,212,6.7,4044601309,56,Center,4044601311,140,69.0,,,,,,,y6esn24vphnrw3y50poje21h,Bruma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510065991,10,1,1,0,13,26t6lvlpql4w5wu1ih73qpy36,1,69,47,2023-02-19T18:02:54.023Z,2023-02-22T05:14:50Z,4044601419,213,0.8,4044601411,141,53.1,4044601415,212,5.9,4048788621,178,,4044601403,56,Center,4044601407,140,73.0,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510066003,11,1,1,0,14,26t6lvlpql4w5wu1ih73qpy36,1,72.4,51.9,2023-02-19T18:02:55.376Z,2023-02-22T05:14:58Z,4044601505,213,0.6,4048788685,178,,4044601497,56,Center,4044601501,141,54.6,4044601499,140,75.1,4044601503,212,3.4,,,,,,,e5xv1rmy69kwuxjxin653ojqh,Abel Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510066063,12,1,1,0,15,26t6lvlpql4w5wu1ih73qpy36,1,75.1,54.6,2023-02-19T18:02:56.673Z,2023-02-22T05:15:18Z,4044604753,154,,4044601927,213,4.9,4048788781,178,,4044601921,140,76.4,4044604755,22,,4044601923,141,43.1,4044604751,210,16,4044601919,56,Center,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,1,4044601925,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510066069,13,16,1,0,18,26t6lvlpql4w5wu1ih73qpy36,1,81,47.2,2023-02-19T18:02:58.731Z,2023-02-22T05:15:19Z,4044604823,231,50.2,4044604817,215,,4044604807,154,,4044603715,20,,4044604809,55,12,4044604819,328,,4047728311,396,47.8,4048788835,178,,e5xv1rmy69kwuxjxin653ojqh,Abel Ruiz,,4044604821,230,97.2,4044601941,56,Center,4047728309,395,96.9,4044604813,102,46.1,4044604803,80,4044603719,374,2023-02-19 18:02:57.644,4044601939,18,4044603723,375,00:16.942,4044604815,103,12.0,4044604805,29,4044601937,22,,,,,,,
2510066531,5,1,1,1,10,dich5v7sw466smbqap0d9rbyj,1,50.2,50.1,2023-02-19T18:03:51.192Z,2023-02-22T05:15:20Z,4044604539,279,G,4044604531,141,25.9,4048788859,178,,4044604537,1,,4044606127,189,,4044604527,56,Back,4044604535,213,3.6,4044604533,212,37.5,bzt6oj1d4d2x3qez55hlvzpwp,Oday Dabbagh,,4044604529,140,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510066547,6,1,1,1,12,dich5v7sw466smbqap0d9rbyj,1,18.1,25.9,2023-02-19T18:03:53.181Z,2023-02-22T05:15:24Z,4048788937,178,,4044604599,141,4.7,4044604595,56,Back,4044604597,140,21.2,4044604605,213,4.9,4044604601,212,14.8,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510066555,7,1,1,1,14,dich5v7sw466smbqap0d9rbyj,0,21.2,3.4,2023-02-19T18:03:54.971Z,2023-02-22T05:15:28Z,4044604643,1,,4044756135,233,14,4044604631,157,,4044604639,212,4.1,4044756133,236,,4044604637,141,3.4,4044604635,140,25.1,4044756139,286,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,4048788981,178,,4044604641,213,0,4044604633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510066625,14,74,1,1,14,26t6lvlpql4w5wu1ih73qpy36,1,78.8,97.5,2023-02-19T18:03:55.026Z,2023-02-22T05:15:31Z,4044756091,285,,4044756141,233,7,4044604979,56,Left,4048789049,178,,,,,,,,,,,,,,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510066637,8,1,1,1,19,dich5v7sw466smbqap0d9rbyj,1,15.7,10.1,2023-02-19T18:03:59.746Z,2023-02-22T05:15:39Z,4044605041,212,10.0,4044605037,140,13.3,4044605033,157,,4044605045,1,,4044605035,56,Back,4044605043,213,1.8,4048789135,178,,4044605039,141,24.3,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510066629,15,43,1,1,21,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2023-02-19T18:04:01.738Z,2023-02-19T18:51:23Z,4044756407,144,61,4044604987,56,Left,,,,,,,,,,,,,,,,,,,e5xv1rmy69kwuxjxin653ojqh,Abel Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510066665,9,1,1,1,21,dich5v7sw466smbqap0d9rbyj,1,13.3,24.3,2023-02-19T18:04:02.156Z,2023-02-22T05:15:43Z,4044605233,3,,4044605237,140,27.2,4044605241,212,16.1,4044605239,141,14.3,4044605235,56,Back,4044605243,213,5.8,4048789189,178,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510066669,10,1,1,1,23,dich5v7sw466smbqap0d9rbyj,0,27.2,14.3,2023-02-19T18:04:03.869Z,2023-02-22T05:15:47Z,4044605261,56,Back,4044605269,213,0.3,4048789257,388,,4044605265,141,20.6,4044605267,212,16.2,4044605263,140,42.1,4044605259,3,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510066701,16,1,1,1,25,26t6lvlpql4w5wu1ih73qpy36,1,61.5,84,2023-02-19T18:04:05.870Z,2023-02-22T05:15:51Z,4044605415,140,64.7,4044605411,3,,4044605419,212,3.4,4048789285,178,,4044605417,141,84.8,4044605413,56,Left,4044605423,213,0.2,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510066761,19,4,1,1,26,26t6lvlpql4w5wu1ih73qpy36,1,63.4,79,2023-02-19T18:04:07.232Z,2023-02-22T05:16:04Z,4044605703,233,11,4044605663,152,,4044605655,13,,4044605661,56,Left,4044605657,294,,4044605665,286,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510066765,11,4,1,1,26,dich5v7sw466smbqap0d9rbyj,0,36.6,21,2023-02-19T18:04:07.233Z,2023-02-22T05:16:03Z,4048789421,388,,4044605677,13,,4044605683,152,,4044605707,233,19,4044605679,294,,4044605681,56,Back,4044605685,285,,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510066709,17,43,1,1,27,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2023-02-19T18:04:08.234Z,2023-02-19T18:04:14Z,4044605777,144,44,4044605437,286,0,4044605435,56,Left,,,,,,,,,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510066715,18,43,1,1,27,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2023-02-19T18:04:08.281Z,2023-02-19T18:04:13Z,4044605447,3,0,4044605459,213,0.1,4044605451,56,Left,4044605767,144,1,4044605455,141,85.4,4044605457,212,4.2,4044605449,168,0,4044605453,140,68.7,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510067259,20,1,1,2,8,26t6lvlpql4w5wu1ih73qpy36,1,63.4,88.2,2023-02-19T18:04:49.111Z,2023-02-22T05:16:28Z,4044607931,152,,4044607939,212,0.9,4048789759,178,,4044607935,140,63.0,4044607943,213,4.2,4044607937,141,87.0,4044607933,56,Left,4044607929,5,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510067293,21,1,1,2,11,26t6lvlpql4w5wu1ih73qpy36,0,65.4,84.8,2023-02-19T18:04:52.178Z,2023-02-22T05:16:31Z,4044608063,56,Center,4047750005,223,,4044608065,140,90.4,4044608073,1,,4048789805,178,,4044608071,213,5.5,4044608059,2,,4044608067,141,42.4,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,,4047750007,20,,4044608069,212,39.0,4044608061,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510067317,12,12,1,2,13,dich5v7sw466smbqap0d9rbyj,1,9.7,59.7,2023-02-19T18:04:54.032Z,2023-02-22T05:16:34Z,4044608171,212,19.8,4044608167,140,26.2,4044608193,15,,4044608173,213,0.5,4044608169,141,73.8,4048789839,388,,4044608165,56,Back,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510067409,22,1,1,2,17,26t6lvlpql4w5wu1ih73qpy36,0,88.2,12.1,2023-02-19T18:04:58.525Z,2023-02-22T05:16:39Z,4044608557,140,100.0,4048789913,178,,4044608551,155,,4044608567,213,1.2,4047750837,20,,4044608559,141,60.2,4047750835,224,,4044608549,2,,y6esn24vphnrw3y50poje21h,Bruma,,4044608575,1,,4044608555,56,Center,4044608563,212,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510067397,13,5,1,2,19,dich5v7sw466smbqap0d9rbyj,1,-1.4,38,2023-02-19T18:05:00.378Z,2023-02-22T05:16:44Z,4044608509,346,,4044608507,56,Back,4044608653,233,23,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510067413,23,5,1,2,19,26t6lvlpql4w5wu1ih73qpy36,0,101.4,62,2023-02-19T18:05:00.378Z,2023-02-22T05:16:44Z,4044608589,346,,4044608587,56,Center,4044608665,233,13,,,,,,,,,,,,,,,,y6esn24vphnrw3y50poje21h,Bruma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510067791,14,1,1,2,45,dich5v7sw466smbqap0d9rbyj,1,3.5,45.5,2023-02-19T18:05:26.134Z,2023-02-22T05:16:53Z,4044610139,141,20.8,4044610143,213,5.8,4044610145,1,,4044610137,140,36.8,4047751227,189,,4044610135,56,Back,4044610133,124,,4044610149,74,,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,4044610141,212,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510067817,15,1,1,2,46,dich5v7sw466smbqap0d9rbyj,0,41.6,18.7,2023-02-19T18:05:27.412Z,2023-02-22T05:16:57Z,4044610249,56,Center,4044610253,141,21.3,4044610257,213,0.0,4048790143,178,,4044610259,1,,4044610247,155,,4044610251,140,87.4,4044610255,212,48.1,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510067845,24,52,1,2,52,26t6lvlpql4w5wu1ih73qpy36,1,5.1,77.4,2023-02-19T18:05:33.348Z,2023-02-22T05:17:01Z,4047751931,376,,4048790191,178,,,,,,,,,,,,,,,,,,,,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510067953,25,1,1,2,56,26t6lvlpql4w5wu1ih73qpy36,1,8.6,70.2,2023-02-19T18:05:36.762Z,2023-02-22T05:17:04Z,4047751985,189,,4044610877,213,1.0,4044610873,141,84.6,4044610869,56,Back,4044610875,212,11.4,4044610871,140,14.2,4048790225,178,,4044610867,123,,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510068087,26,1,1,2,59,26t6lvlpql4w5wu1ih73qpy36,1,14.2,84.6,2023-02-19T18:05:40.578Z,2023-02-22T05:17:08Z,4044611451,56,Back,4048790271,178,,4044611459,213,4.4,4044611455,141,50.9,4044611453,140,6.5,4044611457,212,24.3,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510068137,27,1,1,3,8,26t6lvlpql4w5wu1ih73qpy36,0,5.6,42.1,2023-02-19T18:05:49.645Z,2023-02-22T05:17:12Z,4044611745,140,21.6,4044611741,155,,4044611753,1,,4044611749,212,33.8,4048790307,178,,4044611743,56,Back,4044611747,141,0.0,4044611751,213,5.2,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510068145,16,5,1,3,13,dich5v7sw466smbqap0d9rbyj,1,73.1,101.2,2023-02-19T18:05:53.731Z,2023-02-22T05:17:17Z,4044611795,233,28,4044611779,347,,4044611777,56,Left,,,,,,,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510068141,28,5,1,3,13,26t6lvlpql4w5wu1ih73qpy36,0,26.9,-1.2,2023-02-19T18:05:53.731Z,2023-02-22T05:17:18Z,4044611803,233,16,4044611759,56,Back,4044611761,347,,,,,,,,,,,,,,,,,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510068257,17,1,1,3,21,dich5v7sw466smbqap0d9rbyj,1,67.8,100,2023-02-19T18:06:02.072Z,2023-02-22T05:17:19Z,4044612261,107,,4044612269,212,10.2,4044612265,140,70.8,4044612267,141,87.3,4044612263,56,Left,4044612271,213,5.0,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510068295,18,1,1,3,22,dich5v7sw466smbqap0d9rbyj,1,70.8,87.3,2023-02-19T18:06:03.643Z,2023-02-22T05:17:24Z,4048790423,178,,4044612461,212,7.2,4044612457,141,92.5,4044612449,56,Left,4044612453,140,64.8,4044612465,213,2.6,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510068323,19,1,1,3,25,dich5v7sw466smbqap0d9rbyj,1,66.8,83.4,2023-02-19T18:06:06.012Z,2023-02-22T05:17:27Z,4044612591,141,56.9,4044612587,56,Center,4044612595,213,5.1,4044612593,212,19.7,4048790479,178,,4044612589,140,74.3,,,,,,,1doj252anzqdzn5fknqr5i31l,I. Soro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510068339,20,1,1,3,26,dich5v7sw466smbqap0d9rbyj,1,74.3,56.9,2023-02-19T18:06:06.982Z,2023-02-22T05:17:32Z,4044612657,213,3.0,4048790521,178,,4044612649,56,Center,4044612653,141,58.3,4044612651,140,65.3,4044612655,212,9.5,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510068353,21,1,1,3,27,dich5v7sw466smbqap0d9rbyj,1,65.3,58.3,2023-02-19T18:06:08.046Z,2023-02-22T05:17:36Z,4044612735,56,Center,4044612741,141,23.8,4048790573,178,,4044612749,212,25.0,4044612753,213,5.1,4044612737,140,73.4,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510068393,22,1,1,3,30,dich5v7sw466smbqap0d9rbyj,1,73.3,23.8,2023-02-19T18:06:10.752Z,2023-02-22T05:17:40Z,4044612921,212,22.0,4044612923,213,6.1,4044612919,141,19.2,4048790629,178,,4044612917,140,94.0,4044612915,56,Right,,,,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510858991,976,67,1,3,32,dich5v7sw466smbqap0d9rbyj,1,93.8,19,2023-02-19T18:06:13.193Z,2023-02-22T09:14:00Z,4048807707,233,984,,,,,,,,,,,,,,,,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510858989,984,67,1,3,32,26t6lvlpql4w5wu1ih73qpy36,0,6.2,81,2023-02-19T18:06:13.194Z,2023-02-22T05:46:36Z,4048807717,233,976,,,,,,,,,,,,,,,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510068397,23,61,1,3,32,dich5v7sw466smbqap0d9rbyj,0,94,18.2,2023-02-19T18:06:13.337Z,2023-02-22T09:14:00Z,4044612943,56,Right,4048790783,178,,,,,,,,,,,,,,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510068437,29,49,1,3,33,26t6lvlpql4w5wu1ih73qpy36,1,7.7,75.3,2023-02-19T18:06:14.665Z,2023-02-22T05:18:06Z,,,,,,,,,,,,,,,,,,,,,,,,,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
