id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2538847975,1,34,16,0,0,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-04-24T18:06:58.684Z,2023-04-24T18:10:28Z,4218069429,59,"1, 47, 11, 2, 4, 26, 15, 5, 79, 10, 28, 12, 13, 16, 17, 18, 19, 25, 33, 84",4218069427,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4218069431,130,13,4218069439,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4218069437,197,12815,4218069435,194,a9htjxrpgqlcv577x4kvlkh5h,4218069433,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4218069425,30,"342kh2ue733edf9q7s0a2edat, 10k53pv13mw9hzllv70umgzbp, a9ozu4hjaylfr4299ceryskid, 3fo37mb4cp6lb0e86hhiyvu8l, a9htjxrpgqlcv577x4kvlkh5h, 38339rg6eqprxc0w976gozjmc, 8jfjglichcg0py57hhri5v0fd, d9i8y5vlymc2yggwxrax8wcbu, 2m5jzeksbet8ltn3shk2exox6, 6x3qvqsp90kjsps3e4wx0oxqt, eee0bq4dkdn91l81e8cf1zxpm, cuc7gtr9q0465wxmzgq834ag9, 1kn0x4n8grpc1cx46ctnmajth, a7twqgp3fp43y1aoybfe2i8d1, 83ekq1r2omnsazmp41pio8s89, 6cx5c6bzp1hq6c1vui53mxzx0, 3e8mxxfs5q7gt4lg2beqpkwyd, cayu6id8xmj67n29s2x3bsbxm, 1xxhkr7nex5mjc9hrxm100lih, 1g8xr073jl9jwmh5yrco855d6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538848911,2,34,16,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2023-04-24T18:09:02.757Z,2023-04-24T19:18:56Z,4218075311,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4218075301,59,"63, 2, 72, 3, 22, 83, 21, 98, 17, 7, 90, 8, 9, 11, 20, 24, 28, 33, 53, 80",4218075309,197,13271,4218075307,194,2cs8bo4l70gbkudh3gqazb105,4218075305,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4218075297,30,"e2nsy4zv5hw9x13mp604tr8ix, d30uqfrs7mqb6jnj99qgyr28k, 9avbe1i215rk0o2j16iq0u2nd, 6ram2zlda1gvj947zzmab68r9, 2lur2ts61wwrsvih1lb1jee50, 5desb812yn2icc8d2lew7lu22, 2cs8bo4l70gbkudh3gqazb105, bgcphqeckm71jpbnzjivrnug9, 7jqin4ptb8of32u4e646mxwtm, 53sq02gs09i7chjvx2zfwdaz9, 1899balq50r7vbqqf8qwjlxpl, 2456sb5oj15equsuu5npj43my, 35csuq89nc1zgpc4j2mdav6jt, 1ziaf8ivlizetjhinr9ua6uax, 4tyjzyixiz32zfs37qs4u6ve2, 3x1y10rgm8bbu3zgef74b05ck, exasml2zx1pe8runrm6oh5dsk, evwzikhqpwulci3y20ckeoc15, t89fo4c79gkcq5wowch0xwd0, 1qcf5gb8wf8f4tu94xh96yqy",4218075303,130,13,4218075299,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538881725,3,32,1,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2023-04-24T19:15:56.094Z,2023-04-25T19:19:09Z,4218258315,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538881713,3,32,1,0,0,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-04-24T19:15:56.094Z,2023-04-24T19:15:56Z,4218258273,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538881775,4,1,1,0,0,7catg5lpivcmpf4xhggh6d8rk,1,50,50,2023-04-24T19:15:56.194Z,2023-04-24T19:17:27Z,4218258561,279,S,4218258559,213,2.9,4218258557,212,9.3,4218258551,56,Back,4218258553,140,41.4,4218258555,141,53.0,,,,,,,2m5jzeksbet8ltn3shk2exox6,Youssef Chermiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538881795,5,1,1,0,3,7catg5lpivcmpf4xhggh6d8rk,1,39.1,58.4,2023-04-24T19:15:59.444Z,2023-04-24T19:17:56Z,4218258665,141,75.9,4218258663,140,33.4,4218258661,56,Back,4218258667,212,13.3,4218258669,213,2.0,,,,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538881803,6,1,1,0,6,7catg5lpivcmpf4xhggh6d8rk,1,32.6,76.1,2023-04-24T19:16:02.212Z,2023-04-24T19:17:58Z,4218258703,141,49.6,4218258705,212,18.4,4218258707,213,4.5,4218258699,56,Back,4218258701,140,29.3,,,,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538881807,7,1,1,0,8,7catg5lpivcmpf4xhggh6d8rk,1,29.3,49.6,2023-04-24T19:16:04.572Z,2023-04-24T19:17:59Z,4218258725,140,27.7,4218258729,212,13.2,4218258723,56,Back,4218258731,213,4.6,4218258727,141,30.4,,,,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538881825,8,1,1,0,10,7catg5lpivcmpf4xhggh6d8rk,1,27.7,30.4,2023-04-24T19:16:07.084Z,2023-04-24T19:16:08Z,4218258817,141,47.5,4218258819,212,11.7,4218258815,140,27.0,4218258821,213,1.6,4218258813,56,Back,,,,,,,,,,38339rg6eqprxc0w976gozjmc,O. Diomande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538881843,9,1,1,0,12,7catg5lpivcmpf4xhggh6d8rk,1,27,47.5,2023-04-24T19:16:08.508Z,2023-04-24T19:16:10Z,4218258895,56,Back,4218258901,212,7.6,4218258899,141,55.8,4218258903,213,0.8,4218258897,140,31.8,,,,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
