id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value
2526841083,1,34,16,0,0,cmbqc74mshg77ra7mywec2a6b,1,0,0,2023-04-01T18:29:58.679Z,2023-04-01T19:34:40Z,4154171359,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4154171361,59,"12, 95, 16, 80, 2, 20, 49, 40, 19, 9, 7, 4, 6, 11, 13, 21, 32, 37, 39, 74",4154171371,194,4bsxzg78o3q9ot7bdngx9k5at,4154171363,130,2,4154171357,30,"byk4cll4gdgp2n5ocxrb5j1t5, 4bsxzg78o3q9ot7bdngx9k5at, 5zbaigi2kpo930z50irfq11p1, d7k81mlt4vh9lex8fd10tigh5, 3qbeypoqvj93wzbbqd1upx7f9, 5k74ofoqel095frhszvdmxbhm, 2r6ma23qtyq2l18m21eksjp7u, 5u3nf7qbreypvi8rut8n8smhh, 28029kae9ievarvyirn1cboix, 35y61220qzlyedki00vfmioyx, 36zf6j90b94qls6y50c1xgi51, aw1gqkqpznn5ku7ca9hy2skix, 9kn7hs1nbc0rcismky05z6zmx, 4h2rr9ltxtw6w2hgzm0tu5jo5, 3776gjrdiqfvch2wk5kde2w2x, caczqvr2l880frsd32nbjorxm, fkx4v1ux771bqn2g9bn3340k, 17zcm8ikgfdl5o4c7o5yhulpm, 4flr4t07s463ioooy31ov8fs9, 257e4odsfzeqbdyhbqtpokbth",4154171373,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4154485765,197,5027,4154171367,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526846437,1,34,16,0,0,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-04-01T18:35:50.461Z,2023-04-01T18:35:50Z,4154202205,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4154202211,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4154202203,30,"342kh2ue733edf9q7s0a2edat, 1xxhkr7nex5mjc9hrxm100lih, a9ozu4hjaylfr4299ceryskid, 3fo37mb4cp6lb0e86hhiyvu8l, cayu6id8xmj67n29s2x3bsbxm, 38339rg6eqprxc0w976gozjmc, 8jfjglichcg0py57hhri5v0fd, eee0bq4dkdn91l81e8cf1zxpm, c270jephiphzfpig96q3jyz11, 6x3qvqsp90kjsps3e4wx0oxqt, 83ekq1r2omnsazmp41pio8s89, 6hnzgiw8h1itz9l2j3sb6oeeh, d9i8y5vlymc2yggwxrax8wcbu, 1ovfx9uqyflqar5cu0uishsyx, cuc7gtr9q0465wxmzgq834ag9, 1kn0x4n8grpc1cx46ctnmajth, a7twqgp3fp43y1aoybfe2i8d1, 9qp4xdwqq8odu20tto0zztz4k, 2m5jzeksbet8ltn3shk2exox6, 4hhwub45239nculr9sowalr10",4154202207,59,"1, 33, 11, 2, 25, 26, 15, 28, 20, 10, 17, 3, 5, 6, 12, 13, 16, 32, 79, 98",4154202209,130,13,4154202215,197,12815,4154202213,194,342kh2ue733edf9q7s0a2edat,4154202217,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526904149,2,32,1,0,0,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-04-01T19:33:40.425Z,2023-04-01T19:33:40Z,4154515469,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526904171,3,32,1,0,0,cmbqc74mshg77ra7mywec2a6b,1,0,0,2023-04-01T19:33:40.425Z,2023-04-01T19:33:43Z,4154515553,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526904237,3,1,1,0,0,7catg5lpivcmpf4xhggh6d8rk,1,50,50,2023-04-01T19:33:41.121Z,2023-04-01T19:37:37Z,4154515919,213,2.5,4154515915,141,56.1,4154515921,279,S,4154515913,140,45.2,4154515911,56,Back,4154515917,212,6.5,,,,,,,c270jephiphzfpig96q3jyz11,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,
2526904283,4,1,1,0,3,7catg5lpivcmpf4xhggh6d8rk,1,45.2,56.1,2023-04-01T19:33:43.995Z,2023-04-01T19:33:46Z,4154516179,212,7.0,4154516181,213,4.6,4154516177,141,45.8,4154516175,140,44.7,4154516173,56,Back,,,,,,,,,,eee0bq4dkdn91l81e8cf1zxpm,Pote,,,,,,,,,,,,,,,,,,,,,,,,,,
2526904317,5,1,1,0,6,7catg5lpivcmpf4xhggh6d8rk,1,44.7,45.8,2023-04-01T19:33:46.716Z,2023-04-01T19:33:47Z,4154516339,141,75.0,4154516341,212,20.7,4154516337,140,39.0,4154516335,56,Back,4154516343,213,1.9,,,,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,
2526904379,6,1,1,0,7,7catg5lpivcmpf4xhggh6d8rk,1,39,75,2023-04-01T19:33:47.691Z,2023-04-01T19:33:50Z,4154516671,140,39.1,4154516669,56,Back,4154516675,212,17.3,4154516673,141,49.6,4154516677,213,4.7,,,,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,
2526904429,7,1,1,0,9,7catg5lpivcmpf4xhggh6d8rk,1,42.9,47.8,2023-04-01T19:33:49.900Z,2023-04-01T19:33:52Z,4154516925,140,43.4,4154516923,56,Back,4154516927,141,23.9,4154516929,212,16.3,4154516931,213,4.7,,,,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,
2526904529,8,1,1,0,11,7catg5lpivcmpf4xhggh6d8rk,1,43,23.9,2023-04-01T19:33:51.980Z,2023-04-01T19:33:56Z,4154517441,140,39.1,4154517439,56,Back,4154517443,141,37.4,4154517445,212,10.1,4154517447,213,2.0,,,,,,,,,,38339rg6eqprxc0w976gozjmc,O. Diomande,,,,,,,,,,,,,,,,,,,,,,,,,,
2526904591,9,1,1,0,15,7catg5lpivcmpf4xhggh6d8rk,1,44.7,46.9,2023-04-01T19:33:56.027Z,2023-04-01T19:33:59Z,4154517787,56,Center,4154517791,141,75.8,4154517793,212,20.7,4154517795,213,1.3,4154517789,140,50.8,,,,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,
2526904641,10,1,1,0,19,7catg5lpivcmpf4xhggh6d8rk,1,53.7,86.3,2023-04-01T19:33:59.852Z,2023-04-01T19:34:02Z,4154518103,212,14.9,4154518097,56,Back,4154518105,213,4.0,4154518099,140,43.9,4154518101,141,70.4,,,,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,
2526904705,11,1,1,0,21,7catg5lpivcmpf4xhggh6d8rk,1,45.9,61.4,2023-04-01T19:34:02.284Z,2023-04-01T19:34:06Z,4154518467,212,23.8,4154518469,213,5.0,4154518465,141,28.0,4154518463,140,52.6,4154518461,56,Center,,,,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,
2526904763,12,1,1,0,25,7catg5lpivcmpf4xhggh6d8rk,0,54.2,23.2,2023-04-01T19:34:05.932Z,2023-04-01T19:34:20Z,4154518783,140,96.6,4154518785,141,40.4,4154518787,212,46.0,4154520011,4,,4154518779,155,,4154518791,1,,4154518781,56,Center,4154518789,213,0.3,38339rg6eqprxc0w976gozjmc,O. Diomande,,,,,,,,,,,,,,,,,,,,,,,,,,
2526904767,4,52,1,0,28,cmbqc74mshg77ra7mywec2a6b,1,2.9,56.6,2023-04-01T19:34:09.032Z,2023-04-01T19:34:09Z,,,,,,,,,,,,,,,,,,,,,,,,,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,
2526905071,5,1,1,0,40,cmbqc74mshg77ra7mywec2a6b,0,13.4,48.8,2023-04-01T19:34:20.885Z,2023-04-01T19:34:31Z,4154520603,212,54.5,4154520601,141,26.3,4154520599,140,63.2,4154520595,199,,4154520605,213,6.0,4154520607,1,,4154520597,56,Center,,,,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,
2526905109,13,1,1,0,44,7catg5lpivcmpf4xhggh6d8rk,1,29.5,72.9,2023-04-01T19:34:25.149Z,2023-04-01T19:34:27Z,4154520791,3,,4154520799,141,62.9,4154520801,212,7.5,4154520795,56,Back,4154520797,140,32.4,4154520803,213,5.1,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,
2526905119,14,49,1,0,46,7catg5lpivcmpf4xhggh6d8rk,1,32.4,62.9,2023-04-01T19:34:27.405Z,2023-04-01T19:34:28Z,,,,,,,,,,,,,,,,,,,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,
2526905145,15,1,1,0,47,7catg5lpivcmpf4xhggh6d8rk,1,32.4,62.9,2023-04-01T19:34:28.253Z,2023-04-01T19:34:29Z,4154521009,141,70.7,4154521013,213,1.9,4154521011,212,5.6,4154521003,56,Back,4154521007,140,30.8,,,,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,
2526905203,16,1,1,0,49,7catg5lpivcmpf4xhggh6d8rk,1,30.8,70.7,2023-04-01T19:34:29.564Z,2023-04-01T19:34:32Z,4154521309,212,10.6,4154521307,141,55.2,4154521311,213,4.6,4154521303,56,Back,4154521305,140,29.7,,,,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,
2526905235,17,1,1,0,51,7catg5lpivcmpf4xhggh6d8rk,1,37.3,51.8,2023-04-01T19:34:32.173Z,2023-04-01T19:34:34Z,4154521463,213,4.8,4154521461,212,16.4,4154521455,56,Back,4154521459,141,27.8,4154521457,140,38.6,,,,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,
2526905309,18,1,1,0,54,7catg5lpivcmpf4xhggh6d8rk,1,41.1,25.3,2023-04-01T19:34:34.701Z,2023-04-01T19:34:38Z,4154521849,212,22.3,4154521839,140,57.6,4154521835,56,Right,4154521851,213,5.6,4154521843,141,4.6,,,,,,,,,,38339rg6eqprxc0w976gozjmc,O. Diomande,,,,,,,,,,,,,,,,,,,,,,,,,,
