id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2529846099,1,34,16,0,0,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-04-07T16:30:45.806Z,2023-04-07T17:08:52Z,4170181551,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4170181549,130,8,4170181555,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4170181543,30,"d79vlrccz170hzdh35nhsf1ed, aavcrjkupdm4kglaae4fiqzmd, av5ng2yhu8q1lqacekmxci0ut, el6dn7kq3815p2zd4rppzzw7p, 58i5y98ceb55anpucpru7skb9, 37usxvspofewb3djlg67lp1hx, a6r2hqalh9ydoy2a8uv9rztux, 5966ij9cde66bhi1g39kxia51, 97vuoqg0x9nx56dmd9u5e12hh, 8y0e1y90ih393h7zv7srfot79, 2j8v4lkqeg1bcqp77ezseo8vd, 3enoici51osego5k1w41fuaqd, 19s3ei718jouszy30uxli8xd5, xbk4zraauvq1cj1w5yz08kb9, f3zl8ymo5ttze20sffzk044q1, dowh6oc93ggduous7ligguqne, 1nd8l0ofw9x779c0ufwbbo4ph, 2wl0uylmkzi2ls7v4amgaa1yi, cpmfjroqtibaahb1dr66pl2i1, cdir3jevzi4o8edgtfwu6jfca",4170181547,59,"99, 18, 22, 8, 3, 5, 11, 16, 9, 25, 13, 2, 12, 14, 19, 23, 29, 30, 46, 70",4170181545,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4170181553,194,58i5y98ceb55anpucpru7skb9,4170229879,197,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529846109,1,34,16,0,0,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2023-04-07T16:30:48.805Z,2023-04-07T17:00:29Z,4170181657,59,"99, 6, 3, 22, 66, 30, 20, 61, 88, 27, 8, 2, 4, 7, 19, 21, 24, 33, 87, 91",4170181661,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4170181653,30,"7jtc6yk5xu4cm1an97wrgozbp, 9j0v9bomstpbku7nnmqp8n7c9, 12f4mz064elnxecq2srl7r6j9, yzee990gbkpl00qdgr6h3r2t, 2p86mzr8qnu9iy01fusvovf56, x32fbvwwxkda9ruezw67b3dh, fvuj5umkjxxb1btu6004xjh1, 5t952swvuoed4pdwgbi4yjhex, 9v4l7ic3ve6d22c0gs9p1oe3u, 37ao6cj3w5pd5v5ap79fqlxw5, 4dh4ws8ehn6uywozt6ygczs2d, 7qwzed85qna21zisvvatrjlxx, er2t5qzxjzjgiz64l5qqk3mjt, 7pi4j76iy3cfh0bfkxf9x8ell, 3o4tq8qooplx2izq9rucgu7d, f4p22zbcs9l5dwhvqg6wstmcq, chfqy504a1mnfs67pbdbk0jfu, bxcpii8qeyw2duignml45sc15, 929ho421g2zacylfc97m23uac, bocgbpxctelmsucqoba2dujca",4170181665,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4170181659,130,8,4170181655,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4170181663,194,x32fbvwwxkda9ruezw67b3dh,4170229795,197,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855021,2,32,1,0,0,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2023-04-07T17:02:10.106Z,2023-04-09T07:59:04Z,4170231785,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855029,2,32,1,0,0,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-04-07T17:02:10.106Z,2023-04-07T17:02:13Z,4170231819,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855053,3,1,1,0,0,66bsnl0zjb7l5akwo00h0y5me,1,50,50,2023-04-07T17:02:10.125Z,2023-04-09T08:36:45Z,4170231931,212,16.2,4170231935,279,S,4170231925,56,Back,4175685423,178,,4170231927,140,35.2,4170231933,213,2.9,4170231929,141,56.7,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855065,4,1,1,0,2,66bsnl0zjb7l5akwo00h0y5me,1,35.2,56.7,2023-04-07T17:02:12.443Z,2023-04-09T08:36:52Z,4170232007,213,5.5,4170231999,56,Right,4170232003,141,3.7,4170232009,1,,4170231997,155,,4175685521,178,,4170232005,212,50.5,4170232001,140,68.9,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855095,6,44,1,0,5,66bsnl0zjb7l5akwo00h0y5me,1,66.6,10.2,2023-04-07T17:02:15.192Z,2023-04-09T12:46:52Z,4170232153,56,Right,4170232155,286,,4170232169,233,4,,,,,,,,,,,,,,,,5966ij9cde66bhi1g39kxia51,M. Grujić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855089,4,44,1,0,5,9ldqu49smv1xg2va0n2cy28zl,0,33.4,89.8,2023-04-07T17:02:15.193Z,2023-04-09T08:36:58Z,4170232137,285,,4170232133,56,Back,4170232571,233,6,,,,,,,,,,,,,,,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529856491,45,1,1,0,5,66bsnl0zjb7l5akwo00h0y5me,0,63.4,3.5,2023-04-07T17:02:15.210Z,2023-04-09T12:46:53Z,4170239859,213,6.1,4170239857,212,2.3,4170239853,140,65.6,4170239849,3,,4175685765,388,,4170239855,141,2.9,4170239851,56,Right,,,,5966ij9cde66bhi1g39kxia51,M. Grujić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855201,11,61,1,0,5,9ldqu49smv1xg2va0n2cy28zl,1,30.1,94.4,2023-04-07T17:02:15.263Z,2023-04-09T08:37:23Z,4170232697,56,Back,4175686033,178,,,,,,,,,,,,,,,,,,,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855087,5,44,1,0,7,66bsnl0zjb7l5akwo00h0y5me,1,67,9.9,2023-04-07T17:02:17.376Z,2023-04-09T12:46:53Z,4170232129,286,,4170232127,56,Right,4170232555,233,3,,,,,,,,,,,,,,,,5966ij9cde66bhi1g39kxia51,M. Grujić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855079,3,44,1,0,7,9ldqu49smv1xg2va0n2cy28zl,0,33,90.1,2023-04-07T17:02:17.377Z,2023-04-09T08:39:07Z,4170232173,233,5,4170232075,56,Back,4170232077,285,,,,,,,,,,,,,,,,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855101,7,1,1,0,7,66bsnl0zjb7l5akwo00h0y5me,0,67.4,11,2023-04-07T17:02:17.411Z,2023-04-09T12:46:53Z,4175688211,388,,4170232167,213,0.5,4170232163,141,12.7,4170232165,212,2.4,4170232157,3,,4170232161,140,69.4,4170232159,56,Right,,,,5966ij9cde66bhi1g39kxia51,M. Grujić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855093,5,61,1,0,7,9ldqu49smv1xg2va0n2cy28zl,1,33.8,88,2023-04-07T17:02:17.430Z,2023-04-09T08:39:16Z,4170232151,56,Back,4175688519,15,,4175688521,388,,,,,,,,,,,,,,,,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855109,8,1,1,0,8,66bsnl0zjb7l5akwo00h0y5me,1,74.2,34,2023-04-07T17:02:18.844Z,2023-04-09T08:39:30Z,4170246295,141,33.4,4170232207,56,Center,4170246291,3,,4170246299,213,3.2,4175688709,178,,4170246433,210,15,4170246297,212,6.0,4170246293,140,68.5,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855117,9,15,1,0,12,66bsnl0zjb7l5akwo00h0y5me,1,74.5,50.1,2023-04-07T17:02:22.682Z,2023-04-09T08:39:31Z,4170233071,146,79.7,4170232243,18,,4170233067,103,19,4170233075,230,98.4,4170232809,82,,4170233069,215,,4170233059,29,,4170233107,233,6,8y0e1y90ih393h7zv7srfot79,Otávio,,4170233057,78,4175688855,178,4170233061,55,8,4170232241,22,4170233073,147,50.4,4170232805,72,4170233065,102,51.4,4170232245,56,Center,4170233077,231,50.2,,,,,,,,
2529855119,6,10,1,0,12,9ldqu49smv1xg2va0n2cy28zl,1,20.5,50.4,2023-04-07T17:02:22.714Z,2023-04-09T08:39:37Z,4170232255,94,,4170232257,56,Back,4175689019,178,,4170232845,233,9,,,,,,,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855125,7,49,1,0,13,9ldqu49smv1xg2va0n2cy28zl,1,17.6,55.7,2023-04-07T17:02:24.105Z,2023-04-09T08:39:48Z,,,,,,,,,,,,,,,,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855133,8,1,1,0,14,9ldqu49smv1xg2va0n2cy28zl,0,17.6,55.7,2023-04-07T17:02:24.116Z,2023-04-09T08:39:58Z,4170232317,155,,4170232321,140,28.6,4170232325,212,15.7,4170232319,56,Back,4170232323,141,40.0,4175689417,178,,4170232327,213,5.5,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855149,10,1,1,0,16,66bsnl0zjb7l5akwo00h0y5me,1,72.8,58.7,2023-04-07T17:02:26.166Z,2023-04-09T08:40:07Z,4170232391,141,73.2,4170232395,213,0.5,4170232385,3,,4170232387,56,Center,4170232393,212,20.6,4170232389,140,90.0,4175689589,178,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855151,11,50,1,0,18,66bsnl0zjb7l5akwo00h0y5me,1,90.6,76.6,2023-04-07T17:02:28.789Z,2023-04-09T08:40:29Z,4170232399,56,Center,4170232401,286,,4170232471,233,9,,,,,,,,,,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855161,9,7,1,0,19,9ldqu49smv1xg2va0n2cy28zl,1,9.4,23.4,2023-04-07T17:02:29.457Z,2023-04-09T08:40:42Z,4170232449,56,Back,4170232467,233,11,4170232451,285,,4170232447,167,,4175690287,178,,4171238497,385,,,,,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855165,10,5,1,0,22,9ldqu49smv1xg2va0n2cy28zl,0,12,-0.9,2023-04-07T17:02:32.981Z,2023-04-09T08:40:44Z,4170233393,233,12,4170232459,56,Back,4170232461,347,,,,,,,,,,,,,,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855317,12,5,1,0,22,66bsnl0zjb7l5akwo00h0y5me,1,88,100.9,2023-04-07T17:02:32.981Z,2023-04-09T08:40:44Z,4170233387,347,,4170233389,233,10,4170233385,56,Left,,,,,,,,,,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855325,13,1,1,0,50,66bsnl0zjb7l5akwo00h0y5me,0,89.6,100,2023-04-07T17:03:00.275Z,2023-04-09T08:40:49Z,4170233435,1,,4170233431,212,27.9,4170233425,56,Center,4170233423,107,,4170233427,140,89.9,4170233433,213,4.7,4170233429,141,60.6,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855329,12,12,1,0,52,9ldqu49smv1xg2va0n2cy28zl,1,8.7,33.8,2023-04-07T17:03:02.329Z,2023-04-09T08:40:55Z,4170246435,140,2.7,4175690605,388,,4170265783,15,,4170246439,212,13.6,4170233457,56,Back,4170246437,141,51.5,4170246441,213,2.1,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855341,13,11,1,0,53,9ldqu49smv1xg2va0n2cy28zl,1,3.7,53.7,2023-04-07T17:03:03.866Z,2023-04-09T08:41:03Z,4171239451,378,,4170246601,56,Back,4170246603,88,,4175690657,388,,,,,,,,,,,,,,7jtc6yk5xu4cm1an97wrgozbp,O. Vlachodimos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855401,14,1,1,1,1,9ldqu49smv1xg2va0n2cy28zl,1,11.2,53.4,2023-04-07T17:03:11.865Z,2023-04-09T08:41:08Z,4170233769,56,Back,4170233771,140,15.6,4170233767,123,,4170233775,212,16.1,4170233773,141,76.1,4170233777,213,1.3,4175690781,178,,,,,7jtc6yk5xu4cm1an97wrgozbp,O. Vlachodimos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529855415,15,1,1,1,5,9ldqu49smv1xg2va0n2cy28zl,1,25.7,83.2,2023-04-07T17:03:15.900Z,2023-04-09T08:41:11Z,4170233847,212,11.2,4170233843,140,31.3,4170233849,213,1.0,4175690823,178,,4170233845,141,97.2,4170233841,56,Back,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
