id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/15/value,qualifier/14/value,qualifier/17/value
2482004453,148,1,1,15,58,66bsnl0zjb7l5akwo00h0y5me,1,29.7,50.8,2022-11-05T18:19:22.827Z,2022-11-07T20:31:07Z,3896916435,3,,3896916439,56,Back,3896916443,140,35.1,3902820027,388,,3896916447,141,66.8,3896916451,212,12.3,3896916453,213,1.1,,,,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482004455,149,49,1,16,0,66bsnl0zjb7l5akwo00h0y5me,1,35.1,66.8,2022-11-05T18:19:25.084Z,2022-11-07T20:31:18Z,,,,,,,,,,,,,,,,,,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482004477,150,50,1,16,3,66bsnl0zjb7l5akwo00h0y5me,1,51.3,70.4,2022-11-05T18:19:27.147Z,2022-11-07T20:31:36Z,3896916571,56,Center,3896916573,286,,3896916801,233,120,,,,,,,,,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482004509,120,7,1,16,3,491xixnlsp75o7cr3w2gc1o0z,1,48.7,29.6,2022-11-05T18:19:27.830Z,2022-11-07T20:31:44Z,3896916783,233,150,3902821317,178,,3902546969,384,,3896916721,285,,3896916719,56,Back,,,,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482004515,121,49,1,16,6,491xixnlsp75o7cr3w2gc1o0z,1,52,44.3,2022-11-05T18:19:30.562Z,2022-11-07T21:39:26Z,,,,,,,,,,,,,,,,,,,,,,,,,2grwfg8j3gpdthz5n5dn6wb56,Matchoi Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482004569,122,1,1,16,8,491xixnlsp75o7cr3w2gc1o0z,1,48.9,59.7,2022-11-05T18:19:32.270Z,2022-11-07T20:32:03Z,3896917057,141,94.8,3896917059,212,24.4,3896917055,140,53.6,3896917061,213,1.4,3902822147,178,,3896917053,56,Left,,,,,,,2grwfg8j3gpdthz5n5dn6wb56,Matchoi Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482004587,123,1,1,16,10,491xixnlsp75o7cr3w2gc1o0z,1,53.6,94.8,2022-11-05T18:19:34.776Z,2022-11-07T20:32:09Z,3896917159,141,75.4,3896917155,140,47.5,3896917163,212,14.7,3902822315,178,,3896917153,56,Back,3896917167,213,4.3,,,,,,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482004599,124,1,1,16,13,491xixnlsp75o7cr3w2gc1o0z,1,47.5,75.4,2022-11-05T18:19:37.350Z,2022-11-07T20:32:15Z,3902822509,178,,3896917213,56,Back,3896917221,213,4.6,3896917217,141,55.5,3896917219,212,13.6,3896917215,140,45.9,,,,,,,2grwfg8j3gpdthz5n5dn6wb56,Matchoi Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482004631,125,1,1,16,14,491xixnlsp75o7cr3w2gc1o0z,1,46,55.5,2022-11-05T18:19:38.545Z,2022-11-07T20:32:24Z,3896917423,141,68.8,3896917419,56,Back,3896917421,140,40.0,3896917427,213,2.2,3902822751,178,,3896917425,212,11.0,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482004657,126,1,1,16,16,491xixnlsp75o7cr3w2gc1o0z,1,38.8,67.9,2022-11-05T18:19:40.654Z,2022-11-07T20:32:29Z,3896917569,213,4.7,3896917565,141,28.2,3896917567,212,27.0,3902822963,178,,3896917561,56,Back,3896917563,140,39.4,,,,,,,74mjp6xo2ejesuoylzw955y39,Tiago Ilori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482004717,127,1,1,16,20,491xixnlsp75o7cr3w2gc1o0z,1,41.3,26.8,2022-11-05T18:19:44.206Z,2022-11-07T20:32:35Z,3902823155,178,,3896917919,213,5.5,3896917915,141,6.2,3896917917,212,19.2,3896917913,140,53.8,3896917911,56,Right,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482004747,128,1,1,16,25,491xixnlsp75o7cr3w2gc1o0z,1,67.4,29.8,2022-11-05T18:19:49.879Z,2022-11-07T20:32:45Z,3896918079,140,72.6,3896918383,210,15,3896918077,56,Center,3896918085,213,1.3,3896918081,141,59.0,3896918083,212,20.6,3902823347,178,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2482004753,129,15,1,16,28,491xixnlsp75o7cr3w2gc1o0z,1,73.5,67.8,2022-11-05T18:19:52.839Z,2022-11-07T20:32:46Z,3896918107,56,Center,3896918105,18,,3896918103,22,,3896918393,55,128,3896918403,146,98.4,3896918405,147,51.1,3896918397,102,53.2,3896918485,233,152,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,3902823591,178,,3896918389,76,3896918399,103,3896920073,328,,3896918391,29,,,3896918165,20,,,2.5,3896918401,215,,,,,,,,,,,,,,,,,,,,
2482004781,152,10,1,16,29,66bsnl0zjb7l5akwo00h0y5me,1,2.3,48.1,2022-11-05T18:19:54.059Z,2022-11-07T20:32:50Z,3896918241,56,Back,3896918239,182,,3896918237,180,,3902547149,173,,3896918501,233,129,3902547151,376,,,,,,,,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482004779,151,52,1,16,30,66bsnl0zjb7l5akwo00h0y5me,1,2.3,48.1,2022-11-05T18:19:54.841Z,2022-11-07T20:32:54Z,3902547157,376,,3902823957,178,,,,,,,,,,,,,,,,,,,,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482004835,153,1,1,16,34,66bsnl0zjb7l5akwo00h0y5me,1,12.6,48.1,2022-11-05T18:19:58.321Z,2022-11-07T20:33:07Z,3896918607,141,62.4,3896918605,140,16.1,3896918609,212,10.4,3896918611,213,1.2,3896918617,189,,3896918603,56,Back,3902824349,178,,3896918601,123,,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482004973,154,1,1,16,46,66bsnl0zjb7l5akwo00h0y5me,1,19.5,61.5,2022-11-05T18:20:10.338Z,2022-11-07T20:33:11Z,3896919353,56,Back,3902824509,178,,3896919379,189,,3896919361,213,5.9,3896919357,141,53.0,3896919359,212,15.3,3896919355,140,33.0,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482004997,155,1,1,16,49,66bsnl0zjb7l5akwo00h0y5me,1,55.9,52.6,2022-11-05T18:20:13.839Z,2022-11-07T20:33:18Z,3896919481,56,Back,3902824849,178,,3896919491,212,14.9,3896919493,213,2.4,3896919485,140,45.0,3896919489,141,66.6,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005007,156,1,1,16,51,66bsnl0zjb7l5akwo00h0y5me,1,45,66.6,2022-11-05T18:20:15.450Z,2022-11-07T20:33:26Z,3896919521,212,19.5,3896919519,141,90.9,3896919515,56,Left,3896919523,213,1.0,3896919517,140,54.8,3902825115,178,,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005033,157,1,1,16,52,66bsnl0zjb7l5akwo00h0y5me,1,55,91.3,2022-11-05T18:20:16.841Z,2022-11-07T20:33:31Z,3896919645,140,45.6,3896919649,212,16.8,3896919647,141,71.3,3902825309,178,,3896919651,213,4.1,3896919643,56,Back,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005065,158,1,1,16,56,66bsnl0zjb7l5akwo00h0y5me,1,45.6,68.6,2022-11-05T18:20:20.520Z,2022-11-07T20:33:36Z,3896919821,56,Center,3896919823,140,53.4,3902825445,178,,3896919827,212,8.5,3896919829,213,6.0,3896919825,141,65.2,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005091,159,1,1,16,59,66bsnl0zjb7l5akwo00h0y5me,1,55.9,65,2022-11-05T18:20:23.272Z,2022-11-07T20:33:42Z,3896919967,213,0.4,3896919965,212,9.2,3896919961,140,64.1,3896919963,141,69.7,3896919959,56,Center,3902825647,178,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005115,160,1,1,17,0,66bsnl0zjb7l5akwo00h0y5me,0,64.5,68.6,2022-11-05T18:20:24.568Z,2022-11-07T20:33:48Z,3896920097,212,15.8,3896920099,213,5.4,3896920095,141,50.6,3896920093,140,74.0,3902825857,178,,3896920091,56,Center,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005155,130,49,1,17,1,491xixnlsp75o7cr3w2gc1o0z,1,25.9,44.9,2022-11-05T18:20:25.440Z,2022-11-07T20:33:55Z,,,,,,,,,,,,,,,,,,,,,,,,,74mjp6xo2ejesuoylzw955y39,Tiago Ilori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005261,131,1,1,17,2,491xixnlsp75o7cr3w2gc1o0z,1,25.9,44.9,2022-11-05T18:20:26.350Z,2022-11-07T20:34:02Z,3896920947,212,18.9,3896920945,141,45.4,3896920949,213,3.1,3896920943,140,7.9,3902826273,178,,3896920941,56,Back,,,,,,,74mjp6xo2ejesuoylzw955y39,Tiago Ilori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005341,132,1,1,17,11,491xixnlsp75o7cr3w2gc1o0z,0,9.2,41.2,2022-11-05T18:20:35.470Z,2022-11-07T20:34:18Z,3896921379,141,32.8,3896921375,56,Center,3896921377,140,63.3,3896921385,1,,3902826823,178,,3896921381,212,57.1,3896921373,155,,3896921383,213,6.2,921pmr49x4ijt9tnww0d2sixh,Jordi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005343,161,4,1,17,14,66bsnl0zjb7l5akwo00h0y5me,1,37.8,66.9,2022-11-05T18:20:38.490Z,2022-11-07T20:34:30Z,3896921405,286,,3896921505,233,133,3896921403,152,,3896921399,294,,3896921401,56,Back,3896921397,13,,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005351,133,4,1,17,14,491xixnlsp75o7cr3w2gc1o0z,0,62.2,33.1,2022-11-05T18:20:38.491Z,2022-11-07T20:34:30Z,3896921453,294,,3896921451,13,,3896921459,285,,3896921455,56,Center,3896921457,152,,3902827243,178,,3896921529,233,161,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005499,162,1,1,17,25,66bsnl0zjb7l5akwo00h0y5me,1,35.6,66.8,2022-11-05T18:20:49.209Z,2022-11-07T20:34:41Z,3896922275,5,,3902827717,178,,3896922277,152,,3896922295,189,,3896922285,212,15.6,3896922287,213,5.6,3896922279,56,Back,3896922283,141,52.6,37usxvspofewb3djlg67lp1hx,Iván Marcano,3896922281,140,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483126459,1100,67,1,17,27,66bsnl0zjb7l5akwo00h0y5me,1,48.5,52.1,2022-11-05T18:20:51.985Z,2022-11-08T01:46:48Z,3902883321,233,798,,,,,,,,,,,,,,,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483126455,798,67,1,17,27,491xixnlsp75o7cr3w2gc1o0z,0,51.5,47.9,2022-11-05T18:20:51.986Z,2022-11-07T21:10:35Z,3902883347,233,1100,,,,,,,,,,,,,,,,,,,,,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005515,163,1,1,17,29,66bsnl0zjb7l5akwo00h0y5me,1,46.3,52.1,2022-11-05T18:20:53.980Z,2022-11-07T20:34:52Z,3896922387,213,3.1,3896922385,212,15.3,3896922379,56,Back,3896922383,141,53.4,3902828013,178,,3896922381,140,31.8,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005553,164,1,1,17,31,66bsnl0zjb7l5akwo00h0y5me,1,31.9,53.2,2022-11-05T18:20:55.697Z,2022-11-07T20:34:57Z,3896922573,212,14.9,3896922569,140,33.7,3896922567,56,Back,3896922571,141,31.4,3902828183,178,,3896922575,213,4.8,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005583,165,1,1,17,33,66bsnl0zjb7l5akwo00h0y5me,1,37.3,25.2,2022-11-05T18:20:58.017Z,2022-11-07T20:35:03Z,3902828309,178,,3896922763,140,58.0,3896922759,56,Right,3896922771,213,5.7,3896922767,141,5.3,3896922769,212,25.6,,,,,,,3enoici51osego5k1w41fuaqd,Fábio Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005629,166,1,1,17,37,66bsnl0zjb7l5akwo00h0y5me,1,57,4.7,2022-11-05T18:21:01.478Z,2022-11-07T20:35:11Z,3896922979,56,Back,3896922985,212,16.8,3896922987,213,2.7,3896922981,140,42.7,3896922983,141,15.8,3902828525,178,,,,,,,,5m1fht9uevn186asz8awhxjah,Rodrigo Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005665,167,1,1,17,40,66bsnl0zjb7l5akwo00h0y5me,1,44.5,17.2,2022-11-05T18:21:04.139Z,2022-11-07T20:35:18Z,3896923197,141,26.9,3902828771,178,,3896923207,213,0.6,3896923189,56,Center,3896923193,140,54.2,3896923201,212,12.1,,,,,,,3enoici51osego5k1w41fuaqd,Fábio Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005699,168,1,1,17,42,66bsnl0zjb7l5akwo00h0y5me,1,55.6,18.1,2022-11-05T18:21:07.073Z,2022-11-07T20:35:22Z,3896923357,212,9.1,3896923359,213,5.2,3896923355,141,6.5,3902828893,178,,3896923351,56,Right,3896923353,140,59.9,,,,,,,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005733,169,1,1,17,45,66bsnl0zjb7l5akwo00h0y5me,1,59.9,6.5,2022-11-05T18:21:09.289Z,2022-11-07T20:35:29Z,3896923553,213,2.7,3896923551,212,20.8,3896923545,56,Back,3896923549,141,19.1,3896923547,140,41.8,3902829099,178,,,,,,,,5m1fht9uevn186asz8awhxjah,Rodrigo Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005761,170,1,1,17,47,66bsnl0zjb7l5akwo00h0y5me,1,41.8,19.1,2022-11-05T18:21:11.437Z,2022-11-07T20:35:34Z,3896923683,140,39.0,3896923681,56,Back,3896923687,212,16.8,3896923689,213,1.7,3896923685,141,43.4,3902829251,178,,,,,,,,3enoici51osego5k1w41fuaqd,Fábio Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005775,171,1,1,17,49,66bsnl0zjb7l5akwo00h0y5me,1,37.9,53,2022-11-05T18:21:14.063Z,2022-11-07T20:35:41Z,3896923773,213,1.3,3896923765,56,Back,3896923769,141,78.0,3896923771,212,17.5,3896923767,140,41.8,3902829377,178,,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005789,172,1,1,17,52,66bsnl0zjb7l5akwo00h0y5me,0,42.1,79.1,2022-11-05T18:21:16.386Z,2022-11-07T20:35:48Z,3896923845,212,33.1,3896923849,1,,3896923847,213,0.2,3902829537,178,,3896923839,56,Left,3896923837,155,,3896923843,141,87.1,3896923841,140,73.2,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005827,134,1,1,17,53,491xixnlsp75o7cr3w2gc1o0z,1,31,9.1,2022-11-05T18:21:17.949Z,2022-11-07T20:35:56Z,3896924093,141,5.9,3896924091,140,38.0,3902829703,388,,3896924089,56,Back,3896924087,3,,3896924097,213,6.0,3896924095,212,7.7,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005831,135,61,1,17,54,491xixnlsp75o7cr3w2gc1o0z,1,38,5.9,2022-11-05T18:21:18.942Z,2022-11-07T20:36:07Z,3896924115,56,Back,3902829939,178,,3902829937,21,,,,,,,,,,,,,,,,,2grwfg8j3gpdthz5n5dn6wb56,Matchoi Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005847,136,49,1,17,57,491xixnlsp75o7cr3w2gc1o0z,1,38.5,2.9,2022-11-05T18:21:21.162Z,2022-11-07T20:36:14Z,,,,,,,,,,,,,,,,,,,,,,,,,3yenbonc310rzql4ey73v7bsa,N. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005883,137,1,1,17,58,491xixnlsp75o7cr3w2gc1o0z,1,38.5,2.9,2022-11-05T18:21:22.431Z,2022-11-07T20:36:20Z,3896924453,213,2.9,3896924449,212,7.4,3896924445,141,5.9,3896924443,140,31.7,3896924441,56,Back,3902830357,178,,,,,,,,3yenbonc310rzql4ey73v7bsa,N. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005919,138,1,1,18,1,491xixnlsp75o7cr3w2gc1o0z,1,37,27.4,2022-11-05T18:21:25.682Z,2022-11-07T20:36:26Z,3896924639,141,44.0,3896924635,56,Back,3896924637,140,43.6,3896924643,213,1.0,3896924641,212,13.2,3902830497,178,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482005969,139,1,1,18,3,491xixnlsp75o7cr3w2gc1o0z,1,44.5,53.6,2022-11-05T18:21:27.938Z,2022-11-07T20:36:33Z,3902830703,178,,3896924949,141,89.9,3896924945,56,Left,3896924947,140,52.3,3896924953,213,1.3,3896924951,212,26.0,,,,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482006015,140,1,1,18,7,491xixnlsp75o7cr3w2gc1o0z,1,67.5,92.4,2022-11-05T18:21:32.010Z,2022-11-07T20:36:39Z,3902830913,178,,3896925217,213,3.5,3896925215,212,14.0,3896925213,141,85.0,3896925209,56,Left,3896925211,140,55.1,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482006033,141,1,1,18,12,491xixnlsp75o7cr3w2gc1o0z,1,58,83.8,2022-11-05T18:21:36.478Z,2022-11-07T20:36:47Z,3902831155,178,,3896925327,213,6.1,3896925325,212,10.1,3896925321,140,67.5,3896925323,141,81.1,3896925319,56,Left,,,,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482006049,142,1,1,18,13,491xixnlsp75o7cr3w2gc1o0z,1,67.5,81.1,2022-11-05T18:21:37.186Z,2022-11-07T20:37:02Z,3896925451,56,Left,3896925453,140,58.2,3902831555,178,,3896925457,212,9.9,3896925459,213,3.0,3896925455,141,83.5,,,,,,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482006069,143,1,1,18,14,491xixnlsp75o7cr3w2gc1o0z,1,58.9,83.2,2022-11-05T18:21:39.006Z,2022-11-07T20:37:09Z,3896925595,213,4.4,3896925589,140,54.5,3896925587,56,Center,3902831777,178,,3896925593,212,13.7,3896925591,141,64.3,,,,,,,78ug8x7pkjt88u5dx151v32z9,N. Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482006091,144,1,1,18,16,491xixnlsp75o7cr3w2gc1o0z,1,54.3,63.4,2022-11-05T18:21:40.997Z,2022-11-07T20:37:17Z,3896925721,141,26.1,3902831997,178,,3896925719,140,52.5,3896925717,56,Center,3896925723,212,25.4,3896925725,213,4.6,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482006149,145,1,1,18,19,491xixnlsp75o7cr3w2gc1o0z,1,52.5,26.1,2022-11-05T18:21:43.402Z,2022-11-07T20:37:23Z,3896926051,56,Right,3896926053,140,60.8,3902832115,178,,3896926057,212,17.5,3896926055,141,3.7,3896926059,213,5.2,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482006167,146,1,1,18,22,491xixnlsp75o7cr3w2gc1o0z,0,65.4,3.8,2022-11-05T18:21:46.375Z,2022-11-07T20:37:29Z,3896926161,56,Center,3896926163,140,96.3,3896926159,155,,3902832235,178,,3896926167,212,38.3,3896926171,1,,3896926169,213,0.6,3896926165,141,33.7,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482006171,173,52,1,18,24,66bsnl0zjb7l5akwo00h0y5me,1,6.1,66.6,2022-11-05T18:21:48.723Z,2022-11-07T20:37:36Z,3902548007,377,,3902832381,178,,,,,,,,,,,,,,,,,,,,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482006219,174,1,1,18,26,66bsnl0zjb7l5akwo00h0y5me,1,9.1,63.3,2022-11-05T18:21:50.369Z,2022-11-07T20:37:44Z,3902832691,178,,3896926437,213,0.0,3896926435,212,13.9,3896926431,140,22.3,3896926433,141,63.7,3896926427,123,,3896926429,56,Back,,,,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482006243,175,1,1,18,28,66bsnl0zjb7l5akwo00h0y5me,1,22.3,63.7,2022-11-05T18:21:52.474Z,2022-11-07T20:37:51Z,3896926603,140,36.0,3896926601,56,Back,3902832921,178,,3896926613,213,6.2,3896926605,141,62.4,3896926609,212,14.4,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482006253,176,1,1,18,29,66bsnl0zjb7l5akwo00h0y5me,1,35.9,62.4,2022-11-05T18:21:53.495Z,2022-11-07T20:37:59Z,3896926665,140,27.0,3896926669,212,9.5,3896926667,141,64.8,3896926671,213,3.0,3896926663,56,Back,3902833095,178,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482006261,177,1,1,18,30,66bsnl0zjb7l5akwo00h0y5me,1,27,64.8,2022-11-05T18:21:54.816Z,2022-11-07T20:39:11Z,3896926695,140,35.4,3896926699,212,9.3,3896926697,141,69.0,3896926701,213,0.3,3896926693,56,Back,3902835533,178,,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482006269,178,1,1,18,31,66bsnl0zjb7l5akwo00h0y5me,1,35.4,69,2022-11-05T18:21:55.672Z,2022-11-07T20:39:17Z,3896926737,140,29.9,3896926739,141,63.5,3896926735,56,Back,3902835717,178,,3896926741,212,6.9,3896926743,213,3.7,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482006311,179,1,1,18,32,66bsnl0zjb7l5akwo00h0y5me,1,29.9,63.5,2022-11-05T18:21:56.690Z,2022-11-07T20:39:23Z,3896926989,140,50.8,3896926993,212,22.0,3896926987,56,Center,3896926991,141,60.4,3896926995,213,6.2,3902835909,178,,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482006315,180,4,1,18,34,66bsnl0zjb7l5akwo00h0y5me,1,49.4,60.2,2022-11-05T18:21:58.559Z,2022-11-07T20:39:29Z,3896927023,233,147,3896927017,286,,3896927015,265,,3896927013,152,,3896927009,13,,3896927011,56,Back,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
