id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/18/value
2446180349,3,49,1,0,7,3b4nxgvmwzstmoq6borytkwx1,1,36.1,18.2,2022-08-14T14:31:55.974Z,2022-08-17T08:41:56Z,,,,,,,,,,,,,,,,,,,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447287269,961,67,1,0,7,3b4nxgvmwzstmoq6borytkwx1,1,33.9,16.4,2022-08-14T14:31:56.037Z,2022-08-17T11:02:10Z,3712646481,233,765,,,,,,,,,,,,,,,,,,,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447287265,765,67,1,0,7,cmbqc74mshg77ra7mywec2a6b,0,66.1,83.6,2022-08-14T14:31:56.038Z,2022-08-17T09:29:28Z,3712646501,233,961,,,,,,,,,,,,,,,,,,,,,,36zf6j90b94qls6y50c1xgi51,Allano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446180365,4,1,1,0,7,3b4nxgvmwzstmoq6borytkwx1,0,36.1,18.2,2022-08-14T14:31:56.065Z,2022-08-17T11:02:10Z,3712575981,178,,3706710099,140,57.8,3706710095,157,,3706710107,1,,3706710103,212,23.1,3706710101,141,12.4,3706710097,56,Right,3706710105,213,6.1,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446180369,7,49,1,0,9,cmbqc74mshg77ra7mywec2a6b,1,45,85.5,2022-08-14T14:31:57.749Z,2022-08-17T08:42:05Z,,,,,,,,,,,,,,,,,,,,,,,,,9yzlho51tjytlzkdb6y20ozc9,C. Tassano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446180407,8,1,1,0,10,cmbqc74mshg77ra7mywec2a6b,1,44.9,85.5,2022-08-14T14:31:59.115Z,2022-08-17T08:42:08Z,3706710355,56,Center,3706710359,141,75.7,3706710357,140,54.5,3706710361,212,12.1,3712576061,178,,3706710363,213,5.7,,,,,,,9yzlho51tjytlzkdb6y20ozc9,C. Tassano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446180427,9,1,1,0,12,cmbqc74mshg77ra7mywec2a6b,0,57,73.1,2022-08-14T14:32:01.294Z,2022-08-17T08:42:14Z,3712576159,178,,3706710423,140,74.6,3706710421,56,Center,3706710429,213,5.6,3706710427,212,23.9,3706710425,141,50.9,,,,,,,d7k81mlt4vh9lex8fd10tigh5,Victor Bobsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446180457,5,1,1,0,14,3b4nxgvmwzstmoq6borytkwx1,1,30.2,51.5,2022-08-14T14:32:03.152Z,2022-08-17T08:42:21Z,3706710601,56,Back,3706710605,141,64.8,3706710609,213,0.9,3706710607,212,11.2,3706710603,140,36.5,3712576243,178,,,,,,,,ap2l08x0nj8xqvvrfp796rmj9,Filipe Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446180461,6,49,1,0,16,3b4nxgvmwzstmoq6borytkwx1,1,36.3,68.3,2022-08-14T14:32:04.797Z,2022-08-17T08:42:26Z,,,,,,,,,,,,,,,,,,,,,,,,,5za437wrlqizff74n6uqodpzp,K. Gorré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446180477,7,1,1,0,16,3b4nxgvmwzstmoq6borytkwx1,0,36.3,68.3,2022-08-14T14:32:05.290Z,2022-08-17T08:42:31Z,3712576371,178,,3706710701,213,3.3,3706710699,212,7.2,3706710697,141,67.1,3706710695,140,29.5,3706710693,56,Back,,,,,,,5za437wrlqizff74n6uqodpzp,K. Gorré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446180493,8,1,1,0,18,3b4nxgvmwzstmoq6borytkwx1,1,29.5,67.1,2022-08-14T14:32:06.811Z,2022-08-17T08:42:38Z,3712576483,178,,3706710789,212,16.1,3706710787,141,90.8,3706710791,213,1.6,3706710785,140,29.5,3706710783,56,Back,,,,,,,ap2l08x0nj8xqvvrfp796rmj9,Filipe Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446180525,9,1,1,0,19,3b4nxgvmwzstmoq6borytkwx1,1,29.4,94.9,2022-08-14T14:32:08.042Z,2022-08-17T08:42:43Z,3706710991,213,4.4,3706710979,56,Back,3706710985,140,25.2,3706710989,212,15.6,3706710987,141,72.9,3712576591,178,,,,,,,,4prhgvywwhkr9v5dr21ubb84p,Y. Hamache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446180561,10,1,1,0,22,3b4nxgvmwzstmoq6borytkwx1,1,25,71.4,2022-08-14T14:32:11.161Z,2022-08-17T08:42:59Z,3712576851,178,,3706711201,213,4.7,3706711197,141,53.5,3706711199,212,12.2,3706711193,56,Back,3706711195,140,24.6,,,,,,,ap2l08x0nj8xqvvrfp796rmj9,Filipe Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446180601,11,1,1,0,25,3b4nxgvmwzstmoq6borytkwx1,1,25.3,49.6,2022-08-14T14:32:13.617Z,2022-08-17T08:43:05Z,3712576939,178,,3706711443,140,26.8,3706711447,212,21.4,3706711449,213,4.8,3706711445,141,18.2,3706711441,56,Back,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446180637,12,1,1,0,28,3b4nxgvmwzstmoq6borytkwx1,0,26.9,15.5,2022-08-14T14:32:16.458Z,2022-08-17T08:43:09Z,3706711653,212,47.1,3706711641,56,Center,3712577009,178,,3706711645,140,71.4,3706711649,141,24.6,3706711655,213,0.1,3706711657,1,,3706711635,155,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446180647,10,1,1,0,30,cmbqc74mshg77ra7mywec2a6b,0,30.1,72.2,2022-08-14T14:32:19.249Z,2022-08-17T08:43:15Z,3706711695,213,0.7,3706711691,141,76.5,3712577087,178,,3706711693,212,4.7,3706711689,140,33.6,3706711687,56,Back,3706711685,3,,,,,9yzlho51tjytlzkdb6y20ozc9,C. Tassano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446180689,13,1,1,0,34,3b4nxgvmwzstmoq6borytkwx1,1,69.2,31.7,2022-08-14T14:32:22.880Z,2022-08-17T08:43:26Z,3706711893,212,5.5,3706711889,140,69.6,3706711887,56,Center,3712577315,178,,3706711895,213,1.5,3706711891,141,39.8,,,,,,,5bpx24iyhlarqkmg09pm27lgq,Luís Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446180729,14,1,1,0,35,3b4nxgvmwzstmoq6borytkwx1,0,69.8,44,2022-08-14T14:32:24.048Z,2022-08-17T08:43:34Z,3706712049,56,Right,3706712047,155,,3706712053,140,100.0,3712577435,178,,3706712063,212,40.4,3706712059,141,11.5,3706712067,213,5.7,3706712069,1,,rm1d0hp2iwsne1hbfgq0oa21,Y. Njie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446180767,11,5,1,0,38,cmbqc74mshg77ra7mywec2a6b,1,-1.2,87,2022-08-14T14:32:27.251Z,2022-08-17T08:43:37Z,3706712247,346,,3706712245,56,Back,3706712283,233,15,,,,,,,,,,,,,,,,9yzlho51tjytlzkdb6y20ozc9,C. Tassano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446180733,15,5,1,0,38,3b4nxgvmwzstmoq6borytkwx1,0,101.2,13,2022-08-14T14:32:27.251Z,2022-08-17T08:43:38Z,3706712291,233,11,3706712091,56,Right,3706712093,346,,,,,,,,,,,,,,,,,rm1d0hp2iwsne1hbfgq0oa21,Y. Njie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181021,12,1,1,0,53,cmbqc74mshg77ra7mywec2a6b,1,4.4,54.5,2022-08-14T14:32:41.351Z,2022-08-17T08:43:49Z,3706713761,140,8.5,3706713771,237,,3706713759,56,Back,3706713757,124,,3706713765,212,12.0,3706713767,213,1.2,3706713763,141,71.0,,,,90v8e01hdffgqom4pwhjl0mvp,Marco Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181093,13,1,1,1,1,cmbqc74mshg77ra7mywec2a6b,1,22.6,61.5,2022-08-14T14:32:49.582Z,2022-08-17T08:43:56Z,3706714143,140,25.5,3712577889,178,,3706714145,141,41.4,3706714147,212,14.0,3706714149,213,4.9,3706714141,56,Back,,,,,,,9yzlho51tjytlzkdb6y20ozc9,C. Tassano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181137,14,1,1,1,7,cmbqc74mshg77ra7mywec2a6b,1,37.2,34.3,2022-08-14T14:32:55.323Z,2022-08-17T08:44:03Z,3706714389,212,17.1,3706714387,141,57.4,3706714385,140,30.7,3706714391,213,2.0,3706714383,56,Back,3712578071,178,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181189,15,1,1,1,10,cmbqc74mshg77ra7mywec2a6b,1,28.7,74.3,2022-08-14T14:32:58.974Z,2022-08-17T08:44:07Z,3706714681,141,94.8,3706714685,213,1.3,3712578137,178,,3706714683,212,14.4,3706714679,140,32.0,3706714677,56,Back,,,,,,,9yzlho51tjytlzkdb6y20ozc9,C. Tassano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181211,16,1,1,1,13,cmbqc74mshg77ra7mywec2a6b,0,33.3,96.8,2022-08-14T14:33:01.450Z,2022-08-17T08:44:12Z,3706714803,212,39.5,3706714799,140,70.0,3712578191,178,,3706714795,56,Left,3706714805,213,6.1,3706714789,155,,3706714807,1,,3706714801,141,84.3,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181261,16,1,1,1,15,3b4nxgvmwzstmoq6borytkwx1,1,34.5,12.1,2022-08-14T14:33:03.538Z,2022-08-17T08:44:17Z,3706715057,212,5.2,3712578267,178,,3706715059,213,1.9,3706715055,141,19.4,3706715051,56,Back,3706715053,140,32.9,3706715049,3,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181291,17,1,1,1,17,3b4nxgvmwzstmoq6borytkwx1,0,32.9,19.4,2022-08-14T14:33:05.421Z,2022-08-17T08:44:22Z,3706715285,141,17.8,3712578335,178,,3706715289,213,6.2,3706715287,212,22.7,3706715283,140,54.5,3706715279,56,Right,3706715275,3,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181367,17,4,1,1,20,cmbqc74mshg77ra7mywec2a6b,1,46.2,78.4,2022-08-14T14:33:08.384Z,2022-08-17T08:44:26Z,3706715701,286,,3706715699,265,,3706715697,152,,3706715695,56,Back,3706715863,233,18,3706715693,13,,,,,,,,d7k81mlt4vh9lex8fd10tigh5,Victor Bobsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181383,18,4,1,1,20,3b4nxgvmwzstmoq6borytkwx1,0,53.8,21.6,2022-08-14T14:33:08.385Z,2022-08-17T08:44:26Z,3706715793,152,,3706715789,13,,3712578377,178,,3706715797,285,,3706715795,265,,3706715897,233,17,3706715791,56,Center,,,,5bpx24iyhlarqkmg09pm27lgq,Luís Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181591,18,1,1,1,35,cmbqc74mshg77ra7mywec2a6b,1,46.2,75.7,2022-08-14T14:33:24.021Z,2022-08-17T08:44:30Z,3706716883,212,19.3,3706716879,140,48.6,3706716877,56,Back,3706716875,152,,3712578439,178,,3706716885,213,4.8,3706716873,5,,3706716881,141,47.6,d7k81mlt4vh9lex8fd10tigh5,Victor Bobsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181625,19,1,1,1,39,cmbqc74mshg77ra7mywec2a6b,1,47.9,43.1,2022-08-14T14:33:27.509Z,2022-08-17T08:44:35Z,3706717095,213,4.4,3706717081,140,44.2,3712578491,178,,3706717091,212,14.2,3706717087,141,23.0,3706717077,56,Back,,,,,,,61g2iu3hmixel62zp2yp29tqt,Anderson Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181661,20,1,1,1,41,cmbqc74mshg77ra7mywec2a6b,1,44,19.4,2022-08-14T14:33:29.444Z,2022-08-17T08:44:58Z,3706717263,56,Right,3712578863,178,,3706717271,213,5.6,3706717265,140,55.2,3706717269,212,15.8,3706717267,141,3.9,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181679,21,1,1,1,44,cmbqc74mshg77ra7mywec2a6b,1,57.4,5.1,2022-08-14T14:33:32.661Z,2022-08-17T08:45:04Z,3706717381,212,13.4,3712578939,178,,3706717383,213,2.8,3706717375,56,Back,3706717377,140,45.5,3706717379,141,12.3,,,,,,,4bsxzg78o3q9ot7bdngx9k5at,P. Sagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181737,22,1,1,1,46,cmbqc74mshg77ra7mywec2a6b,1,45.6,14.4,2022-08-14T14:33:34.741Z,2022-08-17T08:45:08Z,3706717661,56,Back,3706717669,213,2.0,3706717667,212,25.1,3706717665,141,47.2,3712579023,178,,3706717663,140,34.6,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181793,23,1,1,1,49,cmbqc74mshg77ra7mywec2a6b,1,34.2,57.9,2022-08-14T14:33:37.736Z,2022-08-17T08:45:12Z,3706717983,140,40.9,3706717981,56,Back,3706717989,213,1.2,3706717987,212,21.1,3706717985,141,87.2,3712579077,178,,,,,,,,9yzlho51tjytlzkdb6y20ozc9,C. Tassano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181841,24,1,1,1,52,cmbqc74mshg77ra7mywec2a6b,1,45.3,93,2022-08-14T14:33:41.097Z,2022-08-17T08:45:17Z,3712579201,178,,3706718271,212,9.5,3706718267,140,54.1,3706718269,141,96.1,3706718265,56,Left,3706718273,213,0.2,,,,,,,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181843,25,1,1,1,55,cmbqc74mshg77ra7mywec2a6b,0,62.7,85.6,2022-08-14T14:33:44.240Z,2022-08-17T08:45:22Z,3706718283,140,67.3,3712579281,178,,3706718285,141,79.6,3706718287,212,6.3,3706718289,213,5.6,3706718281,56,Left,,,,,,,36zf6j90b94qls6y50c1xgi51,Allano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181847,19,8,1,1,56,3b4nxgvmwzstmoq6borytkwx1,1,30.1,21.3,2022-08-14T14:33:45.009Z,2022-08-17T08:45:28Z,3712579389,178,,3706718303,56,Back,3710834363,385,,,,,,,,,,,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181861,26,61,1,1,57,cmbqc74mshg77ra7mywec2a6b,1,67.1,79.6,2022-08-14T14:33:45.356Z,2022-08-17T08:45:33Z,3712579457,178,,3706718357,56,Left,,,,,,,,,,,,,,,,,,,36zf6j90b94qls6y50c1xgi51,Allano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181857,20,49,1,1,58,3b4nxgvmwzstmoq6borytkwx1,1,33.7,20.9,2022-08-14T14:33:46.477Z,2022-08-17T08:45:51Z,,,,,,,,,,,,,,,,,,,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447289951,974,67,1,1,58,3b4nxgvmwzstmoq6borytkwx1,1,32.8,18.8,2022-08-14T14:33:46.485Z,2022-08-17T11:02:11Z,3712659183,233,794,,,,,,,,,,,,,,,,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447289945,794,67,1,1,58,cmbqc74mshg77ra7mywec2a6b,0,67.2,81.2,2022-08-14T14:33:46.486Z,2022-08-17T09:34:39Z,3712659207,233,974,,,,,,,,,,,,,,,,,,,,,,35y61220qzlyedki00vfmioyx,K. Tagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181875,21,61,1,1,58,3b4nxgvmwzstmoq6borytkwx1,1,32.9,19.6,2022-08-14T14:33:46.514Z,2022-08-17T11:02:11Z,3712580179,178,,3706718415,56,Back,,,,,,,,,,,,,,,,,,,c406oul95r3jvmbebcge5oz4l,R. Abascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181921,22,1,1,1,59,3b4nxgvmwzstmoq6borytkwx1,1,35,26.5,2022-08-14T14:33:47.890Z,2022-08-17T08:46:42Z,3706718645,56,Back,3706718647,140,38.2,3706718649,141,13.4,3706718653,213,5.1,3706718651,212,9.5,3712580273,178,,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447290315,795,83,1,2,1,cmbqc74mshg77ra7mywec2a6b,1,62.3,83.3,2022-08-14T14:33:49.515Z,2022-08-17T09:35:25Z,3712661123,399,509027,,,,,,,,,,,,,,,,,,,,,,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446181933,23,1,1,2,1,3b4nxgvmwzstmoq6borytkwx1,1,36.6,17.6,2022-08-14T14:33:50.139Z,2022-08-17T08:48:23Z,3712581119,178,,3706718713,141,32.3,3706718711,140,38.8,3706718717,213,1.3,3706718715,212,10.3,3706718709,56,Back,,,,,,,5bpx24iyhlarqkmg09pm27lgq,Luís Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
