id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/11/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2445515261,3,8,1,0,14,ewsf6evtguu9j7k6js4tlgl89,1,61.5,89.3,2022-08-13T17:05:12.744Z,2022-08-15T02:43:15Z,3708859825,178,,3703168837,56,Left,3705432735,383,,,,,,,,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515279,4,49,1,0,16,ewsf6evtguu9j7k6js4tlgl89,1,67.5,92.3,2022-08-13T17:05:14.958Z,2022-08-15T02:43:20Z,,,,,,,,,,,,,,,,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446647261,804,43,1,0,20,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2022-08-13T17:05:18.674Z,2022-08-15T10:02:28Z,3709297121,144,82,3709296735,178,0,,,,,,,,,,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515387,5,13,1,0,20,ewsf6evtguu9j7k6js4tlgl89,1,86.8,82.6,2022-08-13T17:05:18.827Z,2022-08-15T02:43:24Z,3703170203,103,36.1,3703170197,121,,3708859975,178,,3703169475,22,,3703170209,230,98.5,3703170211,231,54.0,3703169477,69,,3703169479,56,Left,53unfq55ouhqni5jbl07fyqc5,S. Godwin,3703170205,215,3703169759,20,3703170201,102,35.1,3703170199,75,3703170207,458,,,,,,,,,,,,,,,,,,,,,,,,,
2445515409,6,5,1,0,22,ewsf6evtguu9j7k6js4tlgl89,0,101.4,34.6,2022-08-13T17:05:20.770Z,2022-08-15T02:43:29Z,3703169647,233,9,3703169593,346,,3703169591,56,Center,,,,,,,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515361,9,5,1,0,22,9ldqu49smv1xg2va0n2cy28zl,1,-1.4,65.4,2022-08-13T17:05:20.770Z,2022-08-15T02:43:29Z,3703169343,56,Back,3703169345,346,,3703169635,233,6,,,,,,,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515545,10,1,1,0,34,9ldqu49smv1xg2va0n2cy28zl,1,5.3,57.6,2022-08-13T17:05:33.349Z,2022-08-15T02:43:37Z,3703170407,56,Back,3703170405,124,,3703170413,212,35.0,3703170417,1,,3705432843,189,,3703170421,237,,3703170415,213,5.5,3703170409,140,28.3,7jtc6yk5xu4cm1an97wrgozbp,O. Vlachodimos,3703170411,141,,,,,,,,,,20.3,,,,,,,,,,,,,,,,,,,,,,,,
2445515599,11,1,1,0,36,9ldqu49smv1xg2va0n2cy28zl,1,28.3,20.3,2022-08-13T17:05:35.003Z,2022-08-15T02:44:15Z,3703170657,140,44.8,3703170665,213,5.7,3703170661,212,20.7,3703170659,141,3.7,3708860357,178,,3703170655,56,Back,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446647593,1094,43,1,0,38,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2022-08-13T17:05:37.181Z,2022-08-15T10:03:09Z,3709298359,144,82,3709298109,178,0,,,,,,,,,,,,,,,,,,,7qwzed85qna21zisvvatrjlxx,Gilberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515605,12,61,1,0,38,9ldqu49smv1xg2va0n2cy28zl,0,56,4.4,2022-08-13T17:05:37.199Z,2022-08-15T02:44:29Z,3703170669,56,Right,3708861015,178,,,,,,,,,,,,,,,,,,,,7qwzed85qna21zisvvatrjlxx,Gilberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446861725,1257,67,1,0,40,ewsf6evtguu9j7k6js4tlgl89,1,44.3,93.2,2022-08-13T17:05:38.656Z,2022-08-16T05:46:27Z,3710486249,233,2120,,,,,,,,,,,,,,,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446861723,2120,67,1,0,40,9ldqu49smv1xg2va0n2cy28zl,0,55.7,6.8,2022-08-13T17:05:38.657Z,2022-08-16T04:41:27Z,3710486255,233,1257,,,,,,,,,,,,,,,,,,,,,,7qwzed85qna21zisvvatrjlxx,Gilberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515637,7,12,1,0,40,ewsf6evtguu9j7k6js4tlgl89,1,46.6,94.1,2022-08-13T17:05:38.687Z,2022-08-16T05:46:27Z,3703170837,167,,3703170799,140,48.2,3703170801,141,100.0,3703170805,213,1.2,3703170803,212,5.0,3708861121,178,,3703170797,56,Back,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515639,8,5,1,0,41,ewsf6evtguu9j7k6js4tlgl89,0,47.8,101.2,2022-08-13T17:05:39.570Z,2022-08-15T02:44:37Z,3703170809,347,,3703170807,56,Back,3703171345,233,13,,,,,,,,,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515745,13,5,1,0,41,9ldqu49smv1xg2va0n2cy28zl,1,52.2,-1.2,2022-08-13T17:05:39.570Z,2022-08-15T02:44:37Z,3703171275,347,,3703171273,56,Right,3703171321,233,8,,,,,,,,,,,,,,,,7qwzed85qna21zisvvatrjlxx,Gilberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515773,14,1,1,0,51,9ldqu49smv1xg2va0n2cy28zl,1,55.1,0,2022-08-13T17:05:50.061Z,2022-08-15T02:44:42Z,3703171405,107,,3703171413,212,8.4,3703171409,140,50.1,3703171415,213,2.2,3703171411,141,7.9,3703171407,56,Right,,,,,,,7qwzed85qna21zisvvatrjlxx,Gilberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515805,15,1,1,0,52,9ldqu49smv1xg2va0n2cy28zl,1,50.1,7.9,2022-08-13T17:05:50.933Z,2022-08-15T02:44:51Z,3703171583,213,5.4,3703171579,141,3.2,3703171581,212,4.3,3703171575,56,Right,3708861519,178,,3703171577,140,52.8,,,,,,,5t952swvuoed4pdwgbi4yjhex,Florentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515823,9,45,1,0,53,ewsf6evtguu9j7k6js4tlgl89,0,54.6,96.4,2022-08-13T17:05:51.943Z,2022-08-15T02:44:55Z,3703171667,56,Left,3703171715,233,16,3703171669,285,,,,,,,,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515811,16,3,1,0,53,9ldqu49smv1xg2va0n2cy28zl,1,45.4,3.6,2022-08-13T17:05:51.943Z,2022-08-15T02:44:55Z,3703171619,286,,3703171701,233,9,3708861577,178,,3703171617,56,Back,3705433299,464,,,,,,,,,,,7qwzed85qna21zisvvatrjlxx,Gilberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446647955,808,43,1,0,55,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2022-08-13T17:05:53.440Z,2022-08-16T04:42:06Z,3709299721,399,116631,3710486683,144,83,,,,,,,,,,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515841,17,1,1,0,55,9ldqu49smv1xg2va0n2cy28zl,1,47.7,1.3,2022-08-13T17:05:53.444Z,2022-08-15T10:03:42Z,3703171747,56,Back,3703171755,213,1.3,3703171751,141,6.2,3703171753,212,3.5,3703171749,140,48.6,3708861637,178,,,,,,,,7qwzed85qna21zisvvatrjlxx,Gilberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446861883,1258,83,1,0,56,ewsf6evtguu9j7k6js4tlgl89,1,58.1,95,2022-08-13T17:05:54.455Z,2022-08-16T04:42:28Z,3710486913,399,216055,,,,,,,,,,,,,,,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515857,18,1,1,0,56,9ldqu49smv1xg2va0n2cy28zl,1,50.6,5.2,2022-08-13T17:05:55.279Z,2022-08-15T02:45:05Z,3703171877,141,10.7,3703171873,56,Right,3703171875,140,58.3,3703171881,213,0.4,3708861739,178,,3703171879,212,8.9,,,,,,,5t952swvuoed4pdwgbi4yjhex,Florentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515865,19,3,1,0,58,9ldqu49smv1xg2va0n2cy28zl,0,56.1,16.5,2022-08-13T17:05:56.698Z,2022-08-15T02:45:14Z,3703171919,286,,3708861929,178,,3703171917,56,Right,3705433501,465,,3703172017,233,10,,,,,,,,,,37ao6cj3w5pd5v5ap79fqlxw5,Rafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515879,10,7,1,0,58,ewsf6evtguu9j7k6js4tlgl89,1,43.9,83.5,2022-08-13T17:05:56.954Z,2022-08-15T02:45:19Z,3708862035,178,,3703172011,233,19,3703172003,56,Back,3703172005,285,,3705433601,384,,,,,,,,,,,64upo0p7ealjcpfkldjiqlvit,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515907,11,49,1,0,59,ewsf6evtguu9j7k6js4tlgl89,1,41.7,85.1,2022-08-13T17:05:58.276Z,2022-08-15T02:45:24Z,,,,,,,,,,,,,,,,,,,,,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515917,12,3,1,1,0,ewsf6evtguu9j7k6js4tlgl89,0,40.5,90.2,2022-08-13T17:05:59.199Z,2022-08-15T02:46:22Z,3703172237,233,20,3703172181,286,,3703172179,56,Back,3708863143,178,,3705433777,465,,,,,,,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515909,20,7,1,1,1,9ldqu49smv1xg2va0n2cy28zl,0,59.5,9.8,2022-08-13T17:05:59.685Z,2022-08-15T02:46:26Z,3708863219,178,,3705433951,384,,3703172161,285,,3703172159,56,Right,3703172221,233,12,,,,,,,,,,9v4l7ic3ve6d22c0gs9p1oe3u,Gonçalo Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515933,21,49,1,1,2,9ldqu49smv1xg2va0n2cy28zl,1,58.4,6.2,2022-08-13T17:06:00.540Z,2022-08-15T02:47:10Z,,,,,,,,,,,,,,,,,,,,,,,,,7qwzed85qna21zisvvatrjlxx,Gilberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445515997,22,1,1,1,4,9ldqu49smv1xg2va0n2cy28zl,1,65.8,3.2,2022-08-13T17:06:03.377Z,2022-08-15T02:47:19Z,3703172631,213,1.5,3703172627,212,5.9,3703172617,56,Right,3703172625,141,11.9,3703172621,140,66.0,3708864035,178,,,,,,,,7qwzed85qna21zisvvatrjlxx,Gilberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445516517,28,1,1,1,6,9ldqu49smv1xg2va0n2cy28zl,1,64.8,24.9,2022-08-13T17:06:04.852Z,2022-08-15T02:47:27Z,3705434289,168,,3703175317,141,30.0,3708864155,178,,3703175321,213,1.4,3703175313,56,Center,3703175315,140,65.3,3703175319,212,3.5,,,,e81dfbtza1g8v3lozf39x3f85,Diogo Gonçalves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446649185,1102,43,1,1,6,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2022-08-13T17:06:05.104Z,2022-08-16T04:43:03Z,3709305831,233,810,3710487267,144,67,,,,,,,,,,,,,,,,,,,9v4l7ic3ve6d22c0gs9p1oe3u,Gonçalo Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446649181,810,43,1,1,6,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2022-08-13T17:06:05.105Z,2022-08-16T04:43:03Z,3709305843,233,1102,3710487271,144,67,,,,,,,,,,,,,,,,,,,dqpkkgodtwn11fgpq2c3tlqz9,N. Zolotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445516003,23,61,1,1,6,9ldqu49smv1xg2va0n2cy28zl,1,64.3,10.6,2022-08-13T17:06:05.132Z,2022-08-15T10:25:57Z,3708864327,178,,3703172675,56,Right,,,,,,,,,,,,,,,,,,,9v4l7ic3ve6d22c0gs9p1oe3u,Gonçalo Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445516043,24,1,1,1,7,9ldqu49smv1xg2va0n2cy28zl,0,63,7,2022-08-13T17:06:06.080Z,2022-08-15T02:48:36Z,3708864435,178,,3703172849,140,67.6,3703172857,212,5.3,3703172845,56,Right,3703172859,213,0.4,3703172853,141,10.1,,,,,,,e81dfbtza1g8v3lozf39x3f85,Diogo Gonçalves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445516035,13,8,1,1,8,ewsf6evtguu9j7k6js4tlgl89,1,27.4,82,2022-08-13T17:06:06.721Z,2022-08-15T02:48:57Z,3703172805,56,Back,3705434521,383,,3708865519,178,,,,,,,,,,,,,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445516053,14,49,1,1,9,ewsf6evtguu9j7k6js4tlgl89,1,28.5,82.3,2022-08-13T17:06:07.433Z,2022-08-15T02:49:01Z,,,,,,,,,,,,,,,,,,,,,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445516255,15,1,1,1,9,ewsf6evtguu9j7k6js4tlgl89,1,29.7,82.3,2022-08-13T17:06:08.372Z,2022-08-15T02:49:04Z,3703173889,1,,3703173875,56,Left,3703173871,155,,3703173885,212,43.1,3703173879,140,70.2,3703173883,141,92.6,3703173887,213,0.2,3708865607,178,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445516273,16,1,1,1,20,ewsf6evtguu9j7k6js4tlgl89,0,89.6,81.8,2022-08-13T17:06:18.561Z,2022-08-15T02:49:08Z,3703173963,212,18.1,3703173959,140,92.0,3703173961,141,55.5,3703173965,213,4.9,3708865673,178,,3705434973,72,,3703173953,2,,3705434971,224,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,3703173957,56,,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,
2445516313,25,61,1,1,20,9ldqu49smv1xg2va0n2cy28zl,1,5.7,45.2,2022-08-13T17:06:19.314Z,2022-08-15T02:49:18Z,3703174221,56,Back,3708865849,178,,,,,,,,,,,,,,,,,,,,bocgbpxctelmsucqoba2dujca,Morato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445516307,17,61,1,1,21,ewsf6evtguu9j7k6js4tlgl89,0,92,53.9,2022-08-13T17:06:19.537Z,2022-08-15T02:49:29Z,3703174191,56,Center,3708865959,178,,,,,,,,,,,,,,,,,,,,cwd95dwww2bs1d9wzjpw3ydx,Rafael Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445516323,26,12,1,1,22,9ldqu49smv1xg2va0n2cy28zl,1,3.3,26.7,2022-08-13T17:06:21.272Z,2022-08-15T02:49:33Z,3703174369,167,,3708866003,178,,3703174297,140,0.0,3703174303,213,3.7,3703174301,212,4.8,3703174295,56,Back,3703174299,141,22.8,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445516349,18,6,1,1,23,ewsf6evtguu9j7k6js4tlgl89,1,96.2,65.6,2022-08-13T17:06:21.829Z,2022-08-15T02:49:36Z,3703174431,73,,3703174437,233,27,3703174429,56,Center,,,,,,,,,,,,,,,,cwd95dwww2bs1d9wzjpw3ydx,Rafael Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445516331,27,6,1,1,23,9ldqu49smv1xg2va0n2cy28zl,0,3.8,34.4,2022-08-13T17:06:21.829Z,2022-08-15T02:49:36Z,3703174345,56,Back,3703174467,233,18,3703174347,73,,,,,,,,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445516785,19,1,1,1,54,ewsf6evtguu9j7k6js4tlgl89,1,99.5,99.5,2022-08-13T17:06:52.576Z,2022-08-15T02:49:40Z,3703176717,140,79.6,3705435325,72,,3703176721,212,59.8,3703176725,1,,3703176709,6,,3703176711,155,,3703176715,56,Right,3703176707,2,,bxbvbqfhiv1hivt3ttxum1uy1,T. Kunimoto,3708866123,178,3703176719,141,3703176713,224,,3703176723,213,,,,17.1,4.4,,,,,,,,,,,,,,,,,,,,,,
2445516799,20,1,1,1,59,ewsf6evtguu9j7k6js4tlgl89,1,80.1,16.8,2022-08-13T17:06:58.014Z,2022-08-15T02:49:45Z,3703176803,56,Center,3703176805,140,80.6,3703176811,213,1.5,3703176809,212,4.9,3708866179,178,,3703176807,141,24.0,,,,,,,64upo0p7ealjcpfkldjiqlvit,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445516811,21,1,1,2,0,ewsf6evtguu9j7k6js4tlgl89,1,80.6,24,2022-08-13T17:06:58.734Z,2022-08-15T02:51:41Z,3703176867,212,12.7,3703176869,213,5.8,3708866273,178,,3703176861,56,Right,3703176865,141,15.6,3703176863,140,91.4,,,,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
