id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,qualifier/17/value,qualifier/18/value
2538361801,5,1,1,0,11,7fn0aazbc8nx0u040aulozds1,1,43,82.7,2023-04-23T19:30:30.677Z,2023-04-23T19:30:33Z,4215420147,140,36.2,4215420145,56,Back,4215420149,141,68.1,4215420151,212,12.2,4215420153,213,4.1,,,,,,,,,,hrr3761wvgn1ayhsrrz4rf11,Kiko Bondoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538361849,6,1,1,0,14,7fn0aazbc8nx0u040aulozds1,1,36.2,68.1,2023-04-23T19:30:33.365Z,2023-04-23T19:31:12Z,4215420407,213,6.1,4215420403,141,66.0,4215420401,140,43.6,4215420405,212,7.9,4215420399,56,Back,,,,,,,,,,3ynj76lod24r597rmhshxczpx,Claudemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362519,15,1,1,0,15,7fn0aazbc8nx0u040aulozds1,1,46.6,64.9,2023-04-23T19:30:34.297Z,2023-04-23T19:31:34Z,4215423953,212,6.2,4215423951,141,73.0,4215423945,56,Back,4215423955,213,1.1,4215423947,140,49.4,,,,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538361855,7,1,1,0,16,7fn0aazbc8nx0u040aulozds1,0,53.1,75.6,2023-04-23T19:30:36.053Z,2023-04-23T19:30:39Z,4215420423,213,5.9,4215420587,4,,4215420421,212,11.4,4215420419,141,69.3,4215420415,56,Center,4215420417,140,63.2,,,,,,,hrr3761wvgn1ayhsrrz4rf11,Kiko Bondoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538361867,7,61,1,0,18,dich5v7sw466smbqap0d9rbyj,1,28.9,28.6,2023-04-23T19:30:37.765Z,2023-04-24T17:59:53Z,4215420491,56,Back,,,,,,,,,,,,,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538361887,8,49,1,0,19,dich5v7sw466smbqap0d9rbyj,1,34.1,12.9,2023-04-23T19:30:38.957Z,2023-04-24T17:59:57Z,,,,,,,,,,,,,,,,,,,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538361897,9,1,1,0,20,dich5v7sw466smbqap0d9rbyj,1,34.1,12.9,2023-04-23T19:30:40.084Z,2023-04-23T19:30:41Z,4215420695,212,6.6,4215420691,140,28.9,4215420693,141,18.3,4215420697,213,2.5,4215420689,56,Back,,,,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538361917,10,1,1,0,21,dich5v7sw466smbqap0d9rbyj,1,28.9,18.3,2023-04-23T19:30:40.916Z,2023-04-23T19:30:42Z,4215420773,140,33.2,4215420771,56,Back,4215420777,212,7.4,4215420775,141,27.0,4215420779,213,0.9,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538361935,11,1,1,0,23,dich5v7sw466smbqap0d9rbyj,1,33.2,27,2023-04-23T19:30:42.357Z,2023-04-23T19:30:44Z,4215420883,141,52.3,4215420887,213,2.4,4215420879,56,Back,4215420885,212,25.7,4215420881,140,15.0,,,,,,,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538361957,12,1,1,0,25,dich5v7sw466smbqap0d9rbyj,1,16.4,64.3,2023-04-23T19:30:44.356Z,2023-04-23T19:30:46Z,4215421009,140,21.3,4215421013,212,15.2,4215421007,56,Back,4215421011,141,85.4,4215421015,213,1.2,,,,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538361979,13,1,1,0,26,dich5v7sw466smbqap0d9rbyj,1,21.8,87.5,2023-04-23T19:30:45.957Z,2023-04-23T19:30:47Z,4215421109,56,Back,4215421113,141,85.2,4215421117,213,6.2,4215421111,140,37.8,4215421115,212,16.9,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362005,14,1,1,0,28,dich5v7sw466smbqap0d9rbyj,1,41.5,80.6,2023-04-23T19:30:47.733Z,2023-04-23T19:30:49Z,4215421263,212,7.7,4215421257,56,Back,4215421261,141,70.5,4215421259,140,44.8,4215421265,213,5.2,,,,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362013,15,1,1,0,30,dich5v7sw466smbqap0d9rbyj,0,45.2,70.5,2023-04-23T19:30:49.605Z,2023-04-23T19:30:53Z,4215421277,56,Back,4215421283,212,1.9,4215421279,140,46.3,4215421281,141,68.2,4215421541,233,8,4215421539,236,,4215421285,213,5.3,4215421545,286,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362049,8,74,1,0,30,7fn0aazbc8nx0u040aulozds1,1,61.3,28.6,2023-04-23T19:30:49.606Z,2023-04-23T19:44:48Z,4215421493,56,Center,4215421575,233,15,4215421495,285,,,,,,,,,,,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362063,9,49,1,0,31,7fn0aazbc8nx0u040aulozds1,1,60.6,28.3,2023-04-23T19:30:50.222Z,2023-04-24T18:00:17Z,,,,,,,,,,,,,,,,,,,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362093,10,1,1,0,32,7fn0aazbc8nx0u040aulozds1,0,59.8,25.5,2023-04-23T19:30:51.398Z,2023-04-24T18:00:19Z,4215421701,140,62.6,4215421705,212,12.7,4215421703,141,7.3,4215421707,213,4.9,4215421699,56,Right,,,,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362079,16,8,1,0,33,dich5v7sw466smbqap0d9rbyj,1,39.9,94.4,2023-04-23T19:30:53.117Z,2023-04-24T18:00:32Z,4215421619,56,Back,4218055563,383,,,,,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362097,17,49,1,0,34,dich5v7sw466smbqap0d9rbyj,1,40.1,96,2023-04-23T19:30:53.821Z,2023-04-24T18:00:34Z,,,,,,,,,,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362103,18,1,1,0,35,dich5v7sw466smbqap0d9rbyj,0,40.1,96,2023-04-23T19:30:55.061Z,2023-04-23T19:30:55Z,4215421749,56,Left,4215421757,213,0.1,4215421753,141,97.4,4215421751,140,53.5,4215421755,212,14.1,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362113,11,49,1,0,37,7fn0aazbc8nx0u040aulozds1,1,52.6,1.4,2023-04-23T19:30:56.582Z,2023-04-23T19:30:56Z,,,,,,,,,,,,,,,,,,,,,,,,,7m2za4jynw9fdc2ax1455ibpx,Igor Julião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362135,12,4,1,0,39,7fn0aazbc8nx0u040aulozds1,1,52.2,2,2023-04-23T19:30:58.518Z,2023-04-23T19:31:00Z,4215421895,152,,4215421899,286,,4215421897,265,,4215421891,13,,4215421967,233,19,4215421893,56,Right,,,,,,,7m2za4jynw9fdc2ax1455ibpx,Igor Julião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362141,19,4,1,0,39,dich5v7sw466smbqap0d9rbyj,0,47.8,98,2023-04-23T19:30:58.519Z,2023-04-23T19:31:00Z,4215422001,233,12,4215421921,152,,4215421917,13,,4215421927,285,,4215421923,265,,4215421919,56,Back,,,,,,,3vln1sp3b13v1yhcsd0vl3c2x,Rafa Mújica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362451,13,1,1,1,3,7fn0aazbc8nx0u040aulozds1,0,52.9,3.5,2023-04-23T19:31:22.759Z,2023-04-23T19:32:13Z,4215423561,5,,4215423571,141,30.0,4215423563,155,,4215423573,212,53.2,4215423575,213,0.3,4215423565,152,,4215423569,140,100.0,4215423567,56,Center,3ynj76lod24r597rmhshxczpx,Claudemir,4215423577,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362455,14,5,1,1,7,7fn0aazbc8nx0u040aulozds1,0,101.3,25.6,2023-04-23T19:31:26.230Z,2023-04-25T21:48:50Z,4215423593,56,Center,4215423673,233,20,4215423595,346,,,,,,,,,,,,,,,,,2amti8wga8jpons4mizksjd1x,Bruno Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362441,20,5,1,1,7,dich5v7sw466smbqap0d9rbyj,1,-1.3,74.4,2023-04-23T19:31:26.230Z,2023-04-25T21:48:50Z,4215423497,56,Back,4215423641,233,14,4215423499,346,,,,,,,,,,,,,,,,,3vln1sp3b13v1yhcsd0vl3c2x,Rafa Mújica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362749,21,1,1,1,27,dich5v7sw466smbqap0d9rbyj,1,2.1,50.4,2023-04-23T19:31:46.711Z,2023-04-23T19:31:51Z,4215425179,56,Back,4215425181,140,6.3,4215425183,141,73.5,4215425177,124,,4215425191,237,,4215425185,212,16.3,4215425187,213,1.3,,,,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362791,22,1,1,1,32,dich5v7sw466smbqap0d9rbyj,1,10.2,71.4,2023-04-23T19:31:51.543Z,2023-04-23T19:31:53Z,4215425363,141,32.1,4215425359,56,Back,4215425361,140,5.4,4215425367,213,4.5,4215425365,212,27.2,,,,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362841,23,1,1,1,34,dich5v7sw466smbqap0d9rbyj,1,5.7,26.8,2023-04-23T19:31:53.624Z,2023-04-23T19:31:56Z,4215425627,140,8.3,4215425633,213,4.9,4215425625,56,Back,4215425629,141,4.7,4215425631,212,15.3,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362945,24,1,1,1,37,dich5v7sw466smbqap0d9rbyj,1,9.6,1.9,2023-04-23T19:31:56.744Z,2023-04-23T19:32:03Z,4215426213,141,5.6,4215426221,213,0.0,4215426207,140,59.0,4215426217,212,51.9,4215426225,1,,4215426197,155,,4215426203,56,Right,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362955,25,61,1,1,40,dich5v7sw466smbqap0d9rbyj,0,59.4,3.7,2023-04-23T19:32:00.159Z,2023-04-24T18:09:08Z,4215426263,56,Right,,,,,,,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538848921,1012,56,1,1,42,7fn0aazbc8nx0u040aulozds1,1,0,0,2023-04-23T19:32:01.233Z,2023-04-24T18:09:05Z,4218075371,56,Back,,,,,,,,,,,,,,,,,,,,,,8f8lbg182g5jwnqbj1zgjbljp,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538363101,16,5,1,1,44,7fn0aazbc8nx0u040aulozds1,1,32.3,101.8,2023-04-23T19:32:03.415Z,2023-04-23T19:32:13Z,4215426981,56,Back,4215427011,233,26,4215426983,347,,,,,,,,,,,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538362963,26,5,1,1,44,dich5v7sw466smbqap0d9rbyj,0,67.7,-1.8,2023-04-23T19:32:03.415Z,2023-04-23T19:42:21Z,4215427033,233,16,4215426299,56,Right,4215426301,347,,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538363303,17,1,1,2,5,7fn0aazbc8nx0u040aulozds1,1,28.5,100,2023-04-23T19:32:24.521Z,2023-04-23T19:32:26Z,4215427991,141,86.6,4215427993,212,10.6,4215427987,56,Back,4215427995,213,5.0,4215427989,140,31.7,4215427985,107,,,,,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538363323,18,1,1,2,6,7fn0aazbc8nx0u040aulozds1,1,31.7,86.6,2023-04-23T19:32:25.976Z,2023-04-23T19:32:27Z,4215428101,213,0.2,4215428099,212,9.5,4215428095,140,40.5,4215428091,155,,4215428093,56,Back,4215428097,141,90.0,,,,,,,3ynj76lod24r597rmhshxczpx,Claudemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538363333,19,1,1,2,7,7fn0aazbc8nx0u040aulozds1,1,40.5,90,2023-04-23T19:32:26.953Z,2023-04-23T19:32:27Z,4215428129,56,Left,4215428135,212,16.2,4215428131,140,55.8,4215428137,213,0.1,4215428133,141,93.3,,,,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538363347,20,1,1,2,8,7fn0aazbc8nx0u040aulozds1,1,55.8,93.3,2023-04-23T19:32:27.833Z,2023-04-23T19:32:29Z,4215428201,213,4.4,4215428199,212,8.5,4215428191,3,,4215428195,140,53.2,4215428193,56,Left,4215428197,141,81.4,,,,,,,2u7fm04v2xzqso4rubkrvjcru,M. Osmajić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538363361,21,1,1,2,9,7fn0aazbc8nx0u040aulozds1,0,53.4,88,2023-04-23T19:32:29.128Z,2023-04-23T19:32:34Z,4215428287,213,0.5,4215428285,212,19.5,4215428283,141,100.0,4215428277,155,,4215428279,56,Left,4215428281,140,69.9,,,,,,,hrr3761wvgn1ayhsrrz4rf11,Kiko Bondoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538363363,22,5,1,2,11,7fn0aazbc8nx0u040aulozds1,0,70.4,101.8,2023-04-23T19:32:30.280Z,2023-04-23T19:42:21Z,4215428289,56,Left,4215428291,347,,4215428393,233,27,,,,,,,,,,,,,,,,hrr3761wvgn1ayhsrrz4rf11,Kiko Bondoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538363381,27,5,1,2,11,dich5v7sw466smbqap0d9rbyj,1,29.6,-1.8,2023-04-23T19:32:30.280Z,2023-04-23T19:32:31Z,4215428369,233,22,4215428365,56,Back,4215428367,347,,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538363475,28,1,1,2,17,dich5v7sw466smbqap0d9rbyj,1,33.6,0,2023-04-23T19:32:36.746Z,2023-04-23T20:22:29Z,4215428935,1,,4215428923,107,,4215598625,189,,4215428929,141,37.4,4215428925,56,Back,4215428931,212,29.6,4215428927,140,21.6,4215428933,213,2.0,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538363509,29,1,1,2,20,dich5v7sw466smbqap0d9rbyj,1,22.6,39.6,2023-04-23T19:32:39.641Z,2023-04-23T19:32:43Z,4215429113,213,4.8,4215429109,141,19.2,4215429105,56,Back,4215429111,212,13.9,4215429107,140,23.9,,,,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538363561,30,1,1,2,23,dich5v7sw466smbqap0d9rbyj,1,27,16.7,2023-04-23T19:32:43.001Z,2023-04-23T19:32:45Z,4215429359,140,30.4,4215429369,213,1.3,4215429367,212,14.1,4215429363,141,36.7,4215429353,56,Back,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538363617,31,1,1,2,26,dich5v7sw466smbqap0d9rbyj,1,30.4,38.1,2023-04-23T19:32:45.513Z,2023-04-23T19:32:49Z,4215429641,212,27.4,4215429643,213,1.7,4215429637,140,27.5,4215429635,56,Back,4215429639,141,78.1,,,,,,,,,,7nrjutc015x9nupdcl4hj3l5h,David Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538363647,32,1,1,2,29,dich5v7sw466smbqap0d9rbyj,1,31.2,82.4,2023-04-23T19:32:49.065Z,2023-04-23T19:32:52Z,4215429801,212,18.7,4215429803,213,0.5,4215429797,140,46.7,4215429799,141,95.8,4215429795,56,Back,,,,,,,,,,43mnaysq76cz587wxk8w3job9,N. Galović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538363675,33,1,1,2,33,dich5v7sw466smbqap0d9rbyj,0,48.3,96.5,2023-04-23T19:32:52.329Z,2023-04-24T18:09:52Z,4218077609,4,,4215429953,141,50.2,4215429951,140,85.2,4215429949,56,Center,4215429957,213,5.6,4215429947,155,,4215429959,1,,4215429955,212,49.9,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538363713,23,52,1,2,38,7fn0aazbc8nx0u040aulozds1,1,8.1,43.4,2023-04-23T19:32:57.466Z,2023-04-24T18:09:55Z,4218077759,378,,,,,,,,,,,,,,,,,,,,,,,9uc54rlxmahbfppv97zi81yhh,F. Buntić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
