id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/12/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2500782161,1,34,16,0,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-01-26T19:19:16.893Z,2023-01-26T20:15:44Z,3995820841,130,4,3995820837,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3995820847,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3995820839,59,"28, 15, 5, 6, 3, 23, 22, 26, 30, 10, 7, 14, 98, 4, 9, 11, 16, 17, 20, 21",3995820835,30,"1k5y6mool4qz2xtg6mp892vh1, 3zndvhinobvclra6m0y47drrp, 3zkqv88qpc3tm22pex5qfillh, egf4oc47whxf2hmrjjddvtxbd, fwnnz9wriid0xznpbpdy82s4, c9rqgser2j8a6w7xfj3vmkzfu, 7jso6ijfblfqjfvfh09wt5g5, 8dyozmfhm4x9hwqqpa6hcri6t, 7d8acg1r083veuigl34kojnbp, 78ug8x7pkjt88u5dx151v32z9, 8kns1kywrlakjwll1cxs19r3e, bid3fvgjmfnik2pegy9av3tux, 53y263xxfdf1itytiqhg3v6c5, 4qo7eu3xwhkpssbuyk4n70fe1, atcgj9k5ghx0ekwyky31l4pud, d4zft3r7ot8q6dqqhqugbba0a, 2grwfg8j3gpdthz5n5dn6wb56, 1arszie3v8bks90bcetskhwfe, 6hhxcbz0w98s2ucyjq4v3o9p0, 32y6mygyypg6jhzge0vqjx79",3995820845,194,3zkqv88qpc3tm22pex5qfillh,3995865883,197,12635,3995820843,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500782283,1,34,16,0,0,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2023-01-26T19:20:07.006Z,2023-01-26T20:23:33Z,3995821593,30,"7jtc6yk5xu4cm1an97wrgozbp, 9j0v9bomstpbku7nnmqp8n7c9, 12f4mz064elnxecq2srl7r6j9, 1zxwich342p8fholev7ddkwh6, 2p86mzr8qnu9iy01fusvovf56, x32fbvwwxkda9ruezw67b3dh, fvuj5umkjxxb1btu6004xjh1, 5t952swvuoed4pdwgbi4yjhex, 9v4l7ic3ve6d22c0gs9p1oe3u, 7pmigpf4yfi6dfih8e1ogdwb9, 4dh4ws8ehn6uywozt6ygczs2d, 7qwzed85qna21zisvvatrjlxx, er2t5qzxjzjgiz64l5qqk3mjt, 7pi4j76iy3cfh0bfkxf9x8ell, yzee990gbkpl00qdgr6h3r2t, chfqy504a1mnfs67pbdbk0jfu, bxcpii8qeyw2duignml45sc15, 929ho421g2zacylfc97m23uac, bocgbpxctelmsucqoba2dujca, 36fznb9hzqvn6lnlla7f3ycwl",3995821605,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3995821595,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3995821603,194,x32fbvwwxkda9ruezw67b3dh,3995821599,130,8,3995821601,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3995821597,59,"99, 6, 3, 13, 66, 30, 20, 61, 88, 15, 8, 2, 4, 7, 22, 24, 33, 87, 91, 93",3995876973,197,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790947,2,32,1,0,0,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2023-01-26T20:17:39.507Z,2023-01-26T20:17:39Z,3995868397,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790951,2,32,1,0,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-01-26T20:17:39.507Z,2023-01-27T22:07:06Z,3995868409,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790965,3,1,1,0,0,9ldqu49smv1xg2va0n2cy28zl,1,50,50,2023-01-26T20:17:39.541Z,2023-01-28T02:10:53Z,3995868477,56,Back,3995868483,212,14.2,3997614039,178,,3995868485,213,3.5,3995868479,140,37.5,3995868481,141,42.1,3995868487,279,S,,,,9v4l7ic3ve6d22c0gs9p1oe3u,Gonçalo Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790973,4,1,1,0,2,9ldqu49smv1xg2va0n2cy28zl,1,35.6,46.6,2023-01-26T20:17:42.498Z,2023-01-28T02:11:01Z,3995868523,140,31.0,3995868525,141,63.4,3995868529,213,2.0,3995868527,212,12.4,3997614209,178,,3995868521,56,Back,,,,,,,5t952swvuoed4pdwgbi4yjhex,Florentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790991,5,1,1,0,6,9ldqu49smv1xg2va0n2cy28zl,1,30.9,58.4,2023-01-26T20:17:46.287Z,2023-01-28T02:11:06Z,3995868611,141,38.6,3995868615,213,4.6,3997614305,178,,3995868609,140,29.9,3995868607,56,Back,3995868613,212,13.5,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500790997,6,1,1,0,11,9ldqu49smv1xg2va0n2cy28zl,1,33.6,33.4,2023-01-26T20:17:50.626Z,2023-01-28T02:11:09Z,3995868641,141,39.8,3995868637,56,Back,3995868639,140,40.0,3995868645,213,0.6,3997614323,178,,3995868643,212,8.0,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500791013,7,1,1,0,12,9ldqu49smv1xg2va0n2cy28zl,1,38.8,39.7,2023-01-26T20:17:52.246Z,2023-01-28T02:11:12Z,3995868721,140,33.2,3995868719,56,Back,3995868727,213,4.1,3995868723,141,28.3,3997614331,178,,3995868725,212,9.7,,,,,,,5t952swvuoed4pdwgbi4yjhex,Florentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500791021,8,1,1,0,14,9ldqu49smv1xg2va0n2cy28zl,1,33,27.7,2023-01-26T20:17:53.839Z,2023-01-28T02:11:14Z,3995868761,212,17.4,3995868755,56,Back,3995868759,141,6.4,3995868757,140,42.2,3997614355,178,,3995868763,213,5.3,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500791047,9,1,1,0,15,9ldqu49smv1xg2va0n2cy28zl,1,42.2,6.4,2023-01-26T20:17:55.068Z,2023-01-28T02:11:17Z,3995868913,56,Right,3995868921,213,0.6,3997614375,178,,3995868915,140,52.7,3995868919,212,13.0,3995868917,141,16.5,,,,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500791053,10,1,1,0,20,9ldqu49smv1xg2va0n2cy28zl,1,69.8,5.6,2023-01-26T20:18:00.236Z,2023-01-28T02:11:20Z,3995868953,56,Right,3997614421,178,,3995868961,213,1.3,3995868955,140,71.2,3995868959,212,4.9,3995868957,141,12.5,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500791055,11,1,1,0,21,9ldqu49smv1xg2va0n2cy28zl,0,72.3,13.4,2023-01-26T20:18:01.054Z,2023-01-28T02:11:23Z,3995868973,213,2.7,3997614457,178,,3995868965,56,Right,3995868971,212,1.9,3995868969,141,14.7,3995868967,140,70.7,,,,,,,7pmigpf4yfi6dfih8e1ogdwb9,Gonçalo Guedes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500791061,3,1,1,0,21,491xixnlsp75o7cr3w2gc1o0z,1,34.8,77.6,2023-01-26T20:18:01.396Z,2023-01-28T02:11:27Z,3995869001,56,Back,3995869007,212,8.2,3997614491,178,,3995869003,140,27.6,3995869005,141,82.2,3995869009,213,2.7,,,,,,,7jso6ijfblfqjfvfh09wt5g5,Luíz Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500791065,4,49,1,0,23,491xixnlsp75o7cr3w2gc1o0z,1,27.6,81.6,2023-01-26T20:18:02.688Z,2023-01-28T02:11:34Z,,,,,,,,,,,,,,,,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500791073,5,1,1,0,23,491xixnlsp75o7cr3w2gc1o0z,1,27.6,81.6,2023-01-26T20:18:03.096Z,2023-01-28T02:11:39Z,3995869053,141,92.1,3995869055,212,7.5,3995869049,56,Back,3997614679,178,,3995869057,213,1.2,3995869051,140,29.9,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
