id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/9/value,qualifier/14/value,qualifier/16/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/17/value
2479503123,1,34,16,0,0,co1i764h6b02husae71w6scs8,1,0,0,2022-10-30T14:34:18.323Z,2022-10-30T16:38:51Z,3884227881,197,3749,3883819895,130,8,3883819899,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883819903,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883819891,59,"32, 3, 14, 8, 44, 22, 11, 6, 99, 93, 70, 1, 17, 19, 20, 24, 27, 28, 35, 77",3883819901,194,9788pzgd21d94wye06ryneoyd,3883819887,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3883819885,30,"cpf5wp34pu80qzvcwakjhh905, db6kkpr65v0zlrlx1cr5almcq, f29gq7ixyjd9m22yhmb7c7oq1, 9788pzgd21d94wye06ryneoyd, 10va1tucy0kb83wllaudp7e95, cgtz4fa0mz9poi4ju8bjtbwiy, 6c09pz2awc8uk97ih38dp6609, 9lwpckbeu2ymqlmq6288bdjvt, awicgdcslcljo1mbmvochqlwq, 82fjdh9q4378gd1g9l1bimrx1, 1zokl2zp7gtwlmj37kps6lnmx, eaf4b3le808xp7j4rejomxf55, 5j9k3rz7a8z7zx91hxetr6v6y, 2kvb94ocyvs7x1sbq73rr22nd, 1c0ymbcylpp4ty7n34inspffu, 52407m29h74ziyt19jty0od7t, 3q1nhus52rnkt6nwvqmpb1ct0, aa7j9iapqibvw2xfjpuy4say2, 7apd6saozsmkhkm7ew06a5a6t, 7su7fdl13e1v7rvbcdr9n95ux",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479508593,1,34,16,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-10-30T14:38:07.346Z,2022-10-30T15:44:48Z,3883849747,194,3o3pp38h4ww0btuxzna0mhtcl,3883849751,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3884187317,197,11679,3883849735,130,7,3883849731,59,"99, 62, 31, 25, 23, 4, 95, 32, 79, 20, 7, 8, 10, 13, 21, 22, 29, 34, 50, 78",3883849741,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883849721,30,"1ocxh5s9uo0s8ag79j7iv6acp, 3gelookco8f9ft0guaec03t3o, 3o3pp38h4ww0btuxzna0mhtcl, ctkp6xkdg68xonlfkjwe580oa, 2jskw42u7twkcsxa15hcysiy1, 2zu7x3ge1bkly3l57je95laeh, 5bl0qe7l7juksox3s4u76hxat, 1e12w0zsray39tnhemg3jy5t5, 3sdtccxqlc28tszv5vrnibckq, dyeuxixz75ematbmtiwzcvhzp, dqpofsnyszazhkp0t7gtlfi3u, 195o7hchielt14ic49r3k06sq, 51edb4gy0w4q1wns87xehn2dx, e4x6fx7njwfevkwf1t0ocyq51, 74hu9pcq0b1z36871v3inexyi, cdkxx5845lj8spbg3ha7m1xm2, 1l0sfejnziz4ur5prgb0tp2j8, 9ylq7ia76wd7pxq3ax9qo8w5x, c9juqy1fmkna7jcozyeg0weeh, 4mvqt04u92wsm1p5ja8fpilii",3883849727,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479574771,2,32,1,0,0,co1i764h6b02husae71w6scs8,1,0,0,2022-10-30T15:31:47.163Z,2022-11-01T11:26:08Z,3884207745,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479574779,2,32,1,0,0,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2022-10-30T15:31:47.163Z,2022-10-30T15:31:49Z,3884207779,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479574829,3,1,1,0,0,co1i764h6b02husae71w6scs8,1,50,50,2022-10-30T15:31:47.216Z,2022-11-01T12:00:42Z,3884208095,141,46.9,3884208099,213,3.3,3884208093,140,32.7,3884208091,56,Back,3887811359,178,,3884208097,212,18.3,3884208101,279,S,,,,awicgdcslcljo1mbmvochqlwq,Yago Cariello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479574863,4,1,1,0,1,co1i764h6b02husae71w6scs8,1,32.7,46.7,2022-10-30T15:31:48.854Z,2022-11-01T12:00:50Z,3887811491,178,,3884208279,140,20.2,3884208285,213,2.3,3884208283,212,20.5,3884208281,141,69.9,3884208277,56,Back,,,,,,,9lwpckbeu2ymqlmq6288bdjvt,Henrique Jocú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479574885,5,1,1,0,4,co1i764h6b02husae71w6scs8,1,20.2,69.7,2022-10-30T15:31:51.287Z,2022-11-01T12:00:57Z,3884208401,140,20.0,3884208403,141,37.4,3884208405,212,22.0,3887811613,178,,3884208399,56,Back,3884208407,213,4.7,,,,,,,cgtz4fa0mz9poi4ju8bjtbwiy,Filipe Relvas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479574943,6,1,1,0,8,co1i764h6b02husae71w6scs8,0,20.3,37.4,2022-10-30T15:31:55.253Z,2022-11-01T12:01:02Z,3884208733,213,6.2,3884208717,56,Center,3884208737,1,,3884208715,155,,3884208729,212,55.2,3884208725,141,34.3,3884208721,140,72.8,3887811681,178,,10va1tucy0kb83wllaudp7e95,Pedrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479574981,3,1,1,0,10,22mo7qbsnyi8wtucpvhgvhw2q,1,24.4,78,2022-10-30T15:31:57.861Z,2022-11-01T12:01:20Z,3884208927,213,1.7,3884208925,212,11.8,3884208921,140,23.4,3884208923,141,95.3,3884208917,3,,3887811881,178,,3884208919,56,Back,,,,2zu7x3ge1bkly3l57je95laeh,Lucas Áfrico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479574985,4,49,1,0,12,22mo7qbsnyi8wtucpvhgvhw2q,1,23.3,95.9,2022-10-30T15:31:59.820Z,2022-11-01T12:02:25Z,,,,,,,,,,,,,,,,,,,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479575053,5,1,1,0,15,22mo7qbsnyi8wtucpvhgvhw2q,0,26,99.3,2022-10-30T15:32:02.661Z,2022-11-01T12:02:55Z,3884209257,56,Back,3887812931,178,,3884209259,140,28.3,3884209261,141,99.3,3884209263,212,2.4,3884209265,213,0.0,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479575065,7,61,1,0,15,co1i764h6b02husae71w6scs8,1,70.1,2.9,2022-10-30T15:32:02.673Z,2022-11-01T12:03:07Z,3884209339,56,Right,3887813455,178,,,,,,,,,,,,,,,,,,,,6c09pz2awc8uk97ih38dp6609,Anderson Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
