id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/9/value,qualifier/13/value,qualifier/12/value,qualifier/16/value,qualifier/17/value,assist
2504993335,1,34,16,0,0,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-02-06T20:11:21.918Z,2023-02-06T20:11:22Z,4017841437,194,342kh2ue733edf9q7s0a2edat,4017841439,197,11673,4017841433,130,17,4017841441,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4017841435,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4017841429,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4017841427,30,"342kh2ue733edf9q7s0a2edat, 10k53pv13mw9hzllv70umgzbp, a9ozu4hjaylfr4299ceryskid, 3fo37mb4cp6lb0e86hhiyvu8l, cayu6id8xmj67n29s2x3bsbxm, 6hnzgiw8h1itz9l2j3sb6oeeh, d9i8y5vlymc2yggwxrax8wcbu, 8jfjglichcg0py57hhri5v0fd, 2m5jzeksbet8ltn3shk2exox6, 6x3qvqsp90kjsps3e4wx0oxqt, eee0bq4dkdn91l81e8cf1zxpm, 38339rg6eqprxc0w976gozjmc, 3e8mxxfs5q7gt4lg2beqpkwyd, cuc7gtr9q0465wxmzgq834ag9, 1kn0x4n8grpc1cx46ctnmajth, a7twqgp3fp43y1aoybfe2i8d1, 83ekq1r2omnsazmp41pio8s89, 9qp4xdwqq8odu20tto0zztz4k, 1xxhkr7nex5mjc9hrxm100lih, tkhdcvew2hyrrztin61sfw89",4017841431,59,"1, 47, 11, 2, 25, 3, 5, 15, 79, 10, 28, 26, 19, 12, 13, 16, 17, 32, 33, 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504993997,1,34,16,0,0,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2023-02-06T20:12:38.237Z,2023-02-06T21:16:53Z,4017844907,194,e6ztipndwfp33c6j7yebsyx91,4017844905,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4017967159,197,377,4017844909,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4017844903,130,17,4017844897,30,"ckog922pr9vqy2ry4m7o5ag2d, degqtleco9n5tlt0yz3q5t9ii, djqbki8jap3rp8l0izzly9tzo, 8uxdtdynfnmlx0ro5iounze1, 110maz3wmyhfk670un6ieloet, 803s6ja43m4i9jhl97jd37s2x, 912y0yoa524suow0wvpbtwq1h, e6ztipndwfp33c6j7yebsyx91, 55r9zkckjjq4txriw3jhguwnp, c38u6t2mr5f441tcuxlwpulpm, 79mo2l821d5zq6dyrg9qkpf4l, 5881z0950eh6003uukdwkuql0, 36bi849x9anyfayunuudgcdbe, 2u5a79zhvgasvp6yinny8kr2s, 1g46yyjzlu0vqpk3w51scv1ed, 9kvoxdbnb5kt2dzy7kr0s7v11, apjgf0d7fwwdsb06vdlsjyc45, 8lahho5viagd48ufvp582453p, 2rw2a005v9ehuopm1hf87uvah, 6fvujizi2c81rxbbble21p32t",4017844901,59,"18, 20, 77, 4, 23, 42, 30, 6, 9, 15, 22, 1, 3, 11, 17, 21, 27, 16, 93, 95",4017844899,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505016997,2,32,1,0,0,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-02-06T21:14:41.273Z,2023-02-06T21:14:41Z,4017972825,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505017003,2,32,1,0,0,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2023-02-06T21:14:41.273Z,2023-02-08T18:32:59Z,4017972847,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505017023,3,1,1,0,0,7catg5lpivcmpf4xhggh6d8rk,1,50,50,2023-02-06T21:14:41.373Z,2023-02-08T19:33:47Z,4020283829,178,,4017972961,141,47.6,4017972967,279,S,4017972959,140,42.4,4017972963,212,8.1,4017972965,213,3.3,4017972957,56,Back,,,,2m5jzeksbet8ltn3shk2exox6,Youssef Chermiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505017035,4,1,1,0,2,7catg5lpivcmpf4xhggh6d8rk,1,42.9,52.7,2023-02-06T21:14:43.510Z,2023-02-08T19:33:51Z,4020283943,178,,4017973015,56,Back,4017973019,141,75.0,4017973021,212,18.1,4017973017,140,33.5,4017973023,213,2.1,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505017043,5,1,1,0,4,7catg5lpivcmpf4xhggh6d8rk,1,31.4,73.5,2023-02-06T21:14:45.437Z,2023-02-08T19:33:55Z,4020284001,178,,4017973069,140,25.0,4017973073,212,17.6,4017973075,213,4.3,4017973067,56,Back,4017973071,141,49.6,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505017053,6,1,1,0,6,7catg5lpivcmpf4xhggh6d8rk,1,23.1,45.7,2023-02-06T21:14:47.514Z,2023-02-08T19:33:59Z,4017973133,213,4.5,4020284127,178,,4017973127,140,20.3,4017973131,212,13.2,4017973125,56,Back,4017973129,141,26.8,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505017073,7,1,1,0,8,7catg5lpivcmpf4xhggh6d8rk,1,18.7,25.2,2023-02-06T21:14:50.044Z,2023-02-08T19:34:02Z,4017973249,141,43.9,4017973253,213,2.5,4017973243,56,Back,4017973247,140,2.9,4017973251,212,20.9,4020284199,178,,,,,,,,6hnzgiw8h1itz9l2j3sb6oeeh,J. St. Juste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505017095,8,1,1,0,12,7catg5lpivcmpf4xhggh6d8rk,0,3.1,44.9,2023-02-06T21:14:53.318Z,2023-02-08T19:34:05Z,4017973355,213,6.0,4017973345,155,,4017973353,212,41.1,4017973349,140,41.0,4017973357,1,,4017973347,56,Back,4017973351,141,29.6,4020284257,178,,342kh2ue733edf9q7s0a2edat,Adán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
