id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,qualifier/16/value,qualifier/17/value
2469088389,4,49,1,0,7,9ldqu49smv1xg2va0n2cy28zl,1,31.2,10,2022-10-08T17:01:33.977Z,2022-10-10T12:54:58Z,,,,,,,,,,,,,,,,,,,,,,,,,7qwzed85qna21zisvvatrjlxx,Gilberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469088407,5,1,1,0,8,9ldqu49smv1xg2va0n2cy28zl,1,31.2,10,2022-10-08T17:01:35.186Z,2022-10-08T17:01:36Z,3828551209,140,28.3,3828551213,212,8.8,3828551215,213,1.9,3828551211,141,22.2,3828551207,56,Back,,,,,,,,,,7qwzed85qna21zisvvatrjlxx,Gilberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469088429,6,1,1,0,10,9ldqu49smv1xg2va0n2cy28zl,1,28.3,22.2,2022-10-08T17:01:36.337Z,2022-10-08T17:01:37Z,3828551337,212,16.0,3828551333,140,39.6,3828551335,141,6.4,3828551331,56,Back,3828551329,155,,3828551339,213,5.5,,,,,,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469088497,7,1,1,0,11,9ldqu49smv1xg2va0n2cy28zl,1,39.6,6.4,2022-10-08T17:01:37.345Z,2022-10-08T17:50:20Z,3828551677,56,Back,3828551679,140,34.9,3828551681,141,3.7,3828551685,213,3.5,3828551683,212,5.3,,,,,,,,,,36fznb9hzqvn6lnlla7f3ycwl,J. Draxler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469088507,8,1,1,0,14,9ldqu49smv1xg2va0n2cy28zl,0,43.3,1.1,2022-10-08T17:01:40.898Z,2022-10-10T15:48:09Z,3835031383,141,1.7,3835031387,213,0.4,3835031385,212,1.0,3835031381,140,44.2,3835031459,286,,3835227749,233,6,3835031457,236,,3828551719,56,Back,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469088563,6,74,1,0,14,cgvbluoerzbzcr7aaxge3wkcv,1,59.6,96.2,2022-10-08T17:01:40.899Z,2022-10-10T15:48:09Z,3828551985,56,Left,3828551987,285,,3835227753,233,8,,,,,,,,,,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469088569,7,5,1,0,15,cgvbluoerzbzcr7aaxge3wkcv,0,58,100.9,2022-10-08T17:01:41.761Z,2022-10-08T18:05:18Z,3828552341,233,9,3828552007,56,Left,3828552009,347,,,,,,,,,,,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469088583,9,5,1,0,15,9ldqu49smv1xg2va0n2cy28zl,1,42,-0.9,2022-10-08T17:01:41.761Z,2022-10-08T17:01:44Z,3828552119,233,7,3828552091,56,Back,3828552093,347,,,,,,,,,,,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469088617,10,1,1,0,18,9ldqu49smv1xg2va0n2cy28zl,1,50.4,0,2022-10-08T17:01:44.369Z,2022-10-08T17:01:47Z,3828552295,107,,3828552297,56,Back,3828552299,140,28.4,3828552303,212,26.3,3828552307,1,,3828552301,141,16.8,3828552305,213,2.6,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469088651,11,1,1,0,21,9ldqu49smv1xg2va0n2cy28zl,1,27,26.5,2022-10-08T17:01:47.650Z,2022-10-08T17:01:51Z,3828552521,213,1.5,3828552517,141,51.6,3828552513,56,Back,3828552519,212,17.1,3828552515,140,27.8,,,,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469088675,12,1,1,0,24,9ldqu49smv1xg2va0n2cy28zl,1,29.1,57.5,2022-10-08T17:01:50.914Z,2022-10-08T17:01:52Z,3828552639,56,Back,3828552647,213,0.2,3828552643,141,59.9,3828552641,140,36.7,3828552645,212,8.1,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469088701,13,1,1,0,26,9ldqu49smv1xg2va0n2cy28zl,1,36.7,59.9,2022-10-08T17:01:52.849Z,2022-10-08T17:01:55Z,3828552801,213,3.8,3828552787,56,Back,3828552793,140,30.4,3828552797,141,51.6,3828552799,212,8.7,,,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469088729,14,1,1,0,29,9ldqu49smv1xg2va0n2cy28zl,1,32.4,45.1,2022-10-08T17:01:55.424Z,2022-10-08T17:01:57Z,3828552959,141,8.6,3828552955,56,Back,3828552957,140,41.2,3828552961,212,26.5,3828552963,213,5.1,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469088789,15,1,1,0,31,9ldqu49smv1xg2va0n2cy28zl,1,41,11.4,2022-10-08T17:01:57.474Z,2022-10-08T17:02:00Z,3828553277,140,30.3,3828553275,56,Back,3828553279,141,30.4,3828553283,213,2.3,3828553281,212,17.1,,,,,,,,,,7qwzed85qna21zisvvatrjlxx,Gilberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469088855,16,1,1,0,34,9ldqu49smv1xg2va0n2cy28zl,1,28.6,32.7,2022-10-08T17:02:00.673Z,2022-10-08T17:02:04Z,3828553621,140,8.8,3828553625,212,23.6,3828553623,141,49.0,3828553627,213,2.7,3828553619,56,Back,,,,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469088959,17,1,1,0,38,9ldqu49smv1xg2va0n2cy28zl,1,10.5,48.8,2022-10-08T17:02:04.817Z,2022-10-08T17:02:10Z,3828553999,140,39.1,3828553997,56,Back,3828553995,155,,3828554003,212,31.3,3828554005,213,6.0,3828554001,141,36.0,,,,,,,7jtc6yk5xu4cm1an97wrgozbp,O. Vlachodimos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089023,18,1,1,0,43,9ldqu49smv1xg2va0n2cy28zl,1,44.5,23.7,2022-10-08T17:02:09.873Z,2022-10-08T17:02:14Z,3828554369,141,3.8,3828554365,56,Right,3828554371,212,18.6,3828554367,140,56.6,3828554373,213,5.5,,,,,,,,,,36fznb9hzqvn6lnlla7f3ycwl,J. Draxler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089047,19,1,1,0,48,9ldqu49smv1xg2va0n2cy28zl,1,66.8,10.4,2022-10-08T17:02:14.641Z,2022-10-08T17:02:15Z,3828554479,56,Right,3828554483,141,2.2,3828554487,213,5.4,3828554485,212,7.3,3828554481,140,71.3,,,,,,,,,,7qwzed85qna21zisvvatrjlxx,Gilberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089101,20,1,1,0,49,9ldqu49smv1xg2va0n2cy28zl,1,71.3,2.2,2022-10-08T17:02:15.777Z,2022-10-08T17:02:18Z,3828554729,212,11.9,3828554725,140,63.5,3828554731,213,2.3,3828554723,56,Right,3828554727,141,14.9,,,,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089171,21,1,1,0,52,9ldqu49smv1xg2va0n2cy28zl,1,60,23.6,2022-10-08T17:02:18.657Z,2022-10-08T17:02:21Z,3828554965,141,50.7,3828554961,56,Back,3828554963,140,48.1,3828554967,212,22.3,3828554969,213,2.2,,,,,,,,,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089201,22,1,1,0,55,9ldqu49smv1xg2va0n2cy28zl,1,51,60,2022-10-08T17:02:21.825Z,2022-10-08T17:02:25Z,3828555129,141,94.7,3828555127,140,63.5,3828555131,212,27.0,3828555133,213,1.1,3828555125,56,Left,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089245,23,1,1,0,59,9ldqu49smv1xg2va0n2cy28zl,1,61.4,97.1,2022-10-08T17:02:25.233Z,2022-10-08T17:02:27Z,3828555321,212,24.4,3828555323,213,3.9,3828555317,141,72.4,3828555313,140,44.6,3828555311,56,Back,,,,,,,,,,18mddnpa54ygoaefaj0c5obf9,M. Ristić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089275,24,1,1,1,0,9ldqu49smv1xg2va0n2cy28zl,1,44.6,72.4,2022-10-08T17:02:27.136Z,2022-10-08T17:02:29Z,3828555471,56,Back,3828555479,213,4.7,3828555475,141,62.0,3828555473,140,44.7,3828555477,212,7.1,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089295,25,1,1,1,3,9ldqu49smv1xg2va0n2cy28zl,1,43.9,53,2022-10-08T17:02:29.601Z,2022-10-08T17:02:31Z,3828555579,213,5.2,3828555571,56,Back,3828555575,141,42.7,3828555573,140,47.3,3828555577,212,7.9,,,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089351,26,1,1,1,4,9ldqu49smv1xg2va0n2cy28zl,1,47.3,42.7,2022-10-08T17:02:31.105Z,2022-10-08T17:02:34Z,3828555829,212,5.7,3828555825,140,42.0,3828555831,213,2.9,3828555827,141,44.5,3828555823,56,Back,,,,,,,,,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089393,27,1,1,1,8,9ldqu49smv1xg2va0n2cy28zl,1,41,40.1,2022-10-08T17:02:34.336Z,2022-10-08T17:02:36Z,3828555929,140,61.5,3828555927,56,Right,3828555935,213,5.4,3828555931,141,3.1,3828555933,212,33.1,3828555937,1,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089475,28,1,1,1,9,9ldqu49smv1xg2va0n2cy28zl,0,61.5,3.1,2022-10-08T17:02:36.033Z,2022-10-08T17:50:37Z,3828556319,56,Right,3828556325,212,7.7,3828556321,140,65.8,3828556323,141,12.3,3828556327,213,0.9,,,,,,,,,,7qwzed85qna21zisvvatrjlxx,Gilberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089441,8,8,1,1,12,cgvbluoerzbzcr7aaxge3wkcv,1,33,87.5,2022-10-08T17:02:38.454Z,2022-10-10T12:56:24Z,3835032335,384,,3828556183,56,Back,,,,,,,,,,,,,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089507,9,49,1,1,14,cgvbluoerzbzcr7aaxge3wkcv,1,55,95,2022-10-08T17:02:40.584Z,2022-10-08T17:02:40Z,,,,,,,,,,,,,,,,,,,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089525,10,50,1,1,15,cgvbluoerzbzcr7aaxge3wkcv,1,52,97.6,2022-10-08T17:02:41.391Z,2022-10-08T17:02:43Z,3828556625,233,29,3828556559,286,,3828556557,56,Left,,,,,,,,,,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089533,29,7,1,1,15,9ldqu49smv1xg2va0n2cy28zl,1,48,2.4,2022-10-08T17:02:41.392Z,2022-10-10T12:56:34Z,3828556601,167,,3828556605,285,,3828556603,56,Back,3828556611,233,10,3835032491,385,,,,,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089671,11,5,1,1,16,cgvbluoerzbzcr7aaxge3wkcv,1,52.4,101.4,2022-10-08T17:02:42.449Z,2022-10-08T18:05:18Z,3828557289,347,,3828557287,56,Left,3828557323,233,30,,,,,,,,,,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089535,30,5,1,1,16,9ldqu49smv1xg2va0n2cy28zl,0,47.6,-1.4,2022-10-08T17:02:42.449Z,2022-10-08T17:02:53Z,3828556607,56,Back,3828557333,233,11,3828556609,347,,,,,,,,,,,,,,,,,fvuj5umkjxxb1btu6004xjh1,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089775,12,1,1,1,26,cgvbluoerzbzcr7aaxge3wkcv,1,53.2,100,2022-10-08T17:02:52.614Z,2022-10-08T17:02:57Z,3828557743,140,70.4,3828557747,212,18.2,3828557745,141,97.7,3828557741,56,Left,3828557749,213,6.2,3828557739,107,,,,,,,,dy434rgboexxvq6tgr8gwef9x,Pedro Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089781,13,3,1,1,29,cgvbluoerzbzcr7aaxge3wkcv,0,89.6,93.2,2022-10-08T17:02:55.536Z,2022-10-10T12:57:25Z,3835033283,465,,3828557789,56,Left,3828557793,286,,3828857237,233,31,,,,,,,,,,,,,433k61rvy0ay7lcsyxd918r8p,A. Yakubu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089745,31,7,1,1,29,9ldqu49smv1xg2va0n2cy28zl,1,10.4,6.8,2022-10-08T17:02:55.537Z,2022-10-10T12:57:29Z,3828557831,233,13,3828557591,56,Back,3828557593,285,,3835033307,383,,,,,,,,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089755,32,49,1,1,30,9ldqu49smv1xg2va0n2cy28zl,1,2,4,2022-10-08T17:02:56.481Z,2022-10-08T17:02:56Z,,,,,,,,,,,,,,,,,,,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089759,33,1,1,1,30,9ldqu49smv1xg2va0n2cy28zl,0,2,4,2022-10-08T17:02:56.769Z,2022-10-08T17:02:59Z,3828557931,233,14,3828557935,286,,3828557677,141,4.1,3828557675,140,2.7,3828557671,56,Back,3828557929,236,,3828557681,213,0.1,3828557679,212,0.7,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089791,14,74,1,1,30,cgvbluoerzbzcr7aaxge3wkcv,1,89.6,95.3,2022-10-08T17:02:56.770Z,2022-10-08T17:17:47Z,3828557941,233,33,3828557841,285,,3828557839,56,Left,,,,,,,,,,,,,,,,433k61rvy0ay7lcsyxd918r8p,A. Yakubu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089817,15,5,1,1,31,cgvbluoerzbzcr7aaxge3wkcv,0,90.7,100.9,2022-10-08T17:02:57.776Z,2022-10-08T18:05:18Z,3828557979,56,Left,3828558707,233,34,3828557981,347,,,,,,,,,,,,,,,,,433k61rvy0ay7lcsyxd918r8p,A. Yakubu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089949,34,5,1,1,31,9ldqu49smv1xg2va0n2cy28zl,1,9.3,-0.9,2022-10-08T17:02:57.776Z,2022-10-08T17:03:07Z,3828558687,233,15,3828558663,347,,3828558661,56,Back,,,,,,,,,,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089979,35,1,1,1,41,9ldqu49smv1xg2va0n2cy28zl,1,13.2,0,2022-10-08T17:03:07.585Z,2022-10-08T17:03:09Z,3828558837,107,,3828558841,56,Back,3828558845,140,30.6,3828558857,213,0.4,3828558849,141,9.2,3828558853,212,19.7,,,,,,,7qwzed85qna21zisvvatrjlxx,Gilberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469089997,36,43,1,1,43,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2022-10-08T17:03:09.473Z,2022-10-08T18:06:47Z,3828558925,3,0,3828558937,213,3.1,3828558933,141,9.2,3828558935,212,0,3828558927,168,0,3828558931,140,30.6,3828905943,144,1,3828558929,56,Back,9v4l7ic3ve6d22c0gs9p1oe3u,Gonçalo Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469090005,37,44,1,1,43,9ldqu49smv1xg2va0n2cy28zl,1,32,8.9,2022-10-08T17:03:09.861Z,2022-10-08T18:06:32Z,3828558951,285,,3828558949,56,Back,3828559087,233,16,,,,,,,,,,,,,,,,9v4l7ic3ve6d22c0gs9p1oe3u,Gonçalo Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469090003,16,44,1,1,43,cgvbluoerzbzcr7aaxge3wkcv,0,68,91.1,2022-10-08T17:03:09.862Z,2022-10-08T17:03:12Z,3828558947,286,,3828558945,56,Left,3828559093,233,37,,,,,,,,,,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469090007,38,61,1,1,43,9ldqu49smv1xg2va0n2cy28zl,1,30.6,9.2,2022-10-08T17:03:10.146Z,2022-10-08T17:51:01Z,3828558961,56,Back,,,,,,,,,,,,,,,,,,,,,,9v4l7ic3ve6d22c0gs9p1oe3u,Gonçalo Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
