id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2484981897,10,1,1,0,11,66bsnl0zjb7l5akwo00h0y5me,1,31,17.3,2022-11-12T20:35:11.153Z,2022-11-15T09:11:07Z,3912498093,212,30.4,3912498091,141,54.2,3912498089,140,14.6,3912498087,56,Back,3912498097,213,2.2,3917440203,178,,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484981917,11,1,1,0,14,66bsnl0zjb7l5akwo00h0y5me,1,18.4,53.3,2022-11-12T20:35:14.018Z,2022-11-15T09:11:10Z,3917440257,178,,3912498205,212,30.1,3912498207,213,1.2,3912498199,56,Back,3912498201,140,28.4,3912498203,141,94.8,,,,,,,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484981935,12,1,1,0,18,66bsnl0zjb7l5akwo00h0y5me,1,30.3,94.8,2022-11-12T20:35:17.350Z,2022-11-15T09:11:17Z,3917440359,178,,3912498283,56,Back,3912498289,212,8.2,3912498291,213,5.0,3912498287,141,83.1,3912498285,140,32.2,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484981957,13,1,1,0,20,66bsnl0zjb7l5akwo00h0y5me,1,33,80.4,2022-11-12T20:35:19.849Z,2022-11-15T09:11:29Z,3912498421,213,4.5,3912498419,212,16.4,3912498413,56,Back,3917440497,178,,3912498415,140,30.1,3912498417,141,56.7,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484981983,14,1,1,0,23,66bsnl0zjb7l5akwo00h0y5me,1,32.2,47.2,2022-11-12T20:35:22.713Z,2022-11-15T09:11:34Z,3912498547,141,9.1,3912498545,140,48.6,3917440561,178,,3912498549,212,31.1,3912498551,213,5.3,3912498543,56,Back,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484982007,15,1,1,0,26,66bsnl0zjb7l5akwo00h0y5me,1,55.3,4.7,2022-11-12T20:35:25.720Z,2022-11-15T09:11:40Z,3912498643,141,13.0,3912498641,140,54.7,3912498651,213,1.7,3912498639,56,Right,3917440659,178,,3912498645,212,5.7,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484982027,16,4,1,0,28,66bsnl0zjb7l5akwo00h0y5me,1,56.2,19.2,2022-11-12T20:35:27.533Z,2022-11-15T09:11:49Z,3912499951,233,3,3912499209,265,,3912499211,286,,3912498755,56,Right,3912499207,152,,3912499205,13,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484982255,3,4,1,0,28,3b4nxgvmwzstmoq6borytkwx1,0,43.8,80.8,2022-11-12T20:35:27.534Z,2022-11-15T09:11:48Z,3912499931,285,,3912499977,233,16,3912499919,13,,3912499921,56,Back,3917440799,178,,3912499925,152,,3912499927,265,,,,,90ojk78yhwtwbnz0k5w1ow6hh,I. Vukotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484982109,17,1,1,0,57,66bsnl0zjb7l5akwo00h0y5me,1,45.5,4.7,2022-11-12T20:35:57.131Z,2022-11-15T09:12:32Z,3916490969,189,,3912499185,212,15.2,3917441369,178,,3912499187,213,2.9,3912512275,5,,3912499181,140,31.4,3912499183,141,10.0,3912499179,56,Back,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,3912512277,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484982371,19,1,1,1,0,66bsnl0zjb7l5akwo00h0y5me,1,34.4,16.4,2022-11-12T20:35:59.696Z,2022-11-15T09:12:02Z,3916490979,189,,3912500605,56,Back,3917440983,178,,3912500613,213,1.6,3912500611,212,37.4,3912500607,140,34.4,3912500609,141,71.4,3912500615,1,,3enoici51osego5k1w41fuaqd,Fábio Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484982343,18,43,1,1,2,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2022-11-12T20:36:01.657Z,2022-11-12T20:39:18Z,3912511959,144,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484982393,20,1,1,1,3,66bsnl0zjb7l5akwo00h0y5me,1,34.4,71.4,2022-11-12T20:36:02.730Z,2022-11-15T09:11:58Z,3912500737,213,1.2,3912500735,212,15.4,3912500729,56,Back,3917440927,178,,3912500731,140,40.0,3912500733,141,92.4,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484982409,21,1,1,1,6,66bsnl0zjb7l5akwo00h0y5me,1,37.9,90.3,2022-11-12T20:36:05.720Z,2022-11-15T09:12:40Z,3912500811,56,Back,3912500819,213,3.5,3912500813,140,28.8,3912500815,141,85.7,3917441519,178,,3912500817,212,10.1,,,,,,,cpmfjroqtibaahb1dr66pl2i1,S. Eustáquio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484982435,22,1,1,1,9,66bsnl0zjb7l5akwo00h0y5me,1,27.6,85.2,2022-11-12T20:36:08.370Z,2022-11-15T09:12:52Z,3912500955,141,31.3,3912500957,212,36.7,3912500961,1,,3912500959,213,4.8,3912500951,56,Back,3912500953,140,30.0,3917441701,178,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484982461,23,1,1,1,14,66bsnl0zjb7l5akwo00h0y5me,1,34.8,31.7,2022-11-12T20:36:13.505Z,2022-11-15T09:12:53Z,3917441733,178,,3912501117,212,23.8,3912501115,141,66.6,3912501111,56,Back,3912501113,140,37.0,3912501121,213,1.5,,,,,,,3enoici51osego5k1w41fuaqd,Fábio Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484982525,24,1,1,1,16,66bsnl0zjb7l5akwo00h0y5me,1,37,66.6,2022-11-12T20:36:16.273Z,2022-11-15T09:12:57Z,3912501465,213,0.9,3912501457,56,Left,3917441759,178,,3912501461,141,96.8,3912501463,212,27.2,3912501459,140,54.0,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484982547,25,2,1,1,20,66bsnl0zjb7l5akwo00h0y5me,1,58.6,95.9,2022-11-12T20:36:20.025Z,2022-11-15T09:13:02Z,3912502157,7,2wl0uylmkzi2ls7v4amgaa1yi,3912501561,140,81.4,3912501563,141,61.8,3912501569,1,,3912501559,56,Center,3917441827,178,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484982611,4,55,1,1,20,3b4nxgvmwzstmoq6borytkwx1,1,25.6,51.1,2022-11-12T20:36:20.026Z,2022-11-15T09:13:02Z,,,,,,,,,,,,,,,,,,,,,,,,,7aak50ydu8nrfxd9qndeygnpw,S. Onyemaechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484982661,26,43,1,1,25,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2022-11-12T20:36:24.506Z,2022-11-12T20:36:42Z,3912502597,144,1,3912502141,56,Center,3912502149,213,4.6,3912502143,140,87.2,3912502147,212,18.2,3912502145,141,48.4,,,,,,,2wl0uylmkzi2ls7v4amgaa1yi,Evanilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484982949,5,1,1,1,59,3b4nxgvmwzstmoq6borytkwx1,1,13.6,51.6,2022-11-12T20:36:59.037Z,2022-11-15T09:13:07Z,3912503657,155,,3912503655,5,,3912503671,1,,3912503659,241,,3912503667,212,40.3,3912503665,141,84.2,3917441929,178,,3912503669,213,0.6,ekjpc2tvdk5jtiamtufdqkr85,Rafael Bracali,3912503661,56,Back,3912503663,140,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484982953,6,1,1,2,2,3b4nxgvmwzstmoq6borytkwx1,1,45.7,84.2,2022-11-12T20:37:01.942Z,2022-11-15T09:13:10Z,3917441955,388,,3912503697,140,62.7,3912503691,168,,3912503703,213,6.2,3912503701,212,17.9,3912503699,141,83.2,3912503693,56,Left,3912503689,3,,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484982957,7,1,1,2,4,3b4nxgvmwzstmoq6borytkwx1,0,62.7,83.2,2022-11-12T20:37:03.494Z,2022-11-15T09:13:14Z,3917442029,388,,3912503719,212,7.6,3912503711,168,,3912503713,56,Left,3912503721,213,0.2,3912503709,3,,3912503717,141,85.3,3912503715,140,69.8,96tuk7bpr043jh2obpegcgd4a,M. Watai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484982981,27,49,1,2,5,66bsnl0zjb7l5akwo00h0y5me,1,24.9,14.9,2022-11-12T20:37:04.968Z,2022-11-15T09:13:19Z,,,,,,,,,,,,,,,,,,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484983035,28,1,1,2,6,66bsnl0zjb7l5akwo00h0y5me,1,25.2,15.4,2022-11-12T20:37:05.963Z,2022-11-15T09:13:23Z,3912504105,56,Back,3912504111,212,26.8,3912504113,213,2.2,3917442115,178,,3912504107,140,10.2,3912504109,141,47.3,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484983063,29,1,1,2,11,66bsnl0zjb7l5akwo00h0y5me,1,12.8,47.8,2022-11-12T20:37:10.743Z,2022-11-15T09:13:28Z,3917442173,178,,3912504301,213,1.2,3912504299,212,16.9,3912504293,56,Back,3912504297,141,71.0,3912504295,140,18.6,,,,,,,d79vlrccz170hzdh35nhsf1ed,Diogo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484983071,30,1,1,2,13,66bsnl0zjb7l5akwo00h0y5me,1,20.2,70.5,2022-11-12T20:37:13.184Z,2022-11-15T09:13:32Z,3912504323,56,Back,3912504329,212,16.4,3917442211,178,,3912504331,213,5.0,3912504325,140,24.9,3912504327,141,47.5,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484983093,31,1,1,2,17,66bsnl0zjb7l5akwo00h0y5me,1,24.9,47.5,2022-11-12T20:37:16.401Z,2022-11-15T09:13:36Z,3912504481,212,31.4,3912504483,213,5.1,3912504477,140,35.0,3917442281,178,,3912504479,141,4.0,3912504475,56,Back,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484983099,32,1,1,2,20,66bsnl0zjb7l5akwo00h0y5me,0,57.3,4.9,2022-11-12T20:37:19.757Z,2022-11-15T09:13:40Z,3917442343,178,,3912504519,213,1.1,3912504511,56,Right,3912504513,140,60.8,3912504517,212,8.5,3912504515,141,16.1,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484983101,8,49,1,2,21,3b4nxgvmwzstmoq6borytkwx1,1,39.6,85.6,2022-11-12T20:37:20.676Z,2022-11-15T09:13:49Z,,,,,,,,,,,,,,,,,,,,,,,,,90ojk78yhwtwbnz0k5w1ow6hh,I. Vukotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484983119,9,1,1,2,21,3b4nxgvmwzstmoq6borytkwx1,1,39.6,85.6,2022-11-12T20:37:20.708Z,2022-11-15T09:13:52Z,3912504629,141,89.3,3917442495,178,,3912504633,213,1.2,3912504631,212,2.7,3912504625,56,Back,3912504627,140,40.5,,,,,,,90ojk78yhwtwbnz0k5w1ow6hh,I. Vukotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484983131,10,1,1,2,21,3b4nxgvmwzstmoq6borytkwx1,1,40.5,89.3,2022-11-12T20:37:21.074Z,2022-11-15T09:14:09Z,3912504687,140,37.1,3912504685,56,Back,3917442697,178,,3912504691,212,9.3,3912504693,213,4.3,3912504689,141,76.6,,,,,,,96tuk7bpr043jh2obpegcgd4a,M. Watai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484983151,11,1,1,2,23,3b4nxgvmwzstmoq6borytkwx1,1,37.1,76.6,2022-11-12T20:37:22.579Z,2022-11-15T09:14:15Z,3912504815,213,5.3,3917442767,178,,3912504809,140,43.4,3912504807,56,Back,3912504811,141,62.9,3912504813,212,11.4,,,,,,,90ojk78yhwtwbnz0k5w1ow6hh,I. Vukotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484983173,12,1,1,2,24,3b4nxgvmwzstmoq6borytkwx1,1,45.7,64.6,2022-11-12T20:37:23.958Z,2022-11-15T09:14:18Z,3917442799,178,,3912504965,56,Center,3912504969,141,60.0,3912504973,213,6.1,3912504967,140,63.1,3912504971,212,18.5,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484983233,13,1,1,2,27,3b4nxgvmwzstmoq6borytkwx1,1,55.6,45.5,2022-11-12T20:37:26.653Z,2022-11-15T09:14:23Z,3912505309,140,60.9,3912505315,213,4.9,3917442897,178,,3912505307,56,Right,3912505311,141,6.2,3912505313,212,27.3,,,,,,,rm1d0hp2iwsne1hbfgq0oa21,Y. Njie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484983249,14,61,1,2,31,3b4nxgvmwzstmoq6borytkwx1,1,65.9,7.1,2022-11-12T20:37:30.629Z,2022-11-15T09:14:32Z,3912505381,56,Right,3917443003,178,,,,,,,,,,,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485923529,831,67,1,2,33,3b4nxgvmwzstmoq6borytkwx1,1,67.8,10.4,2022-11-12T20:37:32.709Z,2022-11-15T12:27:21Z,3917468653,233,1362,,,,,,,,,,,,,,,,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485923527,1362,67,1,2,33,66bsnl0zjb7l5akwo00h0y5me,0,32.2,89.6,2022-11-12T20:37:32.710Z,2022-11-15T09:50:32Z,3917468657,233,831,,,,,,,,,,,,,,,,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484983253,15,3,1,2,33,3b4nxgvmwzstmoq6borytkwx1,0,67.9,10.2,2022-11-12T20:37:32.724Z,2022-11-15T09:14:48Z,3912505459,233,33,3917443247,178,,3912505419,286,,3916495669,465,,3912505417,56,Right,,,,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484983241,33,7,1,2,33,66bsnl0zjb7l5akwo00h0y5me,0,32.1,89.8,2022-11-12T20:37:32.777Z,2022-11-15T09:14:52Z,3912505435,233,15,3912505339,285,,3917443317,178,,3912505337,56,Back,3916495707,385,,,,,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484983265,16,3,1,2,34,3b4nxgvmwzstmoq6borytkwx1,0,71.5,10.2,2022-11-12T20:37:33.847Z,2022-11-15T09:14:56Z,3912505455,56,Right,3917443345,178,,3912505561,233,34,3912505457,286,,3916495813,464,,,,,,,,,,,eyllkbdemtx2seh48r9l3czbp,G. Makouta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484983275,34,7,1,2,34,66bsnl0zjb7l5akwo00h0y5me,1,28.5,89.8,2022-11-12T20:37:33.911Z,2022-11-15T09:14:59Z,3916495943,383,,3912505521,56,Back,3917443371,178,,3912505523,285,,3912505541,233,16,,,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484983279,35,49,1,2,35,66bsnl0zjb7l5akwo00h0y5me,1,30.9,80.3,2022-11-12T20:37:35.069Z,2022-11-15T09:15:45Z,,,,,,,,,,,,,,,,,,,,,,,,,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485919851,690,83,1,2,40,3b4nxgvmwzstmoq6borytkwx1,1,43.3,17.7,2022-11-12T20:37:39.988Z,2022-11-15T09:33:06Z,3917454961,399,202604,,,,,,,,,,,,,,,,,,,,,,90ojk78yhwtwbnz0k5w1ow6hh,I. Vukotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484983317,36,61,1,2,40,66bsnl0zjb7l5akwo00h0y5me,0,56.9,81.4,2022-11-12T20:37:40.017Z,2022-11-15T09:16:10Z,3912505751,56,Left,3917444129,178,,,,,,,,,,,,,,,,,,,,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
