id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2458780201,228,1,1,27,9,491xixnlsp75o7cr3w2gc1o0z,1,55.6,93.6,2022-09-11T14:59:44.107Z,2022-09-13T11:14:14Z,3777319351,178,,3773718429,189,,3773717967,5,,3773717977,212,25.4,3773717975,141,70.5,3773717973,140,36.6,3773717979,213,3.8,3773717971,56,Back,3zkqv88qpc3tm22pex5qfillh,Antunes,3773717969,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459260259,866,1,1,27,11,491xixnlsp75o7cr3w2gc1o0z,1,38.2,71.2,2022-09-11T14:59:46.071Z,2022-09-13T11:14:16Z,3776268263,189,,3777319393,178,,3776268003,56,Back,3776268007,141,29.7,3776268005,140,37.8,3776268009,212,28.2,3776268011,213,4.7,,,,c9rqgser2j8a6w7xfj3vmkzfu,E. Ferigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459260267,867,1,1,27,12,491xixnlsp75o7cr3w2gc1o0z,1,36.5,32.9,2022-09-11T14:59:47.071Z,2022-09-13T11:14:17Z,3776268087,212,21.5,3776268085,141,64.5,3776268083,140,36.1,3776268323,189,,3776268089,213,1.6,3776268081,56,Back,3777319425,178,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780237,229,1,1,27,13,491xixnlsp75o7cr3w2gc1o0z,1,34.9,73.8,2022-09-11T14:59:48.149Z,2022-09-13T11:14:20Z,3773718135,140,53.9,3773718137,141,78.2,3773718133,56,Center,3773718141,213,0.1,3777319521,178,,3773718139,212,20.2,,,,,,,c9rqgser2j8a6w7xfj3vmkzfu,E. Ferigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780875,251,50,1,27,15,491xixnlsp75o7cr3w2gc1o0z,1,56.8,81.6,2022-09-11T14:59:49.832Z,2022-09-13T11:14:27Z,3773721477,286,,3773721475,56,Left,3773721625,233,228,,,,,,,,,,,,,,,,2grwfg8j3gpdthz5n5dn6wb56,Matchoi Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780221,228,7,1,27,15,ewsf6evtguu9j7k6js4tlgl89,1,43.2,18.4,2022-09-11T14:59:50.018Z,2022-09-13T11:14:30Z,3773718055,56,Back,3777319703,178,,3773719559,285,,3773721609,233,251,3776268693,385,,,,,,,,,,,3uvek737jr8909is4vi1d9nxm,Léo Bolgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780229,229,5,1,27,17,ewsf6evtguu9j7k6js4tlgl89,0,58.7,-0.9,2022-09-11T14:59:52.187Z,2022-09-13T11:14:34Z,3773718087,347,,3773718085,56,Right,3773718371,233,230,,,,,,,,,,,,,,,,3uvek737jr8909is4vi1d9nxm,Léo Bolgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780267,230,5,1,27,17,491xixnlsp75o7cr3w2gc1o0z,1,41.3,100.9,2022-09-11T14:59:52.187Z,2022-09-13T11:14:33Z,3773718315,347,,3773718353,233,229,3773718313,56,Back,,,,,,,,,,,,,,,,c9rqgser2j8a6w7xfj3vmkzfu,E. Ferigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780353,231,1,1,27,31,491xixnlsp75o7cr3w2gc1o0z,1,47.2,100,2022-09-11T15:00:05.660Z,2022-09-13T11:14:35Z,3773718797,56,Back,3773718795,107,,3773718801,141,90.6,3773718803,212,7.4,3776269019,189,,3773718805,213,4.8,3773718799,140,48.0,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780357,232,50,1,27,32,491xixnlsp75o7cr3w2gc1o0z,1,42.6,90.1,2022-09-11T15:00:06.717Z,2022-09-13T11:14:39Z,3773718901,233,230,3773718815,286,,3773718813,56,Back,,,,,,,,,,,,,,,,1arszie3v8bks90bcetskhwfe,Adrián Butzke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780369,230,7,1,27,33,ewsf6evtguu9j7k6js4tlgl89,1,57.4,9.9,2022-09-11T15:00:07.555Z,2022-09-13T11:15:03Z,3773718859,56,Right,3773718893,233,232,3777320199,178,,3776269139,384,,3773718861,285,,,,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780371,231,49,1,27,34,ewsf6evtguu9j7k6js4tlgl89,1,60.7,23.3,2022-09-11T15:00:09.103Z,2022-09-13T11:15:10Z,,,,,,,,,,,,,,,,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780395,232,1,1,27,34,ewsf6evtguu9j7k6js4tlgl89,0,61.9,25,2022-09-11T15:00:09.180Z,2022-09-13T11:15:14Z,3773719021,212,21.3,3773719017,140,61.2,3773719015,56,Center,3777320871,178,,3773719023,213,1.6,3773719019,141,56.3,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780405,233,49,1,27,37,491xixnlsp75o7cr3w2gc1o0z,1,34.8,46.4,2022-09-11T15:00:12.010Z,2022-09-13T11:15:21Z,,,,,,,,,,,,,,,,,,,,,,,,,2fb4hr89a6zcwz14grb362az8,Kayky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780409,234,1,1,27,37,491xixnlsp75o7cr3w2gc1o0z,1,34.8,46.4,2022-09-11T15:00:12.063Z,2022-09-13T11:15:25Z,3777321129,178,,3773719099,213,3.7,3773719091,56,Back,3773719095,141,37.7,3773719097,212,12.1,3773719093,140,24.7,,,,,,,2fb4hr89a6zcwz14grb362az8,Kayky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780453,235,1,1,27,39,491xixnlsp75o7cr3w2gc1o0z,1,25.5,35.5,2022-09-11T15:00:14.456Z,2022-09-13T11:15:29Z,3773719349,213,4.9,3773719341,56,Back,3777321241,178,,3773719347,212,19.7,3773719345,141,7.0,3773719343,140,28.9,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780499,236,1,1,27,43,491xixnlsp75o7cr3w2gc1o0z,1,29.9,7.3,2022-09-11T15:00:17.849Z,2022-09-13T11:15:32Z,3773719575,140,35.7,3773719577,141,22.5,3773719573,56,Back,3773719581,213,1.0,3773719579,212,12.0,3777321339,178,,,,,,,,3zndvhinobvclra6m0y47drrp,J. Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780539,237,1,1,27,47,491xixnlsp75o7cr3w2gc1o0z,1,37.5,25.5,2022-09-11T15:00:21.992Z,2022-09-13T11:15:46Z,3773719761,140,30.4,3773719759,56,Back,3773719767,213,1.8,3777321645,178,,3773719765,212,27.4,3773719763,141,64.3,,,,,,,2fb4hr89a6zcwz14grb362az8,Kayky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780547,238,1,1,27,50,491xixnlsp75o7cr3w2gc1o0z,1,32.8,62.1,2022-09-11T15:00:25.215Z,2022-09-13T11:15:51Z,3773719825,213,5.9,3773719819,140,39.9,3777321727,178,,3773719823,212,8.1,3773719817,56,Back,3773719821,141,57.6,,,,,,,c9rqgser2j8a6w7xfj3vmkzfu,E. Ferigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780579,239,1,1,27,52,491xixnlsp75o7cr3w2gc1o0z,1,40.5,59.4,2022-09-11T15:00:26.536Z,2022-09-13T11:15:57Z,3773720011,213,1.9,3773720009,212,9.5,3773720003,56,Back,3773720005,140,37.4,3773720007,141,72.6,3777321863,178,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780593,240,1,1,27,53,491xixnlsp75o7cr3w2gc1o0z,1,38.3,73,2022-09-11T15:00:27.707Z,2022-09-13T11:16:02Z,3777321943,178,,3773720069,213,1.2,3773720061,56,Back,3773720065,141,96.0,3773720067,212,16.7,3773720063,140,44.0,,,,,,,c9rqgser2j8a6w7xfj3vmkzfu,E. Ferigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780649,241,1,1,27,58,491xixnlsp75o7cr3w2gc1o0z,1,46.7,95.9,2022-09-11T15:00:32.608Z,2022-09-13T11:16:07Z,3773720313,141,80.2,3773720315,212,19.1,3773720317,213,3.7,3773720309,56,Back,3773720311,140,31.6,3777322067,178,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780669,242,1,1,28,3,491xixnlsp75o7cr3w2gc1o0z,1,35.8,65.5,2022-09-11T15:00:38.385Z,2022-09-13T11:16:11Z,3777322139,178,,3773720451,213,4.4,3773720449,212,24.5,3773720447,141,31.3,3773720445,140,28.4,3773720443,56,Back,,,,,,,c9rqgser2j8a6w7xfj3vmkzfu,E. Ferigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780695,243,1,1,28,6,491xixnlsp75o7cr3w2gc1o0z,1,25.5,30,2022-09-11T15:00:40.713Z,2022-09-13T11:16:15Z,3773720567,212,22.1,3773720565,141,62.4,3777322231,178,,3773720563,140,27.4,3773720569,213,1.5,3773720561,56,Back,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780707,244,1,1,28,9,491xixnlsp75o7cr3w2gc1o0z,1,28.9,67.8,2022-09-11T15:00:44.201Z,2022-09-13T11:16:21Z,3773720633,213,5.8,3777322355,178,,3773720629,141,60.9,3773720625,56,Back,3773720627,140,37.0,3773720631,212,9.7,,,,,,,c9rqgser2j8a6w7xfj3vmkzfu,E. Ferigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780727,245,1,1,28,10,491xixnlsp75o7cr3w2gc1o0z,1,36.9,60.9,2022-09-11T15:00:45.077Z,2022-09-13T11:16:26Z,3773720753,56,Back,3773720761,213,1.8,3773720755,140,32.9,3773720757,141,91.4,3773720759,212,21.2,3777322499,178,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780733,246,1,1,28,12,491xixnlsp75o7cr3w2gc1o0z,1,32.9,91.2,2022-09-11T15:00:46.648Z,2022-09-13T11:16:32Z,3773720789,141,84.5,3773720781,56,Back,3773720791,212,7.0,3777322651,178,,3773720793,213,5.6,3773720783,140,38.0,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780753,247,1,1,28,13,491xixnlsp75o7cr3w2gc1o0z,1,37.7,84.4,2022-09-11T15:00:47.874Z,2022-09-13T11:16:36Z,3773720929,212,11.1,3773720927,141,98.1,3773720925,140,43.4,3773720923,56,Back,3773720931,213,1.0,3777322765,178,,,,,,,,2grwfg8j3gpdthz5n5dn6wb56,Matchoi Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780755,248,61,1,28,14,491xixnlsp75o7cr3w2gc1o0z,0,43.4,98.1,2022-09-11T15:00:49.103Z,2022-09-13T11:16:59Z,3773720935,56,Back,3777322977,178,,,,,,,,,,,,,,,,,,,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780769,233,5,1,28,15,ewsf6evtguu9j7k6js4tlgl89,1,56.2,-1,2022-09-11T15:00:49.798Z,2022-09-13T11:17:03Z,3773720961,56,Right,3773720983,233,249,3773720963,347,,,,,,,,,,,,,,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780757,249,5,1,28,15,491xixnlsp75o7cr3w2gc1o0z,0,43.8,101,2022-09-11T15:00:49.798Z,2022-09-13T11:17:03Z,3773720939,347,,3773720995,233,233,3773720937,56,Back,,,,,,,,,,,,,,,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780803,234,1,1,28,18,ewsf6evtguu9j7k6js4tlgl89,1,55.8,0,2022-09-11T15:00:52.697Z,2022-09-13T11:17:10Z,3773721131,141,19.7,3773721125,107,,3773721127,56,Right,3773721129,140,53.4,3776270969,189,,3773721133,212,14.6,3773721135,213,1.7,,,,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780805,235,4,1,28,19,ewsf6evtguu9j7k6js4tlgl89,1,53.2,14.9,2022-09-11T15:00:54.517Z,2022-09-13T11:17:26Z,3773721145,152,,3773721147,265,,3773721143,56,Right,3773721213,233,250,3773721149,286,,3773721141,13,,,,,,,,613xzggyqa0ugkmu2u6oxkmp5,Y. Eteki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780815,250,4,1,28,19,491xixnlsp75o7cr3w2gc1o0z,0,46.8,85.1,2022-09-11T15:00:54.518Z,2022-09-13T11:17:25Z,3777324029,178,,3773721219,233,235,3773721191,13,,3773721199,285,,3773721193,56,Back,3773721195,152,,3773721197,265,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780893,236,1,1,28,29,ewsf6evtguu9j7k6js4tlgl89,1,56.2,6.2,2022-09-11T15:01:03.751Z,2022-09-13T11:17:29Z,3773721553,212,19.3,3773721543,5,,3776271187,189,,3777324127,178,,3773721555,213,2.8,3773721545,152,,3773721547,56,Back,3773721549,140,38.6,28lucwbes9q95s1j4mgy2s50q,Lucas Soares,3773721551,141,,,,,,,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780903,237,1,1,28,31,ewsf6evtguu9j7k6js4tlgl89,1,38.3,14.4,2022-09-11T15:01:06.509Z,2022-09-13T11:17:33Z,3773721663,212,23.1,3773721659,141,47.0,3773721665,213,1.9,3777324233,178,,3773721653,56,Back,3773721657,140,32.2,,,,,,,3uvek737jr8909is4vi1d9nxm,Léo Bolgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780925,238,1,1,28,34,ewsf6evtguu9j7k6js4tlgl89,1,33,51.3,2022-09-11T15:01:09.277Z,2022-09-13T11:17:37Z,3773721777,212,14.6,3773721775,141,72.3,3773721773,140,35.7,3773721779,213,1.4,3777324291,178,,3773721771,56,Back,,,,,,,6wjwijfj7i2vvlsxzyzfb2cwl,Vasco Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780933,239,1,1,28,37,ewsf6evtguu9j7k6js4tlgl89,1,37.3,78.5,2022-09-11T15:01:12.286Z,2022-09-13T11:17:41Z,3777324367,178,,3773721811,141,98.7,3773721809,140,51.5,3773721807,56,Left,3773721813,212,20.3,3773721815,213,0.7,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780939,240,1,1,28,39,ewsf6evtguu9j7k6js4tlgl89,1,47.9,95.1,2022-09-11T15:01:14.382Z,2022-09-13T11:17:45Z,3777324461,178,,3773721853,56,Back,3773721861,213,3.9,3773721857,141,76.3,3773721855,140,35.2,3773721859,212,18.5,,,,,,,58r7rr6rqtji5m0bkdxmwqqui,Leonardo Lelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780955,241,1,1,28,41,ewsf6evtguu9j7k6js4tlgl89,1,35.2,76.3,2022-09-11T15:01:16.477Z,2022-09-13T11:17:50Z,3773721939,56,Back,3773721941,140,41.4,3773721945,212,8.8,3773721947,213,5.5,3773721943,141,67.6,3777324605,178,,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459465643,842,67,1,28,43,ewsf6evtguu9j7k6js4tlgl89,1,40.7,68,2022-09-11T15:01:17.704Z,2022-09-13T21:08:13Z,3777372495,233,1105,,,,,,,,,,,,,,,,,,,,,,613xzggyqa0ugkmu2u6oxkmp5,Y. Eteki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459465641,1105,67,1,28,43,491xixnlsp75o7cr3w2gc1o0z,0,59.3,32,2022-09-11T15:01:17.705Z,2022-09-13T11:55:06Z,3777372513,233,842,,,,,,,,,,,,,,,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458780979,242,1,1,28,43,ewsf6evtguu9j7k6js4tlgl89,1,39.8,70.2,2022-09-11T15:01:17.744Z,2022-09-13T21:08:13Z,3773722099,213,2.8,3773722091,56,Back,3777324801,178,,3773722097,212,12.0,3773722095,141,75.6,3773722093,140,28.9,,,,,,,613xzggyqa0ugkmu2u6oxkmp5,Y. Eteki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459465725,843,43,1,28,45,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2022-09-11T15:01:19.888Z,2022-09-13T11:55:43Z,3777372909,178,0,3777373339,144,82,,,,,,,,,,,,,,,,,,,4k2wic25asdlmuqr17e3s6nkl,Ricardo  Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459465733,844,43,1,28,46,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2022-09-11T15:01:20.908Z,2022-09-13T11:55:48Z,3777372941,178,0,3777373465,144,82,,,,,,,,,,,,,,,,,,,4k2wic25asdlmuqr17e3s6nkl,Ricardo  Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459465779,845,43,1,28,47,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2022-09-11T15:01:21.635Z,2022-09-13T11:55:45Z,3777373097,178,0,3777373363,144,82,,,,,,,,,,,,,,,,,,,4k2wic25asdlmuqr17e3s6nkl,Ricardo  Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459465783,846,43,1,28,47,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2022-09-11T15:01:21.907Z,2022-09-13T11:55:42Z,3777373109,178,0,3777373311,144,82,,,,,,,,,,,,,,,,,,,4k2wic25asdlmuqr17e3s6nkl,Ricardo  Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459465807,847,43,1,28,48,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2022-09-11T15:01:22.617Z,2022-09-13T11:55:46Z,3777373203,178,0,3777373409,144,82,,,,,,,,,,,,,,,,,,,4k2wic25asdlmuqr17e3s6nkl,Ricardo  Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458781011,243,1,1,28,48,ewsf6evtguu9j7k6js4tlgl89,1,28.3,69.9,2022-09-11T15:01:23.089Z,2022-09-13T11:56:16Z,3777324913,178,,3773722261,212,24.0,3773722255,140,7.2,3773722251,56,Back,3773722263,213,3.5,3773722259,141,56.4,,,,,,,d92r3s9hlaq3k56b503ovjfmd,Fernando Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458781031,244,1,1,28,51,ewsf6evtguu9j7k6js4tlgl89,0,7.2,56.4,2022-09-11T15:01:25.539Z,2022-09-13T11:18:08Z,3777325069,178,,3773722363,212,59.2,3773722367,1,,3773722365,213,6.3,3773722359,140,63.6,3773722361,141,54.8,3773722355,157,,3773722357,56,Center,4k2wic25asdlmuqr17e3s6nkl,Ricardo  Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458781039,252,49,1,28,54,491xixnlsp75o7cr3w2gc1o0z,1,31.1,40.3,2022-09-11T15:01:29.079Z,2022-09-13T11:18:14Z,,,,,,,,,,,,,,,,,,,,,,,,,c9rqgser2j8a6w7xfj3vmkzfu,E. Ferigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458781043,253,1,1,28,54,491xixnlsp75o7cr3w2gc1o0z,1,29.6,39.8,2022-09-11T15:01:29.112Z,2022-09-13T11:18:23Z,3773722429,213,4.2,3773722421,56,Back,3773722427,212,10.3,3773722425,141,26.8,3773722423,140,24.6,3777325475,21,,3777325473,389,,,,,c9rqgser2j8a6w7xfj3vmkzfu,E. Ferigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458781073,254,1,1,28,57,491xixnlsp75o7cr3w2gc1o0z,1,24.4,26.4,2022-09-11T15:01:32.127Z,2022-09-13T11:18:28Z,3773722573,213,2.4,3777325631,178,,3773722565,56,Back,3773722567,140,7.7,3773722569,141,48.8,3773722571,212,23.2,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458781089,255,1,1,29,1,491xixnlsp75o7cr3w2gc1o0z,1,11.5,51.9,2022-09-11T15:01:35.881Z,2022-09-13T11:18:36Z,3773722639,213,4.8,3773722631,56,Back,3777325809,178,,3773722635,141,26.4,3773722637,212,17.4,3773722633,140,12.2,,,,,,,53y263xxfdf1itytiqhg3v6c5,I. Vekič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458781127,256,1,1,29,5,491xixnlsp75o7cr3w2gc1o0z,1,14.2,30.9,2022-09-11T15:01:40.040Z,2022-09-13T11:18:40Z,3773722781,140,8.0,3777325911,178,,3773722783,141,49.4,3773722777,56,Back,3773722787,213,2.0,3773722785,212,14.2,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458781143,257,1,1,29,10,491xixnlsp75o7cr3w2gc1o0z,1,11,50,2022-09-11T15:01:44.616Z,2022-09-13T11:18:47Z,3773722893,141,36.3,3773722897,213,5.6,3773722895,212,15.7,3773722889,56,Back,3773722891,140,23.0,3777326021,178,,,,,,,,53y263xxfdf1itytiqhg3v6c5,I. Vekič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459466359,868,83,1,29,12,ewsf6evtguu9j7k6js4tlgl89,1,79.9,64.5,2022-09-11T15:01:46.582Z,2022-09-13T11:57:46Z,3777375723,399,103841,,,,,,,,,,,,,,,,,,,,,,613xzggyqa0ugkmu2u6oxkmp5,Y. Eteki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458781171,258,1,1,29,14,491xixnlsp75o7cr3w2gc1o0z,1,15.2,40.3,2022-09-11T15:01:48.616Z,2022-09-13T11:18:53Z,3773723067,141,48.1,3773723065,140,4.1,3773723063,56,Back,3773723071,213,2.7,3773723069,212,12.8,3777326115,178,,,,,,,,7jso6ijfblfqjfvfh09wt5g5,Luíz Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458781183,259,1,1,29,15,491xixnlsp75o7cr3w2gc1o0z,0,4.1,47.9,2022-09-11T15:01:49.801Z,2022-09-13T11:18:57Z,3773723121,56,Back,3773723129,213,0.2,3773723123,140,36.9,3773723127,212,35.1,3773723125,141,57.6,3773723119,157,,3777326135,178,,3773723131,1,,53y263xxfdf1itytiqhg3v6c5,I. Vekič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458781181,245,49,1,29,16,ewsf6evtguu9j7k6js4tlgl89,1,64.6,42.7,2022-09-11T15:01:51.460Z,2022-09-13T11:19:06Z,,,,,,,,,,,,,,,,,,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459727159,1606,83,1,29,19,491xixnlsp75o7cr3w2gc1o0z,1,27.4,66.4,2022-09-11T15:01:54.186Z,2022-09-14T06:01:06Z,3778786233,399,101498,,,,,,,,,,,,,,,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458781213,246,61,1,29,19,ewsf6evtguu9j7k6js4tlgl89,1,74.8,30.3,2022-09-11T15:01:54.199Z,2022-09-13T11:19:26Z,3777326531,178,,3773723287,56,Center,,,,,,,,,,,,,,,,,,,2ban1f798o92hq593c8a0nv11,Afonso Taira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459727137,1605,43,1,29,19,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2022-09-11T15:01:54.386Z,2022-09-14T06:01:00Z,3778786169,144,83,3778786151,399,101498,,,,,,,,,,,,,,,,,,,8dyozmfhm4x9hwqqpa6hcri6t,Rui Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459261073,746,3,1,29,26,ewsf6evtguu9j7k6js4tlgl89,0,95.2,30.6,2022-09-11T15:02:01.074Z,2022-09-13T11:20:25Z,3776272743,56,Center,3776272745,286,,3776272747,465,,3777326975,178,,3776272749,467,3zkqv88qpc3tm22pex5qfillh,,,,,,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458781289,247,1,1,29,27,ewsf6evtguu9j7k6js4tlgl89,0,90.7,27.1,2022-09-11T15:02:01.909Z,2022-09-13T11:20:30Z,3776273189,195,,3773723661,140,84.7,3773723663,141,45.8,3773723667,213,2.0,3773723665,212,14.2,3773723659,56,Center,3777327669,178,,,,,53unfq55ouhqni5jbl07fyqc5,S. Godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
