id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2521957171,7,61,1,0,6,alyavx3ad35bp1xuwmqk7sgev,0,44.8,50.9,2023-03-18T20:31:37.190Z,2023-03-20T15:52:08Z,4107495433,56,Back,,,,,,,,,,,,,,,,,,,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957245,5,1,1,0,9,22mo7qbsnyi8wtucpvhgvhw2q,1,48,39.1,2023-03-18T20:31:40.309Z,2023-03-18T20:31:46Z,4107495809,212,24.0,4107495811,213,5.1,4107495805,140,56.6,4107495807,141,6.4,4107495803,56,Right,,,,,,,,,,dyeuxixz75ematbmtiwzcvhzp,João Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957289,6,1,1,0,14,22mo7qbsnyi8wtucpvhgvhw2q,1,62.1,6.7,2023-03-18T20:31:46.021Z,2023-03-18T20:31:51Z,4107496057,56,Back,4107496063,141,7.8,4107496069,213,3.1,4107496065,212,21.1,4107496059,140,42.0,,,,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957299,7,1,1,0,20,22mo7qbsnyi8wtucpvhgvhw2q,0,42,7.8,2023-03-18T20:31:51.381Z,2023-03-18T20:31:53Z,4107496109,56,Right,4107496111,140,56.3,4107496113,141,11.1,4107496117,213,0.1,4107496115,212,15.2,,,,,,,,,,9ylq7ia76wd7pxq3ax9qo8w5x,Mexer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957307,8,1,1,0,22,alyavx3ad35bp1xuwmqk7sgev,1,47.4,73.8,2023-03-18T20:31:53.729Z,2023-03-18T21:21:08Z,4107666767,212,15.4,4107666763,140,61.0,4107666769,213,5.9,4107666765,141,65.5,4107496165,56,Center,,,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957321,9,49,1,0,23,alyavx3ad35bp1xuwmqk7sgev,1,56.2,70.1,2023-03-18T20:31:54.960Z,2023-03-18T20:31:55Z,,,,,,,,,,,,,,,,,,,,,,,,,7r96u3b7t46s0kg5t5qew3tnt,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957343,10,1,1,0,24,alyavx3ad35bp1xuwmqk7sgev,1,56.1,69.3,2023-03-18T20:31:55.330Z,2023-03-18T20:31:57Z,4107496325,212,8.2,4107496315,56,Center,4107496327,213,4.1,4107496323,141,59.3,4107496321,140,51.8,,,,,,,,,,7r96u3b7t46s0kg5t5qew3tnt,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957357,11,1,1,0,25,alyavx3ad35bp1xuwmqk7sgev,0,50.7,61,2023-03-18T20:31:57.041Z,2023-03-18T20:33:08Z,4107496423,56,Center,4107496431,212,8.3,4107496427,140,58.3,4107496433,213,0.3,4107496429,141,64.3,,,,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957395,12,43,1,0,27,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-03-18T20:31:58.481Z,2023-03-18T20:33:04Z,4107496611,141,72.6,4107496609,140,57.5,4107496605,56,Center,4107499035,144,1,4107496615,212,6.0,4107496619,213,2.1,,,,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521988701,393,61,1,0,29,22mo7qbsnyi8wtucpvhgvhw2q,1,41.5,29.9,2023-03-18T20:32:00.163Z,2023-03-20T18:25:39Z,4107667125,56,Back,,,,,,,,,,,,,,,,,,,,,,513jimgihzk9w1kuad57jrnxl,R. Guitane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957397,13,4,1,0,30,alyavx3ad35bp1xuwmqk7sgev,1,59.4,89.4,2023-03-18T20:32:01.569Z,2023-03-20T18:25:52Z,4107496633,152,,4113228903,294,,4107496627,13,,4107604373,233,8,4107496629,56,Left,4107496643,286,,,,,,,,2b4soa2ddbbmdwm0ur760jh05,João Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957517,8,4,1,0,30,22mo7qbsnyi8wtucpvhgvhw2q,0,40.6,10.6,2023-03-18T20:32:01.570Z,2023-03-20T18:25:54Z,4107497171,13,,4107497173,56,Back,4107604403,233,13,4107497179,285,,4107497175,152,,4113228983,294,,,,,,,,a5djhs58ls97llpu6i80dak15,Carlos Eduardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957657,14,1,1,1,8,alyavx3ad35bp1xuwmqk7sgev,0,67.4,91.2,2023-03-18T20:32:39.298Z,2023-03-20T18:26:08Z,4107497877,5,,4107497881,152,,4107497883,56,Center,4107497887,141,45.5,4107497875,2,,4107497879,155,,4107497885,140,86.6,4107497889,212,37.0,1w926qtyntprx5ommoaa5nhed,Euller,4107497891,213,5.3,4107497893,1,4113229221,72,4113229219,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957677,9,12,1,1,10,22mo7qbsnyi8wtucpvhgvhw2q,1,14.8,49,2023-03-18T20:32:41.735Z,2023-03-18T20:32:42Z,4107497979,212,26.6,4107497975,140,35.0,4107498003,15,,4107497973,56,Back,4107497977,141,72.7,4107497981,213,0.6,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957747,15,1,1,1,11,alyavx3ad35bp1xuwmqk7sgev,1,69.6,20,2023-03-18T20:32:43.042Z,2023-03-18T20:32:48Z,4107498329,140,48.2,4107498335,213,2.5,4107498327,56,Back,4107498331,141,43.7,4107498333,212,27.7,,,,,,,,,,361pxz5e33ydl2c3t63a9kzc9,Bernardo Sousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957803,16,1,1,1,17,alyavx3ad35bp1xuwmqk7sgev,1,47.2,43.7,2023-03-18T20:32:48.754Z,2023-03-18T20:32:55Z,4107498661,1,,4107498649,155,,4107498657,212,37.3,4107498653,140,71.8,4107498651,56,Right,4107498659,213,5.5,4107498655,141,4.1,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957807,17,61,1,1,24,alyavx3ad35bp1xuwmqk7sgev,0,71.2,23.4,2023-03-18T20:32:55.554Z,2023-03-20T18:28:07Z,4107498669,56,Center,,,,,,,,,,,,,,,,,,,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957833,10,43,1,1,24,22mo7qbsnyi8wtucpvhgvhw2q,1,0,0,2023-03-18T20:32:55.555Z,2023-03-20T18:28:09Z,4107498841,233,17,4107498795,285,0,4107498793,56,Back,4113231109,144,7,,,,,,,,,,,,,dyeuxixz75ematbmtiwzcvhzp,João Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957849,12,3,1,1,25,22mo7qbsnyi8wtucpvhgvhw2q,1,29.4,75.8,2023-03-18T20:32:56.772Z,2023-03-20T18:27:37Z,4113230593,464,,4107498867,56,Back,4107498873,233,18,4107498869,285,,,,,,,,,,,,,,dyeuxixz75ematbmtiwzcvhzp,João Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957819,18,45,1,1,25,alyavx3ad35bp1xuwmqk7sgev,0,70.6,24.2,2023-03-18T20:32:56.772Z,2023-03-18T20:32:59Z,4107498727,286,,4107498881,233,12,4107498725,56,Center,,,,,,,,,,,,,,,,3845lzar855rp3zp4stgmgul1,João Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957837,11,49,1,1,26,22mo7qbsnyi8wtucpvhgvhw2q,1,30.1,72.2,2023-03-18T20:32:57.689Z,2023-03-18T20:33:42Z,,,,,,,,,,,,,,,,,,,,,,,,,dyeuxixz75ematbmtiwzcvhzp,João Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957909,13,1,1,1,27,22mo7qbsnyi8wtucpvhgvhw2q,1,30.1,67.2,2023-03-18T20:32:59.032Z,2023-03-18T20:33:44Z,4107499135,213,5.1,4107499133,212,46.4,4107499137,1,,4107499131,141,3.1,4107499129,140,45.2,4107499125,196,,4107499123,155,,4107499127,56,Back,dyeuxixz75ematbmtiwzcvhzp,João Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957947,14,1,1,1,35,22mo7qbsnyi8wtucpvhgvhw2q,1,62,3.2,2023-03-18T20:33:06.762Z,2023-03-18T20:33:47Z,4107499295,212,9.4,4107499291,140,53.1,4107499297,213,3.1,4107499293,141,4.3,4107499289,56,Right,,,,,,,,,,a5djhs58ls97llpu6i80dak15,Carlos Eduardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957987,15,1,1,1,37,22mo7qbsnyi8wtucpvhgvhw2q,1,53.8,5.1,2023-03-18T20:33:09.096Z,2023-03-18T21:21:53Z,4107499513,212,7.3,4107499511,141,10.9,4107499509,140,59.7,4107499515,213,0.6,4107499507,56,Right,,,,,,,,,,3gelookco8f9ft0guaec03t3o,Tiago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521957999,16,1,1,1,41,22mo7qbsnyi8wtucpvhgvhw2q,1,55.3,19.4,2023-03-18T20:33:13.144Z,2023-03-18T21:21:54Z,4107499565,140,41.5,4107499569,212,35.8,4107499563,56,Back,4107499567,141,67.5,4107499571,213,2.0,4107499573,1,,,,,,,,513jimgihzk9w1kuad57jrnxl,R. Guitane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521958029,17,1,1,1,43,22mo7qbsnyi8wtucpvhgvhw2q,1,41.7,67.5,2023-03-18T20:33:14.457Z,2023-03-18T20:33:17Z,4107499743,212,25.0,4107499741,141,94.5,4107499739,140,57.8,4107499745,213,0.8,4107499737,56,Left,,,,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521958053,18,1,1,1,45,22mo7qbsnyi8wtucpvhgvhw2q,1,58.1,94.7,2023-03-18T20:33:17.016Z,2023-03-18T20:33:19Z,4107499849,56,Left,4107499855,212,16.8,4107499851,140,72.9,4107499857,213,5.9,4107499853,141,85.5,,,,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521958077,19,1,1,1,47,22mo7qbsnyi8wtucpvhgvhw2q,0,73.1,85.5,2023-03-18T20:33:18.952Z,2023-03-18T20:33:19Z,4107499965,213,1.1,4107499957,141,92.6,4107499953,140,75.4,4107499961,212,5.4,4107499951,56,Left,,,,,,,,,,dyeuxixz75ematbmtiwzcvhzp,João Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521958073,19,49,1,1,48,alyavx3ad35bp1xuwmqk7sgev,1,32.9,7,2023-03-18T20:33:19.604Z,2023-03-18T20:33:19Z,,,,,,,,,,,,,,,,,,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521958101,20,1,1,1,49,alyavx3ad35bp1xuwmqk7sgev,1,31.4,6.1,2023-03-18T20:33:20.163Z,2023-03-18T20:33:21Z,4107500067,56,Back,4107500073,212,9.7,4107500071,141,16.3,4107500075,213,2.3,4107500069,140,25.0,,,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521958147,21,1,1,1,50,alyavx3ad35bp1xuwmqk7sgev,1,25,16.3,2023-03-18T20:33:21.636Z,2023-03-18T20:33:25Z,4107500299,140,32.8,4107500305,213,5.5,4107500301,141,5.0,4107500303,212,11.2,4107500297,56,Back,,,,,,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521958153,22,1,1,1,52,alyavx3ad35bp1xuwmqk7sgev,1,32.2,4.4,2023-03-18T20:33:23.764Z,2023-03-18T20:33:44Z,4107500345,213,0.4,4107500331,168,,4107500337,140,46.0,4107500333,56,Back,4107500343,212,15.6,4107500341,141,13.0,,,,,,,361pxz5e33ydl2c3t63a9kzc9,Bernardo Sousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521958189,23,1,1,1,56,alyavx3ad35bp1xuwmqk7sgev,1,46.3,11.6,2023-03-18T20:33:27.268Z,2023-03-20T18:30:30Z,4107500501,213,0.3,4107501649,1,,4113232711,4,,4107503727,210,15,4107500495,140,76.6,4107500499,212,33.7,4107503729,154,,4107500493,56,Center,3845lzar855rp3zp4stgmgul1,João Mendes,4107500497,141,27.9,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521958191,24,15,1,1,58,alyavx3ad35bp1xuwmqk7sgev,1,87.1,27.5,2023-03-18T20:33:29.267Z,2023-03-20T18:30:30Z,4107500519,63,,4107500523,56,Center,4107501561,102,49.3,4107501567,147,46.4,4107501563,103,3.8,4107501551,78,,4107501553,29,,4107501065,20,,7r96u3b7t46s0kg5t5qew3tnt,Juninho,4107501557,55,23,4107504175,233,4107501565,146,4107501555,154,,21,98.8,4107504093,23,,,,,,,,,,,,,,,,,,,,,,,
2521958223,21,10,1,1,58,22mo7qbsnyi8wtucpvhgvhw2q,1,2.7,54.1,2023-03-18T20:33:29.367Z,2023-03-20T18:30:32Z,4113232947,376,,4107500653,56,Back,4107500651,182,,4107500645,177,,4107500649,180,,4107501115,233,24,,,,,,,1ocxh5s9uo0s8ag79j7iv6acp,Daniel Figueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521958215,20,52,1,1,59,22mo7qbsnyi8wtucpvhgvhw2q,1,3.2,50.1,2023-03-18T20:33:30.820Z,2023-03-20T18:30:34Z,4113232955,376,,,,,,,,,,,,,,,,,,,,,,,1ocxh5s9uo0s8ag79j7iv6acp,Daniel Figueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521958417,22,1,1,2,16,22mo7qbsnyi8wtucpvhgvhw2q,1,13.3,47.5,2023-03-18T20:33:48.091Z,2023-03-18T21:22:13Z,4107501719,56,Back,4107501725,212,17.3,4107501721,140,26.8,4107501717,123,,4107501727,213,5.7,4107501723,141,33.0,4107671669,189,,,,,1ocxh5s9uo0s8ag79j7iv6acp,Daniel Figueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521958421,23,4,1,2,18,22mo7qbsnyi8wtucpvhgvhw2q,1,26.8,30.5,2023-03-18T20:33:49.746Z,2023-03-18T20:36:42Z,4107501737,56,Back,4107501819,189,,4107501735,13,,4107501739,152,,4107511043,233,26,4107501741,265,,4107501743,285,,,,,9ylq7ia76wd7pxq3ax9qo8w5x,Mexer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521958549,26,4,1,2,18,alyavx3ad35bp1xuwmqk7sgev,0,73.2,69.5,2023-03-18T20:33:49.747Z,2023-03-18T21:23:14Z,4107512213,233,23,4107502453,56,Center,4107502477,189,,4107502457,265,,4107502451,13,,4107502459,286,,4107502455,152,,,,,7r96u3b7t46s0kg5t5qew3tnt,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521958467,24,1,1,2,26,22mo7qbsnyi8wtucpvhgvhw2q,1,26.8,32.5,2023-03-18T20:33:58.057Z,2023-03-18T21:22:27Z,4107502019,152,,4107502035,212,21.7,4107502043,213,1.7,4107502029,141,64.2,4107502025,140,24.5,4107502021,56,Back,4107502017,5,,4107672569,189,,9ylq7ia76wd7pxq3ax9qo8w5x,Mexer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521958489,25,1,1,2,27,22mo7qbsnyi8wtucpvhgvhw2q,1,24.5,64.2,2023-03-18T20:33:58.745Z,2023-03-18T20:34:00Z,4107502119,212,21.0,4107502115,140,25.5,4107502113,56,Back,4107502117,141,33.4,4107502121,213,4.8,,,,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521958479,25,43,1,2,28,alyavx3ad35bp1xuwmqk7sgev,1,0,0,2023-03-18T20:33:59.350Z,2023-03-18T20:34:01Z,4107502191,144,55,,,,,,,,,,,,,,,,,,,,,,7r96u3b7t46s0kg5t5qew3tnt,Juninho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521958561,26,1,1,2,29,22mo7qbsnyi8wtucpvhgvhw2q,1,25.4,32.7,2023-03-18T20:34:00.410Z,2023-03-18T20:34:07Z,4107502513,213,1.6,4107502511,212,22.0,4107502505,56,Back,4107502509,141,65.1,4107502507,140,25.1,,,,,,,,,,9ylq7ia76wd7pxq3ax9qo8w5x,Mexer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521958571,27,1,1,2,36,22mo7qbsnyi8wtucpvhgvhw2q,1,38.6,69.9,2023-03-18T20:34:07.579Z,2023-03-18T20:34:09Z,4107502571,212,15.4,4107502573,213,1.7,4107502567,140,36.9,4107502565,56,Back,4107502569,141,92.4,,,,,,,,,,2jskw42u7twkcsxa15hcysiy1,Pedro Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521958597,28,1,1,2,38,22mo7qbsnyi8wtucpvhgvhw2q,1,36.9,92.4,2023-03-18T20:34:09.210Z,2023-03-18T20:34:11Z,4107502669,140,47.0,4107502675,213,0.0,4107502673,212,10.6,4107502667,56,Back,4107502671,141,93.1,,,,,,,,,,3o3pp38h4ww0btuxzna0mhtcl,Joãozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521958639,29,1,1,2,39,22mo7qbsnyi8wtucpvhgvhw2q,1,47,93.1,2023-03-18T20:34:10.290Z,2023-03-20T18:32:11Z,4107502821,56,Back,4107502823,140,44.1,4107502827,212,7.7,4107502829,213,4.3,4107502825,141,82.7,,,,,,,,,,74hu9pcq0b1z36871v3inexyi,Tiago Gouveia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
