id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2453100753,1,34,16,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2022-08-29T17:19:37.718Z,2022-08-29T17:58:50Z,3743476791,30,"2accix9saahg900cja5e9iw9h, 9avbe1i215rk0o2j16iq0u2nd, ay10c4r23f0tlyuqytje0ack4, 2lur2ts61wwrsvih1lb1jee50, bot4jd6s4g69w5wvtn9qlevx0, 6ram2zlda1gvj947zzmab68r9, 53sq02gs09i7chjvx2zfwdaz9, 1qcf5gb8wf8f4tu94xh96yqy, evwzikhqpwulci3y20ckeoc15, 7bizatqq8lesywgb68x9cizmd, 1ziaf8ivlizetjhinr9ua6uax, lp63o37czdwete0smmu62k89, 4tyjzyixiz32zfs37qs4u6ve2, bz64q1gkwqtlc749oqqqzm5wq, 3yolt0tc40fjqupa2ea4epka1, 20qxviornp26t0t8oq8xuyi5m, cypipec6wd6cpgcspxjwvdadx, e2nsy4zv5hw9x13mp604tr8ix, 2cs8bo4l70gbkudh3gqazb105, 4b15cdn7l40s5ge9b0anx4uwa",3743476797,130,8,3743476803,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3743476795,59,"14, 72, 5, 22, 13, 3, 7, 80, 33, 10, 11, 6, 20, 23, 25, 38, 44, 63, 21, 47",3743533957,197,4663,3743476793,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3743476801,194,2accix9saahg900cja5e9iw9h,3743476799,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453100791,1,34,16,0,0,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2022-08-29T17:19:46.176Z,2022-08-29T17:59:27Z,3743534335,197,7108,3743477053,59,"33, 42, 5, 19, 13, 3, 27, 8, 11, 14, 7, 1, 2, 4, 15, 16, 68, 70, 88, 99",3743477049,30,"4k2wic25asdlmuqr17e3s6nkl, 28lucwbes9q95s1j4mgy2s50q, 58r7rr6rqtji5m0bkdxmwqqui, dqpkkgodtwn11fgpq2c3tlqz9, 6wjwijfj7i2vvlsxzyzfb2cwl, dcj62hda8r17fx396ks6w79p1, 2ban1f798o92hq593c8a0nv11, 64upo0p7ealjcpfkldjiqlvit, cwd95dwww2bs1d9wzjpw3ydx, bxbvbqfhiv1hivt3ttxum1uy1, 53unfq55ouhqni5jbl07fyqc5, 39a3ez9nwq3q2gysqilq9d9ii, 1vw6okufgzi8d2rx2yx3vuhux, 3uvek737jr8909is4vi1d9nxm, d92r3s9hlaq3k56b503ovjfmd, 7btjqixepiu3ykopyvg3k6itx, ag5ozuf1o3ixkdrdb39g9dasp, 4jqmdmc0za8pdpz9ne875uzmx, 613xzggyqa0ugkmu2u6oxkmp5, edk9jemtelz51uoob4quyd4kq",3743477055,130,13,3743477059,194,6wjwijfj7i2vvlsxzyzfb2cwl,3743477061,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3743477057,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3743477051,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453111871,2,32,1,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2022-08-29T18:01:06.766Z,2022-08-31T18:26:58Z,3743535853,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453111877,2,32,1,0,0,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2022-08-29T18:01:06.766Z,2022-08-29T18:01:08Z,3743535867,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453111885,3,1,1,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,50,50,2022-08-29T18:01:06.821Z,2022-09-01T09:23:14Z,3743535889,56,Back,3743535895,212,18.9,3743535893,141,48.1,3743535899,279,S,3743535897,213,3.2,3743535891,140,32.0,3749095619,178,,,,,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454155783,1034,43,1,0,1,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2022-08-29T18:01:08.054Z,2022-09-01T09:28:19Z,3749195099,144,82,3749145399,178,0,,,,,,,,,,,,,,,,,,,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453111891,4,1,1,0,2,8gvg1ranyf93hprfkwx3ofl2y,1,32,48.1,2022-08-29T18:01:08.790Z,2022-09-01T07:29:54Z,3743535919,141,48.2,3749095709,178,,3743535921,212,16.0,3743535915,56,Back,3743535923,213,0.0,3743535917,140,47.2,,,,,,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454155835,1035,43,1,0,3,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2022-08-29T18:01:09.798Z,2022-09-01T09:28:43Z,3749195643,144,82,3749145863,178,0,,,,,,,,,,,,,,,,,,,7bizatqq8lesywgb68x9cizmd,Tiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453111895,5,1,1,0,3,8gvg1ranyf93hprfkwx3ofl2y,1,47.2,48.2,2022-08-29T18:01:09.799Z,2022-09-01T09:27:49Z,3743535955,212,6.7,3743535953,141,56.7,3743535949,140,44.0,3743535957,213,2.1,3749095759,178,,3743535947,56,Back,,,,,,,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453111905,6,1,1,0,3,8gvg1ranyf93hprfkwx3ofl2y,1,44.4,56.6,2022-08-29T18:01:10.677Z,2022-09-01T07:30:02Z,3743535997,141,45.1,3749095829,178,,3743535999,212,8.1,3743536001,213,5.0,3743535995,140,46.4,3743535993,56,Back,,,,,,,7bizatqq8lesywgb68x9cizmd,Tiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
