id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/14/value,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2497896943,199,1,1,20,25,66bsnl0zjb7l5akwo00h0y5me,1,59.7,93,2023-01-15T20:51:53.784Z,2023-01-18T00:43:15Z,3980726225,213,4.0,3980726217,56,Back,3980726221,141,66.0,3982596411,178,,3980726223,212,24.9,3980726219,140,43.7,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497896953,200,1,1,20,27,66bsnl0zjb7l5akwo00h0y5me,1,43.7,66,2023-01-15T20:51:55.845Z,2023-01-18T00:43:18Z,3980726293,141,31.6,3980726289,56,Center,3980726291,140,50.5,3980726295,212,24.5,3980726297,213,5.0,3982596449,178,,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497896963,201,1,1,20,30,66bsnl0zjb7l5akwo00h0y5me,1,51.4,28.7,2023-01-15T20:51:58.597Z,2023-01-18T00:43:26Z,3980726353,140,65.6,3980726351,56,Right,3980726359,213,5.4,3980726355,141,2.2,3980726357,212,23.4,3982596489,178,,,,,,,,3enoici51osego5k1w41fuaqd,Fábio Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497896971,202,1,1,20,32,66bsnl0zjb7l5akwo00h0y5me,1,64.6,3.2,2023-01-15T20:52:00.892Z,2023-01-18T00:43:47Z,3980726393,56,Right,3980726401,213,0.1,3980726399,212,12.2,3980726395,140,76.2,3982596607,178,,3980726397,141,4.3,,,,,,,dowh6oc93ggduous7ligguqne,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897007,203,1,1,20,34,66bsnl0zjb7l5akwo00h0y5me,1,76.2,4.3,2023-01-15T20:52:03.343Z,2023-01-18T00:43:54Z,3980726609,56,Right,3980726613,141,12.8,3980726611,140,73.8,3980726615,212,6.3,3982596651,178,,3980726617,213,2.0,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897013,204,1,1,20,38,66bsnl0zjb7l5akwo00h0y5me,1,92.6,25.4,2023-01-15T20:52:07.215Z,2023-01-18T00:44:05Z,3982596673,178,,3980726669,141,50.3,3980727845,210,15,3980726673,213,2.0,3980726665,56,Center,3980727847,154,,3980726667,140,85.3,3982041045,195,,dowh6oc93ggduous7ligguqne,João Mário,1,3980726671,212,,,,,,,,,,,,,,,,,,,,,18.6,,,,,,,,,,,,,
2497897015,205,15,1,20,39,66bsnl0zjb7l5akwo00h0y5me,1,85.1,48.3,2023-01-15T20:52:08.252Z,2023-01-18T00:44:06Z,3980727733,233,205,3980727855,55,204,3980727849,78,,3982596685,178,,3980727861,103,2.5,3980727865,146,98.6,3980727851,29,,3980726681,17,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,3980726679,22,3980727867,147,47.1,3980726683,56,3980727859,102,51.0,3980727853,154,,3980727729,20,3980727863,328,,,,,,,,,,,,,,Center,,,,,
2497897009,205,10,1,20,40,5c0sf1eaipcxvdw9o22of2jdp,1,1.4,49.7,2023-01-15T20:52:08.861Z,2023-01-18T00:44:10Z,3980726743,174,,3980726643,56,Back,3980726641,182,,3980727737,233,205,3980726745,179,,3982041179,376,,,,,,,,6ddxujeb3873j5evwiz8n4wt0,Luíz Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897019,206,16,1,20,41,66bsnl0zjb7l5akwo00h0y5me,1,93.9,52.4,2023-01-15T20:52:10.217Z,2023-01-18T00:44:24Z,3980727569,282,201,3980727563,231,51.4,3982041363,396,49.3,3980727557,328,,3980727229,17,,3980727553,103,1.3,3980727559,458,,3980727227,20,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,3980726707,22,3980727567,281,el6dn7kq3815p2zd4rppzzw7p,3980727551,102,3980726711,56,Center,3980727237,375,20:41.453,3980727565,280,3980727561,230,3980727233,374,2023-01-15 20:52:09.814,3980727555,214,,98.1,,,3980727549,78,3982596739,178,49.7,ATTEMPT_SAVED,3982041361,395,1.8,
2497897191,206,1,1,21,45,5c0sf1eaipcxvdw9o22of2jdp,1,50.1,49.7,2023-01-15T20:53:14.078Z,2023-01-18T00:44:33Z,3980728043,189,,3980728025,56,Back,3980728035,279,G,3980728027,140,46.2,3982596789,178,,3980728033,213,2.4,3980728029,141,55.4,3980728031,212,5.6,dkijqjb6nubobtobl4s2v8xxx,Rui Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897205,207,1,1,21,48,5c0sf1eaipcxvdw9o22of2jdp,1,46.2,55.4,2023-01-15T20:53:16.372Z,2023-01-18T00:44:41Z,3980728083,141,85.1,3980728081,140,34.3,3980728079,56,Back,3980728085,212,23.7,3980728087,213,2.1,3982596841,178,,,,,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897215,208,1,1,21,50,5c0sf1eaipcxvdw9o22of2jdp,1,34.3,85.1,2023-01-15T20:53:18.837Z,2023-01-18T00:44:45Z,3980728149,56,Back,3980728155,212,18.7,3982596871,178,,3980728159,213,4.0,3980728151,140,23.0,3980728153,141,63.8,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897223,209,1,1,21,53,5c0sf1eaipcxvdw9o22of2jdp,0,24.3,62.9,2023-01-15T20:53:21.844Z,2023-01-18T00:44:49Z,3980728185,155,,3980728197,1,,3982596927,178,,3980728187,56,Back,3980728195,213,5.3,3980728191,141,7.4,3980728189,140,47.6,3980728193,212,45.0,4ofpb9y2fqqr3d5cdfbl05c6h,E. Mihaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897231,207,1,1,21,55,66bsnl0zjb7l5akwo00h0y5me,1,51.8,94.8,2023-01-15T20:53:24.216Z,2023-01-18T00:44:58Z,3980728239,212,15.9,3980728231,3,,3980728233,56,Left,3982596981,388,,3980728237,141,88.1,3980728241,213,6.0,3980728235,140,66.3,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897233,208,49,1,21,57,66bsnl0zjb7l5akwo00h0y5me,1,66.3,88.1,2023-01-15T20:53:26.222Z,2023-01-18T00:45:17Z,,,,,,,,,,,,,,,,,,,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897237,209,4,1,21,59,66bsnl0zjb7l5akwo00h0y5me,1,68,87.6,2023-01-15T20:53:27.822Z,2023-01-18T00:45:20Z,3980728263,286,,3980728259,152,,3980728343,294,,3980728255,13,,3980728257,56,Left,3980728345,233,210,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897247,210,4,1,21,59,5c0sf1eaipcxvdw9o22of2jdp,0,32,12.4,2023-01-15T20:53:27.823Z,2023-01-18T00:45:19Z,3980728315,285,,3980728307,13,,3982597145,178,,3980728339,233,209,3980728309,294,,3980728313,152,,3980728311,56,Back,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897349,210,1,1,22,45,66bsnl0zjb7l5akwo00h0y5me,1,71,90.8,2023-01-15T20:54:14.256Z,2023-01-18T00:45:33Z,3980728909,141,89.6,3980728901,5,,3980728913,213,3.6,3982597223,178,,3980728911,212,1.8,3980728903,152,,3980728907,140,69.5,3980728905,56,Left,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897353,211,1,1,22,46,66bsnl0zjb7l5akwo00h0y5me,1,69.5,89.6,2023-01-15T20:54:15.175Z,2023-01-18T00:45:39Z,3980728927,140,72.8,3982597267,178,,3980728925,56,Center,3980728931,212,15.4,3980728929,141,67.5,3980728933,213,4.9,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897355,212,1,1,22,48,66bsnl0zjb7l5akwo00h0y5me,0,72.8,67.5,2023-01-15T20:54:17.027Z,2023-01-18T00:45:44Z,3980728943,212,3.6,3982597311,178,,3980728995,233,211,3980728999,286,,3980728939,140,76.2,3980728945,213,0.1,3980728993,236,,3980728937,56,Center,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,,3980728941,141,,,,,,,,,,,,,,,,,,,,,67.8,,,,,,,,,,,,,
2497897361,211,74,1,22,48,5c0sf1eaipcxvdw9o22of2jdp,1,26.1,28.7,2023-01-15T20:54:17.185Z,2023-01-18T00:45:47Z,3980728971,56,Back,3980729015,233,212,3980728973,285,,3982597317,178,,,,,,,,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897377,213,1,1,22,52,66bsnl0zjb7l5akwo00h0y5me,1,62,68.6,2023-01-15T20:54:20.362Z,2023-01-18T00:45:52Z,3980729055,141,87.8,3982597325,178,,3980729057,212,13.1,3980729053,140,61.2,3980729059,213,1.6,3980729051,56,Left,,,,,,,dowh6oc93ggduous7ligguqne,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897391,214,1,1,22,54,66bsnl0zjb7l5akwo00h0y5me,1,58.9,86.9,2023-01-15T20:54:22.711Z,2023-01-18T00:45:54Z,3980729137,56,Back,3980729141,141,26.6,3980729143,212,42.7,3980729135,196,,3982597337,178,,3980729147,1,,3980729139,140,47.5,3980729145,213,4.4,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897395,215,1,1,22,59,66bsnl0zjb7l5akwo00h0y5me,1,47.5,26.6,2023-01-15T20:54:27.921Z,2023-01-18T00:45:58Z,3982597343,178,,3980729205,140,58.6,3980729211,213,5.6,3980729203,56,Right,3980729207,141,13.3,3980729209,212,14.8,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897397,216,1,1,23,0,66bsnl0zjb7l5akwo00h0y5me,1,58.6,13.3,2023-01-15T20:54:29.121Z,2023-01-18T00:46:02Z,3980729221,56,Center,3980729229,213,2.2,3982597367,178,,3980729223,140,52.6,3980729227,212,10.9,3980729225,141,26.3,,,,,,,5966ij9cde66bhi1g39kxia51,M. Grujić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897403,217,1,1,23,2,66bsnl0zjb7l5akwo00h0y5me,1,52.6,26.3,2023-01-15T20:54:30.533Z,2023-01-18T00:46:08Z,3980729279,213,2.5,3980729271,56,Back,3980729273,140,36.8,3980729277,212,20.6,3982597407,178,,3980729275,141,44.3,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897411,218,1,1,23,4,66bsnl0zjb7l5akwo00h0y5me,1,36.8,44.3,2023-01-15T20:54:32.654Z,2023-01-18T00:46:15Z,3980729331,212,24.4,3980729329,141,79.8,3982597423,178,,3980729333,213,1.4,3980729327,140,40.2,3980729325,56,Back,,,,,,,3enoici51osego5k1w41fuaqd,Fábio Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897425,219,1,1,23,6,66bsnl0zjb7l5akwo00h0y5me,1,40.2,79.8,2023-01-15T20:54:34.965Z,2023-01-18T00:46:19Z,3980729427,140,55.8,3980729425,56,Left,3982597431,178,,3980729429,141,93.3,3980729431,212,18.8,3980729433,213,0.5,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897439,220,1,1,23,11,66bsnl0zjb7l5akwo00h0y5me,1,58.3,83.1,2023-01-15T20:54:40.243Z,2023-01-18T00:46:27Z,3982597487,178,,3980729487,213,4.4,3980729485,212,34.1,3980729479,56,Back,3980729481,140,46.9,3980729489,1,,3980729483,141,36.2,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897457,221,1,1,23,15,66bsnl0zjb7l5akwo00h0y5me,1,47,35,2023-01-15T20:54:43.899Z,2023-01-18T00:46:30Z,3982597507,178,,3980729591,141,2.6,3980729595,213,5.5,3980729587,56,Right,3980729589,140,67.3,3980729593,212,30.7,,,,,,,3enoici51osego5k1w41fuaqd,Fábio Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897463,222,1,1,23,18,66bsnl0zjb7l5akwo00h0y5me,1,68.8,11.6,2023-01-15T20:54:47.247Z,2023-01-18T00:46:33Z,3980729625,140,62.2,3980729627,141,26.9,3982597527,178,,3980729623,56,Center,3980729631,213,2.2,3980729629,212,12.5,,,,,,,dowh6oc93ggduous7ligguqne,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897483,223,1,1,23,21,66bsnl0zjb7l5akwo00h0y5me,1,63.5,27.8,2023-01-15T20:54:49.797Z,2023-01-18T00:46:37Z,3980729763,212,51.9,3980729751,196,,3980729757,140,89.0,3980729765,213,1.0,3980729753,56,Left,3980729761,141,93.2,3980729767,1,,3982597563,178,,5966ij9cde66bhi1g39kxia51,M. Grujić,,3980729749,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897487,224,61,1,23,25,66bsnl0zjb7l5akwo00h0y5me,1,86,92.7,2023-01-15T20:54:54.001Z,2023-01-18T00:46:48Z,3980729771,56,Left,3982597671,178,,,,,,,,,,,,,,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498262255,1172,83,1,23,28,5c0sf1eaipcxvdw9o22of2jdp,1,20.1,6.6,2023-01-15T20:54:56.608Z,2023-01-18T03:25:54Z,3982628655,399,243157,,,,,,,,,,,,,,,,,,,,,,dh4byuuh5mlyp147iq8cyunkl,Ivo Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897517,225,1,1,23,29,66bsnl0zjb7l5akwo00h0y5me,1,69.3,98.4,2023-01-15T20:54:58.345Z,2023-01-18T00:46:56Z,3980729899,141,74.0,3980729901,212,23.6,3980729903,213,3.9,3982597729,178,,3980729897,140,53.3,3980729895,56,Center,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897531,226,1,1,23,35,66bsnl0zjb7l5akwo00h0y5me,1,54.4,72.2,2023-01-15T20:55:03.833Z,2023-01-18T00:47:02Z,3982597743,178,,3980729981,212,30.1,3980729975,56,Back,3980729977,140,46.9,3980729983,213,4.4,3980729973,155,,3980729979,141,29.5,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897553,227,1,1,23,40,66bsnl0zjb7l5akwo00h0y5me,1,46.9,29.5,2023-01-15T20:55:08.495Z,2023-01-18T00:47:05Z,3980730081,141,65.4,3980730085,213,1.7,3980730083,212,24.8,3980730079,140,42.9,3980730077,56,Back,3982597751,178,,,,,,,,3enoici51osego5k1w41fuaqd,Fábio Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897559,228,1,1,23,42,66bsnl0zjb7l5akwo00h0y5me,1,42.9,65.4,2023-01-15T20:55:10.728Z,2023-01-18T00:47:10Z,3980730117,213,5.7,3982597769,178,,3980730115,212,6.8,3980730111,140,48.3,3980730109,56,Back,3980730113,141,60.0,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897563,229,1,1,23,43,66bsnl0zjb7l5akwo00h0y5me,1,48.3,60,2023-01-15T20:55:12.221Z,2023-01-18T00:47:14Z,3980730139,213,1.0,3980730131,56,Left,3980730133,140,59.3,3980730137,212,22.4,3980730135,141,88.2,3982597775,178,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897565,230,1,1,23,47,66bsnl0zjb7l5akwo00h0y5me,1,59.3,88.2,2023-01-15T20:55:15.480Z,2023-01-18T00:47:17Z,3980730165,213,5.7,3980730157,56,Left,3982597787,178,,3980730163,212,7.9,3980730159,140,65.7,3980730161,141,82.1,,,,,,,av5ng2yhu8q1lqacekmxci0ut,Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897581,231,1,1,23,48,66bsnl0zjb7l5akwo00h0y5me,1,65.7,82.1,2023-01-15T20:55:17.069Z,2023-01-18T00:47:21Z,3980730243,213,4.2,3980730235,56,Center,3982597803,178,,3980730237,140,60.1,3980730241,212,11.9,3980730239,141,66.9,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897597,232,1,1,23,51,66bsnl0zjb7l5akwo00h0y5me,1,59.6,64.4,2023-01-15T20:55:19.705Z,2023-01-18T00:47:25Z,3980730317,56,Right,3980730325,213,5.3,3980730327,1,,3980730315,155,,3980730323,212,46.2,3980730319,140,82.7,3980730321,141,6.5,3982597811,178,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897599,233,44,1,23,53,66bsnl0zjb7l5akwo00h0y5me,1,84.8,6.4,2023-01-15T20:55:22.231Z,2023-01-18T12:52:16Z,3980730335,56,Right,3980730337,286,,3980731327,233,220,,,,,,,,,,,,,,,,dowh6oc93ggduous7ligguqne,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897771,220,44,1,23,53,5c0sf1eaipcxvdw9o22of2jdp,0,15.2,93.6,2023-01-15T20:55:22.232Z,2023-01-18T00:47:32Z,3980731343,233,233,3980731233,285,,3980731231,56,Back,,,,,,,,,,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897601,234,61,1,23,54,66bsnl0zjb7l5akwo00h0y5me,1,82.5,6.5,2023-01-15T20:55:22.364Z,2023-01-18T12:52:16Z,3980730339,56,Right,3982598019,388,,3982598017,15,,,,,,,,,,,,,,,,,dowh6oc93ggduous7ligguqne,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897647,212,5,1,23,55,5c0sf1eaipcxvdw9o22of2jdp,1,11.8,101.4,2023-01-15T20:55:24.171Z,2023-01-18T00:47:54Z,3980730583,233,235,3980730579,56,Back,3980730581,347,,,,,,,,,,,,,,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897603,235,5,1,23,55,66bsnl0zjb7l5akwo00h0y5me,0,88.2,-1.4,2023-01-15T20:55:24.171Z,2023-01-18T00:47:55Z,3980730341,56,Right,3980730587,233,212,3980730343,347,,,,,,,,,,,,,,,,,dowh6oc93ggduous7ligguqne,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897651,213,1,1,24,8,5c0sf1eaipcxvdw9o22of2jdp,0,12.4,100,2023-01-15T20:55:36.931Z,2023-01-18T00:48:08Z,3980730617,213,6.0,3980730605,107,,3980730607,56,Back,3980730611,141,93.0,3980730613,212,21.5,3980730621,1,,3980730609,140,32.2,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897659,236,1,1,24,10,66bsnl0zjb7l5akwo00h0y5me,1,67.3,2.6,2023-01-15T20:55:38.554Z,2023-01-18T00:48:13Z,3980730645,140,72.2,3980730651,213,0.0,3980730647,141,2.6,3982598129,388,,3980730643,56,Right,3980730641,3,,3980730649,212,5.1,,,,5966ij9cde66bhi1g39kxia51,M. Grujić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897661,237,61,1,24,10,66bsnl0zjb7l5akwo00h0y5me,1,72.2,2.6,2023-01-15T20:55:38.964Z,2023-01-18T00:48:19Z,3980730655,56,Right,3982598145,178,,,,,,,,,,,,,,,,,,,,dowh6oc93ggduous7ligguqne,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897663,214,50,1,24,12,5c0sf1eaipcxvdw9o22of2jdp,1,29.4,94.5,2023-01-15T20:55:41.183Z,2023-01-18T00:48:31Z,3980730661,56,Back,3980730675,233,238,3980730663,285,,,,,,,,,,,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897665,238,7,1,24,13,66bsnl0zjb7l5akwo00h0y5me,0,70.6,5.5,2023-01-15T20:55:41.535Z,2023-01-18T00:49:44Z,3980730667,286,,3982598375,178,,3982042867,385,,3980730665,56,Right,3980730669,233,214,,,,,,,,,,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897671,215,43,1,24,14,5c0sf1eaipcxvdw9o22of2jdp,1,0,0,2023-01-15T20:55:43.102Z,2023-01-15T20:55:55Z,3980731127,144,61,3980730701,56,Back,,,,,,,,,,,,,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897689,216,50,1,24,15,5c0sf1eaipcxvdw9o22of2jdp,1,30.4,93.7,2023-01-15T20:55:44.333Z,2023-01-18T00:49:04Z,3980730819,233,239,3980730787,285,,3980730785,56,Back,,,,,,,,,,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897695,239,7,1,24,16,66bsnl0zjb7l5akwo00h0y5me,1,69.6,6.3,2023-01-15T20:55:44.673Z,2023-01-18T00:49:11Z,3982598475,178,,3980730797,56,Right,3980730815,233,216,3980730799,286,,3982042893,383,,,,,,,,,,,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897705,240,1,1,24,17,66bsnl0zjb7l5akwo00h0y5me,0,68.4,7.3,2023-01-15T20:55:45.742Z,2023-01-18T00:49:19Z,3980730853,212,7.3,3980730849,140,71.0,3980730855,213,1.2,3980730847,56,Right,3982598505,178,,3980730851,141,17.2,,,,,,,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897721,217,1,1,24,19,5c0sf1eaipcxvdw9o22of2jdp,1,29.5,89,2023-01-15T20:55:47.610Z,2023-01-18T00:49:24Z,3980730907,56,Back,3980730915,213,1.4,3980730909,140,30.4,3980730913,212,5.7,3982598527,178,,3980730911,141,97.2,,,,,,,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897729,218,1,1,24,20,5c0sf1eaipcxvdw9o22of2jdp,1,30.4,97.2,2023-01-15T20:55:48.953Z,2023-01-18T00:49:28Z,3980730985,212,9.1,3980730979,56,Back,3982598555,178,,3980730987,213,3.4,3980730983,141,94.2,3980730981,140,22.0,,,,,,,1u9sn1cu0pq16mina2q6d6dwp,S. Colombatto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897739,219,1,1,24,22,5c0sf1eaipcxvdw9o22of2jdp,0,22,94.2,2023-01-15T20:55:50.493Z,2023-01-18T00:49:33Z,3980731045,56,Left,3980731051,212,31.2,3980731053,213,6.1,3980731047,140,51.0,3982598567,178,,3980731043,155,,3980731049,141,83.9,,,,d98j4asio4xrxcwmfg1ak95yi,Francisco Moura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897747,241,1,1,24,24,66bsnl0zjb7l5akwo00h0y5me,1,51.5,16.6,2023-01-15T20:55:52.530Z,2023-01-18T00:49:59Z,3980731105,140,55.5,3980731107,141,20.3,3982598663,178,,3980731099,3,,3980731111,213,0.5,3980731103,56,Right,3980731109,212,4.9,,,,3enoici51osego5k1w41fuaqd,Fábio Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897749,242,49,1,24,25,66bsnl0zjb7l5akwo00h0y5me,1,55.9,20.6,2023-01-15T20:55:53.364Z,2023-01-18T00:50:04Z,,,,,,,,,,,,,,,,,,,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897751,243,1,1,24,25,66bsnl0zjb7l5akwo00h0y5me,1,55.9,20.6,2023-01-15T20:55:53.426Z,2023-01-18T00:50:07Z,3980757045,156,,3982598689,178,,3980731137,213,2.8,3980731135,212,16.7,3980731131,140,41.2,3980731129,56,Back,3980731133,141,29.9,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497897767,244,1,1,24,26,66bsnl0zjb7l5akwo00h0y5me,1,40.1,30.4,2023-01-15T20:55:55.111Z,2023-01-18T00:50:12Z,3980731217,212,30.3,3980731215,141,52.4,3980731211,56,Back,3980731219,213,2.6,3982598713,178,,3980731213,140,15.0,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
