id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2503991103,1,34,16,0,0,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2023-02-04T17:03:57.125Z,2023-02-04T18:03:42Z,4012621739,59,"33, 42, 6, 19, 15, 3, 27, 16, 11, 17, 7, 24, 80, 1, 4, 8, 10, 13, 14, 99",4012621745,194,d92r3s9hlaq3k56b503ovjfmd,4012621741,130,17,4012795587,197,7108,4012621743,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012621737,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4012621749,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012621735,30,"4k2wic25asdlmuqr17e3s6nkl, 28lucwbes9q95s1j4mgy2s50q, 6uubxxvwp558g19wxmprfqtw5, dqpkkgodtwn11fgpq2c3tlqz9, d92r3s9hlaq3k56b503ovjfmd, dcj62hda8r17fx396ks6w79p1, 2ban1f798o92hq593c8a0nv11, 7btjqixepiu3ykopyvg3k6itx, cwd95dwww2bs1d9wzjpw3ydx, 3sxd2j3a9d2bukfeu5y9824tl, 53unfq55ouhqni5jbl07fyqc5, 2htuct5gfuihhhvx9trpkmj56, 5vdaexx0jnv7shichfmowutt6, 39a3ez9nwq3q2gysqilq9d9ii, 3uvek737jr8909is4vi1d9nxm, 64upo0p7ealjcpfkldjiqlvit, 9cju5a96bsq9fqhbl5ub6nisp, 6wjwijfj7i2vvlsxzyzfb2cwl, bxbvbqfhiv1hivt3ttxum1uy1, edk9jemtelz51uoob4quyd4kq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503991153,1,34,16,0,0,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2023-02-04T17:04:02.619Z,2023-02-04T17:56:50Z,4012793731,197,368,4012621963,130,8,4012621959,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4012621969,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012621957,30,"7jtc6yk5xu4cm1an97wrgozbp, 9j0v9bomstpbku7nnmqp8n7c9, 12f4mz064elnxecq2srl7r6j9, yzee990gbkpl00qdgr6h3r2t, 2p86mzr8qnu9iy01fusvovf56, x32fbvwwxkda9ruezw67b3dh, fvuj5umkjxxb1btu6004xjh1, 5t952swvuoed4pdwgbi4yjhex, 7pmigpf4yfi6dfih8e1ogdwb9, 7pi4j76iy3cfh0bfkxf9x8ell, 4dh4ws8ehn6uywozt6ygczs2d, 7qwzed85qna21zisvvatrjlxx, er2t5qzxjzjgiz64l5qqk3mjt, 18mddnpa54ygoaefaj0c5obf9, chfqy504a1mnfs67pbdbk0jfu, 37ao6cj3w5pd5v5ap79fqlxw5, bxcpii8qeyw2duignml45sc15, 929ho421g2zacylfc97m23uac, bocgbpxctelmsucqoba2dujca, 36fznb9hzqvn6lnlla7f3ycwl",4012621967,194,x32fbvwwxkda9ruezw67b3dh,4012621965,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012621961,59,"99, 6, 3, 22, 66, 30, 20, 61, 15, 7, 8, 2, 4, 23, 24, 27, 33, 87, 91, 93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026731,2,32,1,0,0,ewsf6evtguu9j7k6js4tlgl89,1,0,0,2023-02-04T18:02:17.819Z,2023-02-04T18:02:19Z,4012807787,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026739,2,32,1,0,0,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2023-02-04T18:02:17.819Z,2023-02-07T00:22:43Z,4012807817,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026757,3,1,1,0,0,9ldqu49smv1xg2va0n2cy28zl,1,50.1,50.1,2023-02-04T18:02:17.972Z,2023-02-07T05:57:34Z,4012807893,212,12.5,4012807885,56,Back,4018353785,178,,4012807891,141,40.6,4012807889,140,39.9,4012807895,213,3.7,4012807897,279,S,,,,7pi4j76iy3cfh0bfkxf9x8ell,David Neres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026775,4,1,1,0,1,9ldqu49smv1xg2va0n2cy28zl,1,39.9,40.6,2023-02-04T18:02:19.657Z,2023-02-07T05:57:43Z,4012808005,141,59.6,4012807999,56,Back,4012808001,140,32.3,4012808011,213,2.1,4012808009,212,15.2,4018353879,178,,,,,,,,5t952swvuoed4pdwgbi4yjhex,Florentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026799,5,1,1,0,5,9ldqu49smv1xg2va0n2cy28zl,1,30.2,62.3,2023-02-04T18:02:23.433Z,2023-02-07T05:57:55Z,4012808115,213,4.6,4012808109,140,28.8,4018353997,178,,4012808111,141,35.6,4012808113,212,18.2,4012808107,56,Back,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026815,6,1,1,0,8,9ldqu49smv1xg2va0n2cy28zl,1,29.4,31.3,2023-02-04T18:02:26.100Z,2023-02-07T05:58:00Z,4012808199,141,4.0,4012808201,212,18.8,4018354073,178,,4012808203,213,4.9,4012808195,56,Back,4012808197,140,32.2,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026851,7,1,1,0,12,9ldqu49smv1xg2va0n2cy28zl,1,32.6,3.5,2023-02-04T18:02:29.988Z,2023-02-07T05:58:06Z,4018354123,178,,4012808423,212,14.9,4012808417,56,Back,4012808425,213,1.7,4012808419,140,30.1,4012808421,141,25.1,,,,,,,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026891,8,1,1,0,14,9ldqu49smv1xg2va0n2cy28zl,1,30.3,25.3,2023-02-04T18:02:32.735Z,2023-02-07T05:58:17Z,4012808629,141,72.0,4012808631,212,31.8,4012808625,56,Back,4018354229,178,,4012808627,140,31.2,4012808633,213,1.5,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
