id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/13/value,keyPass,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist
2502100665,9,5,1,0,17,cgvbluoerzbzcr7aaxge3wkcv,0,28.8,100.7,2023-01-29T15:31:49.811Z,2023-02-01T05:11:20Z,4002678957,56,Back,4002678959,347,,4002679317,233,3,,,,,,,,,,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502100645,8,43,1,0,17,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2023-01-29T15:31:49.867Z,2023-01-29T15:32:01Z,4002678869,56,Back,4002679895,144,61,,,,,,,,,,,,,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502100857,4,1,1,0,27,7fn0aazbc8nx0u040aulozds1,1,68.6,0,2023-01-29T15:32:00.463Z,2023-02-01T05:11:26Z,4002680027,213,2.8,4002680023,212,22.2,4002680019,141,9.1,4002680029,1,,4002680013,107,,4002680015,56,Back,4002680017,140,48.7,,,,7m2za4jynw9fdc2ax1455ibpx,Igor Julião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502100937,5,1,1,0,31,7fn0aazbc8nx0u040aulozds1,1,48.7,10.6,2023-01-29T15:32:04.578Z,2023-02-01T05:12:36Z,4002680457,212,24.3,4002680455,141,44.6,4002680453,140,41.7,4006234943,178,,4002680459,213,1.9,4002680451,56,Back,,,,,,,2amti8wga8jpons4mizksjd1x,Bruno Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502100967,6,1,1,0,36,7fn0aazbc8nx0u040aulozds1,1,39.7,46.4,2023-01-29T15:32:08.908Z,2023-02-01T05:12:40Z,4002680633,213,5.9,4002680629,141,39.6,4006234975,178,,4002680631,212,12.6,4002680625,56,Center,4002680627,140,50.9,,,,,,,8f8lbg182g5jwnqbj1zgjbljp,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502100993,7,1,1,0,37,7fn0aazbc8nx0u040aulozds1,1,51,39.8,2023-01-29T15:32:09.959Z,2023-02-01T05:12:46Z,4006235013,178,,4002680717,56,Center,4002680721,141,52.2,4002680725,213,1.6,4002680723,212,8.4,4002680719,140,51.1,,,,,,,3ynj76lod24r597rmhshxczpx,Claudemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101043,8,1,1,0,38,7fn0aazbc8nx0u040aulozds1,1,51.4,48.2,2023-01-29T15:32:11.223Z,2023-02-01T05:12:50Z,4002680913,141,40.8,4002680915,212,12.2,4002680917,213,5.9,4006235041,178,,4002680911,140,62.0,4002680909,56,Center,,,,,,,de1nmkgahbsrky75itebiitp1,Raphael Guzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502773745,890,67,1,0,39,7fn0aazbc8nx0u040aulozds1,1,62.8,42.2,2023-01-29T15:32:11.772Z,2023-02-01T06:03:50Z,4006245943,233,838,,,,,,,,,,,,,,,,,,,,,,2u7fm04v2xzqso4rubkrvjcru,M. Osmajić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502773743,838,67,1,0,39,cgvbluoerzbzcr7aaxge3wkcv,0,37.2,57.8,2023-01-29T15:32:11.773Z,2023-02-01T05:40:45Z,4006245947,233,890,,,,,,,,,,,,,,,,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101055,9,1,1,0,39,7fn0aazbc8nx0u040aulozds1,1,62.4,47.6,2023-01-29T15:32:11.804Z,2023-02-01T06:03:50Z,4002680987,212,4.8,4002680983,140,59.0,4002680989,213,2.4,4002680981,56,Center,4002680985,141,52.4,4006235069,178,,4002681025,156,,,,,2u7fm04v2xzqso4rubkrvjcru,M. Osmajić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502136489,419,1,1,0,39,7fn0aazbc8nx0u040aulozds1,0,61.6,52.2,2023-01-29T15:32:12.336Z,2023-02-01T05:12:58Z,4002868987,141,53.9,4002868985,140,56.5,4002868983,56,Center,4002868989,212,5.5,4006235095,178,,4002868991,213,2.9,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101035,10,61,1,0,39,cgvbluoerzbzcr7aaxge3wkcv,1,45.1,46.6,2023-01-29T15:32:12.572Z,2023-02-01T05:13:04Z,4002680897,56,Back,4006235143,178,,,,,,,,,,,,,,,,,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101071,11,49,1,0,41,cgvbluoerzbzcr7aaxge3wkcv,1,45.1,47.8,2023-01-29T15:32:14.371Z,2023-02-01T05:13:11Z,,,,,,,,,,,,,,,,,,,,,,,,,110maz3wmyhfk670un6ieloet,Josué Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101109,12,1,1,0,42,cgvbluoerzbzcr7aaxge3wkcv,1,39.3,47.4,2023-01-29T15:32:15.505Z,2023-02-01T05:13:15Z,4002681261,212,21.2,4002681259,141,74.2,4002681263,213,1.0,4002681255,56,Back,4002681257,140,49.6,4006235217,178,,,,,,,,110maz3wmyhfk670un6ieloet,Josué Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101139,13,1,1,0,44,cgvbluoerzbzcr7aaxge3wkcv,1,55.5,70.9,2023-01-29T15:32:17.146Z,2023-02-01T05:13:21Z,4002681431,140,59.8,4002681429,56,Left,4002681435,212,15.5,4002681437,213,1.3,4002681433,141,92.7,4006235253,178,,,,,,,,6fvujizi2c81rxbbble21p32t,André Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101149,14,3,1,0,49,cgvbluoerzbzcr7aaxge3wkcv,0,71.2,90.5,2023-01-29T15:32:22.311Z,2023-02-01T05:13:27Z,4006235291,178,,4002681483,286,,4005490553,465,,4002681799,233,10,4002681481,56,Left,,,,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101203,10,7,1,0,49,7fn0aazbc8nx0u040aulozds1,0,28.8,9.5,2023-01-29T15:32:22.423Z,2023-02-01T05:13:31Z,4005490561,385,,4002681767,285,,4002681765,56,Back,4002681789,233,14,4006235315,178,,,,,,,,,,,3ynj76lod24r597rmhshxczpx,Claudemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101269,15,1,1,0,54,cgvbluoerzbzcr7aaxge3wkcv,1,91.5,94.5,2023-01-29T15:32:27.551Z,2023-02-01T05:13:34Z,4002682131,56,Left,4002682139,212,12.4,4006235347,178,,4002682141,213,3.2,4002682137,141,93.3,4002682135,140,79.7,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101313,16,1,1,0,56,cgvbluoerzbzcr7aaxge3wkcv,1,79.5,94.8,2023-01-29T15:32:29.664Z,2023-02-01T05:13:39Z,4002682397,141,96.0,4002682395,140,61.7,4006235387,178,,4002682393,56,Left,4002682399,212,18.7,4002682401,213,3.1,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101365,17,1,1,1,0,cgvbluoerzbzcr7aaxge3wkcv,1,60.8,93.6,2023-01-29T15:32:32.734Z,2023-02-01T05:13:44Z,4002682755,213,4.3,4002682749,141,67.2,4002682753,212,19.6,4002682745,140,53.3,4002682739,56,Center,4006235423,178,,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101453,18,1,1,1,2,cgvbluoerzbzcr7aaxge3wkcv,1,53.3,67.2,2023-01-29T15:32:35.714Z,2023-02-01T05:13:47Z,4002683141,140,64.7,4002683143,141,64.5,4006235449,178,,4002683145,212,12.1,4002683139,56,Center,4002683147,213,6.1,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502774203,934,83,1,1,8,7fn0aazbc8nx0u040aulozds1,1,35.9,44.5,2023-01-29T15:32:40.905Z,2023-02-01T05:46:51Z,4006247945,399,81456,,,,,,,,,,,,,,,,,,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101473,19,1,1,1,8,cgvbluoerzbzcr7aaxge3wkcv,1,63.8,55.4,2023-01-29T15:32:40.917Z,2023-02-01T05:13:51Z,4002683267,56,Back,4002683271,141,57.5,4002683269,140,47.4,4002683273,212,17.3,4002683275,213,3.1,4006235483,178,,,,,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101535,20,1,1,1,9,cgvbluoerzbzcr7aaxge3wkcv,0,47.4,57.5,2023-01-29T15:32:41.861Z,2023-02-01T05:13:54Z,4002683635,141,81.2,4002683649,1,,4002683625,56,Left,4002683645,213,0.3,4002683639,212,51.1,4002683631,140,93.6,4006235509,178,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101577,11,52,1,1,15,7fn0aazbc8nx0u040aulozds1,1,7.4,25.3,2023-01-29T15:32:48.039Z,2023-02-01T05:14:02Z,4006235573,178,,4005491085,376,,,,,,,,,,,,,,,,,,,,9uc54rlxmahbfppv97zi81yhh,F. Buntić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101699,12,1,1,1,18,7fn0aazbc8nx0u040aulozds1,1,7.2,31.5,2023-01-29T15:32:51.102Z,2023-02-01T05:14:05Z,4002684513,141,64.0,4006235611,178,,4002684517,213,1.3,4002684515,212,22.9,4002684507,123,,4002684511,140,13.0,4002684509,56,Back,,,,9uc54rlxmahbfppv97zi81yhh,F. Buntić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101779,13,1,1,1,21,7fn0aazbc8nx0u040aulozds1,1,17.2,66.7,2023-01-29T15:32:54.568Z,2023-02-01T05:14:08Z,4002684847,213,1.2,4002684839,56,Back,4002684845,212,18.1,4002684843,141,91.4,4006235647,178,,4002684841,140,23.5,,,,,,,8f8lbg182g5jwnqbj1zgjbljp,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101815,14,1,1,1,24,7fn0aazbc8nx0u040aulozds1,0,23.8,91.4,2023-01-29T15:32:57.126Z,2023-02-01T05:14:13Z,4002685061,1,,4002685051,56,Left,4002685059,213,6.2,4002685053,140,59.9,4006235683,178,,4002685057,212,37.9,4002685055,141,89.4,,,,chy52wzncc8ulmer9z2rebit,Kiki Afonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101833,21,49,1,1,25,cgvbluoerzbzcr7aaxge3wkcv,1,46.1,10.3,2023-01-29T15:32:58.401Z,2023-02-01T05:14:17Z,,,,,,,,,,,,,,,,,,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502635231,822,3,1,1,29,cgvbluoerzbzcr7aaxge3wkcv,0,57.2,7.5,2023-01-29T15:33:02.578Z,2023-02-01T05:14:21Z,4005491803,467,bljvhirrui29i12tysjdtmnd,4005491801,464,,4005491797,56,Right,4006235735,178,,4005491799,286,,,,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101929,22,4,1,1,30,cgvbluoerzbzcr7aaxge3wkcv,1,59.6,12.7,2023-01-29T15:33:02.948Z,2023-02-01T05:14:25Z,4002685641,13,,4002685907,233,15,4002685649,286,,4002685643,56,Right,4002685647,265,,4002685645,152,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502101971,15,4,1,1,30,7fn0aazbc8nx0u040aulozds1,0,40.4,87.3,2023-01-29T15:33:02.949Z,2023-02-01T05:14:25Z,4002685863,56,Back,4002685945,233,22,4002685865,152,,4002685867,265,,4002685861,13,,4006235767,178,,4002685869,285,,,,,bljvhirrui29i12tysjdtmnd,Nuno Moreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502635129,821,43,1,1,30,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2023-01-29T15:33:03.494Z,2023-01-31T14:40:02Z,4005491339,464,0,4005491335,56,Right,4005491337,286,0,4005491341,467,189570,4005491583,144,3,,,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102189,23,1,1,1,43,cgvbluoerzbzcr7aaxge3wkcv,1,57.8,9.2,2023-01-29T15:33:16.010Z,2023-02-01T05:14:28Z,4002687065,5,,4002687081,141,8.5,4006235799,178,,4002687079,140,32.7,4002687083,212,26.4,4002687075,152,,4002687077,56,Back,4002687085,213,3.2,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102261,24,1,1,1,47,cgvbluoerzbzcr7aaxge3wkcv,1,29.2,8.9,2023-01-29T15:33:20.206Z,2023-02-01T05:14:31Z,4002687471,213,1.7,4002687465,140,26.7,4002687467,141,43.0,4002687463,56,Back,4002687469,212,23.3,4006235835,178,,,,,,,,110maz3wmyhfk670un6ieloet,Josué Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102311,25,1,1,1,52,cgvbluoerzbzcr7aaxge3wkcv,1,29.5,44,2023-01-29T15:33:25.588Z,2023-02-01T05:14:36Z,4002687681,212,43.2,4006235857,178,,4002687679,141,98.3,4002687683,213,1.0,4002687673,155,,4002687675,56,Left,4002687677,140,50.9,4002687685,1,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102351,26,1,1,1,57,cgvbluoerzbzcr7aaxge3wkcv,1,47,95.6,2023-01-29T15:33:29.727Z,2023-02-01T05:14:41Z,4006235889,178,,4002687893,56,Back,4002687895,140,35.1,4002687897,141,89.6,4002687899,212,13.1,4002687901,213,3.5,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102443,27,1,1,2,0,cgvbluoerzbzcr7aaxge3wkcv,1,35.3,79.4,2023-01-29T15:33:32.952Z,2023-02-01T05:14:44Z,4006235919,178,,4002688401,141,41.0,4002688403,212,26.2,4002688397,140,33.5,4002688395,56,Back,4002688405,213,4.6,,,,,,,8uxdtdynfnmlx0ro5iounze1,Patrick William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102489,28,1,1,2,7,cgvbluoerzbzcr7aaxge3wkcv,0,41.9,26.4,2023-01-29T15:33:40.083Z,2023-02-01T05:14:46Z,4002688671,140,83.7,4002688667,155,,4002688679,1,,4002688673,141,30.9,4006235933,178,,4002688669,56,Center,4002688675,212,44.0,4002688677,213,0.1,110maz3wmyhfk670un6ieloet,Josué Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102509,16,1,1,2,10,7fn0aazbc8nx0u040aulozds1,0,21.7,69.4,2023-01-29T15:33:42.951Z,2023-02-01T05:14:55Z,4002688779,141,76.0,4002688781,212,12.0,4006236011,178,,4002688777,140,32.3,4002688775,56,Back,4002688773,3,,4002688783,213,0.4,,,,8f8lbg182g5jwnqbj1zgjbljp,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102535,29,1,1,2,12,cgvbluoerzbzcr7aaxge3wkcv,0,64.8,30.9,2023-01-29T15:33:44.920Z,2023-02-01T05:15:10Z,4002688951,140,64.4,4002688959,213,1.8,4002689095,236,,4002689101,286,,4002688947,56,Center,4002689097,233,17,4006236099,178,,4002688955,141,33.7,9kvoxdbnb5kt2dzy7kr0s7v11,João Graça,4002688957,212,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102553,17,74,1,2,12,7fn0aazbc8nx0u040aulozds1,1,33.6,73.3,2023-01-29T15:33:44.972Z,2023-02-01T05:15:12Z,4002873009,233,29,4002689051,56,Back,4006236127,178,,4002689053,285,,,,,,,,,,,,,,3ynj76lod24r597rmhshxczpx,Claudemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102673,30,4,1,2,19,cgvbluoerzbzcr7aaxge3wkcv,1,60.4,21.7,2023-01-29T15:33:52.023Z,2023-02-01T05:15:16Z,4002690081,233,18,4002689763,13,,4002689767,56,Center,4002689771,286,,4002689765,295,,4002689769,152,,,,,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502102717,18,4,1,2,19,7fn0aazbc8nx0u040aulozds1,0,39.6,78.3,2023-01-29T15:33:52.024Z,2023-02-01T05:15:16Z,4002690105,233,30,4002689993,295,,4002689997,152,,4002690003,285,,4002689995,56,Back,4002689989,13,,4006236153,178,,,,,575pl0igxsevhmf6nfmjwwyxh,Samú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
