id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/8/value,qualifier/12/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId
2527519095,1,34,16,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2023-04-02T13:34:14.367Z,2023-04-02T14:37:59Z,4157785419,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4157785407,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4157785395,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4157785393,30,"4nl5hapemrmmuh1r8afne8b85, 6i4i4rqqcvxa7rsysriqxlxat, 8jcuunhako2i9ynmp8v3w2eax, 1c8ki3i0dz0axlnd0vauzw9d6, bvy7d4r2ve9f5x1xyv0tx5cr9, a00q0qj479gzj5hymx4ix5lp0, 3bysj69bufnbqx70q6ufzat49, 549guee46difwv85rq18p7f1l, 57xeumfhz5h30yn1168rgljah, 4rfcpo4l9f8x1m0rlnwloefl6, 5ikeslw81x2em97k79crmhh0q, 8q4m06v3yfsq2iza942ezaxud, 8czsihbd6817k4uzvwenqvxex, 8sg65mj881mnfd9wgtew01s5x, 757f9x11lzcug3d6sn39d85wp, 8qn1z72et0w6bqw9mstopb7px, 90moydtk6dv07bfaqki5s6ymt, 3uma2r2ks9a44deiwpncec8np, bmv1uzsltia86qpoj52ycfai, 8fzbg2qdd8d00nwn1kinqr71m",4157785415,197,385,4157785397,59,"31, 27, 94, 6, 5, 3, 23, 8, 7, 9, 17, 2, 4, 10, 11, 21, 29, 30, 39, 57",4157785411,194,bvy7d4r2ve9f5x1xyv0tx5cr9,4157785401,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520595,1,34,16,0,0,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2023-04-02T13:35:28.301Z,2023-04-02T14:35:15Z,4157793527,130,2,4157793529,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4157793523,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4157793533,197,1519,4157793531,194,ekjpc2tvdk5jtiamtufdqkr85,4157793525,59,"1, 2, 70, 42, 23, 26, 79, 6, 11, 13, 21, 4, 7, 8, 9, 16, 18, 19, 59, 99",4157793521,30,"ekjpc2tvdk5jtiamtufdqkr85, 3ebyf23azgbktpf7dgwlphkvd, 7aak50ydu8nrfxd9qndeygnpw, eyllkbdemtx2seh48r9l3czbp, 3weuuu2vlyod9x7gnk2v9r1ed, c406oul95r3jvmbebcge5oz4l, 4a4kjygjq5el2ylh7k660lul0, 6w3iuh0f11tbwr037i7qb031m, rm1d0hp2iwsne1hbfgq0oa21, 96tuk7bpr043jh2obpegcgd4a, 57pi7l4h7g2jydmkc5vl6vkr9, 6n9p8xqhlgz0qfi39rojaxst0, 5za437wrlqizff74n6uqodpzp, aissbbcnwyr06fhgfamxo9j2t, 3batawbh7y4sjkeo4hn34svzd, 1a1cur7ima2n6hxas3fqlplhw, 90ojk78yhwtwbnz0k5w1ow6hh, 4ax49niuix9tiqdv05y3vbdn9, 6ylhhspjzxqrbqj4yq35hwkr8, 8lv60zbly3xz43g9hm2s7oqcq",4157793535,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527586653,2,32,1,0,0,7kfx3xpj2c2wxinsyi16i9gaz,1,0,0,2023-04-02T14:32:37.204Z,2023-04-02T14:32:40Z,4158138743,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527586645,2,32,1,0,0,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2023-04-02T14:32:37.204Z,2023-04-02T14:32:37Z,4158138697,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527586697,3,1,1,0,1,7kfx3xpj2c2wxinsyi16i9gaz,1,49.9,50.1,2023-04-02T14:32:38.304Z,2023-04-02T15:23:30Z,4158139007,212,19.6,4158139009,213,2.7,4158139003,140,33.2,4158139001,56,Back,4158139011,279,S,4158139005,141,62.9,,,,,,,57xeumfhz5h30yn1168rgljah,André Vidigal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527586713,4,1,1,0,3,7kfx3xpj2c2wxinsyi16i9gaz,1,33.2,62.9,2023-04-02T14:32:41.143Z,2023-04-02T15:23:31Z,4158139077,213,2.8,4158139067,56,Back,4158139073,141,68.6,4158139071,140,24.1,4158139075,212,10.3,,,,,,,,,,1c8ki3i0dz0axlnd0vauzw9d6,Rafael Brito,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527586801,5,1,1,0,5,7kfx3xpj2c2wxinsyi16i9gaz,1,24.1,68.6,2023-04-02T14:32:42.470Z,2023-04-02T14:32:48Z,4158139599,141,30.7,4158139597,140,26.1,4158139601,212,25.9,4158139603,213,4.8,4158139595,56,Back,,,,,,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527586843,6,1,1,0,10,7kfx3xpj2c2wxinsyi16i9gaz,1,26.8,29.8,2023-04-02T14:32:48.086Z,2023-04-02T14:32:50Z,4158139845,212,18.5,4158139849,213,5.0,4158139835,56,Back,4158139837,140,32.0,4158139841,141,3.8,,,,,,,,,,bvy7d4r2ve9f5x1xyv0tx5cr9,Zainadine Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527586945,7,1,1,0,13,7kfx3xpj2c2wxinsyi16i9gaz,0,32,3.8,2023-04-02T14:32:50.775Z,2023-04-02T14:32:57Z,4158140391,1,,4158140381,56,Center,4158140385,141,26.2,4158140387,212,69.7,4158140389,213,0.2,4158140383,140,96.8,4158140379,155,,,,,6i4i4rqqcvxa7rsysriqxlxat,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527586949,3,52,1,0,18,3b4nxgvmwzstmoq6borytkwx1,1,3.1,76.3,2023-04-02T14:32:55.824Z,2023-04-02T14:32:56Z,,,,,,,,,,,,,,,,,,,,,,,,,ekjpc2tvdk5jtiamtufdqkr85,Rafael Bracali,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527587285,4,80,1,0,33,3b4nxgvmwzstmoq6borytkwx1,0,14.4,48.7,2023-04-02T14:33:10.271Z,2023-04-02T14:33:10Z,,,,,,,,,,,,,,,,,,,,,,,,,ekjpc2tvdk5jtiamtufdqkr85,Rafael Bracali,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527587427,5,1,1,0,39,3b4nxgvmwzstmoq6borytkwx1,1,22.4,40.4,2023-04-02T14:33:16.287Z,2023-04-02T14:33:18Z,4158142933,212,12.3,4158142927,56,Back,4158142929,140,27.2,4158142935,213,5.1,4158142931,141,23.9,,,,,,,,,,ekjpc2tvdk5jtiamtufdqkr85,Rafael Bracali,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527587539,6,1,1,0,41,3b4nxgvmwzstmoq6borytkwx1,1,25.5,26.4,2023-04-02T14:33:18.783Z,2023-04-02T14:33:22Z,4158143495,141,40.3,4158143497,212,12.2,4158143499,213,2.3,4158143493,140,18.1,4158143491,56,Back,,,,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527587643,7,1,1,0,45,3b4nxgvmwzstmoq6borytkwx1,0,19.7,38.8,2023-04-02T14:33:22.864Z,2023-04-02T14:33:52Z,4158143951,213,6.2,4158143941,155,,4158143943,56,Center,4158143949,212,62.0,4158143953,1,,4158143945,140,78.6,4158143947,141,31.8,,,,ekjpc2tvdk5jtiamtufdqkr85,Rafael Bracali,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527587651,8,49,1,0,50,7kfx3xpj2c2wxinsyi16i9gaz,1,19.1,71.3,2023-04-02T14:33:28.120Z,2023-04-02T14:33:28Z,,,,,,,,,,,,,,,,,,,,,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527587709,9,1,1,0,53,7kfx3xpj2c2wxinsyi16i9gaz,0,13.9,43,2023-04-02T14:33:30.583Z,2023-04-02T14:33:35Z,4158144307,56,Back,4158144317,213,0.1,4158144315,212,8.7,4158144313,141,44.5,4158144311,140,22.1,,,,,,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527587791,8,49,1,0,57,3b4nxgvmwzstmoq6borytkwx1,1,78.1,63.1,2023-04-02T14:33:34.336Z,2023-04-02T15:29:08Z,,,,,,,,,,,,,,,,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527587825,9,1,1,0,58,3b4nxgvmwzstmoq6borytkwx1,1,78.1,63.1,2023-04-02T14:33:35.543Z,2023-04-02T15:29:07Z,4158144811,213,0.7,4158144805,140,85.9,4158144807,141,73.9,4158144803,56,Center,4158144809,212,11.0,,,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
