id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,assist
2538292695,463,3,1,0,15,alyavx3ad35bp1xuwmqk7sgev,0,67.6,69.6,2023-04-23T17:00:11.182Z,2023-04-25T17:33:19Z,4219595417,465,,4215036615,56,Center,4215036617,286,,4215036959,233,401,,,,,,,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538292749,401,7,1,0,16,cmbqc74mshg77ra7mywec2a6b,0,32.4,30.4,2023-04-23T17:00:11.183Z,2023-04-25T14:38:18Z,4219595457,383,,4215036901,285,,4215036899,56,Back,4215036921,233,463,,,,,,,,,,,,,caczqvr2l880frsd32nbjorxm,Andrézinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538240285,7,1,1,0,17,alyavx3ad35bp1xuwmqk7sgev,0,73.7,58,2023-04-23T17:00:12.219Z,2023-04-23T17:00:16Z,4214751769,236,,4214751579,212,3.1,4214751573,56,Center,4214751775,286,,4214751771,233,6,4214751581,213,5.2,4214751577,141,54.0,4214751575,140,75.1,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538240323,6,74,1,0,17,cmbqc74mshg77ra7mywec2a6b,1,28.3,59.6,2023-04-23T17:00:12.220Z,2023-04-23T17:25:29Z,4214751743,285,,4214751781,233,7,4214751741,56,Back,,,,,,,,,,,,,,,,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538292877,402,49,1,0,20,cmbqc74mshg77ra7mywec2a6b,1,36.6,34.6,2023-04-23T17:00:15.183Z,2023-04-23T17:57:35Z,,,,,,,,,,,,,,,,,,,,,,,,,9kn7hs1nbc0rcismky05z6zmx,Bruno Jordão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538240347,7,1,1,0,21,cmbqc74mshg77ra7mywec2a6b,0,27.7,42.1,2023-04-23T17:00:16.980Z,2023-04-23T17:00:18Z,4214751863,140,34.7,4214751869,212,17.5,4214751859,56,Back,4214751871,213,1.1,4214751855,155,,4214751867,141,65.4,,,,,,,9kn7hs1nbc0rcismky05z6zmx,Bruno Jordão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538240341,8,1,1,0,22,alyavx3ad35bp1xuwmqk7sgev,0,67.6,47.5,2023-04-23T17:00:17.843Z,2023-04-25T14:38:34Z,4214751841,56,Center,4214751847,212,14.5,4214751845,141,29.9,4214751839,3,,4214751843,140,75.4,4214751849,213,5.3,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538293105,403,1,1,0,24,cmbqc74mshg77ra7mywec2a6b,0,32,82.7,2023-04-23T17:00:19.183Z,2023-04-23T17:58:01Z,4215039075,56,Back,4215039083,213,5.9,4215039077,140,44.3,4215039079,141,75.6,4215039073,3,,4215039081,212,13.8,,,,,,,c7vhfnn9bft0xk3lcx7komfze,Ricardinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538293043,464,49,1,0,25,alyavx3ad35bp1xuwmqk7sgev,1,66.2,7.9,2023-04-23T17:00:20.183Z,2023-04-23T17:57:48Z,,,,,,,,,,,,,,,,,,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538240421,9,1,1,0,26,alyavx3ad35bp1xuwmqk7sgev,1,62.3,9.7,2023-04-23T17:00:22.139Z,2023-04-23T17:00:24Z,4214752241,212,22.1,4214752237,140,41.4,4214752235,56,Back,4214752243,213,3.0,4214752239,141,13.6,,,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538240487,10,1,1,0,29,alyavx3ad35bp1xuwmqk7sgev,0,41.3,13.6,2023-04-23T17:00:24.683Z,2023-04-23T17:00:28Z,4214752499,56,Center,4214752505,212,54.9,4214752501,140,76.9,4214752507,213,0.8,4214752503,141,72.7,4214752509,1,,4214752497,155,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538240545,8,1,1,0,34,cmbqc74mshg77ra7mywec2a6b,1,24.9,31,2023-04-23T17:00:29.925Z,2023-04-23T17:00:32Z,4214752807,3,,4214752813,141,38.2,4214752815,212,14.8,4214752811,140,11.6,4214752817,213,2.8,4214752809,56,Back,,,,,,,4bsxzg78o3q9ot7bdngx9k5at,P. Sagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538240549,9,49,1,0,35,cmbqc74mshg77ra7mywec2a6b,1,11.8,38.6,2023-04-23T17:00:30.892Z,2023-04-23T17:58:11Z,,,,,,,,,,,,,,,,,,,,,,,,,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538240859,10,68,1,0,59,cmbqc74mshg77ra7mywec2a6b,1,0,0,2023-04-23T17:00:54.368Z,2023-04-25T14:39:26Z,4214757707,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538240867,11,68,1,0,59,alyavx3ad35bp1xuwmqk7sgev,0,0,0,2023-04-23T17:00:54.691Z,2023-04-25T14:39:27Z,4214754951,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538240891,11,1,1,1,0,cmbqc74mshg77ra7mywec2a6b,1,16.2,41.8,2023-04-23T17:00:56.118Z,2023-04-23T17:00:57Z,4214754697,140,20.3,4214754709,213,1.3,4214754703,141,66.0,4214754707,212,17.0,4214754693,56,Back,,,,,,,,,,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538240969,12,1,1,1,1,cmbqc74mshg77ra7mywec2a6b,1,20.3,66,2023-04-23T17:00:57.156Z,2023-04-23T17:01:00Z,4214755009,56,Back,4214755015,212,15.5,4214755011,140,24.1,4214755017,213,1.3,4214755013,141,88.1,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241011,13,1,1,1,4,cmbqc74mshg77ra7mywec2a6b,1,24.1,88.1,2023-04-23T17:00:59.940Z,2023-04-23T17:01:02Z,4214755283,56,Back,4214755289,212,11.6,4214755287,141,75.0,4214755285,140,17.0,4214755291,213,4.0,,,,,,,,,,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241023,14,1,1,1,5,cmbqc74mshg77ra7mywec2a6b,0,17,75,2023-04-23T17:01:00.549Z,2023-04-25T14:39:56Z,4214755379,213,6.1,4214755373,140,56.2,4214755367,155,,4214755381,1,,4214755375,141,63.7,4214755377,212,41.9,4214755371,56,Center,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241051,12,1,1,1,6,alyavx3ad35bp1xuwmqk7sgev,0,45.3,27.8,2023-04-23T17:01:02.171Z,2023-04-23T17:01:04Z,4214755511,3,,4214755517,141,48.0,4214755515,140,69.0,4214755521,213,0.5,4214755519,212,28.4,4214755513,56,Center,,,,,,,1rdadi8uuu161wj8o7gbcn8wl,Guima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241081,15,1,1,1,10,cmbqc74mshg77ra7mywec2a6b,1,32.7,53.1,2023-04-23T17:01:05.317Z,2023-04-23T17:01:07Z,4214755709,212,5.5,4214755703,56,Back,4214755705,140,35.2,4214755711,213,1.1,4214755707,141,60.2,,,,,,,,,,9kn7hs1nbc0rcismky05z6zmx,Bruno Jordão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241147,16,1,1,1,11,cmbqc74mshg77ra7mywec2a6b,1,35.1,63.4,2023-04-23T17:01:06.964Z,2023-04-23T17:01:10Z,4214756039,141,68.4,4214756043,213,2.9,4214756035,56,Back,4214756037,140,21.2,4214756041,212,15.0,,,,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241179,17,1,1,1,15,cmbqc74mshg77ra7mywec2a6b,1,19.1,67.3,2023-04-23T17:01:10.853Z,2023-04-23T17:01:13Z,4214756203,141,51.3,4214756205,212,18.5,4214756207,213,3.8,4214756201,140,4.9,4214756199,56,Back,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241251,18,1,1,1,18,cmbqc74mshg77ra7mywec2a6b,1,3.9,49.3,2023-04-23T17:01:13.396Z,2023-04-23T17:01:19Z,4214756595,213,1.3,4214756587,56,Back,4214756591,141,75.4,4214756593,212,18.4,4214756589,140,8.7,,,,,,,,,,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241277,19,1,1,1,23,cmbqc74mshg77ra7mywec2a6b,1,11.5,73.8,2023-04-23T17:01:19.108Z,2023-04-23T17:01:21Z,4214756733,213,1.7,4214756727,140,10.4,4214756725,56,Back,4214756729,141,84.4,4214756731,212,7.3,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241327,20,1,1,1,26,cmbqc74mshg77ra7mywec2a6b,1,10.7,84.4,2023-04-23T17:01:21.525Z,2023-04-23T17:01:26Z,4214756987,213,6.2,4214756981,140,48.4,4214756985,212,39.7,4214756977,155,,4214756979,56,Back,4214756989,1,,4214756983,141,80.5,,,,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241335,21,44,1,1,30,cmbqc74mshg77ra7mywec2a6b,1,46.8,86.4,2023-04-23T17:01:25.309Z,2023-04-25T14:40:29Z,4214757033,56,Back,4214757079,233,13,4214757035,285,,,,,,,,,,,,,,,,,4flr4t07s463ioooy31ov8fs9,Matheus Babi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241331,13,44,1,1,30,alyavx3ad35bp1xuwmqk7sgev,0,53.2,13.6,2023-04-23T17:01:25.310Z,2023-04-25T14:40:30Z,4214757015,286,,4214757013,56,Right,4214757095,233,21,,,,,,,,,,,,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241363,22,1,1,1,31,cmbqc74mshg77ra7mywec2a6b,0,48.3,80.5,2023-04-23T17:01:26.517Z,2023-04-23T17:58:35Z,4214757179,168,,4214757189,213,5.7,4214757183,140,64.9,4214757185,141,62.7,4214757181,56,Center,4214757187,212,21.2,4214757177,3,,,,,4flr4t07s463ioooy31ov8fs9,Matheus Babi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241359,14,49,1,1,32,alyavx3ad35bp1xuwmqk7sgev,1,37.1,55,2023-04-23T17:01:27.898Z,2023-04-23T17:01:28Z,,,,,,,,,,,,,,,,,,,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241425,15,1,1,1,33,alyavx3ad35bp1xuwmqk7sgev,1,36.8,57.1,2023-04-23T17:01:29.123Z,2023-04-25T14:40:37Z,4214757617,212,31.4,4214757611,56,Back,4214757615,141,42.5,4214757613,140,8.4,4214757619,213,3.5,,,,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241517,16,1,1,1,41,alyavx3ad35bp1xuwmqk7sgev,1,8.1,42.6,2023-04-23T17:01:36.556Z,2023-04-23T17:01:38Z,4214757999,212,17.1,4214757993,140,10.9,4214757991,56,Back,4214758007,213,4.9,4214757997,141,17.8,,,,,,,,,,1tkq6knbo350vy0o8aieijmxh,Paulo Vítor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241561,17,1,1,1,43,alyavx3ad35bp1xuwmqk7sgev,1,11.2,18.2,2023-04-23T17:01:38.522Z,2023-04-23T17:01:42Z,4214758261,213,1.9,4214758255,140,3.7,4214758257,141,50.8,4214758259,212,23.5,4214758253,56,Back,,,,,,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241593,18,1,1,1,47,alyavx3ad35bp1xuwmqk7sgev,1,4,51.3,2023-04-23T17:01:42.186Z,2023-04-23T17:01:47Z,4214758471,56,Back,4214758477,212,20.3,4214758475,141,77.6,4214758479,213,1.1,4214758473,140,13.2,,,,,,,,,,1tkq6knbo350vy0o8aieijmxh,Paulo Vítor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241633,19,1,1,1,51,alyavx3ad35bp1xuwmqk7sgev,1,26.1,76.9,2023-04-23T17:01:46.954Z,2023-04-23T17:01:50Z,4214758701,56,Back,4214758707,212,27.0,4214758705,141,38.9,4214758709,213,4.4,4214758703,140,18.6,,,,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241685,20,1,1,1,55,alyavx3ad35bp1xuwmqk7sgev,1,19.5,38.9,2023-04-23T17:01:50.603Z,2023-04-23T17:01:54Z,4214759003,140,20.7,4214759009,213,1.5,4214759001,56,Back,4214759007,212,24.9,4214759005,141,75.4,,,,,,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241729,21,1,1,1,59,alyavx3ad35bp1xuwmqk7sgev,1,26.5,76.1,2023-04-23T17:01:54.570Z,2023-04-23T17:01:58Z,4214759243,140,33.4,4214759249,213,1.1,4214759245,141,97.1,4214759247,212,16.0,4214759241,56,Back,,,,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241771,22,1,1,2,2,alyavx3ad35bp1xuwmqk7sgev,1,33.7,94.8,2023-04-23T17:01:57.978Z,2023-04-23T17:02:00Z,4214759515,56,Back,4214759523,213,3.9,4214759517,140,25.0,4214759519,141,83.1,4214759521,212,12.1,,,,,,,,,,cmxmyld8l4gjy03zxskyxf5gq,Bruno Langa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241807,23,1,1,2,5,alyavx3ad35bp1xuwmqk7sgev,1,25.6,74.9,2023-04-23T17:02:00.330Z,2023-04-23T17:02:03Z,4214759675,212,17.1,4214759671,140,23.8,4214759677,213,4.6,4214759669,56,Back,4214759673,141,49.9,,,,,,,,,,z6po5y26nap863d68tcekhqt,S. Vitória,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241851,24,1,1,2,7,alyavx3ad35bp1xuwmqk7sgev,1,23.8,45.1,2023-04-23T17:02:02.682Z,2023-04-23T17:02:06Z,4214759947,56,Back,4214759951,141,16.3,4214759955,213,4.8,4214759953,212,19.7,4214759949,140,25.7,,,,,,,,,,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241923,25,1,1,2,10,alyavx3ad35bp1xuwmqk7sgev,1,26.5,15.3,2023-04-23T17:02:05.883Z,2023-04-23T17:02:18Z,4214760367,56,Center,4214760365,155,,4214760379,213,0.1,4214760373,141,25.8,4214760377,212,63.2,4214760381,1,,4214760369,140,86.3,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241951,26,61,1,2,15,alyavx3ad35bp1xuwmqk7sgev,0,78.5,19.2,2023-04-23T17:02:10.522Z,2023-04-23T17:02:34Z,4214760533,56,Right,,,,,,,,,,,,,,,,,,,,,,9m66crpktao9g80wc8zi9y5ex,João Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538242015,23,5,1,2,18,cmbqc74mshg77ra7mywec2a6b,1,-1,77.2,2023-04-23T17:02:13.802Z,2023-04-23T17:25:24Z,4214760739,346,,4214760757,233,27,4214760737,56,Back,,,,,,,,,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538241993,27,5,1,2,18,alyavx3ad35bp1xuwmqk7sgev,0,101,22.8,2023-04-23T17:02:13.802Z,2023-04-23T17:02:14Z,4214760683,346,,4214760767,233,23,4214760681,56,Center,,,,,,,,,,,,,,,,2nod7tpovdjb85efh2sogijth,Nélson Monte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538242401,24,1,1,2,37,cmbqc74mshg77ra7mywec2a6b,1,2.1,59.2,2023-04-23T17:02:32.990Z,2023-04-23T17:58:54Z,4214762797,140,5.8,4214762819,237,,4215043873,189,,4214762795,56,Back,4214762801,212,17.6,4214762803,213,1.3,4214762793,124,,4214762799,141,84.5,byk4cll4gdgp2n5ocxrb5j1t5,Gabriel Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538242421,25,1,1,2,38,cmbqc74mshg77ra7mywec2a6b,1,12.9,96.5,2023-04-23T17:02:34.181Z,2023-04-23T17:02:36Z,4214762901,140,56.0,4214762907,213,6.2,4214762905,212,45.4,4214762899,56,Left,4214762909,1,,4214762903,141,91.4,,,,,,,5zbaigi2kpo930z50irfq11p1,Paulo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538242485,26,1,1,2,40,cmbqc74mshg77ra7mywec2a6b,1,56,91.4,2023-04-23T17:02:35.962Z,2023-04-23T17:02:39Z,4214763249,213,4.5,4214763243,140,54.9,4214763247,212,6.6,4214763241,56,Left,4214763245,141,81.8,,,,,,,,,,4h2rr9ltxtw6w2hgzm0tu5jo5,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538242567,27,1,1,2,43,cmbqc74mshg77ra7mywec2a6b,1,70.4,72.1,2023-04-23T17:02:39.022Z,2023-04-23T17:02:44Z,4214763687,56,Center,4214763695,213,5.5,4214763691,141,59.9,4214763693,212,11.6,4214763689,140,78.1,,,,,,,,,,c7vhfnn9bft0xk3lcx7komfze,Ricardinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538242613,28,1,1,2,48,cmbqc74mshg77ra7mywec2a6b,1,94.7,80.9,2023-04-23T17:02:43.973Z,2023-04-23T17:02:46Z,4214763921,141,92.4,4214763919,140,81.7,4214763925,213,2.6,4214763917,56,Left,4214763923,212,15.7,,,,,,,,,,4flr4t07s463ioooy31ov8fs9,Matheus Babi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
