id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/14/value,keyPass,qualifier/11/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value
2452577971,5,1,1,0,10,26t6lvlpql4w5wu1ih73qpy36,1,31,67.4,2022-08-28T17:00:26.972Z,2022-08-31T05:04:05Z,3740715725,1,,3740715717,140,59.1,3740715719,141,31.7,3740715713,157,,3740715721,212,38.2,3746496863,178,,3740715715,56,Center,3740715723,213,5.6,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452577973,6,44,1,0,14,26t6lvlpql4w5wu1ih73qpy36,1,59.6,32.4,2022-08-28T17:00:30.886Z,2022-08-31T05:36:37Z,3740715737,233,7,3740715733,56,Center,3740715735,286,,,,,,,,,,,,,,,,,43xutn1unln5o3gwx3cl4lo0l,S. Banza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452577967,7,44,1,0,14,dich5v7sw466smbqap0d9rbyj,0,40.4,67.6,2022-08-28T17:00:30.887Z,2022-08-31T05:04:10Z,3740715693,56,Back,3740715757,233,6,3740715695,285,,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452578043,7,1,1,0,14,26t6lvlpql4w5wu1ih73qpy36,1,59.1,31.7,2022-08-28T17:00:30.948Z,2022-08-31T05:36:37Z,3746497031,388,,3740716117,56,Right,3740716115,168,,3740716123,212,16.8,3740716125,213,5.3,3740716119,140,68.0,3740716121,141,11.2,3740716113,3,,43xutn1unln5o3gwx3cl4lo0l,S. Banza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452578089,8,1,1,0,20,26t6lvlpql4w5wu1ih73qpy36,1,85.8,20.6,2022-08-28T17:00:37.245Z,2022-08-31T05:04:37Z,3746497155,178,,3740716369,141,36.8,3740720047,210,16,3740716365,140,92.7,3740716361,56,Center,3740716373,213,1.0,3740720049,154,,3740716371,212,13.2,5kcytruttikppbpkeg9rhd4gl,Iuri Medeiros,1,3740720051,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452578095,9,16,1,0,22,26t6lvlpql4w5wu1ih73qpy36,1,92.4,36.8,2022-08-28T17:00:39.193Z,2022-08-31T05:04:38Z,3740716401,63,,3740716405,56,Center,3744231559,396,56.7,3740720099,55,8,3746497367,178,,3740716399,22,,3740717705,375,00:22.224,3740717701,374,2022-08-28 18:00:38.708,43xutn1unln5o3gwx3cl4lo0l,S. Banza,,3740717697,20,3740720109,328,3744231557,395,3.1,3740720097,154,3740720113,231,43.3,3740720111,230,96.9,3740720107,214,3740720105,103,3.2,3740720093,78,3740720103,102,51.8,3740720095,29,,,,,,,,,,,,
2452578795,8,1,1,1,17,dich5v7sw466smbqap0d9rbyj,1,49.7,50.1,2022-08-28T17:01:34.395Z,2022-08-31T05:04:45Z,3740720375,213,3.4,3740720371,141,44.0,3746497529,178,,3740720929,189,,3740720377,279,G,3740720373,212,16.9,3740720367,56,Back,3740720369,140,34.1,3vln1sp3b13v1yhcsd0vl3c2x,Rafa Mújica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452578829,9,61,1,1,23,dich5v7sw466smbqap0d9rbyj,1,34.1,44,2022-08-28T17:01:39.598Z,2022-08-31T05:04:50Z,3740720789,189,,3746497623,178,,3740720551,56,Back,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452578833,10,15,1,1,25,dich5v7sw466smbqap0d9rbyj,1,67.5,76.1,2022-08-28T17:01:42.187Z,2022-08-31T05:05:04Z,3740724927,82,,3740725861,146,72.5,3740725857,215,,3740725865,230,99.0,3740725863,147,72.4,3740724937,233,10,3746497871,178,,3740720569,22,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,3740725853,102,3740720575,56,3740725849,18,,3740724923,72,3740725859,458,,3740725851,76,,3740725867,231,3740725855,103,19,,,,,,,,52.1,Center,50.5,,,,,,,,,
2452578847,10,10,1,1,25,26t6lvlpql4w5wu1ih73qpy36,1,31,17.5,2022-08-28T17:01:42.216Z,2022-08-31T05:05:09Z,3740720653,94,,3740724989,233,10,3740720655,56,Back,3746497925,178,,,,,,,,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452578873,11,5,1,1,27,26t6lvlpql4w5wu1ih73qpy36,0,33,-1.6,2022-08-28T17:01:44.029Z,2022-08-31T05:05:13Z,3740720819,233,11,3740720779,347,,3740720777,56,Back,,,,,,,,,,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452578867,11,5,1,1,27,dich5v7sw466smbqap0d9rbyj,1,67,101.6,2022-08-28T17:01:44.029Z,2022-08-31T05:05:13Z,3740720799,233,11,3740720757,347,,3740720755,56,Left,,,,,,,,,,,,,,,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452578995,12,1,1,1,34,dich5v7sw466smbqap0d9rbyj,1,65.2,100,2022-08-28T17:01:50.617Z,2022-08-31T05:05:27Z,3740721441,141,67.0,3740721445,213,5.6,3740721431,107,,3740721865,210,13,3740721437,140,92.3,3740721443,212,37.1,3740721867,154,,3740721433,56,Center,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,3740721447,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
2452579001,13,13,1,1,37,dich5v7sw466smbqap0d9rbyj,1,94.6,67,2022-08-28T17:01:54.138Z,2022-08-31T05:05:27Z,3740721481,65,,3740721917,230,100,3740721905,154,,3740721901,74,,3740721653,160,,3740721483,56,Center,3740721655,72,,3740721903,29,,3vln1sp3b13v1yhcsd0vl3c2x,Rafa Mújica,,3746498179,178,3740721919,231,3740721913,103,81.9,3740721915,108,3740721907,55,12,3740721911,102,55.1,,,,,,,,,,,,,,52.3,,,,,,,,,,
2452578983,12,5,1,1,38,26t6lvlpql4w5wu1ih73qpy36,1,-1,45.8,2022-08-28T17:01:54.735Z,2022-08-31T05:05:30Z,3740721539,233,14,3740721371,346,,3740721369,56,Back,,,,,,,,,,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452579009,14,5,1,1,38,dich5v7sw466smbqap0d9rbyj,0,101,54.2,2022-08-28T17:01:54.735Z,2022-08-31T05:05:30Z,3740721581,233,12,3740721525,346,,3740721523,56,Center,,,,,,,,,,,,,,,,3vln1sp3b13v1yhcsd0vl3c2x,Rafa Mújica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452579257,13,1,1,1,57,26t6lvlpql4w5wu1ih73qpy36,1,5.5,42.8,2022-08-28T17:02:14.138Z,2022-08-31T05:05:36Z,3740726871,189,,3740722951,212,20.6,3740722945,56,Back,3740722943,124,,3740722959,237,,3740722949,141,26.2,3740722947,140,21.9,3740722953,213,5.7,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452579285,14,1,1,1,59,26t6lvlpql4w5wu1ih73qpy36,1,22,26.2,2022-08-28T17:02:15.852Z,2022-08-31T05:05:43Z,3740723119,212,26.9,3740723117,141,27.2,3740723121,213,0.0,3740723113,56,Back,3740723115,140,47.6,3746498369,178,,3740727053,189,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452579295,15,1,1,2,0,26t6lvlpql4w5wu1ih73qpy36,1,47.6,27.2,2022-08-28T17:02:17.319Z,2022-08-31T05:05:51Z,3740723175,56,Back,3740723181,212,6.3,3746498477,388,,3740723177,140,42.1,3740723179,141,23.5,3740723183,213,3.6,,,,,,,5kcytruttikppbpkeg9rhd4gl,Iuri Medeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452579333,16,1,1,2,2,26t6lvlpql4w5wu1ih73qpy36,1,42.1,23.5,2022-08-28T17:02:19.209Z,2022-08-31T05:05:57Z,3740723355,213,3.9,3740723351,141,10.0,3746498579,178,,3740723353,212,13.6,3740723347,56,Back,3740723349,140,32.6,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452579363,17,1,1,2,5,26t6lvlpql4w5wu1ih73qpy36,1,32.6,10,2022-08-28T17:02:22.156Z,2022-08-31T05:06:01Z,3740723473,56,Back,3740723483,1,,3740723477,141,62.9,3740723479,212,37.7,3740723481,213,1.9,3746498615,178,,3740723475,140,21.8,,,,dq41kziilg4jki9erxel9d3ze,Fabiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452579425,18,1,1,2,8,26t6lvlpql4w5wu1ih73qpy36,1,21.1,66.2,2022-08-28T17:02:25.194Z,2022-08-31T05:06:05Z,3740723745,140,22.8,3740723751,213,1.5,3746498683,178,,3740723749,212,17.4,3740723747,141,91.7,3740723743,56,Back,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452579455,19,1,1,2,11,26t6lvlpql4w5wu1ih73qpy36,0,23.7,94.4,2022-08-28T17:02:27.801Z,2022-08-31T05:06:10Z,3740723925,141,87.8,3740723917,56,Left,3740723921,140,66.6,3740723927,212,45.3,3740723935,1,,3746498779,178,,3740723931,213,6.2,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452579469,15,12,1,2,13,dich5v7sw466smbqap0d9rbyj,1,29.4,12.6,2022-08-28T17:02:29.956Z,2022-08-31T05:06:14Z,3740723993,56,Back,3740724031,167,,3740723997,141,0.0,3740723999,212,9.4,3746498855,178,,3740723995,140,30.6,3740724001,213,4.8,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452579471,16,5,1,2,14,dich5v7sw466smbqap0d9rbyj,0,32.8,-1.2,2022-08-28T17:02:31.168Z,2022-08-31T05:06:17Z,3740724009,347,,3740724007,56,Back,3740725445,233,20,,,,,,,,,,,,,,,,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452579711,20,5,1,2,14,26t6lvlpql4w5wu1ih73qpy36,1,67.2,101.2,2022-08-28T17:02:31.168Z,2022-08-31T05:06:16Z,3740725427,233,16,3740725399,56,Left,3740725401,347,,,,,,,,,,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452579733,21,1,1,2,27,26t6lvlpql4w5wu1ih73qpy36,1,63.4,100,2022-08-28T17:02:43.728Z,2022-08-31T05:06:19Z,3740725545,212,7.6,3740725541,140,62.1,3740725547,213,4.5,3740725539,56,Left,3740725537,107,,3740725543,141,90.0,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452579759,22,1,1,2,28,26t6lvlpql4w5wu1ih73qpy36,1,62.1,90,2022-08-28T17:02:45.226Z,2022-08-31T05:06:25Z,3740725675,56,Left,3740725685,213,2.2,3746499067,178,,3740725681,141,92.6,3740725677,140,60.8,3740725683,212,2.2,,,,,,,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452579789,23,1,1,2,32,26t6lvlpql4w5wu1ih73qpy36,1,56.7,95.4,2022-08-28T17:02:49.302Z,2022-08-31T05:06:36Z,3740725927,213,3.1,3740725923,141,95.6,3746499233,178,,3740725925,212,18.3,3740725919,56,Back,3740725921,140,39.3,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452579801,24,1,1,2,33,26t6lvlpql4w5wu1ih73qpy36,0,39.3,95.6,2022-08-28T17:02:50.460Z,2022-08-31T05:06:40Z,3740725993,212,59.2,3740725987,56,Center,3740725997,1,,3740725989,140,89.2,3746499293,178,,3740725991,141,55.2,3740743561,157,,3740725995,213,5.8,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452579825,17,52,1,2,39,dich5v7sw466smbqap0d9rbyj,1,9.6,47.8,2022-08-28T17:02:55.569Z,2022-08-31T05:06:53Z,3746499467,388,,3744233317,378,,,,,,,,,,,,,,,,,,,,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452579899,18,1,1,2,41,dich5v7sw466smbqap0d9rbyj,1,9.8,46.7,2022-08-28T17:02:57.591Z,2022-08-31T05:06:57Z,3740726531,56,Back,3740726535,141,56.0,3740726529,123,,3746499517,178,,3740726533,140,14.4,3740726537,212,8.0,3740726539,213,0.9,,,,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452579923,19,1,1,2,42,dich5v7sw466smbqap0d9rbyj,1,14.4,54.5,2022-08-28T17:02:58.797Z,2022-08-31T05:07:01Z,3746499579,178,,3740726655,213,4.1,3740726645,56,Back,3740726651,141,47.2,3740726653,212,6.1,3740726647,140,11.0,,,,,,,2jl9lfqd2q74iwamx7g0xva50,Rafael Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452579969,20,1,1,2,44,dich5v7sw466smbqap0d9rbyj,1,11.4,47.3,2022-08-28T17:03:01.238Z,2022-08-31T05:07:05Z,3740726917,140,16.8,3740726919,141,70.3,3740726921,212,16.6,3746499651,178,,3740726915,56,Back,3740726923,213,1.2,,,,,,,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452580043,21,1,1,2,48,dich5v7sw466smbqap0d9rbyj,1,15.6,66.7,2022-08-28T17:03:05.061Z,2022-08-31T05:07:08Z,3740727313,1,,3746499681,178,,3740727305,140,21.7,3740727311,213,4.9,3740727303,56,Back,3740727309,212,37.2,3740727307,141,12.8,,,,2jl9lfqd2q74iwamx7g0xva50,Rafael Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452580071,22,1,1,2,51,dich5v7sw466smbqap0d9rbyj,0,23.8,6.8,2022-08-28T17:03:08.415Z,2022-08-31T05:07:15Z,3740727491,212,36.2,3740727485,56,Right,3740727495,1,,3746499793,178,,3740727483,155,,3740727493,213,6.3,3740727487,140,58.3,3740727489,141,5.5,8zt0zlypar7m1eqj4zu8ul695,João Basso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452580117,25,1,1,2,53,26t6lvlpql4w5wu1ih73qpy36,1,41.4,93.6,2022-08-28T17:03:10.334Z,2022-08-31T05:07:19Z,3740727727,141,77.3,3740727729,212,20.1,3740727731,213,5.7,3740727725,140,57.4,3740727719,3,,3740727721,56,Center,3746499835,388,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452580123,26,49,1,2,55,26t6lvlpql4w5wu1ih73qpy36,1,59.4,79.4,2022-08-28T17:03:11.972Z,2022-08-31T05:07:22Z,,,,,,,,,,,,,,,,,,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453660461,852,83,1,2,57,dich5v7sw466smbqap0d9rbyj,1,39.3,21.6,2022-08-28T17:03:13.655Z,2022-08-31T05:33:48Z,3746522923,399,243428,,,,,,,,,,,,,,,,,,,,,,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452580203,27,1,1,2,57,26t6lvlpql4w5wu1ih73qpy36,0,62.5,80.4,2022-08-28T17:03:13.669Z,2022-08-31T05:07:29Z,3740728237,212,38.6,3740728239,213,6.2,3740728233,140,98.9,3740728235,141,72.9,3740728241,1,,3746499991,178,,3740728231,56,Center,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452580223,23,49,1,3,0,dich5v7sw466smbqap0d9rbyj,1,4.5,27.7,2022-08-28T17:03:17.183Z,2022-08-31T05:07:34Z,,,,,,,,,,,,,,,,,,,,,,,,,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452580395,24,1,1,3,4,dich5v7sw466smbqap0d9rbyj,1,6.6,31.3,2022-08-28T17:03:21.068Z,2022-08-31T05:07:38Z,3746500121,178,,3740729325,140,13.0,3740729331,213,1.2,3740729323,56,Back,3740729327,141,59.3,3740729329,212,20.2,,,,,,,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452580443,25,1,1,3,9,dich5v7sw466smbqap0d9rbyj,1,19.8,69.9,2022-08-28T17:03:25.639Z,2022-08-31T05:07:45Z,3740729563,212,11.0,3746500231,178,,3740729557,56,Back,3740729559,140,28.0,3740730451,189,,3740729565,213,0.7,3740729561,141,79.9,,,,2jl9lfqd2q74iwamx7g0xva50,Rafael Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
