id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/19/value
2537410311,1,34,16,0,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-04-22T18:30:28.074Z,2023-04-22T19:33:23Z,4210333603,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4210591863,197,12635,4210333595,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4210333597,59,"98, 15, 5, 26, 23, 3, 22, 6, 30, 10, 9, 4, 7, 11, 18, 20, 21, 24, 41, 55",4210333593,30,"53y263xxfdf1itytiqhg3v6c5, 3zndvhinobvclra6m0y47drrp, 3zkqv88qpc3tm22pex5qfillh, 8dyozmfhm4x9hwqqpa6hcri6t, c9rqgser2j8a6w7xfj3vmkzfu, fwnnz9wriid0xznpbpdy82s4, 7jso6ijfblfqjfvfh09wt5g5, egf4oc47whxf2hmrjjddvtxbd, 7d8acg1r083veuigl34kojnbp, 78ug8x7pkjt88u5dx151v32z9, atcgj9k5ghx0ekwyky31l4pud, 4qo7eu3xwhkpssbuyk4n70fe1, 8kns1kywrlakjwll1cxs19r3e, d4zft3r7ot8q6dqqhqugbba0a, 28h8k0bv45oiw9k64dd5mdawa, 6hhxcbz0w98s2ucyjq4v3o9p0, 32y6mygyypg6jhzge0vqjx79, 2m69fipbiuwtg7sfvmx99lw16, dc5mkjm8cfhhsq4nbbbk8vlec, ey0bk9dlqjwsc1aserql73aei",4210333605,194,3zkqv88qpc3tm22pex5qfillh,4210333599,130,4,4210333607,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537413961,1,34,16,0,0,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-04-22T18:34:21.525Z,2023-04-22T19:25:44Z,4210353707,59,"99, 18, 22, 25, 3, 5, 11, 8, 9, 30, 13, 2, 7, 12, 14, 16, 19, 20, 29, 46",4210353701,30,"d79vlrccz170hzdh35nhsf1ed, aavcrjkupdm4kglaae4fiqzmd, av5ng2yhu8q1lqacekmxci0ut, 8y0e1y90ih393h7zv7srfot79, 58i5y98ceb55anpucpru7skb9, 37usxvspofewb3djlg67lp1hx, a6r2hqalh9ydoy2a8uv9rztux, el6dn7kq3815p2zd4rppzzw7p, 97vuoqg0x9nx56dmd9u5e12hh, 2wl0uylmkzi2ls7v4amgaa1yi, 2j8v4lkqeg1bcqp77ezseo8vd, 3enoici51osego5k1w41fuaqd, 8ut3v3ezaj8th41g2kqhhhd9m, 19s3ei718jouszy30uxli8xd5, xbk4zraauvq1cj1w5yz08kb9, 5966ij9cde66bhi1g39kxia51, f3zl8ymo5ttze20sffzk044q1, 4j6h9mgau5uaxlm589qlc6rjd, 1nd8l0ofw9x779c0ufwbbo4ph, cpmfjroqtibaahb1dr66pl2i1",4210353713,194,58i5y98ceb55anpucpru7skb9,4210571945,197,367,4210353705,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4210353715,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4210353711,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4210353709,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537457841,2,32,1,0,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2023-04-22T19:31:57.842Z,2023-04-24T09:29:41Z,4210598557,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537457851,2,32,1,0,0,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-04-22T19:31:57.842Z,2023-04-22T19:32:00Z,4210598621,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537457869,3,1,1,0,1,66bsnl0zjb7l5akwo00h0y5me,1,50,50.3,2023-04-22T19:31:58.942Z,2023-04-24T09:28:47Z,4210598691,279,S,4210598687,212,12.0,4210598685,141,55.0,4210598689,213,2.9,4210598681,56,Back,4210598683,140,39.0,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537457893,4,1,1,0,2,66bsnl0zjb7l5akwo00h0y5me,0,38.9,56.5,2023-04-22T19:32:00.785Z,2023-04-22T20:35:02Z,4210598817,213,5.6,4210598811,140,67.0,4210598809,56,Right,4210598815,212,39.4,4210598807,155,,4210598813,141,18.0,4210598819,1,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537457915,3,1,1,0,3,491xixnlsp75o7cr3w2gc1o0z,0,30,84.1,2023-04-22T19:32:01.828Z,2023-04-22T19:32:03Z,4210598951,140,36.8,4210598947,3,,4210598955,212,18.1,4210598957,213,5.1,4210598953,141,59.6,4210598949,56,Back,,,,,,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537457979,5,1,1,0,7,66bsnl0zjb7l5akwo00h0y5me,1,59.2,32.3,2023-04-22T19:32:05.473Z,2023-04-22T19:32:07Z,4210599293,56,Right,4210599299,212,8.6,4210599297,141,20.6,4210599301,213,4.3,4210599295,140,56.1,,,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537457993,6,1,1,0,9,66bsnl0zjb7l5akwo00h0y5me,0,56.5,21.1,2023-04-22T19:32:07.745Z,2023-04-22T19:32:10Z,4210599367,56,Center,4210599375,213,0.2,4210599373,212,23.1,4210599369,140,78.0,4210599365,155,,4210599371,141,28.2,,,,,,,aavcrjkupdm4kglaae4fiqzmd,Wilson Manafá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537458009,4,49,1,0,11,491xixnlsp75o7cr3w2gc1o0z,1,22.8,75.8,2023-04-22T19:32:09.084Z,2023-04-24T09:31:06Z,,,,,,,,,,,,,,,,,,,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537458025,5,1,1,0,12,491xixnlsp75o7cr3w2gc1o0z,1,22.8,75.8,2023-04-22T19:32:10.212Z,2023-04-22T19:32:11Z,4210599523,212,6.2,4210599517,140,26.0,4210599521,141,83.5,4210599525,213,1.0,4210599513,56,Back,,,,,,,,,,fwnnz9wriid0xznpbpdy82s4,Nuno Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537458041,6,1,1,0,13,491xixnlsp75o7cr3w2gc1o0z,1,26,83.7,2023-04-22T19:32:11.411Z,2023-04-22T19:32:12Z,4210599591,212,8.6,4210599587,140,31.9,4210599585,56,Back,4210599593,213,0.8,4210599589,141,92.5,,,,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537458079,7,1,1,0,14,491xixnlsp75o7cr3w2gc1o0z,1,32.1,92.7,2023-04-22T19:32:12.299Z,2023-04-22T19:32:14Z,4210599795,140,30.7,4210599799,212,5.6,4210599793,56,Back,4210599801,213,4.4,4210599797,141,84.7,,,,,,,,,,atcgj9k5ghx0ekwyky31l4pud,Zé Uilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537458103,8,1,1,0,16,491xixnlsp75o7cr3w2gc1o0z,1,29.7,84.3,2023-04-22T19:32:14.692Z,2023-04-22T19:32:16Z,4210599957,212,11.5,4210599951,56,Back,4210599953,140,19.6,4210599955,141,90.9,4210599959,213,2.7,,,,,,,,,,egf4oc47whxf2hmrjjddvtxbd,J. Holsgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537458131,9,1,1,0,18,491xixnlsp75o7cr3w2gc1o0z,1,23.6,91.1,2023-04-22T19:32:15.955Z,2023-04-24T09:32:03Z,4210600097,212,25.2,4216946545,155,,4210600091,56,Back,4210600095,141,58.8,4210600093,140,35.3,4210600099,213,5.2,,,,,,,3zkqv88qpc3tm22pex5qfillh,Antunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537458125,7,43,1,0,19,66bsnl0zjb7l5akwo00h0y5me,1,0,0,2023-04-22T19:32:17.112Z,2023-04-22T19:32:36Z,4210600049,56,Right,4210601261,144,61,,,,,,,,,,,,,,,,,,,a6r2hqalh9ydoy2a8uv9rztux,Pepê Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537458149,10,1,1,0,20,491xixnlsp75o7cr3w2gc1o0z,0,34.5,51.2,2023-04-22T19:32:18.676Z,2023-04-22T19:32:19Z,4210600167,56,Back,4210600171,141,57.1,4210600169,140,42.5,4210600173,212,9.3,4210600165,3,,4210600175,213,0.4,,,,,,,7jso6ijfblfqjfvfh09wt5g5,Luíz Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537458169,8,1,1,0,21,66bsnl0zjb7l5akwo00h0y5me,1,55.2,42.4,2023-04-22T19:32:19.729Z,2023-04-22T19:32:20Z,4210600303,3,,4210600311,212,7.8,4210600309,141,30.9,4210600307,140,55.8,4210600313,213,4.8,4210600305,56,Center,,,,,,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537458177,9,49,1,0,22,66bsnl0zjb7l5akwo00h0y5me,1,55.6,30.8,2023-04-22T19:32:20.770Z,2023-04-22T19:32:21Z,,,,,,,,,,,,,,,,,,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537458199,10,1,1,0,23,66bsnl0zjb7l5akwo00h0y5me,1,52.3,30.6,2023-04-22T19:32:21.296Z,2023-04-22T19:32:22Z,4210600455,56,Back,4210600459,141,26.4,4210600457,140,37.9,4210600461,212,15.4,4210600463,213,3.3,,,,,,,,,,8y0e1y90ih393h7zv7srfot79,Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537458223,11,1,1,0,24,66bsnl0zjb7l5akwo00h0y5me,1,37.6,24.7,2023-04-22T19:32:22.449Z,2023-04-22T19:32:25Z,4210600613,213,5.1,4210600605,56,Back,4210600609,141,8.6,4210600611,212,11.7,4210600607,140,41.6,,,,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537458279,12,1,1,0,27,66bsnl0zjb7l5akwo00h0y5me,1,40.5,10,2023-04-22T19:32:24.912Z,2023-04-22T19:32:29Z,4210600929,56,Back,4210600937,141,14.9,4210600941,213,2.9,4210600935,140,29.9,4210600939,212,11.6,,,,,,,,,,aavcrjkupdm4kglaae4fiqzmd,Wilson Manafá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537458313,13,1,1,0,31,66bsnl0zjb7l5akwo00h0y5me,1,33.9,20.5,2023-04-22T19:32:29.504Z,2023-04-22T19:32:34Z,4210601161,141,58.1,4210601165,213,1.8,4210601159,140,28.2,4210601163,212,26.3,4210601157,56,Back,,,,,,,,,,58i5y98ceb55anpucpru7skb9,Pepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
