id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,assist,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/14/value,qualifier/18/value,qualifier/17/value
2509392897,5,1,1,0,23,7kfx3xpj2c2wxinsyi16i9gaz,1,57.1,71.5,2023-02-18T18:02:07.750Z,2023-02-21T11:06:27Z,4041051061,141,67.8,4041051065,213,3.3,4047422423,178,,4041051053,152,,4041051683,189,,4041051059,140,43.3,4041051063,212,14.7,4041051051,5,,3bysj69bufnbqx70q6ufzat49,Bruno Xadas,4041051055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509392933,7,1,1,0,23,7kfx3xpj2c2wxinsyi16i9gaz,1,27.1,28.3,2023-02-18T18:02:08.331Z,2023-02-21T11:07:33Z,4041051261,212,19.7,4041051253,56,Back,4041051263,213,5.4,4041051255,140,38.3,4041051257,141,5.0,4047424049,178,,,,,,,,bvy7d4r2ve9f5x1xyv0tx5cr9,Zainadine Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509392905,6,1,1,0,26,7kfx3xpj2c2wxinsyi16i9gaz,1,31,65.4,2023-02-18T18:02:10.894Z,2023-02-21T11:06:21Z,4047422491,178,,4041051123,140,27.1,4041051125,141,28.3,4041051121,56,Back,4041051127,212,25.6,4041051129,213,4.6,,,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509392957,8,1,1,0,29,7kfx3xpj2c2wxinsyi16i9gaz,0,38.3,5,2023-02-18T18:02:13.628Z,2023-02-21T11:07:38Z,4041051389,141,0.0,4041051385,56,Right,4041051387,140,59.8,4041051393,213,6.1,4047424309,178,,4041051391,212,23.0,,,,,,,8q4m06v3yfsq2iza942ezaxud,Cláudio Winck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509392969,8,5,1,0,30,co1i764h6b02husae71w6scs8,1,36.3,101.4,2023-02-18T18:02:15.189Z,2023-02-21T11:07:52Z,4041051443,56,Back,4041051449,233,9,4041051445,347,,,,,,,,,,,,,,,,,awicgdcslcljo1mbmvochqlwq,Yago Cariello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509392963,9,5,1,0,30,7kfx3xpj2c2wxinsyi16i9gaz,0,63.7,-1.4,2023-02-18T18:02:15.189Z,2023-02-21T11:07:52Z,4041051427,347,,4041051425,56,Right,4041051469,233,8,,,,,,,,,,,,,,,,8q4m06v3yfsq2iza942ezaxud,Cláudio Winck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509393337,9,1,1,0,57,co1i764h6b02husae71w6scs8,1,36.8,100,2023-02-18T18:02:41.993Z,2023-02-21T11:07:56Z,4041053589,140,36.6,4041053585,107,,4041053587,56,Back,4041053593,212,11.0,4041053595,213,4.7,4041053591,141,84.7,,,,,,,cgtz4fa0mz9poi4ju8bjtbwiy,Filipe Relvas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509393391,10,1,1,0,58,co1i764h6b02husae71w6scs8,1,37.8,87.8,2023-02-18T18:02:43.138Z,2023-02-21T11:08:00Z,4047424807,178,,4041053879,140,25.6,4041053883,212,13.4,4041053877,56,Back,4041053881,141,93.6,4041053885,213,2.8,,,,,,,b7ri94n62dr73s1hb10br7lrd,Lucas Ventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509393421,11,1,1,0,59,co1i764h6b02husae71w6scs8,0,27.9,91.5,2023-02-18T18:02:44.545Z,2023-02-21T11:08:08Z,4041054059,141,51.3,4041054057,140,71.6,4041054055,56,Center,4041054063,213,5.7,4041054065,1,,4041054061,212,53.4,4041141187,157,,4047425053,178,,3hzw7c4kkol5okl9imvc70ij9,Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509393427,10,44,1,1,3,7kfx3xpj2c2wxinsyi16i9gaz,1,28.1,52.4,2023-02-18T18:02:47.776Z,2023-02-21T15:04:48Z,4041054073,56,Back,4041054471,233,12,4041054077,285,,,,,,,,,,,,,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509393501,12,44,1,1,3,co1i764h6b02husae71w6scs8,0,71.9,47.6,2023-02-18T18:02:47.777Z,2023-02-21T11:08:11Z,4041054423,56,Center,4041054567,233,10,4041054425,286,,,,,,,,,,,,,,,,,awicgdcslcljo1mbmvochqlwq,Yago Cariello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509393457,11,1,1,1,3,7kfx3xpj2c2wxinsyi16i9gaz,1,27.5,48.8,2023-02-18T18:02:47.802Z,2023-02-21T15:04:49Z,4047425309,388,,4041054223,56,Back,4041054229,212,13.8,4041054231,213,5.4,4041054225,140,36.0,4041054221,3,,4041054227,141,33.3,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509393477,12,61,1,1,4,7kfx3xpj2c2wxinsyi16i9gaz,1,32.4,33.9,2023-02-18T18:02:49.269Z,2023-02-21T11:08:23Z,4041054307,56,Back,4047425577,178,,,,,,,,,,,,,,,,,,,,549guee46difwv85rq18p7f1l,Val,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509393485,13,49,1,1,6,7kfx3xpj2c2wxinsyi16i9gaz,1,27,35.2,2023-02-18T18:02:51.368Z,2023-02-21T11:08:26Z,,,,,,,,,,,,,,,,,,,,,,,,,bvy7d4r2ve9f5x1xyv0tx5cr9,Zainadine Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509393503,14,1,1,1,6,7kfx3xpj2c2wxinsyi16i9gaz,1,27,35.2,2023-02-18T18:02:51.417Z,2023-02-21T11:08:33Z,4041054443,212,12.0,4041054439,140,34.9,4041054437,56,Back,4047425881,178,,4041054441,141,47.9,4041054445,213,0.8,,,,,,,bvy7d4r2ve9f5x1xyv0tx5cr9,Zainadine Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509393555,15,1,1,1,7,7kfx3xpj2c2wxinsyi16i9gaz,1,34.9,47.9,2023-02-18T18:02:52.217Z,2023-02-21T11:08:39Z,4041054697,141,72.6,4047426069,178,,4041054691,56,Back,4041054695,140,25.5,4041054703,213,2.1,4041054701,212,19.5,,,,,,,3bysj69bufnbqx70q6ufzat49,Bruno Xadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509393575,16,1,1,1,12,7kfx3xpj2c2wxinsyi16i9gaz,1,30.9,75.4,2023-02-18T18:02:56.577Z,2023-02-21T11:08:42Z,4041054839,213,1.2,4041054837,212,14.7,4041054831,56,Back,4041054835,141,95.3,4041054833,140,36.4,4047426155,178,,,,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509393627,17,1,1,1,14,7kfx3xpj2c2wxinsyi16i9gaz,1,38.3,94.2,2023-02-18T18:02:59.110Z,2023-02-21T11:08:45Z,4047426243,178,,4041055143,140,34.1,4041055141,56,Back,4041055145,141,77.0,4041055147,212,12.5,4041055149,213,4.4,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509393639,18,1,1,1,17,7kfx3xpj2c2wxinsyi16i9gaz,0,34.1,72.9,2023-02-18T18:03:01.801Z,2023-02-21T11:08:48Z,4041055235,155,,4041055237,56,Back,4047426345,178,,4041055239,140,33.9,4041055243,212,1.8,4041055241,141,70.3,4041055245,213,4.6,,,,3bysj69bufnbqx70q6ufzat49,Bruno Xadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509394153,15,61,1,1,17,co1i764h6b02husae71w6scs8,1,63.8,42.2,2023-02-18T18:03:01.850Z,2023-02-21T11:08:52Z,4041058061,56,Center,4047426515,178,,,,,,,,,,,,,,,,,,,,b7ri94n62dr73s1hb10br7lrd,Lucas Ventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509393697,19,1,1,1,18,7kfx3xpj2c2wxinsyi16i9gaz,1,35,46.9,2023-02-18T18:03:03.466Z,2023-02-21T11:08:57Z,4041055605,213,1.4,4041055597,56,Back,4041055601,141,56.4,4041055603,212,6.6,4047426639,178,,4041055599,140,36.2,,,,,,,549guee46difwv85rq18p7f1l,Val,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509393705,20,4,1,1,20,7kfx3xpj2c2wxinsyi16i9gaz,1,36.4,55,2023-02-18T18:03:05.364Z,2023-02-21T11:09:02Z,4041055651,265,,4041055647,56,Back,4041055671,233,13,4041055645,13,,4041055653,286,,4041055649,152,,,,,,,,5n3pl3j98lkmzzus1b095bkd1,Renê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509393701,13,4,1,1,20,co1i764h6b02husae71w6scs8,0,63.6,45,2023-02-18T18:03:05.365Z,2023-02-21T11:09:01Z,4041055639,265,,4041055635,56,Center,4041055637,152,,4041055715,233,20,4041055633,13,,4047426779,178,,4041055641,285,,,,,b7ri94n62dr73s1hb10br7lrd,Lucas Ventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509393841,21,1,1,1,24,7kfx3xpj2c2wxinsyi16i9gaz,1,36.9,55.5,2023-02-18T18:03:09.262Z,2023-02-21T11:09:12Z,4041056325,141,29.3,4041056307,5,,4041056321,140,52.8,4041056315,56,Center,4041056331,213,5.5,4041056311,152,,4046225225,189,,4047427013,178,,5n3pl3j98lkmzzus1b095bkd1,Renê,4041056329,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509393863,22,1,1,1,27,7kfx3xpj2c2wxinsyi16i9gaz,1,52.8,27.7,2023-02-18T18:03:12.106Z,2023-02-21T11:09:22Z,4041056475,140,43.9,4041056477,141,22.3,4041056479,212,10.0,4041056481,213,3.5,4041056473,56,Back,4047427121,178,,,,,,,,90moydtk6dv07bfaqki5s6ymt,B. Riascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509393879,24,1,1,1,28,7kfx3xpj2c2wxinsyi16i9gaz,1,39.7,25.4,2023-02-18T18:03:13.487Z,2023-02-21T11:09:26Z,4041064843,141,6.2,4041064839,56,Back,4047427343,178,,4041064847,213,5.2,4041064845,212,14.8,4041064841,140,46.3,,,,,,,549guee46difwv85rq18p7f1l,Val,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509393877,23,1,1,1,30,7kfx3xpj2c2wxinsyi16i9gaz,1,46.7,10.2,2023-02-18T18:03:14.641Z,2023-02-21T11:09:29Z,4041060705,140,28.6,4041060707,141,34.7,4041060711,213,2.4,4041060709,212,25.3,4041060703,56,Back,4047427433,178,,,,,,,,8q4m06v3yfsq2iza942ezaxud,Cláudio Winck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509394053,25,1,1,1,40,7kfx3xpj2c2wxinsyi16i9gaz,1,28.9,28.6,2023-02-18T18:03:24.878Z,2023-02-21T11:09:33Z,4041057519,141,29.4,4041057521,212,21.5,4041057517,140,49.4,4041057515,56,Back,4041057523,213,0.0,4047427541,178,,,,,,,,bvy7d4r2ve9f5x1xyv0tx5cr9,Zainadine Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509394063,26,1,1,1,41,7kfx3xpj2c2wxinsyi16i9gaz,0,47.3,33.4,2023-02-18T18:03:26.074Z,2023-02-21T11:09:37Z,4041068381,212,12.5,4041068379,141,19.0,4041068383,213,5.4,4047427653,178,,4041068375,56,Right,4041068377,140,54.7,,,,,,,90moydtk6dv07bfaqki5s6ymt,B. Riascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509394047,14,8,1,1,42,co1i764h6b02husae71w6scs8,1,40.5,90.2,2023-02-18T18:03:26.983Z,2023-02-21T11:09:43Z,4047427765,178,,4041057491,56,Back,4046227067,384,,,,,,,,,,,,,,,,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509394157,28,1,1,1,49,7kfx3xpj2c2wxinsyi16i9gaz,1,69.2,15.9,2023-02-18T18:03:34.181Z,2023-02-21T11:09:49Z,4047427963,178,,4041058097,213,5.1,4041058095,212,7.8,4041058091,140,72.1,4041058093,141,5.3,4041058089,56,Right,,,,,,,4rfcpo4l9f8x1m0rlnwloefl6,Pablo Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509394171,29,1,1,1,50,7kfx3xpj2c2wxinsyi16i9gaz,1,72.1,5.3,2023-02-18T18:03:34.935Z,2023-02-21T11:09:52Z,4047428053,178,,4041058165,213,2.5,4041058149,56,Right,4041058153,140,65.0,4041058163,212,9.6,4041058159,141,14.3,,,,,,,549guee46difwv85rq18p7f1l,Val,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509394193,30,1,1,1,52,7kfx3xpj2c2wxinsyi16i9gaz,1,65,14.3,2023-02-18T18:03:36.632Z,2023-02-21T11:09:55Z,4047428125,178,,4041058333,140,61.3,4041058335,141,24.4,4041058331,56,Center,4041058337,212,7.9,4041058339,213,2.1,,,,,,,8q4m06v3yfsq2iza942ezaxud,Cláudio Winck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509394297,31,1,1,1,54,7kfx3xpj2c2wxinsyi16i9gaz,1,61.8,28.3,2023-02-18T18:03:38.791Z,2023-02-21T11:09:57Z,4041058923,140,63.9,4041058931,1,,4041058927,212,45.6,4041058925,141,95.3,4041058921,56,Left,4047428199,178,,4041058929,213,1.5,4041058919,196,,3bysj69bufnbqx70q6ufzat49,Bruno Xadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509394343,32,1,1,1,59,7kfx3xpj2c2wxinsyi16i9gaz,1,66.1,93.8,2023-02-18T18:03:43.900Z,2023-02-21T11:10:00Z,4041059223,213,4.2,4041059221,212,22.9,4041059217,140,54.6,4041059215,56,Center,4047428263,178,,4041059219,141,65.2,,,,,,,8jcuunhako2i9ynmp8v3w2eax,Vitor Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509394393,33,1,1,2,1,7kfx3xpj2c2wxinsyi16i9gaz,0,54.6,65.2,2023-02-18T18:03:46.318Z,2023-02-21T11:10:03Z,4041059491,213,5.5,4041059479,155,,4041059483,56,Right,4041059489,212,64.3,4047428333,178,,4041059493,1,,4041059487,141,0.0,4041059481,196,,5n3pl3j98lkmzzus1b095bkd1,Renê,4041059485,140,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509394409,16,5,1,2,5,co1i764h6b02husae71w6scs8,1,2.1,101.5,2023-02-18T18:03:50.349Z,2023-02-21T11:10:07Z,4041059605,56,Back,4041059635,233,34,4041059609,347,,,,,,,,,,,,,,,,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509394399,34,5,1,2,5,7kfx3xpj2c2wxinsyi16i9gaz,0,97.9,-1.5,2023-02-18T18:03:50.349Z,2023-02-21T11:10:07Z,4041059661,233,16,4041059527,56,Right,4041059529,347,,,,,,,,,,,,,,,,,5n3pl3j98lkmzzus1b095bkd1,Renê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509394745,17,1,1,2,24,co1i764h6b02husae71w6scs8,0,9.4,100,2023-02-18T18:04:09.160Z,2023-02-21T11:10:13Z,4041061353,56,Back,4041061361,213,6.0,4041084385,189,,4041061359,212,18.1,4041061357,141,94.1,4041061355,140,26.0,4041061351,107,,,,,cgtz4fa0mz9poi4ju8bjtbwiy,Filipe Relvas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509394737,35,61,1,2,25,7kfx3xpj2c2wxinsyi16i9gaz,1,69.7,6.2,2023-02-18T18:04:10.279Z,2023-02-21T11:10:26Z,4047429005,388,,4047429003,15,,4041061469,189,,4041061285,56,Right,,,,,,,,,,,,,90moydtk6dv07bfaqki5s6ymt,B. Riascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509394769,20,1,1,2,27,co1i764h6b02husae71w6scs8,1,33.9,73.2,2023-02-18T18:04:11.770Z,2023-02-21T11:10:33Z,4041083047,213,1.2,4041083041,140,37.9,4041083045,212,11.8,4047429181,178,,4041083043,141,89.4,4041083039,56,Back,,,,,,,b7ri94n62dr73s1hb10br7lrd,Lucas Ventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509394759,19,1,1,2,27,co1i764h6b02husae71w6scs8,0,30.1,84.1,2023-02-18T18:04:12.344Z,2023-02-21T11:10:39Z,4041079771,141,80.8,4041079775,212,41.3,4041079769,140,69.4,4041079767,56,Left,4041079779,213,6.2,4041079783,1,,4041079763,157,,4047429267,178,,52407m29h74ziyt19jty0od7t,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509436939,388,49,1,2,31,7kfx3xpj2c2wxinsyi16i9gaz,1,32.4,12,2023-02-18T18:04:16.413Z,2023-02-21T11:10:49Z,,,,,,,,,,,,,,,,,,,,,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509394947,36,2,1,2,31,7kfx3xpj2c2wxinsyi16i9gaz,1,32.2,20.6,2023-02-18T18:04:16.442Z,2023-02-21T11:10:53Z,4041062393,141,25.9,4041062387,1,,4047429671,178,,4041062385,7,4rfcpo4l9f8x1m0rlnwloefl6,4041062389,56,Center,4041062391,140,66.6,,,,,,,a00q0qj479gzj5hymx4ix5lp0,M. Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509394915,21,55,1,2,31,co1i764h6b02husae71w6scs8,1,30.2,63,2023-02-18T18:04:16.443Z,2023-02-21T11:10:54Z,4041180053,189,,,,,,,,,,,,,,,,,,,,,,,33j75k7nnzjit08r24zk00yy1,Park Ji-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509395163,22,1,1,2,46,co1i764h6b02husae71w6scs8,0,28.6,62.1,2023-02-18T18:04:31.464Z,2023-02-21T11:11:00Z,4041063741,1,,4041063729,241,,4047429857,178,,4041063725,5,,4041063737,212,41.7,4041063731,56,Center,4041063733,140,67.6,4041063739,213,0.2,3hzw7c4kkol5okl9imvc70ij9,Lucas,4041063727,155,,4041063735,141,73.6,4041216711,189,,,,,,,,,,,,,,,,,,,,,,,,,,,
