id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist,qualifier/21/id,qualifier/21/qualifierId
2507198377,9,49,1,0,37,7catg5lpivcmpf4xhggh6d8rk,1,55.7,91.8,2023-02-12T18:03:14.523Z,2023-02-15T07:06:07Z,,,,,,,,,,,,,,,,,,,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198387,10,1,1,0,37,7catg5lpivcmpf4xhggh6d8rk,0,55.7,91.8,2023-02-12T18:03:14.530Z,2023-02-15T07:06:15Z,4029417885,213,5.6,4029417875,155,,4033274867,178,,4029417877,56,Center,4029417883,212,20.2,4029417879,140,70.7,4029417881,141,73.2,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198423,10,1,1,0,38,66bsnl0zjb7l5akwo00h0y5me,1,33.6,35.3,2023-02-12T18:03:15.687Z,2023-02-15T07:06:19Z,4029418079,212,9.0,4029418071,56,Back,4033274931,178,,4029418085,1,,4029418075,141,48.5,4029418083,213,1.7,4029418073,140,32.6,4029418069,157,,el6dn7kq3815p2zd4rppzzw7p,M. Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198425,11,4,1,0,40,66bsnl0zjb7l5akwo00h0y5me,1,30.5,44.7,2023-02-12T18:03:17.951Z,2023-02-15T07:06:33Z,4029418093,56,Back,4029418097,285,,4029418095,152,,4029418089,13,,4029418091,294,,4029418155,233,12,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198429,12,4,1,0,40,7catg5lpivcmpf4xhggh6d8rk,0,69.5,55.3,2023-02-12T18:03:17.952Z,2023-02-15T07:06:32Z,4029418113,286,,4029418109,56,Center,4029418173,233,11,4033275049,388,,4029418111,152,,4029418105,13,,4029418107,294,,,,,2m5jzeksbet8ltn3shk2exox6,Youssef Chermiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198401,11,43,1,0,41,7catg5lpivcmpf4xhggh6d8rk,1,0,0,2023-02-12T18:03:18.403Z,2023-02-12T18:03:23Z,4029417947,286,0,4029417945,56,Center,4029418237,144,44,,,,,,,,,,,,,,,,2m5jzeksbet8ltn3shk2exox6,Youssef Chermiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198593,12,1,1,0,57,66bsnl0zjb7l5akwo00h0y5me,1,33.2,43.9,2023-02-12T18:03:35.332Z,2023-02-15T07:06:36Z,4029418925,141,62.4,4029418923,140,28.5,4029418917,5,,4029418927,212,13.5,4029418953,189,,4029418929,213,1.9,4029418919,152,,4029418921,56,Back,58i5y98ceb55anpucpru7skb9,Pepe,4033275093,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198605,13,1,1,1,0,66bsnl0zjb7l5akwo00h0y5me,1,28.5,62.4,2023-02-12T18:03:38.233Z,2023-02-15T07:06:40Z,4033275163,178,,4029419011,141,96.9,4029419007,56,Back,4029419009,140,32.9,4029419013,212,23.9,4029419015,213,1.4,,,,,,,37usxvspofewb3djlg67lp1hx,Iván Marcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198637,14,1,1,1,3,66bsnl0zjb7l5akwo00h0y5me,1,32.9,96.9,2023-02-12T18:03:40.723Z,2023-02-15T07:06:45Z,4029419185,212,13.5,4029419183,141,97.7,4029419187,213,0.0,4033275231,178,,4029419179,56,Back,4029419181,140,45.7,,,,,,,19s3ei718jouszy30uxli8xd5,Z. Sanusi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198641,15,1,1,1,4,66bsnl0zjb7l5akwo00h0y5me,0,45.7,97.7,2023-02-12T18:03:41.952Z,2023-02-15T07:06:52Z,4029419213,56,Left,4029419217,140,59.1,4033275347,178,,4029419225,212,15.3,4029419221,141,89.0,4029419229,213,5.9,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198649,13,49,1,1,7,7catg5lpivcmpf4xhggh6d8rk,1,34.9,24.6,2023-02-12T18:03:45.032Z,2023-02-15T07:07:00Z,,,,,,,,,,,,,,,,,,,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198697,14,1,1,1,7,7catg5lpivcmpf4xhggh6d8rk,1,32.9,26.1,2023-02-12T18:03:45.104Z,2023-02-15T07:07:03Z,4033275475,178,,4029419499,1,,4029419491,140,9.2,4029419489,56,Back,4029419495,212,32.5,4029419497,213,2.4,4029419493,141,56.9,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198725,15,1,1,1,12,7catg5lpivcmpf4xhggh6d8rk,1,9.7,56.7,2023-02-12T18:03:49.421Z,2023-02-15T07:07:10Z,4029419651,212,18.3,4029419647,140,13.3,4029419645,56,Back,4029419653,213,4.9,4033275531,178,,4029419649,141,30.3,,,,,,,342kh2ue733edf9q7s0a2edat,Adán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198741,16,1,1,1,15,7catg5lpivcmpf4xhggh6d8rk,1,14.8,30,2023-02-12T18:03:52.414Z,2023-02-15T07:07:14Z,4029419735,212,13.0,4029419737,213,1.3,4029419733,141,48.2,4033275575,178,,4029419731,140,18.7,4029419729,56,Back,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198775,17,1,1,1,17,7catg5lpivcmpf4xhggh6d8rk,1,18.8,49.3,2023-02-12T18:03:54.822Z,2023-02-15T07:07:17Z,4029419899,140,20.8,4029419901,141,73.2,4029419905,213,1.4,4033275629,178,,4029419897,56,Back,4029419903,212,16.4,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198885,18,1,1,1,20,7catg5lpivcmpf4xhggh6d8rk,1,23.5,75.4,2023-02-12T18:03:58.193Z,2023-02-15T07:07:22Z,4029420557,141,56.7,4029420553,140,7.4,4033275721,178,,4029420561,213,3.8,4029420551,56,Back,4029420559,212,21.2,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198909,19,1,1,1,36,7catg5lpivcmpf4xhggh6d8rk,1,21.9,52.1,2023-02-12T18:04:14.247Z,2023-02-15T07:07:25Z,4033275767,178,,4029420679,141,13.7,4029420681,212,28.8,4029420675,56,Back,4029420683,213,5.1,4029420677,140,33.4,,,,,,,342kh2ue733edf9q7s0a2edat,Adán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198915,20,1,1,1,41,7catg5lpivcmpf4xhggh6d8rk,0,35.7,14.4,2023-02-12T18:04:18.477Z,2023-02-15T07:07:29Z,4029420711,213,0.2,4029420705,140,46.3,4029420703,56,Back,4029420707,141,18.2,4033275817,178,,4029420709,212,11.4,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198921,16,8,1,1,42,66bsnl0zjb7l5akwo00h0y5me,1,58,80.7,2023-02-12T18:04:19.507Z,2023-02-15T07:07:33Z,4029420721,56,Left,4032211799,383,,4033275859,178,,,,,,,,,,,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198925,17,49,1,1,43,66bsnl0zjb7l5akwo00h0y5me,1,60.7,76.5,2023-02-12T18:04:20.436Z,2023-02-15T07:07:41Z,,,,,,,,,,,,,,,,,,,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198937,18,1,1,1,43,66bsnl0zjb7l5akwo00h0y5me,1,60.7,76.4,2023-02-12T18:04:20.474Z,2023-02-15T07:07:46Z,4029420807,140,71.8,4033276027,178,,4029420805,56,Center,4029420811,212,15.6,4029420813,213,5.6,4029420809,141,61.1,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198945,19,1,1,1,45,66bsnl0zjb7l5akwo00h0y5me,0,72.9,59.3,2023-02-12T18:04:22.762Z,2023-02-15T07:07:52Z,4029420937,286,,4029420855,140,74.9,4029420933,233,21,4029420853,56,Center,4029420863,212,2.2,4029420865,213,0.2,4029420931,236,,4029420859,141,60.0,97vuoqg0x9nx56dmd9u5e12hh,M. Taremi,4033276091,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507198953,21,74,1,1,45,7catg5lpivcmpf4xhggh6d8rk,1,28,47.9,2023-02-12T18:04:23.025Z,2023-02-15T07:07:55Z,4033276103,178,,4029420889,285,,4029420887,56,Back,4029420941,233,19,,,,,,,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507199007,20,1,1,1,53,66bsnl0zjb7l5akwo00h0y5me,0,97.4,19.8,2023-02-12T18:04:30.601Z,2023-02-15T07:08:09Z,4029424377,140,100.0,4029424383,213,1.2,4029421265,56,Center,4029424373,2,,4032211989,20,,4033276249,178,,4029424379,141,33.6,4029424381,212,10.0,dowh6oc93ggduous7ligguqne,João Mário,4032211985,225,4032211987,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507199011,21,5,1,1,54,66bsnl0zjb7l5akwo00h0y5me,0,100.9,27.8,2023-02-12T18:04:31.474Z,2023-02-15T07:08:14Z,4029421289,346,,4029421287,56,Center,4029421367,233,22,,,,,,,,,,,,,,,,dowh6oc93ggduous7ligguqne,João Mário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507199021,22,5,1,1,54,7catg5lpivcmpf4xhggh6d8rk,1,-0.9,72.2,2023-02-12T18:04:31.474Z,2023-02-15T07:08:14Z,4029421333,346,,4029421331,56,Back,4029421355,233,21,,,,,,,,,,,,,,,,6cx5c6bzp1hq6c1vui53mxzx0,I. Fatawu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507199183,23,1,1,2,14,7catg5lpivcmpf4xhggh6d8rk,1,4.9,49.9,2023-02-12T18:04:51.731Z,2023-02-15T07:08:19Z,4029422257,124,,4029422271,237,,4029422265,212,14.4,4029422263,141,70.3,4029422267,213,1.3,4032212513,189,,4029422259,56,Back,4029422261,140,8.7,342kh2ue733edf9q7s0a2edat,Adán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507199195,24,1,1,2,14,7catg5lpivcmpf4xhggh6d8rk,1,7.6,67.9,2023-02-12T18:04:52.056Z,2023-02-15T07:08:24Z,4029422315,56,Back,4029422317,140,3.3,4033276449,178,,4029422323,213,4.4,4029422319,141,48.7,4029422321,212,13.8,,,,,,,3fo37mb4cp6lb0e86hhiyvu8l,Matheus Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507199205,25,1,1,2,17,7catg5lpivcmpf4xhggh6d8rk,1,3.3,46.9,2023-02-12T18:04:55.081Z,2023-02-15T07:08:29Z,4029422385,141,27.7,4029422383,140,4.3,4033276483,178,,4029422387,212,13.1,4029422389,213,4.8,4029422381,56,Back,,,,,,,342kh2ue733edf9q7s0a2edat,Adán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507199225,26,1,1,2,19,7catg5lpivcmpf4xhggh6d8rk,1,4.6,25.3,2023-02-12T18:04:56.984Z,2023-02-15T07:08:33Z,4029422521,213,5.3,4029422519,212,16.4,4033276535,178,,4029422513,56,Back,4029422517,141,4.6,4029422515,140,12.6,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507199227,27,1,1,2,21,7catg5lpivcmpf4xhggh6d8rk,0,12.8,2.1,2023-02-12T18:04:58.735Z,2023-02-15T07:08:36Z,4029423827,286,,4029422531,56,Back,4029423813,212,1.5,4029423823,233,22,4029423809,140,14.2,4029423815,213,0.1,4029423821,236,,4029423811,141,2.3,3e8mxxfs5q7gt4lg2beqpkwyd,Héctor Bellerín,4033276571,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507199223,22,74,1,2,21,66bsnl0zjb7l5akwo00h0y5me,1,85.7,97.2,2023-02-12T18:04:58.848Z,2023-02-15T07:08:42Z,4029423563,285,,4029423829,233,27,4029422503,56,Left,4033276651,178,,,,,,,,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507199241,28,50,1,2,21,7catg5lpivcmpf4xhggh6d8rk,1,14.4,3.8,2023-02-12T18:04:59.207Z,2023-02-15T07:09:14Z,4029422609,56,Back,4029423881,285,,4029423903,233,23,,,,,,,,,,,,,,,,3e8mxxfs5q7gt4lg2beqpkwyd,Héctor Bellerín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507199239,23,7,1,2,21,66bsnl0zjb7l5akwo00h0y5me,1,85.6,96.2,2023-02-12T18:04:59.319Z,2023-02-15T07:09:18Z,4032212715,384,,4029423575,233,28,4029422603,56,Left,4029422605,286,,4033277095,178,,,,,,,,,,,2j8v4lkqeg1bcqp77ezseo8vd,Galeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
