id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2495664185,1,34,16,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2023-01-07T17:00:30.605Z,2023-01-07T17:59:17Z,3968916575,59,"14, 2, 5, 3, 22, 13, 21, 10, 17, 11, 90, 7, 9, 20, 25, 33, 44, 63, 80, 98",3968916577,130,13,3968916583,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968917317,197,4663,3968916581,194,2accix9saahg900cja5e9iw9h,3968916573,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3968916579,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968916571,30,"2accix9saahg900cja5e9iw9h, d30uqfrs7mqb6jnj99qgyr28k, ay10c4r23f0tlyuqytje0ack4, 6ram2zlda1gvj947zzmab68r9, 2lur2ts61wwrsvih1lb1jee50, bot4jd6s4g69w5wvtn9qlevx0, 2cs8bo4l70gbkudh3gqazb105, 7bizatqq8lesywgb68x9cizmd, 7jqin4ptb8of32u4e646mxwtm, 1ziaf8ivlizetjhinr9ua6uax, 1899balq50r7vbqqf8qwjlxpl, 53sq02gs09i7chjvx2zfwdaz9, 35csuq89nc1zgpc4j2mdav6jt, 4tyjzyixiz32zfs37qs4u6ve2, 3yolt0tc40fjqupa2ea4epka1, evwzikhqpwulci3y20ckeoc15, cypipec6wd6cpgcspxjwvdadx, e2nsy4zv5hw9x13mp604tr8ix, 1qcf5gb8wf8f4tu94xh96yqy, bgcphqeckm71jpbnzjivrnug9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495665065,1,34,16,0,0,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2023-01-07T17:02:01.340Z,2023-01-09T15:14:38Z,3968921463,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968921453,59,"18, 20, 93, 4, 33, 42, 30, 6, 9, 15, 22, 1, 8, 10, 21, 23, 24, 27, 77, 95",3968921461,197,377,3968921451,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3968921459,194,e6ztipndwfp33c6j7yebsyx91,3968921457,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968921455,130,13,3968921449,30,"ckog922pr9vqy2ry4m7o5ag2d, degqtleco9n5tlt0yz3q5t9ii, 2rw2a005v9ehuopm1hf87uvah, 8uxdtdynfnmlx0ro5iounze1, 75znincjirp1z8bcw9nhztxat, 803s6ja43m4i9jhl97jd37s2x, 912y0yoa524suow0wvpbtwq1h, e6ztipndwfp33c6j7yebsyx91, 55r9zkckjjq4txriw3jhguwnp, c38u6t2mr5f441tcuxlwpulpm, 79mo2l821d5zq6dyrg9qkpf4l, 5881z0950eh6003uukdwkuql0, 9sfjkb99h1b1obdmedrecag9h, 4agmh5fbf826bjrxtg3mw5at, 9kvoxdbnb5kt2dzy7kr0s7v11, 110maz3wmyhfk670un6ieloet, dy434rgboexxvq6tgr8gwef9x, apjgf0d7fwwdsb06vdlsjyc45, djqbki8jap3rp8l0izzly9tzo, 6fvujizi2c81rxbbble21p32t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495700479,2,32,1,0,0,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2023-01-07T18:01:51.670Z,2023-01-07T18:01:51Z,3969110485,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495700485,2,32,1,0,0,8gvg1ranyf93hprfkwx3ofl2y,1,0,0,2023-01-07T18:01:51.670Z,2023-01-09T20:45:03Z,3969110505,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495700521,3,1,1,0,0,cgvbluoerzbzcr7aaxge3wkcv,1,49.8,49.9,2023-01-07T18:01:51.696Z,2023-01-10T06:42:08Z,3969110737,213,3.3,3969110735,212,7.0,3969110733,141,48.1,3969110729,56,Back,3972273531,178,,3969110731,140,43.2,3969110739,279,S,,,,55r9zkckjjq4txriw3jhguwnp,L. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495700535,4,1,1,0,1,cgvbluoerzbzcr7aaxge3wkcv,1,43.2,48.1,2023-01-07T18:01:53.470Z,2023-01-10T06:42:19Z,3972273593,178,,3969110831,141,34.3,3969110829,140,32.9,3969110833,212,14.3,3969110827,56,Back,3969110835,213,3.9,,,,,,,912y0yoa524suow0wvpbtwq1h,A. Samaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495700547,5,1,1,0,4,cgvbluoerzbzcr7aaxge3wkcv,1,32.9,34.5,2023-01-07T18:01:56.252Z,2023-01-10T06:42:22Z,3969110921,213,2.2,3972273599,178,,3969110917,141,53.6,3969110915,140,24.6,3969110919,212,15.6,3969110913,56,Back,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495700591,6,1,1,0,7,cgvbluoerzbzcr7aaxge3wkcv,1,25.1,59,2023-01-07T18:01:59.104Z,2023-01-10T06:42:25Z,3969111167,212,37.9,3969111155,56,Left,3969111157,140,56.6,3972273621,178,,3969111171,213,0.5,3969111153,155,,3969111175,1,,3969111161,141,86.2,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495700597,7,44,1,0,9,cgvbluoerzbzcr7aaxge3wkcv,1,57.8,88.4,2023-01-07T18:02:01.440Z,2023-01-10T07:42:42Z,3969111251,233,3,3969111199,286,,3969111197,56,Left,,,,,,,,,,,,,,,,79mo2l821d5zq6dyrg9qkpf4l,E. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495700579,3,44,1,0,9,8gvg1ranyf93hprfkwx3ofl2y,0,42.2,11.6,2023-01-07T18:02:01.441Z,2023-01-10T06:42:30Z,3969111079,285,,3969111077,56,Back,3969111285,233,7,,,,,,,,,,,,,,,,d30uqfrs7mqb6jnj99qgyr28k,Miguel Maga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495700603,8,61,1,0,9,cgvbluoerzbzcr7aaxge3wkcv,0,56.6,86.2,2023-01-07T18:02:01.447Z,2023-01-10T07:42:43Z,3972273685,15,,3969111215,56,Left,3972273687,388,,,,,,,,,,,,,,,,,79mo2l821d5zq6dyrg9qkpf4l,E. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495700673,4,5,1,0,13,8gvg1ranyf93hprfkwx3ofl2y,1,35.3,-1.5,2023-01-07T18:02:05.104Z,2023-01-10T06:42:37Z,3969111639,347,,3969111665,233,9,3969111637,56,Back,,,,,,,,,,,,,,,,bot4jd6s4g69w5wvtn9qlevx0,André Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495700621,9,5,1,0,13,cgvbluoerzbzcr7aaxge3wkcv,0,64.7,101.5,2023-01-07T18:02:05.104Z,2023-01-10T06:42:37Z,3969111309,347,,3969111691,233,4,3969111307,56,Left,,,,,,,,,,,,,,,,79mo2l821d5zq6dyrg9qkpf4l,E. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495700721,5,1,1,0,18,8gvg1ranyf93hprfkwx3ofl2y,1,35.2,0,2023-01-07T18:02:10.059Z,2023-01-10T06:42:48Z,3969111867,56,Back,3969111873,140,5.6,3969111865,107,,3969111879,213,2.5,3969111877,212,38.1,3969111875,141,31.4,3969111881,1,,,,,d30uqfrs7mqb6jnj99qgyr28k,Miguel Maga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495700767,6,1,1,0,22,8gvg1ranyf93hprfkwx3ofl2y,1,5.6,31.4,2023-01-07T18:02:14.108Z,2023-01-10T07:17:41Z,3969112111,213,1.4,3972273845,178,,3969112107,141,76.7,3969112105,140,9.5,3969112109,212,31.1,3969112103,56,Back,,,,,,,2accix9saahg900cja5e9iw9h,Bruno Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495700793,7,1,1,0,25,8gvg1ranyf93hprfkwx3ofl2y,1,9.5,76.7,2023-01-07T18:02:16.910Z,2023-01-10T06:43:05Z,3969112203,213,0.9,3969112201,212,17.4,3972273871,178,,3969112197,141,96.8,3969112195,140,19.7,3969112193,56,Back,,,,,,,6ram2zlda1gvj947zzmab68r9,M. Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495700805,8,1,1,0,27,8gvg1ranyf93hprfkwx3ofl2y,1,19.7,96.8,2023-01-07T18:02:19.528Z,2023-01-10T06:43:07Z,3969112279,213,6.0,3969112271,56,Back,3972273903,178,,3969112273,140,48.3,3969112269,155,,3969112275,141,83.7,3969112277,212,31.3,,,,ay10c4r23f0tlyuqytje0ack4,Hélder Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495700807,9,1,1,0,30,8gvg1ranyf93hprfkwx3ofl2y,0,48.3,83.7,2023-01-07T18:02:21.705Z,2023-01-10T06:43:18Z,3972273941,178,,3972273943,21,,3969112297,212,2.1,3969112287,56,Back,3969112289,140,46.9,3969112299,213,3.9,3969112293,141,81.5,,,,7jqin4ptb8of32u4e646mxwtm,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495700809,10,49,1,0,30,cgvbluoerzbzcr7aaxge3wkcv,1,40,17.3,2023-01-07T18:02:21.923Z,2023-01-10T06:43:23Z,,,,,,,,,,,,,,,,,,,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495700853,11,1,1,0,30,cgvbluoerzbzcr7aaxge3wkcv,1,40,17.3,2023-01-07T18:02:22.574Z,2023-01-10T06:43:26Z,3969112583,56,Back,3969112589,212,6.0,3969112591,213,3.6,3969112585,140,35.0,3969112587,141,13.1,3972274017,178,,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
