id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/18/value
2495227109,9,1,1,0,18,26t6lvlpql4w5wu1ih73qpy36,1,15.2,46.2,2023-01-05T20:16:33.941Z,2023-01-07T04:49:09Z,3966608749,140,45.4,3966608757,1,,3966608753,212,46.5,3967690447,178,,3966608745,155,,3966608747,56,Back,3966608751,141,96.2,3966608755,213,0.8,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227115,10,1,1,0,21,26t6lvlpql4w5wu1ih73qpy36,0,45.4,96.2,2023-01-05T20:16:37.053Z,2023-01-07T04:49:15Z,3966608785,212,11.7,3966608781,140,56.5,3966608779,56,Left,3967690485,178,,3966608777,3,,3966608783,141,95.2,3966608787,213,6.2,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227131,3,1,1,0,22,cmbqc74mshg77ra7mywec2a6b,1,39,8.3,2023-01-05T20:16:38.368Z,2023-01-07T04:49:37Z,3966608849,213,6.0,3966608841,56,Back,3966608845,141,5.2,3967690577,178,,3966608847,212,6.6,3966608843,140,45.0,3967690579,21,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227133,4,49,1,0,23,cmbqc74mshg77ra7mywec2a6b,1,45,5.2,2023-01-05T20:16:39.311Z,2023-01-07T04:49:43Z,,,,,,,,,,,,,,,,,,,,,,,,,4bsxzg78o3q9ot7bdngx9k5at,P. Sagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227139,5,1,1,0,23,cmbqc74mshg77ra7mywec2a6b,1,45,5.2,2023-01-05T20:16:39.339Z,2023-01-07T04:49:52Z,3966608895,140,41.3,3966608899,212,7.6,3967690647,178,,3966608893,56,Back,3966608897,141,14.8,3966608901,213,2.1,,,,,,,4bsxzg78o3q9ot7bdngx9k5at,P. Sagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227143,6,1,1,0,25,cmbqc74mshg77ra7mywec2a6b,1,41.3,14.8,2023-01-05T20:16:41.285Z,2023-01-07T04:50:03Z,3966608923,141,78.3,3966608927,213,1.1,3966608919,56,Center,3966608921,140,60.3,3966608925,212,47.6,3967690709,178,,3966608917,196,,3966608929,1,,2r6ma23qtyq2l18m21eksjp7u,Gabriel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227145,7,61,1,0,27,cmbqc74mshg77ra7mywec2a6b,1,60.3,78.3,2023-01-05T20:16:42.958Z,2023-01-07T04:50:09Z,3967690747,178,,3966608933,56,Center,,,,,,,,,,,,,,,,,,,c7vhfnn9bft0xk3lcx7komfze,Ricardinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227161,8,1,1,0,37,cmbqc74mshg77ra7mywec2a6b,1,65.2,72.2,2023-01-05T20:16:52.858Z,2023-01-07T05:28:15Z,3966609045,141,76.7,3966609041,56,Center,3967690791,178,,3966609049,213,2.9,3966609047,212,11.2,3966609043,140,54.9,,,,,,,e7daok5mn6xq7q5sfi5r13105,Xavi Quintillà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227167,9,1,1,0,41,cmbqc74mshg77ra7mywec2a6b,1,54.9,75.8,2023-01-05T20:16:56.650Z,2023-01-07T04:50:22Z,3966609069,56,Back,3966609071,140,46.7,3966609075,212,24.3,3967690803,178,,3966609077,213,4.4,3966609073,141,42.4,,,,,,,4h2rr9ltxtw6w2hgzm0tu5jo5,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227171,10,1,1,0,43,cmbqc74mshg77ra7mywec2a6b,1,46.7,42.5,2023-01-05T20:16:59.339Z,2023-01-07T04:50:26Z,3966609089,141,24.7,3966609093,213,4.5,3966609085,56,Back,3966609091,212,12.3,3966609087,140,44.7,3967690853,178,,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227177,11,1,1,0,45,cmbqc74mshg77ra7mywec2a6b,1,44.7,24.7,2023-01-05T20:17:01.370Z,2023-01-07T04:50:30Z,3966609123,213,5.6,3966609119,141,6.8,3966609115,56,Right,3966609117,140,59.5,3966609121,212,19.7,3967690875,178,,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227179,12,1,1,0,48,cmbqc74mshg77ra7mywec2a6b,0,59.5,6.8,2023-01-05T20:17:03.754Z,2023-01-07T04:50:55Z,3966609137,213,0.1,3966609133,141,9.4,3967690995,178,,3966609127,155,,3966609135,212,14.2,3966609131,140,72.9,3966609129,56,Right,,,,4bsxzg78o3q9ot7bdngx9k5at,P. Sagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227187,11,1,1,0,49,26t6lvlpql4w5wu1ih73qpy36,1,32.3,92.3,2023-01-05T20:17:05.158Z,2023-01-07T04:51:06Z,3966609147,3,,3966609151,140,35.1,3966609155,212,3.7,3966609153,141,95.6,3966609157,213,0.7,3966609149,56,Back,3967691029,178,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227189,12,49,1,0,50,26t6lvlpql4w5wu1ih73qpy36,1,35.1,95.6,2023-01-05T20:17:06.092Z,2023-01-07T04:51:09Z,,,,,,,,,,,,,,,,,,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227203,13,1,1,0,52,26t6lvlpql4w5wu1ih73qpy36,1,36,94.1,2023-01-05T20:17:07.918Z,2023-01-07T04:51:11Z,3966609209,212,6.3,3966609205,140,38.0,3966609203,56,Back,3966609207,141,85.4,3966609211,213,5.1,3967691071,178,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227207,14,1,1,0,54,26t6lvlpql4w5wu1ih73qpy36,1,37.8,86.3,2023-01-05T20:17:09.678Z,2023-01-07T04:51:14Z,3966609223,56,Back,3966609227,141,96.1,3966609225,140,34.6,3966609229,212,7.5,3966609231,213,2.0,3967691091,178,,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227215,15,1,1,0,56,26t6lvlpql4w5wu1ih73qpy36,1,33.4,93.6,2023-01-05T20:17:11.806Z,2023-01-07T04:51:23Z,3966609259,141,83.6,3966609255,56,Back,3967691133,178,,3966609261,212,13.0,3966609257,140,22.9,3966609263,213,3.7,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227223,16,1,1,0,59,26t6lvlpql4w5wu1ih73qpy36,1,22.9,83.6,2023-01-05T20:17:14.564Z,2023-01-07T04:51:26Z,3966609299,213,4.2,3967691155,178,,3966609295,141,54.3,3966609291,56,Back,3966609297,212,23.0,3966609293,140,11.9,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227227,17,1,1,1,2,26t6lvlpql4w5wu1ih73qpy36,1,11.9,54.3,2023-01-05T20:17:17.608Z,2023-01-07T04:51:32Z,3966609319,212,18.4,3966609315,140,18.0,3966609317,141,28.9,3966609313,56,Back,3967691185,178,,3966609321,213,5.1,,,,,,,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227233,18,1,1,1,6,26t6lvlpql4w5wu1ih73qpy36,1,20.4,28.1,2023-01-05T20:17:21.709Z,2023-01-07T04:51:35Z,3967691213,178,,3966609333,140,21.1,3966609337,212,27.4,3966609335,141,68.4,3966609331,56,Back,3966609339,213,1.5,,,,,,,51rs6ozeux61yyjfk9ci86311,Paulo Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227243,19,1,1,1,8,26t6lvlpql4w5wu1ih73qpy36,1,22.2,71.6,2023-01-05T20:17:24.275Z,2023-01-07T04:51:41Z,3966609369,56,Back,3966609377,213,1.1,3966609373,141,85.4,3966609375,212,10.6,3967691243,178,,3966609371,140,26.8,,,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227249,20,1,1,1,12,26t6lvlpql4w5wu1ih73qpy36,1,28.5,83.5,2023-01-05T20:17:28.131Z,2023-01-07T04:51:44Z,3967691259,178,,3966609419,1,,3966609407,196,,3966609411,140,32.1,3966609415,212,43.8,3966609417,213,4.8,3966609413,141,19.4,3966609409,56,Back,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227261,21,1,1,1,17,26t6lvlpql4w5wu1ih73qpy36,0,37.8,13.4,2023-01-05T20:17:32.927Z,2023-01-07T04:51:49Z,3966609481,56,Center,3967691285,178,,3966609485,141,41.6,3966609479,155,,3966609489,213,0.4,3966609491,1,,3966609483,140,75.8,3966609487,212,44.3,51rs6ozeux61yyjfk9ci86311,Paulo Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227263,13,1,1,1,20,cmbqc74mshg77ra7mywec2a6b,1,29.3,43.1,2023-01-05T20:17:35.944Z,2023-01-07T04:51:52Z,3966609501,212,15.7,3966609497,140,38.3,3966609493,3,,3967691303,388,,3966609495,56,Back,3966609499,141,61.5,3966609503,213,0.9,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227265,14,49,1,1,22,cmbqc74mshg77ra7mywec2a6b,1,38.3,61.5,2023-01-05T20:17:37.600Z,2023-01-07T04:51:56Z,,,,,,,,,,,,,,,,,,,,,,,,,4h2rr9ltxtw6w2hgzm0tu5jo5,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227285,15,1,1,1,24,cmbqc74mshg77ra7mywec2a6b,1,47.4,69.8,2023-01-05T20:17:40.365Z,2023-01-07T04:52:03Z,3966609593,141,77.9,3966609597,213,2.0,3966609595,212,6.1,3966609591,140,44.9,3966609589,56,Back,3967691343,178,,,,,,,,4h2rr9ltxtw6w2hgzm0tu5jo5,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227291,16,1,1,1,27,cmbqc74mshg77ra7mywec2a6b,1,52.4,82,2023-01-05T20:17:43.314Z,2023-01-07T04:52:09Z,3966609623,140,53.3,3966609627,212,3.6,3967691379,178,,3966609629,213,5.0,3966609625,141,76.9,3966609621,56,Center,,,,,,,c7vhfnn9bft0xk3lcx7komfze,Ricardinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495436569,1044,83,1,1,29,26t6lvlpql4w5wu1ih73qpy36,1,52.4,20.1,2023-01-05T20:17:45.099Z,2023-01-07T05:30:46Z,3967709909,399,211488,,,,,,,,,,,,,,,,,,,,,,5r7q0eg6pmoq0safxa9tnm5l,U. Račić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227301,17,1,1,1,29,cmbqc74mshg77ra7mywec2a6b,1,46.7,72,2023-01-05T20:17:45.160Z,2023-01-07T04:52:14Z,3966609655,56,Back,3966609661,212,15.9,3967691395,178,,3966609659,141,92.3,3966609657,140,39.2,3966609663,213,2.1,,,,,,,4h2rr9ltxtw6w2hgzm0tu5jo5,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227309,18,1,1,1,35,cmbqc74mshg77ra7mywec2a6b,1,41.8,93.9,2023-01-05T20:17:50.746Z,2023-01-07T04:52:21Z,3967691435,178,,3966609677,56,Back,3966609683,212,26.5,3966609679,140,30.6,3966609685,213,4.3,3966609681,141,59.0,,,,,,,e7daok5mn6xq7q5sfi5r13105,Xavi Quintillà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227313,19,1,1,1,39,cmbqc74mshg77ra7mywec2a6b,1,33,41.9,2023-01-05T20:17:54.768Z,2023-01-07T04:52:27Z,3966609701,213,4.8,3966609699,212,14.4,3966609695,140,34.6,3967691471,178,,3966609697,141,20.9,3966609693,56,Back,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227317,20,1,1,1,44,cmbqc74mshg77ra7mywec2a6b,1,34.6,20.9,2023-01-05T20:17:59.832Z,2023-01-07T04:52:31Z,3966609719,212,12.2,3966609715,140,32.8,3967691483,178,,3966609713,56,Back,3966609717,141,38.6,3966609721,213,1.7,,,,,,,aw1gqkqpznn5ku7ca9hy2skix,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227321,21,1,1,1,47,cmbqc74mshg77ra7mywec2a6b,1,32.8,38.6,2023-01-05T20:18:03.149Z,2023-01-07T04:52:36Z,3966609743,56,Back,3966609747,141,65.7,3966609751,213,1.4,3966609749,212,18.7,3967691531,178,,3966609745,140,35.6,,,,,,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227323,22,1,1,1,52,cmbqc74mshg77ra7mywec2a6b,1,35.6,65.7,2023-01-05T20:18:07.722Z,2023-01-07T04:52:39Z,3966609771,212,13.2,3966609767,140,35.0,3966609765,56,Back,3967691551,178,,3966609773,213,4.7,3966609769,141,46.3,,,,,,,9yzlho51tjytlzkdb6y20ozc9,C. Tassano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227329,23,1,1,1,55,cmbqc74mshg77ra7mywec2a6b,1,35,46.3,2023-01-05T20:18:11.230Z,2023-01-07T04:52:44Z,3966609789,56,Left,3966609797,213,0.8,3966609793,141,95.7,3966609787,155,,3966609795,212,48.1,3966609791,140,67.8,3967691573,178,,3966609799,1,,5k74ofoqel095frhszvdmxbhm,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227337,24,1,1,1,58,cmbqc74mshg77ra7mywec2a6b,1,67.8,95.7,2023-01-05T20:18:14.166Z,2023-01-07T04:52:52Z,3966609821,213,6.1,3966609813,56,Left,3966609817,141,92.4,3966609815,140,77.6,3966609819,212,10.5,3967691595,178,,,,,,,,e7daok5mn6xq7q5sfi5r13105,Xavi Quintillà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227339,25,1,1,2,5,cmbqc74mshg77ra7mywec2a6b,1,87.4,85.4,2023-01-05T20:18:20.819Z,2023-01-07T04:52:56Z,3966609833,213,3.1,3966609827,140,74.1,3966609825,56,Left,3966609831,212,14.0,3966609829,141,86.1,3967691601,178,,,,,,,,c7vhfnn9bft0xk3lcx7komfze,Ricardinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227341,26,1,1,2,6,cmbqc74mshg77ra7mywec2a6b,0,74.1,86.1,2023-01-05T20:18:22.028Z,2023-01-07T04:53:01Z,3966902347,72,,3966609837,2,,3966609847,212,24.0,3966609843,140,86.3,3966609845,141,56.3,3966609841,56,Center,3967691625,178,,3966609849,213,5.3,28029kae9ievarvyirn1cboix,Bruno Almeida,3966902345,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227345,22,12,1,2,7,26t6lvlpql4w5wu1ih73qpy36,1,12.8,32.4,2023-01-05T20:18:22.571Z,2023-01-07T04:53:05Z,3967691661,178,,3966609859,56,Back,3966609861,140,38.1,3966609865,212,28.8,3966609867,213,5.9,3966609863,141,16.2,,,,,,,51rs6ozeux61yyjfk9ci86311,Paulo Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227347,23,49,1,2,10,26t6lvlpql4w5wu1ih73qpy36,1,38.1,16.2,2023-01-05T20:18:25.686Z,2023-01-07T04:53:10Z,,,,,,,,,,,,,,,,,,,,,,,,,e5xv1rmy69kwuxjxin653ojqh,Abel Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495437045,784,43,1,2,10,cmbqc74mshg77ra7mywec2a6b,1,0,0,2023-01-05T20:18:26.345Z,2023-01-07T05:34:34Z,3967712063,144,83,3967711917,399,227165,,,,,,,,,,,,,,,,,,,4h2rr9ltxtw6w2hgzm0tu5jo5,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495437089,791,83,1,2,10,cmbqc74mshg77ra7mywec2a6b,1,60,88.8,2023-01-05T20:18:26.345Z,2023-01-07T05:34:38Z,3967712157,399,227165,,,,,,,,,,,,,,,,,,,,,,9yzlho51tjytlzkdb6y20ozc9,C. Tassano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227355,24,1,1,2,12,26t6lvlpql4w5wu1ih73qpy36,1,37.5,7.9,2023-01-05T20:18:28.247Z,2023-01-07T04:53:14Z,3966609917,212,3.7,3967691711,178,,3966609913,140,36.7,3966609919,213,1.8,3966609915,141,13.2,3966609911,56,Back,,,,,,,e5xv1rmy69kwuxjxin653ojqh,Abel Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495227359,25,1,1,2,15,26t6lvlpql4w5wu1ih73qpy36,1,34.6,19.3,2023-01-05T20:18:31.172Z,2023-01-07T05:35:06Z,3966609943,212,6.4,3966609937,56,Back,3967691733,178,,3966609941,141,28.6,3966609945,213,1.7,3966609939,140,33.9,,,,,,,5kcytruttikppbpkeg9rhd4gl,Iuri Medeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
