id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value
2443532993,1,34,16,0,0,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2022-08-07T18:43:26.860Z,2022-08-07T20:47:53Z,3692611803,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3692611801,194,ekjpc2tvdk5jtiamtufdqkr85,3692611797,130,13,3692779999,197,3024,3692611799,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3692611795,59,"1, 79, 25, 20, 26, 2, 42, 24, 11, 77, 7, 55, 62, 16, 18, 27, 59, 73, 80, 99",3692611793,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3692611791,30,"ekjpc2tvdk5jtiamtufdqkr85, 4a4kjygjq5el2ylh7k660lul0, 4prhgvywwhkr9v5dr21ubb84p, ap2l08x0nj8xqvvrfp796rmj9, c406oul95r3jvmbebcge5oz4l, 3ebyf23azgbktpf7dgwlphkvd, eyllkbdemtx2seh48r9l3czbp, 47wasen155qbiu6pmyp3dowr9, rm1d0hp2iwsne1hbfgq0oa21, 5bpx24iyhlarqkmg09pm27lgq, 5za437wrlqizff74n6uqodpzp, 7ik7fxl2qle5gwfrraseisf84, 6jjrhjrb23r0xqjnn75hgnjf8, 1a1cur7ima2n6hxas3fqlplhw, 90ojk78yhwtwbnz0k5w1ow6hh, bcjc4ole1m65l48zpcptweh62, 6ylhhspjzxqrbqj4yq35hwkr8, 2lf9z8t0gt5mwi46w7esxg3dg, 9avib48nsrfs3bif03so582z8, 8lv60zbly3xz43g9hm2s7oqcq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443533081,1,34,16,0,0,co1i764h6b02husae71w6scs8,1,0,0,2022-08-07T18:43:42.051Z,2022-08-07T19:31:37Z,3692612365,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3692612363,130,7,3692612361,59,"94, 18, 14, 6, 4, 22, 11, 38, 99, 21, 93, 3, 70, 8, 12, 20, 32, 39, 85",3692612359,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",3692612367,194,3vwbsaoy8f2vc4kkad4ipv3kl,3692769883,197,3749,3692612369,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3692612357,30,"5tlj5yw513al38b6uvzmslfbp, 6gmfcfqd1o54zyepd9587nlqt, f29gq7ixyjd9m22yhmb7c7oq1, 9lwpckbeu2ymqlmq6288bdjvt, 7sedwtw16nm2tr4496xu6qvop, cgtz4fa0mz9poi4ju8bjtbwiy, 6c09pz2awc8uk97ih38dp6609, dvxwdpad8a1iatnwcpqvy3m5l, awicgdcslcljo1mbmvochqlwq, 3vwbsaoy8f2vc4kkad4ipv3kl, 82fjdh9q4378gd1g9l1bimrx1, db6kkpr65v0zlrlx1cr5almcq, 1zokl2zp7gtwlmj37kps6lnmx, 9788pzgd21d94wye06ryneoyd, cv81v16ec9r5xpjo08i518c7p, 1c0ymbcylpp4ty7n34inspffu, cpf5wp34pu80qzvcwakjhh905, 2yhdyd4augjx1m56z4itgdrvu, 3e7svf1sj8ec14we8d8zm273e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443564813,2,32,1,0,0,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2022-08-07T19:30:36.439Z,2022-08-07T19:30:38Z,3692790191,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443564807,2,32,1,0,0,co1i764h6b02husae71w6scs8,1,0,0,2022-08-07T19:30:36.439Z,2022-08-09T20:22:15Z,3692790163,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443564867,3,1,1,0,0,3b4nxgvmwzstmoq6borytkwx1,1,50,50,2022-08-07T19:30:36.498Z,2022-08-10T08:47:33Z,3692790445,140,37.2,3692790453,279,S,3692790451,213,2.4,3692790443,56,Back,3696688627,178,,3692790447,141,67.2,3692790449,212,17.8,,,,47wasen155qbiu6pmyp3dowr9,S. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443564883,4,1,1,0,2,3b4nxgvmwzstmoq6borytkwx1,0,36.4,66.3,2022-08-07T19:30:38.555Z,2022-08-10T08:47:36Z,3692790535,212,47.3,3692790531,140,74.6,3692790533,141,29.3,3692790527,155,,3692790529,56,Center,3696688643,178,,3692790537,213,5.7,3692790539,1,,ap2l08x0nj8xqvvrfp796rmj9,Filipe Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443564919,3,1,1,0,4,co1i764h6b02husae71w6scs8,0,29.3,70.8,2022-08-07T19:30:41.140Z,2022-08-10T08:47:40Z,3692790691,56,Back,3692790693,140,48.5,3692790695,141,71.2,3696688675,388,,3692790699,213,0.0,3692790697,212,20.2,3692790689,3,,,,,cgtz4fa0mz9poi4ju8bjtbwiy,Filipe Relvas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443564901,5,43,1,0,6,3b4nxgvmwzstmoq6borytkwx1,1,0,0,2022-08-07T19:30:42.721Z,2022-08-07T19:30:46Z,3692790631,56,Center,3692790765,144,56,,,,,,,,,,,,,,,,,,,ap2l08x0nj8xqvvrfp796rmj9,Filipe Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443564959,6,1,1,0,8,3b4nxgvmwzstmoq6borytkwx1,1,51.8,22,2022-08-07T19:30:44.711Z,2022-08-10T08:47:43Z,3692790949,140,41.6,3692790947,56,Back,3692790951,141,4.3,3692790953,212,16.1,3692790955,213,4.0,3696688703,178,,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443564967,7,1,1,0,10,3b4nxgvmwzstmoq6borytkwx1,0,41.6,4.3,2022-08-07T19:30:46.556Z,2022-08-10T08:47:46Z,3692790995,56,Back,3692791043,286,,3692791039,233,4,3692791037,236,,3696688735,178,,3692790997,140,43.0,3692790999,141,3.5,3692791001,212,1.6,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,3692791003,213,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443564953,4,74,1,0,10,co1i764h6b02husae71w6scs8,1,56,97.2,2022-08-07T19:30:46.629Z,2022-08-10T08:47:49Z,3692791059,233,7,3692790903,56,Left,3696688751,178,,3692790905,285,,,,,,,,,,,,,,82fjdh9q4378gd1g9l1bimrx1,Welinton Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443564963,5,5,1,0,11,co1i764h6b02husae71w6scs8,0,49.2,101,2022-08-07T19:30:47.607Z,2022-08-10T08:47:53Z,3692790975,56,Back,3692797007,233,8,3692790977,347,,,,,,,,,,,,,,,,,82fjdh9q4378gd1g9l1bimrx1,Welinton Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443565045,8,5,1,0,11,3b4nxgvmwzstmoq6borytkwx1,1,50.8,-1,2022-08-07T19:30:47.607Z,2022-08-10T08:47:53Z,3692796981,233,5,3692791411,56,Right,3692791413,347,,,,,,,,,,,,,,,,,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443565171,9,1,1,0,26,3b4nxgvmwzstmoq6borytkwx1,1,58,0,2022-08-07T19:31:02.718Z,2022-08-10T08:47:56Z,3692792017,141,6.2,3692792019,212,5.6,3692792015,140,55.8,3692792021,213,2.0,3692792011,107,,3692792013,56,Right,,,,,,,4a4kjygjq5el2ylh7k660lul0,Pedro Malheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
