id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/17/value
2499048719,857,3,1,0,16,dich5v7sw466smbqap0d9rbyj,0,67.9,8.9,2023-01-20T19:01:08.467Z,2023-02-08T00:58:15Z,4019475633,178,,3986745685,467,3q1nhus52rnkt6nwvqmpb1ct0,3986745683,465,,3986745681,286,,3986745679,56,Right,,,,,,,,,,c0pat4dqmsc4teand5ampsdlh,Arsénio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906277,7,4,1,0,16,dich5v7sw466smbqap0d9rbyj,1,67.6,10,2023-01-20T19:01:08.615Z,2023-02-08T00:58:22Z,3986008051,286,,3986008043,13,,3986008233,233,5,3986008047,152,,3986008045,56,Right,3986008049,265,,,,,,,,c0pat4dqmsc4teand5ampsdlh,Arsénio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906305,5,4,1,0,16,co1i764h6b02husae71w6scs8,0,32.4,90,2023-01-20T19:01:08.616Z,2023-02-08T00:58:21Z,3986008193,56,Back,3986008191,13,,4019475649,178,,3986008257,233,7,3986008199,285,,3986008195,152,,3986008197,265,,,,,3q1nhus52rnkt6nwvqmpb1ct0,Klismahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906583,8,1,1,0,57,dich5v7sw466smbqap0d9rbyj,0,70.9,4.7,2023-01-20T19:01:49.515Z,2023-02-08T00:58:27Z,4019475681,178,,3986731761,223,,3986009857,140,85.6,3986009849,5,,3986009863,213,1.0,3986009853,152,,3986731763,72,,3986009861,212,29.4,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,3986009859,141,41.5,3986009847,2,3986009855,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906595,6,12,1,0,58,co1i764h6b02husae71w6scs8,1,11.6,58.7,2023-01-20T19:01:50.805Z,2023-02-08T00:58:41Z,3986009935,141,84.4,4019475717,178,,3986009939,213,0.9,3986009937,212,21.9,3986009933,140,24.2,3986009931,56,Back,,,,,,,7apd6saozsmkhkm7ew06a5a6t,B. Róchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906615,8,49,1,1,0,co1i764h6b02husae71w6scs8,1,25.6,86.2,2023-01-20T19:01:52.714Z,2023-02-08T00:58:46Z,,,,,,,,,,,,,,,,,,,,,,,,,3q1nhus52rnkt6nwvqmpb1ct0,Klismahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906601,7,43,1,1,2,co1i764h6b02husae71w6scs8,1,0,0,2023-01-20T19:01:54.056Z,2023-01-20T19:01:59Z,3986010217,144,8,3986009957,56,Back,,,,,,,,,,,,,,,,,,,3q1nhus52rnkt6nwvqmpb1ct0,Klismahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906633,9,1,1,1,2,co1i764h6b02husae71w6scs8,0,25,88.7,2023-01-20T19:01:54.685Z,2023-02-08T00:58:54Z,3986010125,141,38.6,4019475777,178,,3986010129,213,5.6,3986010119,155,,3986010127,212,52.1,3986010123,140,62.5,3986010121,56,Center,3986010131,1,,3q1nhus52rnkt6nwvqmpb1ct0,Klismahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906673,9,1,1,1,5,dich5v7sw466smbqap0d9rbyj,1,38.1,60.8,2023-01-20T19:01:57.777Z,2023-02-08T00:59:00Z,4019475809,388,,3986010323,213,3.0,3986010321,212,28.3,3986010317,140,11.5,3986010319,141,67.2,3986010315,56,Back,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906679,10,49,1,1,9,dich5v7sw466smbqap0d9rbyj,1,11.5,67.3,2023-01-20T19:02:01.314Z,2023-02-08T00:59:07Z,,,,,,,,,,,,,,,,,,,,,,,,,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906725,11,1,1,1,11,dich5v7sw466smbqap0d9rbyj,1,11.5,67.3,2023-01-20T19:02:02.895Z,2023-02-08T00:59:11Z,3986010573,140,27.8,3986010571,56,Back,3986010575,141,96.0,3986010579,213,0.9,3986010577,212,26.0,4019475853,178,,,,,,,,25n2vrjnz5qsm5pigyn3ps8vd,I. De Arruabarrena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906763,12,1,1,1,15,dich5v7sw466smbqap0d9rbyj,1,29.1,93.9,2023-01-20T19:02:07.542Z,2023-02-08T00:59:14Z,3986010797,213,4.2,3986010795,212,11.4,3986010789,56,Back,3986010791,140,23.7,4019475865,178,,3986010793,141,79.3,,,,,,,dh3ddfghtgeb2iu2608y96i5m,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906781,13,1,1,1,18,dich5v7sw466smbqap0d9rbyj,1,24.1,79.3,2023-01-20T19:02:10.100Z,2023-02-08T00:59:18Z,3986010917,212,43.4,3986010915,141,16.5,3986010919,213,4.9,3986010909,196,,3986010921,1,,3986010913,140,31.4,3986010911,56,Back,4019475881,178,,ds66cc3zwxbyl5zfzag5422g9,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906791,14,1,1,1,22,dich5v7sw466smbqap0d9rbyj,1,31.6,15.8,2023-01-20T19:02:14.356Z,2023-02-08T00:59:23Z,3986010995,141,3.7,3986010999,213,5.9,3986010997,212,23.8,3986010991,56,Right,3986010993,140,52.9,4019475903,178,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906801,15,1,1,1,24,dich5v7sw466smbqap0d9rbyj,0,52.9,3.2,2023-01-20T19:02:16.792Z,2023-02-08T00:59:26Z,3986011021,56,Right,3986011033,213,6.2,3986011031,212,5.8,3986011039,233,10,3986011029,141,2.8,4019475915,178,,3986011025,140,58.4,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906797,10,8,1,1,25,co1i764h6b02husae71w6scs8,1,43.7,93.2,2023-01-20T19:02:16.961Z,2023-02-08T00:59:32Z,3986011005,56,Back,4019475923,178,,3986731881,385,,,,,,,,,,,,,,,,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906805,11,5,1,1,27,co1i764h6b02husae71w6scs8,0,44,100.8,2023-01-20T19:02:18.929Z,2023-02-08T00:59:39Z,3986011061,347,,3986011149,233,16,3986011059,56,Back,,,,,,,,,,,,,,,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906819,16,5,1,1,27,dich5v7sw466smbqap0d9rbyj,1,56,-0.8,2023-01-20T19:02:18.929Z,2023-02-08T00:59:39Z,3986011141,233,11,3986011121,56,Right,3986011123,347,,,,,,,,,,,,,,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906921,17,1,1,1,36,dich5v7sw466smbqap0d9rbyj,1,66.4,0,2023-01-20T19:02:28.599Z,2023-02-08T00:59:44Z,3986011715,140,82.7,3986011719,212,17.7,3986011717,141,4.7,3986011713,56,Right,3986011721,213,0.2,3986011711,107,,,,,,,,djb8j3hb7mnnghg9jmd15w0r9,Tiago Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906943,18,1,1,1,40,dich5v7sw466smbqap0d9rbyj,1,75.9,7.7,2023-01-20T19:02:32.030Z,2023-02-08T00:59:53Z,4019475997,178,,3986011865,213,2.9,3986011859,140,69.2,3986011863,212,7.2,3986011861,141,10.1,3986011857,56,Right,,,,,,,bzt6oj1d4d2x3qez55hlvzpwp,Oday Dabbagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906945,19,50,1,1,42,dich5v7sw466smbqap0d9rbyj,1,66.9,22.9,2023-01-20T19:02:34.289Z,2023-02-08T01:04:17Z,3986011871,286,,3986011869,56,Center,3986012267,233,12,,,,,,,,,,,,,,,,c0pat4dqmsc4teand5ampsdlh,Arsénio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907011,12,7,1,1,42,co1i764h6b02husae71w6scs8,0,33.1,77.1,2023-01-20T19:02:34.669Z,2023-02-08T01:04:11Z,4019476059,178,,3986012217,285,,3986731935,385,,3986012229,233,19,3986012215,56,Back,,,,,,,,,,3q1nhus52rnkt6nwvqmpb1ct0,Klismahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499045877,850,61,1,1,42,dich5v7sw466smbqap0d9rbyj,1,68.5,12.1,2023-01-20T19:02:34.803Z,2023-02-08T01:04:07Z,4019476113,178,,3986731947,56,Right,,,,,,,,,,,,,,,,,,,c0pat4dqmsc4teand5ampsdlh,Arsénio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498929069,393,1,1,1,43,co1i764h6b02husae71w6scs8,1,34.7,82.1,2023-01-20T19:02:35.171Z,2023-02-08T01:03:30Z,3986134039,140,35.4,3986134037,56,Back,3986134045,213,4.9,3986134043,212,4.8,3986134041,141,75.1,4019476559,178,,,,,,,,3q1nhus52rnkt6nwvqmpb1ct0,Klismahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907013,13,61,1,1,43,co1i764h6b02husae71w6scs8,0,34.6,64.6,2023-01-20T19:02:35.636Z,2023-02-08T01:04:25Z,4019476751,178,,3986012219,56,Back,,,,,,,,,,,,,,,,,,,dvxwdpad8a1iatnwcpqvy3m5l,Paulo Estrela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505305119,935,67,1,1,44,dich5v7sw466smbqap0d9rbyj,1,71.8,13.1,2023-01-20T19:02:36.262Z,2023-02-08T02:42:37Z,4019490105,233,855,,,,,,,,,,,,,,,,,,,,,,bzt6oj1d4d2x3qez55hlvzpwp,Oday Dabbagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505305117,855,67,1,1,44,co1i764h6b02husae71w6scs8,0,28.2,86.9,2023-01-20T19:02:36.263Z,2023-02-08T01:33:42Z,4019490109,233,935,,,,,,,,,,,,,,,,,,,,,,dvxwdpad8a1iatnwcpqvy3m5l,Paulo Estrela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498906995,20,1,1,1,44,dich5v7sw466smbqap0d9rbyj,1,72.3,13.1,2023-01-20T19:02:36.277Z,2023-02-08T02:42:38Z,3986012121,213,2.5,3986012113,56,Right,3986012117,141,16.5,3986012115,140,69.5,4019476863,178,,3986012119,212,3.7,,,,,,,bzt6oj1d4d2x3qez55hlvzpwp,Oday Dabbagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499045879,851,49,1,1,45,dich5v7sw466smbqap0d9rbyj,1,66.7,23.1,2023-01-20T19:02:37.357Z,2023-02-08T01:04:56Z,,,,,,,,,,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907003,21,1,1,1,45,dich5v7sw466smbqap0d9rbyj,0,69.5,16.5,2023-01-20T19:02:37.407Z,2023-02-08T01:05:00Z,3986012169,141,0.0,3986012165,56,Right,3986012167,140,75.9,4019476901,178,,3986012171,212,14.3,3986012173,213,5.2,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907057,14,5,1,1,47,co1i764h6b02husae71w6scs8,1,27.8,101.4,2023-01-20T19:02:38.983Z,2023-02-08T01:05:03Z,3986012419,56,Back,3986012457,233,22,3986012421,347,,,,,,,,,,,,,,,,,dvxwdpad8a1iatnwcpqvy3m5l,Paulo Estrela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907007,22,5,1,1,47,dich5v7sw466smbqap0d9rbyj,0,72.2,-1.4,2023-01-20T19:02:38.983Z,2023-02-08T01:05:04Z,3986012487,233,14,3986012195,56,Right,3986012197,347,,,,,,,,,,,,,,,,,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907109,15,1,1,1,56,co1i764h6b02husae71w6scs8,1,31.5,100,2023-01-20T19:02:48.714Z,2023-02-08T01:05:07Z,3986012731,141,85.3,3986012733,212,11.4,3986012735,213,5.1,3986012727,56,Back,3986012725,107,,3986012729,140,35.7,,,,,,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907119,16,1,1,1,57,co1i764h6b02husae71w6scs8,1,35.7,85.3,2023-01-20T19:02:49.732Z,2023-02-08T01:05:12Z,3986012811,213,2.2,3986012805,140,31.2,3986012809,212,8.3,4019476943,178,,3986012807,141,95.4,3986012803,56,Back,,,,,,,dvxwdpad8a1iatnwcpqvy3m5l,Paulo Estrela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907129,17,1,1,1,58,co1i764h6b02husae71w6scs8,0,31.2,96.6,2023-01-20T19:02:50.692Z,2023-02-08T01:05:15Z,3986012869,155,,3986012877,212,18.3,3986012875,141,73.8,3986012879,213,5.3,3986012873,140,40.4,3986012871,56,Back,4019476955,178,,,,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907145,23,49,1,2,0,dich5v7sw466smbqap0d9rbyj,1,63.4,27.9,2023-01-20T19:02:52.424Z,2023-02-08T01:05:22Z,,,,,,,,,,,,,,,,,,,,,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907197,24,1,1,2,2,dich5v7sw466smbqap0d9rbyj,1,64.4,31,2023-01-20T19:02:54.151Z,2023-02-08T01:05:33Z,3986013581,210,15,3986013207,140,69.5,3986013209,141,37.0,3986013205,56,Center,3986013213,213,0.7,3986013211,212,6.7,4019476987,178,,,,,9l70xwbhc0xr57iifzyxzot7t,M. Sylla,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907207,25,15,1,2,4,dich5v7sw466smbqap0d9rbyj,1,71.8,49.3,2023-01-20T19:02:56.500Z,2023-02-08T01:05:34Z,3986013263,22,,3986013589,55,24,3986013585,79,,4019477011,178,,3986013265,18,,3986013599,328,,3986013595,103,22.2,3986013593,102,48.8,3w3z6g8x70ii3pltaxyxbycwl,A. Ruiz,3986013601,146,98.2,3986013597,215,3986013637,233,18,,3986013603,147,49.3,3986013335,72,3986013587,29,3986013267,56,Center,,,,,,,,,,,,,,,,,,,
2498907223,18,10,1,2,5,co1i764h6b02husae71w6scs8,1,3.7,51,2023-01-20T19:02:57.554Z,2023-02-08T01:05:57Z,3986013363,178,,3986013361,173,,3986013449,233,25,3986013367,56,Back,3986013365,182,,3986732093,378,,,,,,,,cpf5wp34pu80qzvcwakjhh905,K. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907233,19,52,1,2,6,co1i764h6b02husae71w6scs8,1,3.7,51,2023-01-20T19:02:58.433Z,2023-02-08T01:06:03Z,3986732105,377,,4019477165,178,,,,,,,,,,,,,,,,,,,,cpf5wp34pu80qzvcwakjhh905,K. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907271,20,1,1,2,12,co1i764h6b02husae71w6scs8,1,8.2,50.4,2023-01-20T19:03:03.840Z,2023-02-08T01:06:13Z,3986013653,212,30.7,3986013655,213,1.1,3986013647,56,Back,4019477217,178,,3986013673,287,,3986013651,141,90.3,3986013645,123,,3986013649,140,21.9,cpf5wp34pu80qzvcwakjhh905,K. Nakamura,3986013863,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907347,21,1,1,2,21,co1i764h6b02husae71w6scs8,1,25.6,88.7,2023-01-20T19:03:13.333Z,2023-02-08T01:06:22Z,3986014129,213,4.1,3986014125,141,69.6,3986014127,212,16.2,3986014147,189,,4019477279,178,,3986014123,140,16.3,3986014121,56,Back,,,,f29gq7ixyjd9m22yhmb7c7oq1,M. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907363,22,1,1,2,21,co1i764h6b02husae71w6scs8,1,15.9,69,2023-01-20T19:03:13.534Z,2023-02-08T01:06:31Z,3986014203,140,19.4,3986014201,56,Back,4019477317,178,,3986014205,141,36.1,3986014209,213,4.9,3986014207,212,22.7,,,,,,,cgtz4fa0mz9poi4ju8bjtbwiy,Filipe Relvas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907369,23,1,1,2,24,co1i764h6b02husae71w6scs8,1,19.4,36.1,2023-01-20T19:03:16.625Z,2023-02-08T01:06:36Z,3986014237,56,Back,3986014239,140,25.3,3986014245,213,6.0,3986014243,212,6.5,3986014241,141,33.0,4019477333,178,,,,,,,,10va1tucy0kb83wllaudp7e95,Pedrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907383,24,1,1,2,25,co1i764h6b02husae71w6scs8,1,25.3,33,2023-01-20T19:03:17.565Z,2023-02-08T01:06:39Z,4019477351,178,,3986014331,212,8.4,3986014333,213,2.9,3986014327,140,17.5,3986014329,141,36.0,3986014325,56,Back,,,,,,,52407m29h74ziyt19jty0od7t,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498907409,25,1,1,2,27,co1i764h6b02husae71w6scs8,1,17.5,36,2023-01-20T19:03:19.655Z,2023-02-08T01:06:43Z,3986014451,141,68.7,3986014453,212,22.4,4019477379,178,,3986014447,56,Back,3986014455,213,1.5,3986014449,140,19.9,,,,,,,10va1tucy0kb83wllaudp7e95,Pedrão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
