id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2446766459,1,34,16,0,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2022-08-15T18:34:34.633Z,2022-08-15T20:06:07Z,3709954055,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3709954051,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3709954045,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3710078045,197,12635,3709954053,194,3zkqv88qpc3tm22pex5qfillh,3709954049,130,8,3709954043,30,"921pmr49x4ijt9tnww0d2sixh, 3zndvhinobvclra6m0y47drrp, 3zkqv88qpc3tm22pex5qfillh, 8dyozmfhm4x9hwqqpa6hcri6t, fwnnz9wriid0xznpbpdy82s4, 4qo7eu3xwhkpssbuyk4n70fe1, 8kns1kywrlakjwll1cxs19r3e, egf4oc47whxf2hmrjjddvtxbd, dtkxyjne2wd3rtsg74i9lc6qc, 78ug8x7pkjt88u5dx151v32z9, 2grwfg8j3gpdthz5n5dn6wb56, 3g3dypdszvxq1tntx0l1lu2qy, atcgj9k5ghx0ekwyky31l4pud, 3yenbonc310rzql4ey73v7bsa, 93ri0h7kjcng9e2v5yktcw5xw, 6hhxcbz0w98s2ucyjq4v3o9p0, 2m69fipbiuwtg7sfvmx99lw16, a71vugy7m06i8dcllmolni85x, 7pordwinyzf3wxn2jlu62yndh, b2es3ltkniikyqf864vblnaj8",3709954047,59,"1, 15, 5, 26, 3, 4, 7, 6, 13, 10, 16, 8, 9, 19, 12, 20, 24, 29, 32, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446768403,1,34,16,0,0,co1i764h6b02husae71w6scs8,1,0,0,2022-08-15T18:39:23.615Z,2022-08-15T19:31:37Z,3709965879,194,3vwbsaoy8f2vc4kkad4ipv3kl,3710079991,197,3749,3709965869,30,"5tlj5yw513al38b6uvzmslfbp, 6gmfcfqd1o54zyepd9587nlqt, f29gq7ixyjd9m22yhmb7c7oq1, 3vwbsaoy8f2vc4kkad4ipv3kl, 7sedwtw16nm2tr4496xu6qvop, cgtz4fa0mz9poi4ju8bjtbwiy, 6c09pz2awc8uk97ih38dp6609, 52407m29h74ziyt19jty0od7t, awicgdcslcljo1mbmvochqlwq, dvxwdpad8a1iatnwcpqvy3m5l, 82fjdh9q4378gd1g9l1bimrx1, db6kkpr65v0zlrlx1cr5almcq, 9lwpckbeu2ymqlmq6288bdjvt, 9788pzgd21d94wye06ryneoyd, 5j9k3rz7a8z7zx91hxetr6v6y, 1c0ymbcylpp4ty7n34inspffu, 3vth7chxafg6828kg2xseimwa, cpf5wp34pu80qzvcwakjhh905, 1zokl2zp7gtwlmj37kps6lnmx, 3e7svf1sj8ec14we8d8zm273e",3709965877,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3709965871,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3709965881,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3709965873,59,"94, 18, 14, 21, 4, 22, 11, 24, 99, 38, 93, 3, 6, 8, 17, 20, 10, 32, 70, 85",3709965875,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446789001,2,32,1,0,0,co1i764h6b02husae71w6scs8,1,0,0,2022-08-15T19:32:24.622Z,2022-08-15T19:32:24Z,3710081359,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446789015,2,32,1,0,0,491xixnlsp75o7cr3w2gc1o0z,1,0,0,2022-08-15T19:32:24.622Z,2022-08-17T23:24:59Z,3710081419,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446789039,3,1,1,0,0,co1i764h6b02husae71w6scs8,1,50.1,49.7,2022-08-15T19:32:24.718Z,2022-08-18T08:04:41Z,3710081521,279,S,3714431545,178,,3710081511,56,Back,3710081515,141,49.3,3710081519,213,3.2,3710081517,212,22.7,3710081513,140,28.5,,,,awicgdcslcljo1mbmvochqlwq,Yago Cariello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446789051,4,1,1,0,1,co1i764h6b02husae71w6scs8,1,29.3,53.6,2022-08-15T19:32:26.620Z,2022-08-18T08:04:53Z,3710081569,140,22.9,3710081573,141,40.3,3710081577,213,4.1,3714431713,178,,3710081575,212,11.3,3710081565,56,Back,,,,,,,3vwbsaoy8f2vc4kkad4ipv3kl,Pedro Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446789079,5,1,1,0,4,co1i764h6b02husae71w6scs8,1,22.9,40.3,2022-08-15T19:32:29.292Z,2022-08-18T08:04:59Z,3710081681,212,23.4,3714431821,178,,3710081677,140,23.0,3710081679,141,74.7,3710081675,56,Back,3710081683,213,1.6,,,,,,,7sedwtw16nm2tr4496xu6qvop,Willyan Rocha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446789095,6,1,1,0,8,co1i764h6b02husae71w6scs8,1,23,71.2,2022-08-15T19:32:33.195Z,2022-08-18T08:05:03Z,3710081769,212,24.9,3710081767,141,34.6,3714431881,178,,3710081765,140,22.1,3710081771,213,4.7,3710081759,56,Back,,,,,,,cgtz4fa0mz9poi4ju8bjtbwiy,Filipe Relvas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446789139,7,1,1,0,11,co1i764h6b02husae71w6scs8,1,22.8,32.7,2022-08-15T19:32:36.246Z,2022-08-18T08:05:08Z,3710081991,56,Right,3710081995,141,9.1,3714431941,178,,3710081997,212,48.6,3710081993,140,66.5,3710082001,1,,3710081999,213,5.9,3710081989,155,,7sedwtw16nm2tr4496xu6qvop,Willyan Rocha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446789143,8,44,1,0,14,co1i764h6b02husae71w6scs8,1,67.3,10.6,2022-08-15T19:32:38.795Z,2022-08-18T13:08:45Z,3710082013,286,,3710082011,56,Right,3710082031,233,3,,,,,,,,,,,,,,,,6gmfcfqd1o54zyepd9587nlqt,F. Moufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
