id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/14/value,assist,qualifier/12/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value,qualifier/17/value,qualifier/19/value,qualifier/20/value
2502961767,8,1,1,0,9,26t6lvlpql4w5wu1ih73qpy36,0,69.2,12,2023-02-01T21:17:08.506Z,2023-02-04T12:48:20Z,4007247337,213,0.9,4007247333,141,26.8,4007247331,140,76.2,4010772519,178,,4007247329,56,Center,4007247335,212,12.5,,,,,,,1wtikted5kmtz3bpu17enlvc9,Víctor Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502961777,4,49,1,0,10,7catg5lpivcmpf4xhggh6d8rk,1,24.5,72.7,2023-02-01T21:17:09.551Z,2023-02-04T12:48:24Z,,,,,,,,,,,,,,,,,,,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502961791,5,1,1,0,10,7catg5lpivcmpf4xhggh6d8rk,1,24.5,72.7,2023-02-01T21:17:09.680Z,2023-02-04T12:48:27Z,4007247429,140,27.4,4007247435,213,1.3,4007247433,212,12.3,4010773055,178,,4007247427,56,Back,4007247431,141,90.2,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502961793,6,1,1,0,12,7catg5lpivcmpf4xhggh6d8rk,0,27.4,90.2,2023-02-01T21:17:10.956Z,2023-02-04T12:48:30Z,4007247545,236,,4007247449,212,2.7,4007247445,140,29.8,4010773247,178,,4007247551,286,,4007247451,213,5.9,4007247443,56,Back,4007247447,141,88.6,a9ozu4hjaylfr4299ceryskid,Nuno Santos,4007247547,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502961809,9,74,1,0,12,26t6lvlpql4w5wu1ih73qpy36,1,72.2,11.4,2023-02-01T21:17:11.152Z,2023-02-04T12:48:44Z,4010774347,178,,4007247521,56,Right,4007247577,233,6,4007247523,285,,,,,,,,,,,,,,1wtikted5kmtz3bpu17enlvc9,Víctor Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502961829,7,1,1,0,14,7catg5lpivcmpf4xhggh6d8rk,1,23.6,83.9,2023-02-01T21:17:12.978Z,2023-02-04T12:48:47Z,4007247695,212,12.8,4007247693,141,80.8,4007247697,213,3.3,4007247691,140,11.6,4010774705,178,,4007247689,56,Back,,,,,,,a9ozu4hjaylfr4299ceryskid,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502961851,8,1,1,0,15,7catg5lpivcmpf4xhggh6d8rk,1,11.6,80.8,2023-02-01T21:17:14.583Z,2023-02-04T12:48:49Z,4007247797,141,57.5,4007247793,56,Back,4007247803,213,4.2,4007247795,140,3.9,4007247799,212,17.8,4010774889,178,,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502961889,9,1,1,0,17,7catg5lpivcmpf4xhggh6d8rk,0,3.9,57.5,2023-02-01T21:17:16.158Z,2023-02-04T12:48:54Z,4007248001,157,,4007248025,141,69.4,4010775205,178,,4007248039,1,,4007248011,56,Back,4007248017,140,37.2,4007248031,212,35.9,4007248037,213,0.2,342kh2ue733edf9q7s0a2edat,Adán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502961933,10,1,1,0,21,26t6lvlpql4w5wu1ih73qpy36,1,60.8,30.4,2023-02-01T21:17:19.930Z,2023-02-04T12:48:57Z,4007248237,141,38.9,4007248233,140,73.8,4010775459,388,,4007248243,213,0.4,4007248241,212,14.8,4007248229,56,Center,4007248225,3,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502961955,11,49,1,0,22,26t6lvlpql4w5wu1ih73qpy36,1,73.8,38.9,2023-02-01T21:17:21.184Z,2023-02-04T12:49:01Z,,,,,,,,,,,,,,,,,,,,,,,,,43xutn1unln5o3gwx3cl4lo0l,S. Banza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502961987,12,1,1,0,23,26t6lvlpql4w5wu1ih73qpy36,1,73.8,38.9,2023-02-01T21:17:22.284Z,2023-02-04T12:49:04Z,4007248479,141,7.7,4007248483,213,5.3,4007248473,56,Right,4007248477,140,86.4,4010776027,178,,4009104529,155,,4007248481,212,25.0,,,,43xutn1unln5o3gwx3cl4lo0l,S. Banza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502961995,13,1,1,0,26,26t6lvlpql4w5wu1ih73qpy36,0,89,1.3,2023-02-01T21:17:25.131Z,2023-02-04T12:49:08Z,4007248525,213,2.6,4007248519,140,84.0,4010776301,178,,4007248521,141,6.0,4007248523,212,6.1,4007248517,56,Right,,,,,,,5kcytruttikppbpkeg9rhd4gl,Iuri Medeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502961997,10,49,1,0,26,7catg5lpivcmpf4xhggh6d8rk,1,16,96,2023-02-01T21:17:25.626Z,2023-02-04T12:49:11Z,,,,,,,,,,,,,,,,,,,,,,,,,a9ozu4hjaylfr4299ceryskid,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962031,11,1,1,0,27,7catg5lpivcmpf4xhggh6d8rk,1,16,96,2023-02-01T21:17:26.565Z,2023-02-04T12:49:16Z,4010776853,178,,4007248663,212,8.2,4007248659,140,16.3,4007248665,213,4.8,4007248657,56,Back,4007248661,141,83.9,,,,,,,a9ozu4hjaylfr4299ceryskid,Nuno Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962045,12,1,1,0,31,7catg5lpivcmpf4xhggh6d8rk,0,26.2,77.8,2023-02-01T21:17:30.343Z,2023-02-04T12:49:18Z,4007248755,140,63.2,4007248763,1,,4007248761,213,0.1,4007248759,212,39.0,4010777015,178,,4007248751,155,,4007248753,56,Left,4007248757,141,82.3,d9i8y5vlymc2yggwxrax8wcbu,H. Morita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962067,14,1,1,0,33,26t6lvlpql4w5wu1ih73qpy36,1,33.1,20.3,2023-02-01T21:17:32.564Z,2023-02-04T12:49:23Z,4010777399,178,,4007248875,141,4.6,4007248869,3,,4007248879,213,5.2,4007248871,56,Back,4007248877,212,12.3,4007248873,140,38.9,,,,51rs6ozeux61yyjfk9ci86311,Paulo Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962073,15,49,1,0,35,26t6lvlpql4w5wu1ih73qpy36,1,38.9,4.6,2023-02-01T21:17:34.552Z,2023-02-04T12:49:29Z,,,,,,,,,,,,,,,,,,,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962103,16,1,1,0,35,26t6lvlpql4w5wu1ih73qpy36,1,38.9,5,2023-02-01T21:17:34.594Z,2023-02-04T12:49:38Z,4007249081,141,32.2,4007249087,1,,4007249077,56,Center,4007249083,212,37.4,4007249085,213,0.5,4007249075,157,,4007249079,140,69.9,4010778475,178,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962131,17,1,1,0,39,26t6lvlpql4w5wu1ih73qpy36,1,67.4,18.4,2023-02-01T21:17:38.036Z,2023-02-04T12:49:44Z,4007249235,212,12.5,4010778777,178,,4007249233,141,5.0,4007249227,56,Right,4007249237,213,5.5,4007249231,140,75.6,,,,,,,43xutn1unln5o3gwx3cl4lo0l,S. Banza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962161,18,1,1,0,42,26t6lvlpql4w5wu1ih73qpy36,1,70.9,9.3,2023-02-01T21:17:41.015Z,2023-02-04T12:49:49Z,4007249389,155,,4010779261,178,,4007249393,140,68.9,4007249397,212,20.6,4007249391,56,Center,4007249399,213,1.7,4007249395,141,39.4,,,,5kcytruttikppbpkeg9rhd4gl,Iuri Medeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962203,19,1,1,0,45,26t6lvlpql4w5wu1ih73qpy36,1,69.4,44.7,2023-02-01T21:17:44.273Z,2023-02-04T12:49:56Z,4009106551,1,,4007249619,213,1.3,4010779837,178,,4007249615,141,92.1,4007249617,212,33.4,4007249613,140,77.6,4007249611,56,Left,,,,5r7q0eg6pmoq0safxa9tnm5l,U. Račić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962239,20,1,1,0,49,26t6lvlpql4w5wu1ih73qpy36,0,78.9,95,2023-02-01T21:17:48.114Z,2023-02-04T12:49:59Z,4007249797,213,5.2,4009105479,224,,4010780091,178,,4007249789,56,Center,4007249799,1,,4009105481,72,,4009105621,345,,4007249787,155,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,4007249793,141,30.1,4007249791,140,100.0,4007249785,2,4007249795,212,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962231,13,5,1,0,51,7catg5lpivcmpf4xhggh6d8rk,1,-0.6,66.6,2023-02-01T21:17:50.291Z,2023-02-04T12:50:03Z,4007249763,346,,4007249837,233,21,4007249757,56,Back,,,,,,,,,,,,,,,,10k53pv13mw9hzllv70umgzbp,Ricardo Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962241,21,5,1,0,51,26t6lvlpql4w5wu1ih73qpy36,0,100.6,33.4,2023-02-01T21:17:50.291Z,2023-02-04T12:50:02Z,4007249805,346,,4007249847,233,13,4007249803,56,Center,,,,,,,,,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962439,14,1,1,1,8,7catg5lpivcmpf4xhggh6d8rk,1,5.1,50.4,2023-02-01T21:18:07.648Z,2023-02-04T12:50:05Z,4007250933,124,,4007250937,140,4.4,4007250947,237,,4007250943,213,4.7,4007250941,212,12.8,4007250939,141,31.6,4007250935,56,Back,,,,342kh2ue733edf9q7s0a2edat,Adán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962457,15,1,1,1,11,7catg5lpivcmpf4xhggh6d8rk,1,7,26.5,2023-02-01T21:18:09.933Z,2023-02-04T12:50:09Z,4007251077,56,Back,4007251083,212,16.3,4007251081,141,4.1,4010780905,178,,4007251079,140,12.4,4007251085,213,5.1,,,,,,,6hnzgiw8h1itz9l2j3sb6oeeh,J. St. Juste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962505,16,1,1,1,13,7catg5lpivcmpf4xhggh6d8rk,0,12.4,4.4,2023-02-01T21:18:12.437Z,2023-02-04T12:50:14Z,4007251305,140,43.7,4007251311,213,0.1,4007251313,1,,4007251309,212,32.9,4010781223,178,,4007251301,155,,4007251303,56,Back,4007251307,141,7.7,10k53pv13mw9hzllv70umgzbp,Ricardo Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503669957,857,67,1,1,16,26t6lvlpql4w5wu1ih73qpy36,1,57,90.1,2023-02-01T21:18:14.793Z,2023-02-04T15:08:22Z,4010952931,233,1149,,,,,,,,,,,,,,,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503669949,1149,67,1,1,16,7catg5lpivcmpf4xhggh6d8rk,0,43,9.9,2023-02-01T21:18:14.794Z,2023-02-04T13:23:30Z,4010952949,233,857,,,,,,,,,,,,,,,,,,,,,,2m5jzeksbet8ltn3shk2exox6,Youssef Chermiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962499,22,8,1,1,16,26t6lvlpql4w5wu1ih73qpy36,1,56,90.7,2023-02-01T21:18:14.797Z,2023-02-04T15:08:22Z,4010781935,178,,4009106241,383,,4007251281,56,Left,,,,,,,,,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962613,18,61,1,1,16,7catg5lpivcmpf4xhggh6d8rk,1,42.9,12.6,2023-02-01T21:18:14.808Z,2023-02-04T13:23:41Z,4010782529,178,,4007251923,56,Back,,,,,,,,,,,,,,,,,,,2m5jzeksbet8ltn3shk2exox6,Youssef Chermiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962533,17,5,1,1,17,7catg5lpivcmpf4xhggh6d8rk,0,41.2,-1.1,2023-02-01T21:18:16.385Z,2023-02-04T12:50:36Z,4007251495,56,Back,4007251503,233,23,4007251497,347,,,,,,,,,,,,,,,,,10k53pv13mw9hzllv70umgzbp,Ricardo Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962521,23,5,1,1,17,26t6lvlpql4w5wu1ih73qpy36,1,58.8,101.1,2023-02-01T21:18:16.385Z,2023-02-04T12:50:36Z,4007251427,347,,4007251425,56,Left,4007251511,233,17,,,,,,,,,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962701,24,1,1,1,27,26t6lvlpql4w5wu1ih73qpy36,1,57.4,100,2023-02-01T21:18:26.123Z,2023-02-04T12:50:42Z,4007252415,212,15.3,4007252411,140,43.9,4009106443,189,,4007252409,56,Back,4007252413,141,92.3,4007252417,213,3.5,4007254781,107,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962717,25,1,1,1,31,26t6lvlpql4w5wu1ih73qpy36,0,44.4,92.9,2023-02-01T21:18:30.172Z,2023-02-04T12:50:46Z,4010783653,178,,4007252503,140,69.1,4007252507,212,29.4,4007252505,141,72.6,4007252499,56,Center,4007252509,213,5.8,4007252495,155,,,,,2psarhoauswcdof4nb22sw7ah,S. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962743,19,1,1,1,33,7catg5lpivcmpf4xhggh6d8rk,0,26.5,26.2,2023-02-01T21:18:32.321Z,2023-02-04T12:50:50Z,4007252641,213,0.1,4007252635,140,38.5,4007252639,212,12.7,4010783949,388,,4007252631,3,,4007252633,56,Back,4007252637,141,28.5,,,,6hnzgiw8h1itz9l2j3sb6oeeh,J. St. Juste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962761,26,61,1,1,35,26t6lvlpql4w5wu1ih73qpy36,1,61.2,73.5,2023-02-01T21:18:33.766Z,2023-02-04T12:50:55Z,4007252737,56,Center,4010784337,388,,,,,,,,,,,,,,,,,,,,5r7q0eg6pmoq0safxa9tnm5l,U. Račić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962777,27,49,1,1,35,26t6lvlpql4w5wu1ih73qpy36,1,59.5,71.7,2023-02-01T21:18:34.699Z,2023-02-04T12:51:00Z,,,,,,,,,,,,,,,,,,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962815,28,1,1,1,36,26t6lvlpql4w5wu1ih73qpy36,1,59,72.6,2023-02-01T21:18:34.774Z,2023-02-04T12:51:07Z,4007253025,140,31.2,4010785229,178,,4007253029,141,67.0,4007253021,56,Back,4007253033,212,29.4,4007253037,213,3.3,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962869,29,1,1,1,40,26t6lvlpql4w5wu1ih73qpy36,1,34.3,66.5,2023-02-01T21:18:38.913Z,2023-02-04T12:51:19Z,4007253331,213,3.9,4007253321,140,19.3,4007253325,141,43.3,4007253329,212,22.3,4010785971,178,,4007253319,56,Back,,,,,,,51rs6ozeux61yyjfk9ci86311,Paulo Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962909,30,1,1,1,44,26t6lvlpql4w5wu1ih73qpy36,0,19.4,41.9,2023-02-01T21:18:43.003Z,2023-02-04T12:51:22Z,4007253511,56,Center,4010786171,178,,4007253509,155,,4007253513,140,62.1,4007253517,212,45.1,4007253521,1,,4007253515,141,34.4,4007253519,213,6.2,5nlzolv5bg03eiopba58rs251,Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502962907,20,44,1,1,47,7catg5lpivcmpf4xhggh6d8rk,1,37.6,65.6,2023-02-01T21:18:45.903Z,2023-02-04T15:08:23Z,4007253573,233,31,4007253505,285,,4007253503,56,Back,,,,,,,,,,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
