id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/11/value,qualifier/15/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2458975693,110,1,1,9,45,26t6lvlpql4w5wu1ih73qpy36,1,44.8,57.9,2022-09-11T19:39:56.770Z,2022-09-13T12:47:26Z,3774804203,141,90.3,3774804201,140,50.8,3774804207,213,1.3,3774804205,212,22.9,3774804199,56,Left,3777432405,178,,,,,,,,1l93qv71yu7ohs9ida8cx2zqi,Bruno Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458975701,111,61,1,9,46,26t6lvlpql4w5wu1ih73qpy36,0,50.8,90.3,2022-09-11T19:39:58.046Z,2022-09-13T12:47:35Z,3774804241,56,Left,3777432623,178,,,,,,,,,,,,,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459718331,1054,43,1,9,46,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-09-11T19:39:58.107Z,2022-09-14T03:53:35Z,3778738541,144,82,3778738515,178,0,,,,,,,,,,,,,,,,,,,4agmh5fbf826bjrxtg3mw5at,A. Oudrhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458975703,112,5,1,9,48,26t6lvlpql4w5wu1ih73qpy36,0,52.8,101.2,2022-09-11T19:39:59.898Z,2022-09-13T12:47:42Z,3774804247,56,Left,3774804249,347,,3774804849,233,119,,,,,,,,,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458975817,119,5,1,9,48,cgvbluoerzbzcr7aaxge3wkcv,1,47.2,-1.2,2022-09-11T19:39:59.898Z,2022-09-13T12:47:42Z,3774804825,233,112,3774804791,56,Back,3774804793,347,,,,,,,,,,,,,,,,,36bi849x9anyfayunuudgcdbe,Miguel Nóbrega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458975855,120,1,1,9,53,cgvbluoerzbzcr7aaxge3wkcv,1,47,0,2022-09-11T19:40:05.050Z,2022-09-13T12:48:08Z,3774805019,213,2.1,3774805017,212,11.4,3774805009,107,,3774805015,141,12.1,3774805011,56,Back,3774805013,140,41.1,3774817735,189,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458975859,121,61,1,9,56,cgvbluoerzbzcr7aaxge3wkcv,1,41.1,12.5,2022-09-11T19:40:07.499Z,2022-09-13T12:48:31Z,3774817663,189,,3774805053,56,Back,3777434075,178,,,,,,,,,,,,,,,,,4agmh5fbf826bjrxtg3mw5at,A. Oudrhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458975889,113,50,1,9,58,26t6lvlpql4w5wu1ih73qpy36,1,58.6,72.4,2022-09-11T19:40:09.973Z,2022-09-13T12:49:21Z,3774805201,56,Center,3774805203,286,,3774948611,233,122,3774948459,189,,,,,,,,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458975883,122,7,1,9,59,cgvbluoerzbzcr7aaxge3wkcv,1,41.4,27.6,2022-09-11T19:40:10.989Z,2022-09-13T12:49:26Z,3774805181,285,,3774805179,56,Back,3777435869,178,,3774805233,233,113,3775755303,384,,3774948771,189,,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458975905,123,1,1,10,0,cgvbluoerzbzcr7aaxge3wkcv,1,43.7,27.4,2022-09-11T19:40:11.929Z,2022-09-13T12:49:32Z,3774805283,212,12.3,3774805281,141,29.9,3774805279,140,32.1,3774805285,213,3.0,3774805277,56,Back,3777436039,178,,,,,,,,4agmh5fbf826bjrxtg3mw5at,A. Oudrhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458975911,124,1,1,10,1,cgvbluoerzbzcr7aaxge3wkcv,1,31.3,30.2,2022-09-11T19:40:13.218Z,2022-09-13T12:49:40Z,3777436229,178,,3774805327,213,1.0,3774805319,56,Back,3774805325,212,12.8,3774805323,141,45.8,3774805321,140,38.1,,,,,,,803s6ja43m4i9jhl97jd37s2x,R. Pantalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458975947,125,1,1,10,3,cgvbluoerzbzcr7aaxge3wkcv,1,38.1,45.8,2022-09-11T19:40:14.460Z,2022-09-13T12:49:47Z,3777436417,178,,3774805545,56,Back,3774805557,212,28.6,3774805559,213,3.1,3774805549,140,10.9,3774805553,141,48.1,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458975979,126,1,1,10,7,cgvbluoerzbzcr7aaxge3wkcv,1,10.9,48.2,2022-09-11T19:40:18.645Z,2022-09-13T12:49:58Z,3774805715,140,16.6,3774805713,56,Back,3774805721,213,1.1,3774805717,141,67.8,3777436697,178,,3774805719,212,14.6,,,,,,,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458976019,127,1,1,10,10,cgvbluoerzbzcr7aaxge3wkcv,0,21.8,69.2,2022-09-11T19:40:21.446Z,2022-09-13T12:50:04Z,3774805899,56,Back,3777436807,178,,3774805903,140,34.4,3774805907,141,50.7,3774805911,213,5.5,3774805909,212,18.3,,,,,,,36bi849x9anyfayunuudgcdbe,Miguel Nóbrega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458976057,114,49,1,10,11,26t6lvlpql4w5wu1ih73qpy36,1,64.7,47.3,2022-09-11T19:40:23.106Z,2022-09-13T12:50:12Z,,,,,,,,,,,,,,,,,,,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458976147,115,1,1,10,12,26t6lvlpql4w5wu1ih73qpy36,1,64.7,47.3,2022-09-11T19:40:23.999Z,2022-09-13T12:50:18Z,3774806525,56,Right,3777437207,178,,3774806527,140,89.1,3774806529,141,16.6,3774806535,1,,3774806531,212,33.0,3774806533,213,5.6,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458976175,116,1,1,10,19,26t6lvlpql4w5wu1ih73qpy36,1,98.1,31.9,2022-09-11T19:40:30.797Z,2022-09-13T12:50:29Z,3774806675,140,92.8,3774807943,210,15,3775757139,195,,3774806681,213,2.0,3774806673,56,Center,3774807945,154,,3774806677,141,47.8,3777437437,178,,5kcytruttikppbpkeg9rhd4gl,Iuri Medeiros,3774806679,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
2458976177,117,15,1,10,20,26t6lvlpql4w5wu1ih73qpy36,1,92.8,47.8,2022-09-11T19:40:31.527Z,2022-09-13T12:50:29Z,3774806691,17,,3774807959,55,116,3774807957,154,,3774807963,102,51.9,3774808057,233,128,3774807971,146,98.6,3774806689,22,,3777437571,178,,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,3774807965,103,10.1,3774807967,214,3774807969,328,,,3774806851,20,3774929457,138,3774807953,76,,,3774806693,56,Center,3774807973,147,3774807955,29,,,,,,47.5,,,,,,,,
2458976267,128,10,1,10,20,cgvbluoerzbzcr7aaxge3wkcv,1,3.6,50.9,2022-09-11T19:40:31.738Z,2022-09-13T12:50:34Z,3774807135,56,Back,3774807129,179,,3774807127,173,,3775757913,377,,3774807213,233,117,3774808077,182,,,,,,,,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458976197,118,6,1,10,23,26t6lvlpql4w5wu1ih73qpy36,1,94.6,48.4,2022-09-11T19:40:34.412Z,2022-09-13T12:50:45Z,3774806781,73,,3774808333,233,129,3774806779,56,Center,,,,,,,,,,,,,,,,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458976283,129,6,1,10,23,cgvbluoerzbzcr7aaxge3wkcv,0,5.4,51.6,2022-09-11T19:40:34.412Z,2022-09-13T12:50:45Z,3774808355,233,118,3774807241,73,,3774807235,56,Back,,,,,,,,,,,,,,,,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458976545,119,1,1,10,46,26t6lvlpql4w5wu1ih73qpy36,1,99.5,99.5,2022-09-11T19:40:57.427Z,2022-09-13T12:50:55Z,3774808697,213,4.2,3777438043,178,,3774808695,212,12.3,3774808687,6,,3774808693,141,84.0,3774808691,140,93.5,3774808689,56,Left,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458976603,120,1,1,10,48,26t6lvlpql4w5wu1ih73qpy36,1,94.3,78.1,2022-09-11T19:40:59.803Z,2022-09-13T12:51:19Z,3774808975,141,42.7,3774808971,56,Center,3774812159,25,,3774812157,154,,3774808969,155,,3774808967,2,,3775758369,224,,3777438215,178,,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,3774808973,140,92.2,3774808979,213,3774808977,212,24.2,4.6,3774812155,210,3775758371,72,,,,,,,,,,,,,,,,16,,1,,,,,,,
2458976637,122,16,1,10,51,26t6lvlpql4w5wu1ih73qpy36,1,92,41.9,2022-09-11T19:41:02.569Z,2022-09-13T12:51:20Z,3774810029,15,,3777438715,388,,3775759173,396,46.9,3774812211,29,,3774812209,80,,3774812219,102,46.0,3774810039,375,10:50.506,3774809139,17,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,3774812221,103,3.8,3774810035,374,3774812215,55,120,2022-09-11 20:41:01.760,3774812223,230,3774810033,328,3775759171,395,99.3,,3774812213,154,,3774810025,25,3774812225,231,48.4,3774809141,56,,98.8,,,Center,,,,,,
2458976631,121,43,1,10,51,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-09-11T19:41:03.037Z,2022-09-12T07:03:03Z,3775763513,144,44,3774809103,286,0,3774809101,56,Center,,,,,,,,,,,,,,,,8gkc9l566rjg7nifxwsq5vdud,Ali Musrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458976573,130,43,1,10,51,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-09-11T19:41:03.038Z,2022-09-12T07:03:02Z,3774808817,56,Back,3775763465,144,44,3774808819,285,0,3774809195,233,121,,,,,,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458977309,131,1,1,11,48,cgvbluoerzbzcr7aaxge3wkcv,1,49.8,50,2022-09-11T19:41:59.873Z,2022-09-13T12:52:05Z,3774812857,213,3.5,3774812859,279,G,3777439733,178,,3774812851,140,32.1,3774812853,141,40.7,3774812855,212,19.6,3774813641,189,,3774812849,56,Back,433k61rvy0ay7lcsyxd918r8p,A. Yakubu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458977339,132,1,1,11,49,cgvbluoerzbzcr7aaxge3wkcv,0,32.3,40.7,2022-09-11T19:42:00.858Z,2022-09-13T12:52:09Z,3774812997,56,Right,3774813013,212,64.3,3774813009,141,12.8,3774812991,155,,3777439823,178,,3774813017,213,6.0,3774813515,189,,3774813003,140,90.8,75znincjirp1z8bcw9nhztxat,Aderllan Santos,3774813019,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458977335,123,49,1,11,57,26t6lvlpql4w5wu1ih73qpy36,1,7.8,84.5,2022-09-11T19:42:08.519Z,2022-09-13T12:52:20Z,,,,,,,,,,,,,,,,,,,,,,,,,1l93qv71yu7ohs9ida8cx2zqi,Bruno Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458977391,124,1,1,11,58,26t6lvlpql4w5wu1ih73qpy36,1,8.8,87,2022-09-11T19:42:09.398Z,2022-09-13T12:52:27Z,3777440163,178,,3774813247,212,13.0,3774813249,213,0.5,3774813241,56,Back,3774813243,140,19.6,3774813245,141,96.3,,,,,,,1l93qv71yu7ohs9ida8cx2zqi,Bruno Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458977409,125,1,1,11,59,26t6lvlpql4w5wu1ih73qpy36,1,19.6,96.3,2022-09-11T19:42:11.216Z,2022-09-13T12:52:44Z,3774813365,56,Back,3774813371,212,8.9,3774813373,213,0.0,3774813369,141,96.5,3774813367,140,28.1,3777440657,178,,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459718707,1076,43,1,12,0,26t6lvlpql4w5wu1ih73qpy36,1,0,0,2022-09-11T19:42:12.135Z,2022-09-14T03:55:59Z,3778740203,144,82,3778740145,178,0,,,,,,,,,,,,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458977415,126,1,1,12,0,26t6lvlpql4w5wu1ih73qpy36,1,28.1,96.5,2022-09-11T19:42:12.177Z,2022-09-13T12:52:51Z,3774813409,212,4.3,3774813411,213,3.2,3774813407,141,96.3,3777440887,178,,3774813405,140,24.0,3774813403,56,Back,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458977531,127,1,1,12,2,26t6lvlpql4w5wu1ih73qpy36,0,24,96.3,2022-09-11T19:42:13.839Z,2022-09-13T12:52:57Z,3774813995,140,74.2,3774814003,1,,3774814001,213,0.1,3774813991,155,,3774813993,56,Left,3774813999,212,52.8,3777441053,178,,3774813997,141,100.0,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458977537,128,5,1,12,8,26t6lvlpql4w5wu1ih73qpy36,0,75.8,101,2022-09-11T19:42:19.463Z,2022-09-13T12:53:36Z,3774814033,347,,3774814031,56,Left,3774815145,233,133,,,,,,,,,,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458977753,133,5,1,12,8,cgvbluoerzbzcr7aaxge3wkcv,1,24.2,-1,2022-09-11T19:42:19.463Z,2022-09-13T12:53:35Z,3774815119,347,,3774815117,56,Back,3774815137,233,128,,,,,,,,,,,,,,,,75znincjirp1z8bcw9nhztxat,Aderllan Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458977815,134,1,1,12,24,cgvbluoerzbzcr7aaxge3wkcv,1,26.1,0,2022-09-11T19:42:35.981Z,2022-09-13T12:53:40Z,3774815463,212,19.1,3774815455,56,Back,3774815453,107,,3774815467,213,0.3,3774815457,140,43.3,3774815459,141,7.1,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459718815,1058,67,1,12,26,cgvbluoerzbzcr7aaxge3wkcv,1,45.2,6.1,2022-09-11T19:42:38.076Z,2022-09-14T05:44:19Z,3778740633,233,1078,,,,,,,,,,,,,,,,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459718813,1078,67,1,12,26,26t6lvlpql4w5wu1ih73qpy36,0,54.8,93.9,2022-09-11T19:42:38.077Z,2022-09-14T03:56:42Z,3778740637,233,1058,,,,,,,,,,,,,,,,,,,,,,1l93qv71yu7ohs9ida8cx2zqi,Bruno Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458977823,135,61,1,12,26,cgvbluoerzbzcr7aaxge3wkcv,1,44,7.9,2022-09-11T19:42:38.142Z,2022-09-14T05:44:20Z,3777442609,178,,3774815501,56,Back,,,,,,,,,,,,,,,,,,,djqbki8jap3rp8l0izzly9tzo,Fábio Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458977843,136,3,1,12,27,cgvbluoerzbzcr7aaxge3wkcv,0,43.9,11.8,2022-09-11T19:42:39.140Z,2022-09-13T12:55:25Z,3777445159,178,,3775761121,465,,3774815605,56,Back,3774815607,286,,3774815703,233,129,,,,,,,,,,433k61rvy0ay7lcsyxd918r8p,A. Yakubu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458977853,129,7,1,12,27,26t6lvlpql4w5wu1ih73qpy36,1,56.1,88.2,2022-09-11T19:42:39.151Z,2022-09-13T12:55:44Z,3774815657,285,,3774815669,233,136,3777445507,178,,3774815655,56,Left,3775761253,385,,,,,,,,,,,1l93qv71yu7ohs9ida8cx2zqi,Bruno Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458977855,130,49,1,12,30,26t6lvlpql4w5wu1ih73qpy36,1,39.5,66.8,2022-09-11T19:42:42.123Z,2022-09-13T12:56:12Z,,,,,,,,,,,,,,,,,,,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458977881,131,1,1,12,30,26t6lvlpql4w5wu1ih73qpy36,1,39.5,66.8,2022-09-11T19:42:42.160Z,2022-09-13T12:56:20Z,3774815797,140,40.3,3774815799,141,35.6,3774815803,213,4.8,3774815801,212,21.2,3774815795,56,Back,3777446251,178,,,,,,,,8t404ou7dw8vprk9h7jjuqjt,Vítor Tormena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458977939,132,1,1,12,34,26t6lvlpql4w5wu1ih73qpy36,1,41.1,33.4,2022-09-11T19:42:45.954Z,2022-09-13T12:56:27Z,3774816063,141,71.4,3774816061,140,40.2,3777446413,178,,3774816073,213,1.6,3774816069,212,25.9,3774816059,56,Back,,,,,,,dq41kziilg4jki9erxel9d3ze,Fabiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458978017,133,1,1,12,36,26t6lvlpql4w5wu1ih73qpy36,1,39.8,71.7,2022-09-11T19:42:48.140Z,2022-09-13T12:56:36Z,3774816445,141,85.7,3774816443,140,45.9,3774816441,56,Back,3777446607,178,,3774816449,213,1.0,3774816447,212,11.5,,,,,,,1l93qv71yu7ohs9ida8cx2zqi,Bruno Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458978049,134,1,1,12,42,26t6lvlpql4w5wu1ih73qpy36,1,63.5,72.8,2022-09-11T19:42:53.808Z,2022-09-13T12:56:45Z,3777446841,178,,3774816635,56,Center,3774816639,141,46.3,3774816643,213,4.8,3774816641,212,18.1,3774816637,140,64.9,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458978095,135,1,1,12,46,26t6lvlpql4w5wu1ih73qpy36,1,63.6,43.1,2022-09-11T19:42:58.156Z,2022-09-13T12:56:53Z,3774816889,141,66.3,3774816887,140,79.3,3774816893,212,22.8,3777447109,178,,3774816897,213,0.8,3774816885,56,Center,3774816883,155,,,,,5kcytruttikppbpkeg9rhd4gl,Iuri Medeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458978127,137,43,1,12,48,cgvbluoerzbzcr7aaxge3wkcv,1,0,0,2022-09-11T19:42:59.936Z,2022-09-11T19:46:09Z,3774817069,56,Back,3774829487,144,61,,,,,,,,,,,,,,,,,,,4agmh5fbf826bjrxtg3mw5at,A. Oudrhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458979551,167,44,1,12,48,26t6lvlpql4w5wu1ih73qpy36,1,80.4,71.8,2022-09-11T19:43:00.228Z,2022-09-14T05:44:20Z,3774826765,56,Center,3774826813,233,155,3774826767,286,,,,,,,,,,,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458979613,155,44,1,12,48,cgvbluoerzbzcr7aaxge3wkcv,0,19.6,28.2,2022-09-11T19:43:00.229Z,2022-09-13T12:57:02Z,3774824971,285,,3774826857,233,167,3774824969,56,Back,,,,,,,,,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458978109,136,1,1,12,49,26t6lvlpql4w5wu1ih73qpy36,0,79.3,66.3,2022-09-11T19:43:00.348Z,2022-09-14T05:44:20Z,3774816961,140,75.9,3774816965,212,5.0,3774816973,156,,3774816963,141,61.2,3777447561,388,,3774816967,213,3.9,3774816957,3,,3774816959,56,Center,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459148901,854,61,1,12,50,cgvbluoerzbzcr7aaxge3wkcv,0,25.7,37.2,2022-09-11T19:43:01.269Z,2022-09-13T12:57:23Z,3777448189,178,,3775762841,56,Back,,,,,,,,,,,,,,,,,,,4agmh5fbf826bjrxtg3mw5at,A. Oudrhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458978119,137,13,1,12,51,26t6lvlpql4w5wu1ih73qpy36,1,78.8,62.5,2022-09-11T19:43:02.658Z,2022-09-13T12:57:39Z,3774817031,56,Center,3774818217,328,,3774817029,18,,3774818219,458,,3774817027,22,,3774817363,20,,3774818213,215,,3777448695,178,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,3774818221,230,97.5,3774818215,108,3774818209,102,44.0,,3774818211,103,3774818207,81,3774818223,231,50.5,,,,,,,,,,,,,84.7,,,,,,,,,
2458978177,138,5,1,12,53,cgvbluoerzbzcr7aaxge3wkcv,1,-1.2,52.6,2022-09-11T19:43:04.648Z,2022-09-13T12:57:46Z,3774817341,233,138,3774817331,56,Back,3774817333,346,,,,,,,,,,,,,,,,,degqtleco9n5tlt0yz3q5t9ii,Costinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458978145,138,5,1,12,53,26t6lvlpql4w5wu1ih73qpy36,0,101.2,47.4,2022-09-11T19:43:04.648Z,2022-09-13T12:57:46Z,3774817167,56,Center,3774817371,233,138,3774817169,346,,,,,,,,,,,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458978417,139,1,1,13,10,cgvbluoerzbzcr7aaxge3wkcv,0,3.3,48.4,2022-09-11T19:43:21.353Z,2022-09-13T12:58:04Z,3774818683,56,Center,3774818681,124,,3774818685,140,72.5,3774818689,212,72.7,3774818691,213,0.0,3774818693,1,,3774818687,141,53.6,3774818695,74,,ckog922pr9vqy2ry4m7o5ag2d,Jhonatan,3774819065,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458978419,139,61,1,13,13,26t6lvlpql4w5wu1ih73qpy36,1,29.3,42.2,2022-09-11T19:43:24.538Z,2022-09-13T12:58:17Z,3777450033,178,,3774818697,56,Back,3774821363,189,,,,,,,,,,,,,,,,,1l93qv71yu7ohs9ida8cx2zqi,Bruno Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458978435,140,61,1,13,14,cgvbluoerzbzcr7aaxge3wkcv,0,60.1,60.6,2022-09-11T19:43:25.647Z,2022-09-13T12:58:24Z,3777450205,178,,3774818757,56,Center,,,,,,,,,,,,,,,,,,,e6ztipndwfp33c6j7yebsyx91,Guga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458978463,140,1,1,13,15,26t6lvlpql4w5wu1ih73qpy36,1,30.2,37.4,2022-09-11T19:43:27.168Z,2022-09-13T12:58:29Z,3774818937,212,16.4,3774818941,1,,3774818939,213,1.2,3777450385,178,,3774818935,141,60.2,3774818929,157,,3774818933,140,35.2,3774818931,56,Back,dq41kziilg4jki9erxel9d3ze,Fabiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458978471,141,49,1,13,17,26t6lvlpql4w5wu1ih73qpy36,1,35.2,60.2,2022-09-11T19:43:28.378Z,2022-09-13T12:58:43Z,,,,,,,,,,,,,,,,,,,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458978481,142,1,1,13,18,26t6lvlpql4w5wu1ih73qpy36,1,35.2,60.2,2022-09-11T19:43:29.393Z,2022-09-13T12:58:57Z,3774819029,213,1.8,3774819027,212,14.0,3774819025,141,80.3,3777451173,178,,3774819021,56,Back,3774819023,140,32.4,,,,,,,33qmom9yrc1ft1cte9qju1djp,André Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458978491,143,1,1,13,20,26t6lvlpql4w5wu1ih73qpy36,1,32.4,80.3,2022-09-11T19:43:31.391Z,2022-09-13T12:59:08Z,3774819155,213,6.0,3774819153,212,8.1,3774819151,141,76.7,3774819147,56,Back,3774819149,140,39.8,3777451429,178,,,,,,,,c8s3kzk7jpdpp5ctzqkzh9vit,Nuno Sequeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458978501,144,1,1,13,21,26t6lvlpql4w5wu1ih73qpy36,1,39.8,76.7,2022-09-11T19:43:32.431Z,2022-09-13T12:59:24Z,3774819219,141,75.8,3777451947,178,,3774819217,140,32.3,3774819215,56,Back,3774819221,212,7.9,3774819223,213,3.2,,,,,,,5l9ilx0kwbny81lykqksoz9w5,Ricardo Horta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
