id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2529030925,9,1,1,0,20,bwt8yfk8rkcwiwyr0mopd7wqd,1,21.4,81.8,2023-04-05T19:16:22.444Z,2023-04-07T09:11:46Z,4165805983,212,21.6,4165805979,140,9.8,4168804973,178,,4165805981,141,55.5,4165805985,213,4.1,4165805977,56,Back,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529030945,10,1,1,0,23,bwt8yfk8rkcwiwyr0mopd7wqd,1,9.8,55.5,2023-04-05T19:16:24.987Z,2023-04-07T09:11:50Z,4165806125,56,Back,4165806129,141,29.1,4165806131,212,19.4,4165806133,213,5.1,4168805159,178,,4165806127,140,16.7,,,,,,,664x98r3mbynnh19u1cx984q,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529030955,11,1,1,0,26,bwt8yfk8rkcwiwyr0mopd7wqd,1,21.2,27.1,2023-04-05T19:16:28.202Z,2023-04-07T09:11:53Z,4165806201,140,23.0,4165806205,212,15.0,4165806207,213,4.8,4165806199,56,Back,4165806203,141,5.2,4168805373,178,,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529030977,12,1,1,0,28,bwt8yfk8rkcwiwyr0mopd7wqd,1,23,5.2,2023-04-05T19:16:29.909Z,2023-04-07T09:11:57Z,4165806327,140,29.9,4165806333,213,1.1,4165806325,56,Back,4165806329,141,25.2,4165806331,212,15.4,4168805599,178,,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529030981,13,1,1,0,28,bwt8yfk8rkcwiwyr0mopd7wqd,1,29.9,25.2,2023-04-05T19:16:30.699Z,2023-04-07T09:12:01Z,4165806387,56,Back,4165806391,141,7.7,4165806395,213,5.0,4165806393,212,12.6,4165806389,140,33.8,4168805741,178,,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031005,14,1,1,0,30,bwt8yfk8rkcwiwyr0mopd7wqd,1,33.8,7.7,2023-04-05T19:16:32.549Z,2023-04-07T09:12:06Z,4165806511,213,6.1,4165806507,141,5.2,4165806503,140,43.8,4165806501,56,Back,4165806509,212,10.6,4168805923,178,,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031013,15,1,1,0,31,bwt8yfk8rkcwiwyr0mopd7wqd,0,43.8,5.2,2023-04-05T19:16:33.639Z,2023-04-07T09:12:10Z,4165806539,56,Back,4165806545,212,7.4,4165806541,140,45.1,4168806113,178,,4165806543,141,15.9,4165806547,213,1.4,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031023,5,8,1,0,32,7catg5lpivcmpf4xhggh6d8rk,1,52.6,83.8,2023-04-05T19:16:34.470Z,2023-04-07T09:12:15Z,4168806359,178,,4165806575,56,Left,4167671667,383,,,,,,,,,,,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031025,6,49,1,0,33,7catg5lpivcmpf4xhggh6d8rk,1,52.6,83.8,2023-04-05T19:16:35.609Z,2023-04-07T09:12:24Z,,,,,,,,,,,,,,,,,,,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031029,7,1,1,0,34,7catg5lpivcmpf4xhggh6d8rk,0,55.3,84.2,2023-04-05T19:16:35.993Z,2023-04-07T09:12:30Z,4165806601,56,Left,4165806609,213,0.9,4165806605,141,90.9,4165806603,140,59.1,4168807023,178,,4165806607,212,6.1,,,,,,,8jfjglichcg0py57hhri5v0fd,M. Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031033,16,8,1,0,34,bwt8yfk8rkcwiwyr0mopd7wqd,1,38.6,10.3,2023-04-05T19:16:36.490Z,2023-04-07T09:12:36Z,4165806623,56,Back,4168807335,178,,4167671731,383,,,,,,,,,,,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031041,17,49,1,0,35,bwt8yfk8rkcwiwyr0mopd7wqd,1,35.7,10.7,2023-04-05T19:16:37.443Z,2023-04-07T09:12:51Z,,,,,,,,,,,,,,,,,,,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031049,18,1,1,0,35,bwt8yfk8rkcwiwyr0mopd7wqd,1,35.7,10.7,2023-04-05T19:16:37.526Z,2023-04-07T09:12:56Z,4165806711,212,11.3,4165806707,140,26.5,4165806705,56,Back,4165806709,141,19.4,4168808095,178,,4165806713,213,2.6,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031071,19,1,1,0,36,bwt8yfk8rkcwiwyr0mopd7wqd,1,26.5,19.4,2023-04-05T19:16:38.341Z,2023-04-07T09:12:59Z,4165806849,56,Back,4168808255,178,,4165806853,141,22.4,4165806857,213,0.2,4165806851,140,37.7,4165806855,212,11.9,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031085,20,1,1,0,39,bwt8yfk8rkcwiwyr0mopd7wqd,1,37.6,21.8,2023-04-05T19:16:40.993Z,2023-04-07T09:13:05Z,4168808503,178,,4165806951,140,44.5,4165806955,212,8.1,4165806949,56,Back,4165806953,141,27.0,4165806957,213,0.5,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031089,21,1,1,0,39,bwt8yfk8rkcwiwyr0mopd7wqd,1,44.5,27,2023-04-05T19:16:41.732Z,2023-04-07T09:13:09Z,4168808689,178,,4165806981,141,27.3,4165806985,213,3.1,4165806977,56,Back,4165806983,212,6.5,4165806979,140,38.3,,,,,,,rzxtat0t3okt8tikf5mvdxm2,K. Fujimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031123,22,1,1,0,41,bwt8yfk8rkcwiwyr0mopd7wqd,1,38.3,27.3,2023-04-05T19:16:42.901Z,2023-04-07T09:13:16Z,4168809023,178,,4165807193,141,5.8,4165807197,213,4.9,4165807189,56,Back,4165807195,212,14.8,4165807191,140,40.6,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031163,23,1,1,0,43,bwt8yfk8rkcwiwyr0mopd7wqd,1,37.6,7.1,2023-04-05T19:16:45.777Z,2023-04-07T09:13:21Z,4165807431,56,Back,4165807439,213,1.9,4165807435,141,59.4,4165807441,1,,4168809189,178,,4165807437,212,37.8,4165807433,140,25.4,,,,ebaganzllbxfacvobgmsu1045,Murilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031205,24,1,1,0,48,bwt8yfk8rkcwiwyr0mopd7wqd,1,27.1,60.8,2023-04-05T19:16:49.943Z,2023-04-07T09:13:27Z,4168809399,178,,4165807685,140,35.9,4165807689,212,24.1,4165807691,213,1.2,4165807687,141,93.6,4165807683,56,Back,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031231,25,1,1,0,50,bwt8yfk8rkcwiwyr0mopd7wqd,1,39.3,94.1,2023-04-05T19:16:52.803Z,2023-04-07T09:13:31Z,4168809547,178,,4165807797,141,66.4,4165807793,56,Back,4165807801,213,4.2,4165807795,140,29.8,4165807799,212,21.3,,,,,,,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031253,26,1,1,0,53,bwt8yfk8rkcwiwyr0mopd7wqd,1,27.3,64.9,2023-04-05T19:16:55.199Z,2023-04-07T09:13:35Z,4168809655,178,,4165807895,56,Back,4165807899,141,33.1,4165807901,212,22.2,4165807903,213,4.5,4165807897,140,22.5,,,,,,,1ldbn0jnfzcvj7edwlq1z4q8l,Rúben Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031289,27,1,1,0,56,bwt8yfk8rkcwiwyr0mopd7wqd,1,26.6,30.6,2023-04-05T19:16:58.776Z,2023-04-07T09:13:39Z,4165808097,140,30.2,4168809851,178,,4165808103,213,4.9,4165808095,56,Back,4165808101,212,17.0,4165808099,141,6.2,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031325,28,1,1,0,59,bwt8yfk8rkcwiwyr0mopd7wqd,1,26.5,9.5,2023-04-05T19:17:01.249Z,2023-04-07T09:13:44Z,4165808299,212,17.6,4168809985,178,,4165808295,140,31.9,4165808301,213,1.2,4165808293,56,Back,4165808297,141,34.0,,,,,,,4aubucuhe6ic3osisrw73xe51,Carraça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031937,33,61,1,1,0,bwt8yfk8rkcwiwyr0mopd7wqd,1,31.3,34.8,2023-04-05T19:17:02.074Z,2023-04-07T09:13:58Z,4168810461,178,,4165811659,56,Back,,,,,,,,,,,,,,,,,,,c01muomxuk015zrf9n21ztq7d,Vitor Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031367,29,1,1,1,3,bwt8yfk8rkcwiwyr0mopd7wqd,1,36.9,55.7,2023-04-05T19:17:05.567Z,2023-04-07T09:14:04Z,4165808557,141,93.3,4165808553,56,Left,4165808561,213,0.8,4165808559,212,34.5,4165808563,1,,4165808555,140,58.9,4168810665,178,,,,,6nrvjozwk5or2v7dxkqbf9j9x,G. Aburjania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031395,30,1,1,1,8,bwt8yfk8rkcwiwyr0mopd7wqd,1,64.6,92.9,2023-04-05T19:17:09.893Z,2023-04-07T09:14:09Z,4168810921,178,,4165808693,213,0.1,4165808685,56,Left,4165808689,141,95.4,4165808691,212,11.9,4165808687,140,75.8,,,,,,,c3byjg1gw75b6wz0wz0bjwij9,Marlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031419,31,1,1,1,10,bwt8yfk8rkcwiwyr0mopd7wqd,0,76.8,95.3,2023-04-05T19:17:12.332Z,2023-04-07T09:14:13Z,4165808847,212,34.6,4165808851,1,,4165808843,140,100.0,4165808841,56,Center,4168811109,178,,4165808845,141,61.4,4165808849,213,5.6,,,,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031427,8,5,1,1,12,7catg5lpivcmpf4xhggh6d8rk,1,-1.4,41.6,2023-04-05T19:17:14.447Z,2023-04-07T09:14:18Z,4165808887,56,Back,4165808889,346,,4165808903,233,32,,,,,,,,,,,,,,,,10k53pv13mw9hzllv70umgzbp,Ricardo Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031423,32,5,1,1,12,bwt8yfk8rkcwiwyr0mopd7wqd,0,101.4,58.4,2023-04-05T19:17:14.447Z,2023-04-07T09:14:18Z,4165808873,346,,4165808943,233,8,4165808871,56,Center,,,,,,,,,,,,,,,,asoisrxtnm0zynx35ueum4v6d,Adrián Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031701,9,1,1,1,32,7catg5lpivcmpf4xhggh6d8rk,1,3.7,50,2023-04-05T19:17:34.844Z,2023-04-07T09:14:25Z,4165810301,1,,4165810295,141,43.7,4165810287,124,,4165810293,140,41.1,4165810297,212,39.5,4165810299,213,6.2,4165810291,56,Back,4165810305,74,,342kh2ue733edf9q7s0a2edat,Adán,4165810289,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031717,10,1,1,1,36,7catg5lpivcmpf4xhggh6d8rk,1,43.9,40.1,2023-04-05T19:17:38.404Z,2023-04-07T09:14:30Z,4165810373,212,12.5,4165810369,140,52.0,4168811981,178,,4165810371,141,26.7,4165810375,213,5.5,4165810367,56,Center,,,,,,,2m5jzeksbet8ltn3shk2exox6,Youssef Chermiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031741,11,1,1,1,38,7catg5lpivcmpf4xhggh6d8rk,1,55,24.1,2023-04-05T19:17:40.295Z,2023-04-07T09:14:36Z,4165810519,141,3.4,4165810523,213,4.7,4165810515,56,Right,4165810517,140,54.6,4168812307,178,,4165810521,212,14.1,,,,,,,6x3qvqsp90kjsps3e4wx0oxqt,M. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031769,12,1,1,1,41,7catg5lpivcmpf4xhggh6d8rk,1,59.2,3.2,2023-04-05T19:17:43.271Z,2023-04-07T09:14:41Z,4168812647,178,,4165810713,141,4.3,4165810709,56,Back,4165810717,213,3.1,4165810711,140,39.1,4165810715,212,21.1,,,,,,,10k53pv13mw9hzllv70umgzbp,Ricardo Esgaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031829,13,1,1,1,44,7catg5lpivcmpf4xhggh6d8rk,1,36.8,9.7,2023-04-05T19:17:46.601Z,2023-04-07T09:14:47Z,4168812959,178,,4165810967,212,15.6,4165810963,140,32.3,4165810961,56,Back,4165810965,141,31.6,4165810969,213,1.9,,,,,,,6hnzgiw8h1itz9l2j3sb6oeeh,J. St. Juste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031881,14,1,1,1,48,7catg5lpivcmpf4xhggh6d8rk,1,32.7,35.7,2023-04-05T19:17:50.644Z,2023-04-07T09:15:00Z,4168813691,178,,4165811267,140,42.5,4165811271,212,15.3,4165811265,56,Back,4165811273,213,5.5,4165811269,141,19.1,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031901,15,1,1,1,51,7catg5lpivcmpf4xhggh6d8rk,1,41.7,20.9,2023-04-05T19:17:53.702Z,2023-04-07T09:15:16Z,4165811411,56,Back,4165811415,141,40.4,4165811419,213,2.0,4165811417,212,14.8,4165811413,140,35.4,4168814345,178,,,,,,,,6hnzgiw8h1itz9l2j3sb6oeeh,J. St. Juste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031929,16,1,1,1,55,7catg5lpivcmpf4xhggh6d8rk,1,36.8,44.8,2023-04-05T19:17:56.852Z,2023-04-07T09:15:20Z,4165811617,212,17.3,4165811619,213,1.4,4165811615,141,70.0,4165811611,56,Back,4168814537,178,,4165811613,140,39.2,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031961,17,1,1,1,57,7catg5lpivcmpf4xhggh6d8rk,1,39.4,67.9,2023-04-05T19:17:59.567Z,2023-04-07T09:15:25Z,4165811809,56,Back,4168814695,178,,4165811811,140,34.2,4165811823,213,4.3,4165811819,212,13.3,4165811815,141,50.0,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529031999,18,1,1,1,59,7catg5lpivcmpf4xhggh6d8rk,1,32.3,52.4,2023-04-05T19:18:01.621Z,2023-04-07T09:15:29Z,4165812037,212,21.8,4165812033,140,12.3,4165812031,56,Back,4165812035,141,43.6,4168814825,178,,4165812039,213,3.4,,,,,,,a9htjxrpgqlcv577x4kvlkh5h,S. Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529032087,19,1,1,2,4,7catg5lpivcmpf4xhggh6d8rk,1,13,43.9,2023-04-05T19:18:06.101Z,2023-04-07T09:15:33Z,4165812453,140,13.5,4165812457,212,16.9,4168814965,178,,4165812451,56,Back,4165812459,213,1.5,4165812455,141,68.7,,,,,,,342kh2ue733edf9q7s0a2edat,Adán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529032101,20,1,1,2,11,7catg5lpivcmpf4xhggh6d8rk,1,32.6,66,2023-04-05T19:18:13.773Z,2023-04-07T09:15:37Z,4165812557,141,60.6,4165812553,56,Back,4168815081,178,,4165812561,213,5.8,4165812555,140,39.3,4165812559,212,7.9,,,,,,,cayu6id8xmj67n29s2x3bsbxm,Gonçalo Inácio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529032137,21,1,1,2,13,7catg5lpivcmpf4xhggh6d8rk,1,39,57,2023-04-05T19:18:15.451Z,2023-04-07T09:15:44Z,4165812783,213,5.7,4165812775,140,53.5,4168815291,178,,4165812771,56,Center,4165812777,141,40.6,4165812781,212,18.9,,,,,,,eee0bq4dkdn91l81e8cf1zxpm,Pote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
